locus,gene_weight,gene_name,gene_product,cog,operon,regulator,CsgD,Fnr,link
b3945,0.0912696127,gldA,L-1%2C2-propanediol dehydrogenase/glycerol dehydrogenase,Energy production and conversion,ptsA-fsaB-gldA,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11904
b1593,0.08344092980000001,ynfK,putative dethiobiotin synthetase,Coenzyme transport and metabolism,mlc-ynfK,"RpoD,RpoH,Crp,Mlc,Fnr,Nac",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6851
b3674,0.0818800331,yidF,uncharacterized protein YidF,Transcription,yidHGF,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11694
b2468,0.08083128760000001,aegA,putative oxidoreductase Fe-S subunit AegA,Energy production and conversion,aegA,Crp,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12409
b2110,0.0785463992,yehC,putative fimbrial chaperone YehC,Cell motility,yehDCBA,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11989
b0375,0.0767352701,iprA,putative DNA-binding transcriptional regulator IprA,Transcription,,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6226
b1601,0.0747903456,tqsA,autoinducer 2 exporter,Signal transduction mechanisms,tqsA,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6859
b4380,0.06999272200000001,yjjI,DUF3029 domain-containing protein YjjI,Nucleotide transport and metabolism,yjjI,YciT,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12171
b1003,0.0687259545,yccJ,PF13993 family protein YccJ,Function unknown,wrbA-yccJ,"RpoS,ppGpp,CsgD",True,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12703
b0992,0.0678507912,yccM,putative 4Fe-4S membrane protein,Energy production and conversion,yccM,Nac,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6513
b3518,0.0674328595,ccp,cytochrome c peroxidase,Energy production and conversion,ccp,"RpoD,OxyR,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12244
b2727,0.0673801078,hypB,hydrogenase isoenzymes nickel incorporation protein HypB,Transcription,hypABCDE-fhlA,"RpoN,NsrR,IHF,FhlA,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10484
b4070,0.0672973581,nrfA,cytochrome c552 nitrite reductase,Energy production and conversion,nrfABCDEFG,"RpoD,FlhDC,ppGpp,IHF,NsrR,NarL,NarP,Fis,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11781
b0873,0.0667993615,hcp,protein S-nitrosylase,Energy production and conversion,hcp-hcr-poxB-ltaE-ybjT,"RpoE,NarP,NsrR,OxyR,NarL,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6457
b2726,0.065148817,hypA,hydrogenase 3 nickel incorporation protein HypA,Function unknown,hypABCDE-fhlA,"RpoN,NsrR,IHF,FhlA",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10483
b0894,0.061274186,dmsA,dimethyl sulfoxide reductase subunit A,Energy production and conversion,dmsABC,"RpoD,YciT,Fis,ModE,IHF,NarL,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10232
b3512,0.0609135525,gadE,DNA-binding transcriptional activator GadE,Transcription,gadEF-mdtEF,"PhoP,RpoD,RpoS,GadW,YdeO,Crp,ArcA,EvgA,H-NS,GadX,FliZ,GadE,Nac,ppGpp,ArrS",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11544
b3408,0.0602535572,feoA,ferrous iron transport protein A,Inorganic ion transport and metabolism,feoABC,"RpoD,Fnr,NagC,Fur,ArcA",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12101
b2877,0.059646486500000005,mocA,molybdenum cofactor cytidylyltransferase,Function unknown,mocA,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7496
b3157,0.0596276742,yhbT,SCP2 domain-containing protein YhbT,Lipid transport and metabolism,yhbTS,"YciT,YbcM,CsgD,Nac",True,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7651
b4139,0.058568212200000004,aspA,aspartate ammonia-lyase,Amino acid transport and metabolism,aspA-dcuA,"RpoD,Fnr,Crp,NarL,DcuR,Lrp",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10095
b0837,0.0585179611,yliI,aldose sugar dehydrogenase YliI,Carbohydrate transport and metabolism,yliI,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6437
b2201,0.0584408873,ccmA,heme trafficking system ATP-binding protein,"Post-translational modification, protein turnover,and chaperones",napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,NarP,NarL,Fnr,Nac",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12059
b4582,0.0582899179,yoeA,CP4-44 prophage%3B TonB-dependent receptor plug domain-containing protein YoeA,Inorganic ion transport and metabolism,,,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7075
b0872,0.0566905064,hcr,NADH oxidoreductase,Energy production and conversion,hcp-hcr-poxB-ltaE-ybjT,"RpoE,NarP,NsrR,OxyR,NarL,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6456
b4079,0.0562218228,fdhF,formate dehydrogenase H,Energy production and conversion,fdhF,"YeiE,RpoN,Fnr,NarP,NarL,FhlA",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10285
b4337,0.0559771754,mdtM,multidrug efflux pump/bile salt:H(+) antiporter/Na(+):H(+) antiporter/K(+):H(+) antiporter,Inorganic ion transport and metabolism,mdtM-yjiN,SlyA,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12576
b2202,0.055959065700000005,napC,periplasmic nitrate reductase cytochrome c protein,Energy production and conversion,napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,IscR,NarP,NarL,Fnr,Nac",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12060
b3929,0.055348657100000004,rraA,ribonuclease E inhibitor protein A,Coenzyme transport and metabolism,menA-rraA,"RpoD,RpoS",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11879
b2298,0.0549839122,yfcC,putative transporter YfcC,Function unknown,yfcC,"YeiE,ppGpp,ArgR,Lrp",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7190
b3916,0.0541715131,pfkA,6-phosphofructokinase I,Nucleotide transport and metabolism,pfkA,"RpoD,RpoS,Cra",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10699
b2109,0.053867662000000004,yehB,putative fimbrial usher protein YehB,Cell motility,yehDCBA,"YdcN,YidZ",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11988
b0622,0.052633365700000004,pagP,Lipid IVA palmitoyltransferase,Cell wall/membrane/envelope biogenesis,pagP,"PhoP,SlyA",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12180
b2997,0.0518263045,hybO,hydrogenase 2 small subunit,Energy production and conversion,hybOABCDEFG,"RpoD,ryhB,ArcA,NarL",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7554
b3755,0.051575949100000004,yieP,putative transcriptional regulator YieP,Transcription,yieP-hsrA,Nac,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11733
b2141,0.0514207605,yohJ,PF03788 family membrane protein YohJ,Function unknown,yohJK,YieP,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12023
b4154,0.0511408271,frdA,fumarate reductase flavoprotein subunit,Energy production and conversion,frdABCD,"RpoD,ryhB,RpoS,Fnr,NarL,DcuR,Lrp",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10330
b1376,0.0510637379,uspF,nucleotide binding filament protein,Signal transduction mechanisms,uspF,"YeiE,ppGpp",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6699
b2707,0.0501977908,srlR,DNA-binding transcriptional repressor SrlR,Transcription,srlAEBD-gutM-srlR-gutQ,"RpoD,SrlR,H-NS,GutM,Crp,Nac",False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10974
b3156,0.0499707733,yhbS,putative acyltransferase with acyl-CoA N-acyltransferase domain,Function unknown,yhbTS,CsgD,True,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7650
b0849,-0.051798580000000004,grxA,reduced glutaredoxin 1,"Post-translational modification, protein turnover,and chaperones",grxA,OxyR,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10417
b1109,-0.0616122307,ndh,NADH:quinone oxidoreductase II,Energy production and conversion,ndh,"RpoD,Fur,NsrR,ArcA,IHF,PdhR,Fis,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10649
b1256,-0.0708729736,ompW,outer membrane protein W,Cell wall/membrane/envelope biogenesis,ompW,"rybB,Crp,ArcA,NarL,Fnr,SoxS,Fur,micA",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11124
b1334,-0.0809850751,fnr,DNA-binding transcriptional dual regulator FNR,Transcription,fnr,"RpoD,ArcA,Fur,IHF,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10325
b2579,-0.1511268504,grcA,stress-induced alternate pyruvate formate-lyase subunit,Function unknown,grcA,"PdhR,RpoD,YfeD,YneJ,Crp,Fis,ArcA,Fur,Fnr",False,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11784
