locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Nac,link
b3043,0.09810740280000001,ygiL,putative fimbrial protein YgiL,Cell motility,ygiL,"YbdO,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12363
b0336,0.0932142074,codB,cytosine transporter,Nucleotide transport and metabolism,codBA,"RpoD,PurR,ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11327
b3446,0.0887936086,yrhB,putative heat shock chaperone,Function unknown,yrhB,Nac,True,https://ecocyc.org/gene?orgid=ECOLI&id=G7763
b2662,0.08610047900000001,gabT,4-aminobutyrate aminotransferase GabT,Amino acid transport and metabolism,csiD-lhgO-gabDTP,"RpoD,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10361
b4464,0.08098595800000001,ghxQ,guanine/hypoxanthine transporter GhxQ,Function unknown,xanQ-guaD-ghxQ,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7503
b3543,0.0799871536,dppB,dipeptide ABC transporter membrane subunit DppB,Amino acid transport and metabolism,dppABCDF,"RpoD,omrA,omrB,Fnr,IHF,gcvB,spf",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12625
b0644,0.0795416859,ybeQ,Sel1 repeat-containing protein YbeQ,No COG annotation,ybeQ,"ppGpp,LeuO,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6351
b0929,0.0734323337,ompF,outer membrane porin F,Cell wall/membrane/envelope biogenesis,ompF,"RpoD,PhoB,RstA,micF,ipeX,RpoS,Fur,IHF,EnvY,Crp,OmpR,CpxR,Nac,rybB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10671
b3324,0.0731582509,gspC,Type II secretion system protein GspC,"Intracellular trafficking, secretion, and vesicular transport",gspCDEFGHIJKLMO,"RpoD,ppGpp,SlyA,H-NS,Fur",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7702
b2664,0.07176605650000001,csiR,DNA-binding transcriptional repressor CsiR,Transcription,csiR,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12386
b3544,0.0707819816,dppA,dipeptide ABC transporter periplasmic binding protein,Amino acid transport and metabolism,dppABCDF,"RpoD,YdcN,gcvB,Fnr,IHF,Lrp,Nac,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10248
b2661,0.0699277496,gabD,NADP(+)-dependent succinate-semialdehyde dehydrogenase,Energy production and conversion,csiD-lhgO-gabDTP,"RpoD,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11329
b3540,0.0679827789,dppF,dipeptide ABC transporter ATP binding subunit DppF,Inorganic ion transport and metabolism,dppABCDF,"RpoD,omrA,omrB,Fnr,IHF,gcvB",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12628
b4646_2,0.06777588200000001,yrdE_2,,No COG Annotation,yrdE_2,,False,
b3326,0.0653618182,gspE,Type II secretion system protein GspE,Cell motility,gspCDEFGHIJKLMO,"RpoD,SlyA,H-NS,Fur",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7704
b3712,0.0647161319,yieE,putative phosphopantetheinyl transferase,Coenzyme transport and metabolism,yieEF,"RpoE,Nac,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11722
b3541,0.0645004733,dppD,dipeptide ABC transporter ATP binding subunit DppD,Amino acid transport and metabolism,dppABCDF,"RpoD,Fnr,IHF,gcvB",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12627
b1981,-0.0688092282,shiA,shikimate:H(+) symporter,Inorganic ion transport and metabolism,shiA,"RpoD,ryhB,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7067
b3213,-0.08654111090000001,gltD,glutamate synthase subunit GltD,Energy production and conversion,gltBDF,"RpoD,RpoS,Nac,Fur,Fnr,Crp,AdiY,ArgR,ppGpp,Lrp,IHF,HdfR,GadE",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10404
b3212,-0.0870785833,gltB,glutamate synthase subunit GltB,Amino acid transport and metabolism,gltBDF,"RpoD,YebK,YiaU,RpoS,Nac,Fur,Fnr,Crp,AdiY,ArgR,ppGpp,Lrp,IHF,HdfR,GadE",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10403
b3523,-0.0909116019,yhjE,putative transporter YhjE,Inorganic ion transport and metabolism,yhjE,"ppGpp,Lrp,Nac,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12249
b0338,-0.10809441830000001,cynR,DNA-binding transcriptional dual regulator CynR,Transcription,cynR,"RpoD,CynR,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11421
b2913,-0.1098380446,serA,phosphoglycerate dehydrogenase,Amino acid transport and metabolism,serA,"RpoD,gcvB,Crp,Nac,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10944
b3744,-0.16589089510000002,asnA,asparagine synthetase A,Nucleotide transport and metabolism,asnA,"RpoD,AsnC,Lrp,Nac,gcvB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10091
