locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b1457,0.11312172790000001,ydcD,uncharacterized protein YdcD,No COG annotation,rhsE-ydcD,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11760
b2037,0.11208935560000001,rfbX,polyisoprenol-linked O-antigen repeat unit flippase,Function unknown,rfbBDACX,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11980
b1137,0.1086428323,ymfD,e14 prophage%3B putative SAM-dependent methyltransferase,Coenzyme transport and metabolism,ymfED,,https://ecocyc.org/gene?orgid=ECOLI&id=G6582
b2034,0.1020557445,wbbI,beta-1%2C6-galactofuranosyltransferase,Cell wall/membrane/envelope biogenesis,wbbIJK,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11983
b3627,0.09474321150000001,waaO,UDP-D-glucose:(glucosyl)LPS alpha-1%2C3-glucosyltransferase,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11352
b4253,0.0939889564,yjgL,protein YjgL,No COG annotation,yjgL,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7884
b3618,0.0890158157,htrL,protein HtrL,Function unknown,htrL,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11188
b2036,0.0890043539,glf,UDP-galactopyranose mutase,"Translation, ribosomal structure and biogenesis",glf-wbbH,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11981
b4571_1,0.0868322779,wbbL_1,"lipopolysaccharide biosynthesis protein, N-ter fragment",No COG Annotation,wbbL_1,,
b3594,0.08272050800000001,yibA,putative lyase containing HEAT-repeat,Energy production and conversion,rhsA-yibA,RpoH,https://ecocyc.org/gene?orgid=ECOLI&id=EG11187
b1549,0.0790134536,ydfO,Qin prophage%3B protein YdfO,Amino acid transport and metabolism,ynfO-ydfO,"ppGpp,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=G6822
b4279,0.0769174948,yjhB,putative sialic acid transporter,Inorganic ion transport and metabolism,yjhBC,"RpoH,NanR,NanR,RpoH",https://ecocyc.org/gene?orgid=ECOLI&id=EG12544
b4659_2,0.0765105251,yabP_2,,No COG Annotation,yabPQ,,
b4571_2,0.0762410489,wbbL_2,,No COG Annotation,wbbL_2,,
b0546,0.0677228665,ybcM,DLP12 prophage%3B putative DNA-binding transcriptional regulator,Transcription,ybcLM,,https://ecocyc.org/gene?orgid=ECOLI&id=G6302
b4345,0.06753805560000001,mcrC,5-methylcytosine-specific restriction enzyme subunit McrC,Defense mechanisms,mcrBC,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10575
b4346,0.06625650770000001,mcrB,5-methylcytosine-specific restriction enzyme subunit McrB,"Replication, recombination and repair",mcrBC,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG10574
b1363,0.0660096386,trkG,Rac prophage%3B K(+) transporter TrkG,Inorganic ion transport and metabolism,trkG,YdcI,https://ecocyc.org/gene?orgid=ECOLI&id=EG11020
b2846,0.0619487482,yqeH,putative LuxR family transcriptional regulator YqeH,Transcription,yqeH,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7466
b1139,0.0607765519,lit,e14 prophage%3B cell death peptidase Lit,"Post-translational modification, protein turnover,and chaperones",lit,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10535
b4038_3,0.0581310092,yjbI_3,,No COG Annotation,yjbI,,
b2728,-0.0748999577,hypC,hydrogenase 3 maturation protein HypC,"Post-translational modification, protein turnover,and chaperones",hypABCDE-fhlA,"RpoN,NsrR,IHF,FhlA,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG10485
b3423_1,-0.1139175223,glpR_1,,Transcription,glpEGR,,
