locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Crp,link
b0129,0.0786009679,yadI,putative PTS enzyme IIA component YadI,Carbohydrate transport and metabolism,yadI,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12322
b2877,0.0775734698,mocA,molybdenum cofactor cytidylyltransferase,Function unknown,mocA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7496
b2426,0.0771953117,ucpA,putative oxidoreductase,Lipid transport and metabolism,ucpA,YbcM,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12133
b3418,0.0739454499,malT,DNA-binding transcriptional activator MalT,Transcription,malT,"RpoD,YidZ,Lrp,Mlc,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10562
b3087,0.07378092280000001,ygjR,putative oxidoreductase YgjR,Function unknown,ygjR,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7606
b4139,0.0723981219,aspA,aspartate ammonia-lyase,Amino acid transport and metabolism,aspA-dcuA,"RpoD,Fnr,Crp,NarL,DcuR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10095
b2259,0.06917824260000001,pmrD,signal transduction protein PmrD,Function unknown,pmrD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7172
b2241,0.0674436434,glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,Energy production and conversion,glpABC,"RpoD,YihW,Fis,FlhDC,ArcA,Fnr,Crp,ppGpp,GlpR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10391
b3749,0.06611021930000001,rbsA,ribose ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,rbsDACBKR,"RpoD,YciT,YeiE,YbiH,Crp,ppGpp,RbsR,dsrA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10814
b0306,0.0652200899,ykgE,putative lactate utilization oxidoreductase YkgE,Energy production and conversion,ykgEFG,"YieP,Lrp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6176
b1138,0.0627724637,ymfE,e14 prophage%3B uncharacterized protein YmfE,No COG annotation,ymfED,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6583
b3906,0.0624392657,rhaR,DNA-binding transcriptional activator RhaR,Transcription,rhaSR,"RpoD,RpoS,Crp,RhaR,RhaS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10842
b0798,0.0622201204,ybiA,N-glycosidase YbiA,"Post-translational modification, protein turnover,and chaperones",ybiA,YidZ,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11579
b4089,0.061707734300000004,alsR,DNA-binding transcriptional repressor AlsR,Transcription,alsRBACE,"RpoD,AlsR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7821
b3748,0.0609046959,rbsD,D-ribose pyranase,Carbohydrate transport and metabolism,rbsDACBKR,"RpoD,YidZ,dsrA,Crp,RbsR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10817
b1427,0.060470258000000006,rimL,ribosomal-protein-L12-serine acetyltransferase,"Translation, ribosomal structure and biogenesis",rimL,YfeD,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10853
b1594,0.0592239871,mlc,DNA-binding transcriptional repressor Mlc,Transcription,mlc-ynfK,"RpoD,RpoH,Crp,Mlc",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6852
b1384,0.057890585300000005,feaR,DNA-binding transcriptional activator FeaR,Transcription,feaR,"QseB,RpoD,Crp,NsrR,Nac,PhoB",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6706
b0080,0.0577737164,cra,DNA-binding transcriptional dual regulator Cra,Transcription,cra,"PhoB,RpoH",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10338
b3127,0.057616673900000005,garP,galactarate/glucarate/glycerate transporter GarP,Inorganic ion transport and metabolism,garPLRK-rnpB,"RpoD,H-NS,CdaR,Fnr,Fur",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12760
b2399,0.056691936000000005,yfeD,putative DNA-binding transcriptional regulator YfeD,"Replication, recombination and repair",yfeCD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11432
b1620,0.056485229500000005,malI,DNA-binding transcriptional repressor MalI,Transcription,malI,"RpoD,Crp,MalI,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10557
b2146,0.0560626502,preT,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,Energy production and conversion,preTA,"RpoD,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7145
b0651,0.0549399766,rihA,pyrimidine-specific ribonucleoside hydrolase RihA,Nucleotide transport and metabolism,rihA,Crp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6358
b1308,0.054894920800000004,pspE,thiosulfate sulfurtransferase PspE,Inorganic ion transport and metabolism,pspABCDE,"RpoN,IHF,PspF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10780
b1725,0.0544894614,yniA,putative kinase YniA,Carbohydrate transport and metabolism,yniA,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6930
b3263,0.053686905800000004,yhdU,DUF2556 domain-containing protein YhdU,Function unknown,yhdU,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7694
b2096,0.052906916000000005,gatY,tagatose-1%2C6-bisphosphate aldolase 2 subunit GatY,Nucleotide transport and metabolism,gatYZABCD,"RpoD,GatR,ArcA,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12419
b3723,0.0525922713,bglG,transcriptional antiterminator BglG,Transcription,bglGFB,"StpA,Crp,LeuO,RcsB-BglJ,Fis,H-NS,BglG",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10116
b2126,0.0522976713,btsS,high-affinity pyruvate receptor,Signal transduction mechanisms,btsSR,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12007
b1406,0.0516418831,pdxI,pyridoxine 4-dehydrogenase,Energy production and conversion,pdxI,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11309
b1002,0.051238838700000004,agp,glucose-1-phosphatase,Function unknown,agp,"Crp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10033
b2775,0.0508990302,yqcE,putative transport protein YqcE,Inorganic ion transport and metabolism,yqcE-ygcE,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG13174
b3032,0.049170010900000005,cpdA,cAMP phosphodiesterase,Function unknown,nudF-yqiB-cpdA-yqiA-parE,CreB,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7579
b2584,0.048898270300000005,patZ,peptidyl-lysine acetyltransferase,Energy production and conversion,yfiP-patZ,"RpoD,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7350
b2702,0.0488960442,srlA,sorbitol-specific PTS enzyme IIC2 component,Carbohydrate transport and metabolism,srlAEBD-gutM-srlR-gutQ,"RpoD,SrlR,H-NS,GutM,Crp,spf",True,https://ecocyc.org/gene?orgid=ECOLI&id=G8210
b2535,0.048822655300000004,csiE,stationary phase inducible protein CsiE,Transcription,csiE,"RpoD,RpoS,Crp,H-NS,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7329
b2980,0.0487376374,glcC,DNA-binding transcriptional dual regulator GlcC,Transcription,glcC,"RpoD,Crp,Fis,Cra,GlcC,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7546
b2844,0.0486913576,yqeF,putative acyltransferase,Lipid transport and metabolism,yqeF,"YidZ,ppGpp,Crp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7464
b2805,0.0470303418,fucR,DNA-binding transcriptional activator FucR,Transcription,fucPIKUR,"RpoD,FucR,Crp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10353
b3117,0.046868596500000005,tdcB,catabolic threonine dehydratase,Amino acid transport and metabolism,tdcABCDEFG,"Fnr,Crp,IHF,TdcA,TdcR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10990
b2150,0.046787409700000004,mglB,D-galactose/methyl-galactoside ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,mglBAC,"RpoD,RpoS,FlhDC,GalR,GalS,Crp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10593
b2964,0.0464410509,nupG,nucleoside:H(+) symporter NupG,Carbohydrate transport and metabolism,mutY-yggX-mltC-nupG,"RpoD,DeoR,Crp,CytR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10664
b2537,0.0460431753,hcaR,DNA-binding transcriptional dual regulator HcaR,Transcription,hcaR,"HcaR,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7331
b2240,0.0459756372,glpT,sn-glycerol 3-phosphate:phosphate antiporter,Inorganic ion transport and metabolism,glpTQ,"RpoD,Fis,Fnr,Crp,IHF,GlpR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10401
b0162,0.0448719865,cdaR,DNA-binding transcriptional activator CdaR,Transcription,cdaR,"CdaR,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12335
b4003,0.0441433664,zraS,sensory histidine kinase ZraS,Signal transduction mechanisms,zraSR,"RpoN,Crp,ZraR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10008
b2761,0.0435366011,cas3,CRISPR-associated endonuclease/helicase Cas3,"Replication, recombination and repair",cas3,"Crp,RpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12634
b1440,0.0433569056,ydcS,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase,Inorganic ion transport and metabolism,ydcSTUV-patD,"RpoS,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6751
b1853,0.0423466476,yebK,DNA-binding transcriptional repressor YebK,Transcription,yebK,YebK,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12860
b4299,0.0421711421,yjhI,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator YjhI,Transcription,yjhIHG,"RpoH,ppGpp,Crp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7912
b0643,0.0421222091,ybeL,DUF1451 domain-containing protein YbeL,"Translation, ribosomal structure and biogenesis",ybeL,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12851
b3685,0.0418335042,yidE,putative transport protein YidE,Inorganic ion transport and metabolism,yidE,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11536
b1512,0.0417973367,lsrR,DNA-binding transcriptional repressor LsrR,Transcription,lsrRK,"RpoD,Crp,LsrR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6799
b3873,0.041293674,yihM,putative TIM barrel domain-containing protein YihM,Carbohydrate transport and metabolism,yihLM,GlaR,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11839
b3905,0.0412868078,rhaS,DNA-binding transcriptional activator RhaS,Transcription,rhaSR,"RpoD,RpoS,Crp,RhaR,RhaS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10843
b0846,0.040707163000000005,rcdA,DNA-binding transcriptional regulator RcdA,Transcription,rcdA,RcdA,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6444
b2243,-0.0448748236,glpC,anaerobic glycerol-3-phosphate dehydrogenase subunit C,Energy production and conversion,glpABC,"RpoD,Fis,FlhDC,ArcA,Fnr,Crp,GlpR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10393
b2141,-0.0525389468,yohJ,PF03788 family membrane protein YohJ,Function unknown,yohJK,YieP,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12023
