locus,gene_weight,gene_name,gene_product,cog,regulator,FlhDC,link
b1925,0.1247064125187735,fliS,flagellar biosynthesis protein FliS,Cell motility,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11388
b1947,0.122918388811053,fliO,flagellar biosynthesis protein FliO,Cell motility,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11224
b1951,0.1197286383385197,rcsA,DNA-binding transcriptional activator RcsA,Transcription,"RpoD,H-NS,RcsAB,GadE,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10820
b1880,0.1128234464203484,flhB,flagellar biosynthesis protein FlhB,Cell motility,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7028
b1081,0.1062461749826238,flgJ,putative peptidoglycan hydrolase FlgJ,Cell wall/membrane/envelope biogenesis,"RpoD,ppGpp,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G366
b1946,0.0842036221934056,fliN,flagellar motor switch protein FliN,Cell motility,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10324
b1083,0.0831461754711202,flgL,flagellar hook-filament junction protein 2,Cell motility,"FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11545
b1924,0.0811086692019635,fliD,flagellar filament capping protein,Cell motility,"RpoD,FliA,FlhDC,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10841
b1940,0.0781404095635289,fliH,flagellar biosynthesis protein FliH,Cell motility,"RpoD,FliA,FlhDC,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11656
b1760,0.0729124829973351,ynjH,DUF1496 domain-containing protein YnjH,Function unknown,"FliA,Lrp,Nac,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6955
b1939,0.0699855698114643,fliG,flagellar motor switch protein FliG,Cell motility,"RpoD,FliA,FlhDC,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11654
b1072,0.0696525405242329,flgA,flagellar basal body P-ring formation protein FlgA,Cell motility,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G357
b1071,0.0689804909947318,flgM,anti-sigma factor for FliA (sigma(28)),Cell motility,"RpoD,FliA,FlhDC,CsgD,omrA,omrB",True,https://ecocyc.org/gene?orgid=ECOLI&id=G369
b1080,0.0674318347786978,flgI,flagellar P-ring protein,Cell motility,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G365
b1923,-0.0688185916459869,fliC,flagellar filament structural protein,Cell motility,"GadE,H-NS,FliA,EcpR,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10321
b1076,-0.0820603566047041,flgE,flagellar hook protein FlgE,Cell motility,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G361
b1886,-0.0871157874123132,tar,methyl-accepting chemotaxis protein Tar,Cell motility,"Fnr,FliA,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10988
b1075,-0.1077189672113317,flgD,flagellar biosynthesis%2C initiation of hook assembly,Cell motility,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G360
b1074,-0.1376455884458221,flgC,flagellar basal-body rod protein FlgC,Cell motility,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G359
b1922,-0.1384017733187355,fliA,RNA polymerase%2C sigma 28 (sigma F) factor,Transcription,"RpoD,YdcN,H-NS,FliA,IHF,NsrR,EcpR,FlhDC,SutR,CsgD,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11355
b1073,-0.1792843876063366,flgB,flagellar basal-body rod protein FlgB,Cell motility,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G358
