locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SoxS,link
b2237,0.1084037318,inaA,putative lipopolysaccharide kinase InaA,Signal transduction mechanisms,inaA,"RpoD,MarA,Rob,SoxS,GlaR,gcvB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11422
b3519,0.1049911916,treF,cytoplasmic trehalase,Carbohydrate transport and metabolism,treF,"YfeD,RpoS,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12245
b1053,0.1045294033,mdtG,efflux pump MdtG,Amino acid transport and metabolism,mdtG,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11343
b2895,0.1040601829,fldB,flavodoxin 2,Energy production and conversion,fldB,"RpoD,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12697
b2681,0.1013082671,ygaY,putative transporter YgaY%2C N-terminal fragment,Amino acid transport and metabolism,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7403
b2898,0.0945426204,ygfZ,folate-binding protein,Function unknown,ygfZ,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7511
b1277,0.0924194613,ribA,GTP cyclohydrolase 2,Nucleotide transport and metabolism,ribA,"RpoD,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11331
b1852,0.0896878895,zwf,NADP(+)-dependent glucose-6-phosphate dehydrogenase,Nucleotide transport and metabolism,zwf,"RpoD,YciT,Fur,Fnr,Cra,MarA,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11221
b3898,0.0878847505,frvX,peptidase M42 family protein,Carbohydrate transport and metabolism,frvABXR,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11862
b0478,0.087783226,ybaL,putative transporter YbaL,Inorganic ion transport and metabolism,ybaL,"YidZ,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12623
b0852,0.0876803594,rimK,ribosomal protein S6 modification protein,Nucleotide transport and metabolism,ybjC-nfsA-rimK-ybjN,"RpoD,Rob,MarA,OxyR,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10852
b1533,0.0831989884,eamA,cysteine/O-acetylserine exporter EamA,Amino acid transport and metabolism,eamA,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11639
b0449,0.0825294262,mdlB,ABC transporter family protein MdlB,Inorganic ion transport and metabolism,mdlAB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11622
b0447,0.0811139703,decR,DNA-binding transcriptional activator DecR,Transcription,decR,"RpoD,YbaO,SoxS,MarA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6247
b0448,0.0809771727,mdlA,ABC transporter family protein MdlA,Inorganic ion transport and metabolism,mdlAB,YbcM,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6248
b2889,0.0802877362,idi,isopentenyl-diphosphate Delta-isomerase,Lipid transport and metabolism,idi,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7508
b1534,0.07966260580000001,ydeE,dipeptide exporter,Amino acid transport and metabolism,ydeE,"Lrp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11640
b1276,0.0795499571,acnA,aconitate hydratase 1,Energy production and conversion,acnA,"RpoD,Rob,YcjW,ryhB,YidZ,RpoS,Fnr,ArcA,Cra,Crp,MarA,SoxS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11325
b0389,0.0776681942,yaiA,protein YaiA,Function unknown,aroL-yaiA-aroM,"RpoD,YfeC,TrpR,TyrR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11093
b3238,0.07457008130000001,yhcN,DUF1471 domain-containing stress-induced protein YhcN,Function unknown,yhcN,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7683
b4546,0.0690938931,ypeB,PF12843 family protein YpeB,Function unknown,ligA-ypeB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10462
b0628,0.06869488630000001,lipA,lipoyl synthase,Coenzyme transport and metabolism,lipA,"YheO,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11306
b2411,0.0664487995,ligA,DNA ligase,"Replication, recombination and repair",ligA-ypeB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10534
b2646,0.0627633814,ypjF,CP4-57 prophage%3B toxin of the YpjF-YfjZ toxin-antitoxin system,Function unknown,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7381
b4380,0.0622240976,yjjI,DUF3029 domain-containing protein YjjI,Nucleotide transport and metabolism,yjjI,YciT,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12171
b0168,0.0578715104,map,methionine aminopeptidase,Amino acid transport and metabolism,map-glnD-dapD,"MarA,Nac,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10570
b0462,0.0575899345,acrB,multidrug efflux pump RND permease AcrB,Defense mechanisms,acrAB,"PhoP,RpoD,MprA,AcrR,MarA,Rob,EnvR,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11704
b0762,0.056769628200000005,acrZ,multidrug efflux pump accessory protein AcrZ,"Intracellular trafficking, secretion, and vesicular transport",acrZ,"RpoD,Rob,SoxS,MarA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6396
b1836,0.056474034400000005,yebV,protein YebV,Function unknown,yebV,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7009
b0463,0.0547869693,acrA,multidrug efflux pump membrane fusion lipoprotein AcrA,Cell wall/membrane/envelope biogenesis,acrAB,"PhoP,RpoD,MprA,AcrR,MarA,Rob,EnvR,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11703
b1461,0.0525319614,pptA,putative 4-oxalocrotonate tautomerase (4-OT),Function unknown,pptA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11761
b0603,0.0516969857,ybdO,putative LysR family DNA-binding transcriptional regulator YbdO,Transcription,ybdO,"YeiE,YbdO",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6332
b0931,0.0513644851,pncB,nicotinate phosphoribosyltransferase,Nucleotide transport and metabolism,pncB,"RpoD,NadR,Crp,Lrp,ArcA",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10742
b3520,0.0512055618,yhjB,putative DNA-binding transcriptional regulator YhjB,Transcription,yhjB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12246
b0870,0.050936167000000004,ltaE,low-specificity L-threonine aldolase,Amino acid transport and metabolism,hcp-hcr-poxB-ltaE-ybjT,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6455
b0619,0.0507125484,dpiB,sensory histidine kinase DpiB,Signal transduction mechanisms,dpiBA,"Fnr,Crp,ArcA,NarL,DpiA,DcuR,ChiX",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6345
b0285,0.049970445200000005,paoB,aldehyde dehydrogenase%2C FAD-binding subunit,Nucleotide transport and metabolism,paoABCD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6156
b1451,0.0496052471,yncD,putative TonB-dependent outer membrane receptor,Inorganic ion transport and metabolism,yncD,ArcA,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6762
b3897,0.0490114504,frvR,putative transcriptional regulator FrvR,Carbohydrate transport and metabolism,frvABXR,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11861
b0683,0.0486535426,fur,DNA-binding transcriptional dual regulator Fur,Transcription,fldA-uof-fur,"RpoD,Crp,OxyR,SoxS,Fur,ryhB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10359
b0952,0.0477245866,pqiC,intermembrane transport lipoprotein PqiC,Function unknown,pqiABC,"RpoD,RpoS,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6492
b0096,0.046241907000000006,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Cell wall/membrane/envelope biogenesis,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,"RpoD,LexA,MraZ,PdhR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10265
b3146,0.0446509411,rsmI,16S rRNA 2'-O-ribose C1402 methyltransferase,"Translation, ribosomal structure and biogenesis",rsmI,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7641
b3662,0.0439764662,nepI,purine ribonucleoside exporter,Amino acid transport and metabolism,nepI,SoxS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11689
b3917,0.0436165567,sbp,sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp,Inorganic ion transport and metabolism,sbp,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10929
b0951,0.0422875412,pqiB,intermembrane transport protein PqiB,"Secondary metabolites biosynthesis, transport, and catabolism",pqiABC,"RpoD,RpoS,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6491
b2413,0.0422591521,cysZ,sulfate:H(+) symporter,Amino acid transport and metabolism,cysZ,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10003
b0284,0.0409765084,paoC,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,Nucleotide transport and metabolism,paoABCD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6155
b0578,0.03961662,nfsB,NAD(P)H nitroreductase NfsB,Energy production and conversion,nfsB,"RpoD,Rob,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG50005
b2390,0.0393917115,ypeC,DUF2502 domain-containing protein YpeC,Function unknown,ypeC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7252
b0160,0.0386335305,dgt,dGTP triphosphohydrolase,Nucleotide transport and metabolism,dgt,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10225
b0024,0.036610386,yaaY,DUF2575 domain-containing protein YaaY,Function unknown,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6087
b0853,0.036371925,ybjN,protein YbjN,Function unknown,ybjC-nfsA-rimK-ybjN,"RpoD,Rob,MarA,OxyR,SoxS,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6447
b3546,0.0363274083,eptB,Kdo2-lipid A phosphoethanolamine 7''-transferase,Function unknown,eptB,"RpoD,YcjW,RpoE,mgrR,Lrp,arcZ",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12267
b0390,0.0360908605,aroM,protein AroM,Amino acid transport and metabolism,aroL-yaiA-aroM,"RpoD,YfeC,TyrR,ppGpp,TrpR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10083
b0950,0.036035003600000004,pqiA,intermembrane transport protein PqiA,Function unknown,pqiABC,"RpoD,RpoS,ppGpp,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6490
b4379,0.0357359913,yjjW,putative glycyl-radical enzyme activating enzyme YjjW,"Post-translational modification, protein turnover,and chaperones",yjjW,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7953
b0849,0.0349836549,grxA,reduced glutaredoxin 1,"Post-translational modification, protein turnover,and chaperones",grxA,OxyR,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10417
b2558,0.034899974300000004,mltF,membrane-bound lytic murein transglycosylase F,Cell wall/membrane/envelope biogenesis,mltF,"RpoD,Rob,YidZ,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11373
b1218,0.0339305144,chaC,glutathione-specific gamma-glutamylcyclotransferase,Inorganic ion transport and metabolism,chaBC,"RpoN,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12403
b0802,0.0336445192,ybiJ,DUF1471 domain-containing protein YbiJ,Function unknown,ybiJ,"YhaJ,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12422
b0138,0.0335678186,yadM,putative fimbrial protein YadM,Cell motility,,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12327
b2961,0.0333521749,mutY,adenine DNA glycosylase,"Replication, recombination and repair",mutY-yggX-mltC-nupG,Lrp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10627
b0283,0.033023136700000004,paoD,molybdenum cofactor insertion chaperone for PaoABC,"Post-translational modification, protein turnover,and chaperones",paoABCD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6154
b2966,0.0328566203,yqgA,DUF554 domain-containing protein YqgA,Function unknown,yqgA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7534
b1047,0.0328461374,opgC,protein required for succinyl modification of osmoregulated periplasmic glucans,Lipid transport and metabolism,opgC,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6552
b0369,0.0327540071,hemB,porphobilinogen synthase,Coenzyme transport and metabolism,hemB,"RpoD,Nac,ryhB",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10428
b0686,0.032162501,ybfF,esterase,Function unknown,ybfF,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11776
b2299,0.0319443315,yfcD,putative Nudix hydrolase,Lipid transport and metabolism,yfcD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7191
b3199,0.0319127119,lptC,lipopolysaccharide transport system protein LptC,"Intracellular trafficking, secretion, and vesicular transport",yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7664
b4025,0.0318449319,pgi,glucose-6-phosphate isomerase,Nucleotide transport and metabolism,pgi,"RpoD,SoxS,RpoS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10702
b0620,0.0316485597,dpiA,DNA-binding transcriptional dual regulator DpiA,Transcription,dpiBA,"Fnr,Crp,ArcA,NarL,DpiA,DcuR,ChiX",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6346
b1438,0.031142821100000002,hicB,antitoxin of the HicA-HicB toxin-antitoxin system,Transcription,hicAB,"RpoD,Crp,HicB",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6749
b0099,0.0308809009,mutT,8-oxo-dGTP diphosphatase,"Replication, recombination and repair",secMA-mutT,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10626
b0863,0.0306759588,artI,putative ABC transporter periplasmic binding protein ArtI,Amino acid transport and metabolism,artPIQM,"RpoD,RpoS,ArgR,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11625
b0861,0.030015944000000003,artM,L-arginine ABC transporter membrane subunit ArtM,Inorganic ion transport and metabolism,artPIQM,"RpoD,RpoS,ppGpp,ArgR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11627
b3198,0.0298452248,kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,Nucleotide transport and metabolism,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7663
b0376,0.0297529947,ampH,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,Cell wall/membrane/envelope biogenesis,ampH,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12867
b3201,0.029557791200000003,lptB,lipopolysaccharide transport system ATP binding protein,Inorganic ion transport and metabolism,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,"RpoD,RpoE",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11680
b0862,0.029378743800000003,artQ,L-arginine ABC transporter membrane subunit ArtQ,Inorganic ion transport and metabolism,artPIQM,"RpoD,RpoS,ArgR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11626
b2964,0.0293699249,nupG,nucleoside:H(+) symporter NupG,Carbohydrate transport and metabolism,mutY-yggX-mltC-nupG,"RpoD,DeoR,Crp,CytR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10664
b1109,-0.0317782739,ndh,NADH:quinone oxidoreductase II,Energy production and conversion,ndh,"RpoD,Fur,NsrR,ArcA,IHF,PdhR,Fis,Fnr",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10649
b0682,-0.0373538602,chiQ,lipoprotein ChiQ,Cell wall/membrane/envelope biogenesis,chiPQ,"Crp,ppGpp,NagC,ChiX",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6371
b2504,-0.046157336300000004,yfgG,protein YfgG,Function unknown,yfgG,"Nac,RpoD",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7315
b4396,-0.0851735941,rob,DNA-binding transcriptional dual regulator Rob,Transcription,rob,"MarA,Rob,SoxS,OmpR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11366
