locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigB,link
new_3301255_3301382_c,0.04826238,S1238,5'UTR of yumB,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3301255_3301382_c
new_1382628_1383305,0.047809734,S468,3'UTR of ykzN,No COG category,,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1382628_1383305
BSU_40570,0.047049462,yybO,unknown,No COG category,yybO,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40570
new_846186_849552,0.046266209,S272,3'UTR of yflA,No COG category,,"SigB,Abh,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_846186_849552
BSU_39040,0.04542932,yxiS,unknown,Function unknown,katE->yxiS,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39040
BSU_07890,0.044913376000000005,yfkI,unknown,Function unknown,yfkJ->yfkH,"SigA,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07890
BSU_07900,0.04479964,yfkH,unknown,Function unknown,yfkJ->yfkH,"SigA,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07900
new_2560260_2560488_c,0.044795309000000005,S926,3'UTR of corA,No COG category,,"SigB,LexA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2560260_2560488_c
new_3460206_3462957,0.044394731,S1290,independent transcript,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3460206_3462957
new_1004835_1004923,0.043386843,S322,3'UTR of glpK,No COG category,,"ResD,SigA,GlpP,CcpA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1004835_1004923
BSU_19240,0.042946339,yocK,general stress protein,Signal transduction,yocK,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19240
BSU_09290,0.042111718,glpK,glycerol kinase,Energy production and conversion,glpF->glpK,"ResD,SigA,GlpP,CcpA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09290
BSU_32100,0.040992002,yumB,unknown,No COG category,yumB,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32100
BSU_27760,0.040820045,csbX,unknown,No COG category,csbX->bofC,"SigB,SigG,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27760
new_863681_863837,0.040291472,S275,independent transcript,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_863681_863837
new_209557_209632,0.039411826000000004,S74,intergenic region,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_209557_209632
BSU_01830,0.039310973,ndhF,NADH dehydrogenase (subunit 5),Energy production and conversion,ndhF->ybcI,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01830
BSU_00520,0.038717565,ctc,ribosomal protein,"Translation, ribosomal structure and biogenesis","gcaD->ctc, ctc->fin, ctc","SigA,SigB,stringent response",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00520
BSU_01845,0.038085028,ybcC,unknown,Function unknown,ndhF->ybcI,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01845
new_3266637_3269004,0.037823344,S1224,independent transcript,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3266637_3269004
BSU_01860,0.037013468,ybcF,unknown,Inorganic ion transport and metabolism,ndhF->ybcI,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01860
BSU_09140,0.036927241,yhcM,unknown,Function unknown,yhcM,"SigB,SigG,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09140
BSU_38830,0.036538402000000005,aldY,aldehyde dehydrogenase (NAD),No COG category,aldY,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38830
BSU_08590,0.036501395,yfhM,unknown,Function unknown,yfhK->yfhM,"SigW,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08590
BSU_06660,0.036084153,opuE,proline transporter,No COG category,opuE,"SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06660
BSU_38610,0.036072092,yxzF,unknown,Function unknown,aag->yxzF,"SigB,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38610
BSU_00170,0.035599256,yaaI,unknown,"Secondary metabolite biosynthesis, transport, and catabolism",yaaI->yaaH,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00170
BSU_08600,0.034875576000000005,csbB,lipoteichoic acid glycosyltransferase,Cell wall/membrane/envelope biogenesis,csbB->yfhO,"SigB,SigX",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08600
new_728319_728449_c,0.034508359,S236,5'UTR of opuE,No COG category,,"SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_728319_728449_c
new_1116857_1117712_c,0.034453897000000004,S365,intergenic region,No COG category,,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1116857_1117712_c
BSU_29760,0.034167336,ytxJ,putative bacillredoxin,"Post-translational modification, protein turnover, and chaperones",ytxG->ytxJ,"SigB,SigH",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29760
new_3774188_3774399_c,0.034115969,S1418,intergenic region,No COG category,,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3774188_3774399_c
BSU_12150,0.033688556,yjgB,unknown,Function unknown,"yjgB, yjgB->yjgA",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12150
