locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SoxS,link
b3519,0.08289841,treF,cytoplasmic trehalase,Carbohydrate transport and metabolism,treF,"YfeD,RpoS,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12245
b0448,0.0821202711,mdlA,ABC transporter family protein MdlA,Inorganic ion transport and metabolism,mdlAB,YbcM,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6248
b0389,0.0800022164,yaiA,protein YaiA,Function unknown,aroL-yaiA-aroM,"RpoD,YfeC,TrpR,TyrR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11093
b3238,0.0788332551,yhcN,DUF1471 domain-containing stress-induced protein YhcN,Function unknown,yhcN,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7683
b3662,0.07770878020000001,nepI,purine ribonucleoside exporter,Amino acid transport and metabolism,nepI,SoxS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11689
b2468,0.0770163834,aegA,putative oxidoreductase Fe-S subunit AegA,Energy production and conversion,aegA,Crp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12409
b1852,0.07172180980000001,zwf,NADP(+)-dependent glucose-6-phosphate dehydrogenase,Nucleotide transport and metabolism,zwf,"RpoD,YciT,Fur,Fnr,Cra,MarA,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11221
b1165,0.0690699144,ymgA,putative two-component system connector protein YmgA,Function unknown,ycgZ-ymgA-ariR-ymgC,"RpoD,RpoS,BluR,ppGpp,MarA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6605
b4379,0.068838961,yjjW,putative glycyl-radical enzyme activating enzyme YjjW,"Post-translational modification, protein turnover,and chaperones",yjjW,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7953
b2895,0.0684822261,fldB,flavodoxin 2,Energy production and conversion,fldB,"RpoD,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12697
b0852,0.06758715850000001,rimK,ribosomal protein S6 modification protein,Nucleotide transport and metabolism,ybjC-nfsA-rimK-ybjN,"RpoD,Rob,MarA,OxyR,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10852
b1277,0.0643980285,ribA,GTP cyclohydrolase 2,Nucleotide transport and metabolism,ribA,"RpoD,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11331
b2048,0.0626868577,cpsG,phosphomannomutase,Nucleotide transport and metabolism,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10162
b2898,0.062469872,ygfZ,folate-binding protein,Function unknown,ygfZ,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7511
b0628,0.0603762882,lipA,lipoyl synthase,Coenzyme transport and metabolism,lipA,"YheO,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11306
b0096,0.059202267100000004,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Cell wall/membrane/envelope biogenesis,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,"RpoD,LexA,MraZ,PdhR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10265
b1166,0.058068114500000004,ariR,regulator of acid resistance%2C influenced by indole,Transcription,ycgZ-ymgA-ariR-ymgC,"RpoD,RpoS,BluR,ppGpp,CysB,MarA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6606
b1580,-0.0937455202,rspB,putative zinc-binding dehydrogenase RspB,Energy production and conversion,rspAB,"Crp,YdfH",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6838
b3961,-0.1006871326,oxyR,DNA-binding transcriptional dual regulator OxyR,Transcription,oxyR,"RpoD,RpoS,Crp,OxyR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10681
b1581,-0.1009816691,rspA,mandelate racemase/muconate lactonizing enzyme family protein RspA,Cell wall/membrane/envelope biogenesis,rspAB,"Crp,YdfH",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6839
