locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Rok,link
BSU_04810,0.08303425384029538,immA,ICEBs1 mobile element: site-specific protease cleaving ImmR,Amino acid transport and metabolism,Op357,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04810
BSU_06110,0.08211408749938721,bsuRC,type-2 restriction enzyme BsuMI component BsuRC (YdjA)%3B prophage region 3,"Translation, ribosomal structure and biogenesis",Op491,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06110
BSU_39280,0.08081149580612805,yxxE,conserved protein of unknown function,No COG annotation,Op3037,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39280
BSU_21440,0.0802479766589762,bdbB,thiol-disulfide oxidoreductase B%3B bacteriophage SPbeta,"Post-translational modification, protein turnover, and chaperones",Op1718,"Rok,Abh,DnaA,YvrHb,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21440
BSU_39220,0.07942263901569123,wapI,antitoxin of WapA tRNase,No COG annotation,Op3034,"SigA,YvrHb,WalR,DegU",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39220
BSU_17540,0.079123581844082,ynaF,conserved hypothetical protein%3B defective phage region,No COG annotation,Op1326,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17540
BSU_40140,0.07890775422450245,liaM,permease for export of regulatory peptide LiaD*,Function unknown,Op3080,"Rok,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40140
BSU_17679,0.07819480968878713,BSU_17679,conserved hypothetical protein from phage origin,No COG annotation,Op1340,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17679
BSU_20880,0.07696007036830484,yopI,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1655,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20880
BSU_05020,0.07622106869454699,phrI,ICEBs1 mobile element: secreted regulator of the activity of phosphatase RapI,No COG annotation,Op379,"SigA,ComA,SigH",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05020
BSU_31710,0.07358013567121861,comQ,isoprenyl transferase (pre-ComX modification),Coenzyme transport and metabolism,Op2492,SigA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31710
BSU_17560,0.0734623142725178,ynaI,conserved hypothetical protein%3B defective phage region,Amino acid transport and metabolism,Op1329,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17560
BSU_20760,0.07294578494308493,yopU,hypothetical protein%3B phage SPbeta,No COG annotation,Op1643,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20760
BSU_20830,0.07244290249709642,yopN,hypothetical protein%3B phage SPbeta,No COG annotation,Op1650,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20830
BSU_17670,0.0716699077270838,cotU,spore coat protein,No COG annotation,Op1338,"GerR,GerE,SigK",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17670
BSU_02190,0.07027071151526101,ybfF,conserved protein of unknown function,No COG annotation,Op165,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02190
BSU_05010,0.06865806161485014,rapI,ICEBs1 mobile element: response regulator aspartate phosphatase,Function unknown,Op379,"SigA,ComA,SigH",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05010
BSU_33780,0.06760295956436572,sdpI,integral membrane immunity regulator of autophagy,Function unknown,Op2652,"SdpR,SigA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33780
BSU_02180,0.06632234416738761,ybfEc,conserved protein of unknown function (C-terminal end),No COG annotation,Op163,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02180
BSU_20840,0.06579622129564998,yopM,hypothetical protein%3B phage SPbeta,No COG annotation,Op1651,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20840
BSU_17678,0.06535062469316365,ynzJ,hypothetical protein (putative phage origin),No COG annotation,Op1339,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17678
BSU_11910,0.0627383376831448,yjcM,conserved hypothetical protein%3B phage island,Function unknown,Op926,"SigD,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11910
BSU_26210,0.06184699965949789,yqaR,hypothetical protein%3B skin element,No COG annotation,Op2079,SigD,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26210
BSU_20000,0.061765637782759175,yosU,hypothetical protein,No COG annotation,Op1568,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20000
BSU_11940,0.06142677068165935,yjcP,conserved hypothetical protein: phage island,No COG annotation,Op931,SigD,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11940
BSU_33750,0.060782741591648676,sdpA,export step of killing factor SdpC,Function unknown,Op2651,"Rok,Spo0A,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33750
BSU_26558,0.060235855028300235,yrzM,conserved hypothetical protein,No COG annotation,Op2115,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26558
BSU_40580,0.059156234080427174,yybN,conserved protein of unknown function,Function unknown,Op3117,"Rok,DnaA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40580
BSU_40150,0.058849673418284475,liaL,ABC transporter for regulatory peptide LiaD* (ATP-binding protein),Inorganic ion transport and metabolism,Op3080,"Rok,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40150
BSU_20790,0.05864267536580705,yopR,putative DNA breaking-rejoining enzyme%3B phage SPbeta,No COG annotation,Op1646,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20790
BSU_17559,0.058208720541191986,ynzI,conserved hypothetical protein%3B defective phage region,No COG annotation,Op1328,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17559
BSU_20770,0.05778720102144535,yopT,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1644,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20770
BSU_21080,0.057663068626121985,yonI,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1679,YonO,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21080
BSU_35760,0.05761942055012309,tagB,teichoic acid primase%2C CDP-glycerol:N-acetyl-beta-d-mannosaminyl-1%2C 4-N-acetyl-d-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase,Cell wall/membrane/envelope biogenesis,Op2784,"SigA,PhoP,WalR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35760
BSU_18910,0.05745388544580005,rapK,response regulator aspartate phosphatase,Function unknown,Op1462,"PhoP,SigH,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18910
BSU_25690,0.05503956808756735,sda,check point factor coupling initiation of sporulation and replication initiation,Function unknown,Op2030,"SigA,DnaA,LexA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25690
BSU_40760,0.05494248230777584,yyaP,putative oxidoreductase,Coenzyme transport and metabolism,Op3127,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40760
BSU_36090,0.0543129949437775,ywrE,conserved protein of unknown function,Function unknown,Op2807,SigW,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36090
BSU_02181,0.05423342484874102,ybfEn,conserved protein of unknown function YbfE (N-terminal fragment),No COG annotation,Op164,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02181
BSU_07460,0.053492841477630525,yfmI,putative efflux transporter,Carbohydrate transport and metabolism,Op597,"Spo0A,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07460
BSU_17500,0.053355459029056015,ynaB,putative phage protein%3B defective phage region,Carbohydrate transport and metabolism,Op1322,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17500
BSU_17530,0.051478011394886655,ynaE,conserved hypothetical protein,Function unknown,Op1325,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17530
BSU_04800,0.05082499100735639,ydcL,ICEBs1 mobile element: integrase,"Replication, recombination and repair",Op356,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04800
BSU_18870,0.049624662626239664,yozI,conserved hypothetical protein%3B putative defective prophage 6,Function unknown,Op1454,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18870
BSU_05130,0.049458159722676025,cdnL,transcriptional regulator for repair and outgrowth of heat damaged spores,Transcription,Op392,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05130
BSU_21470,0.04929313313419244,sunT,sublancin 168 lantibiotic transporter,Defense mechanisms,Op1718,"Rok,Abh,DnaA,YvrHb,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21470
BSU_21329,0.04898967175518005,youB,conserved phage protein of unknown function%3B phage SPbeta,No COG annotation,Op1705,YonO,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21329
BSU_40170,0.04898580714114355,liaE,AdoMet radical amino acid epimerase modifying factor LiaD,Function unknown,Op3080,"Rok,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40170
BSU_20940,0.04860456595135014,yopC,conserved protein of unknown function%3B phage SPbeta,No COG annotation,Op1663,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20940
BSU_20920,0.048478500345016176,yopE,conserved membrane protein of unknown function%3B phage SPbeta,No COG annotation,Op1659,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20920
BSU_24780,0.04771979214883696,yqgY,conserved protein of unknown function,Function unknown,Op1962,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24780
BSU_05030,0.04770817986653171,yddM,ICEBs1 mobile element: putative helicase,No COG annotation,Op380,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05030
BSU_06100,0.04760704586786982,bsuRB,type-2 restriction enzyme BsuMI component BsuRB (YdiS)%3B prophage region 3,Defense mechanisms,Op491,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06100
BSU_35730,0.04624973834045811,tagE,UDP-glucose:polyglycerol phosphate alpha-glucosyltransferase,Cell wall/membrane/envelope biogenesis,Op2783,"SigA,PhoP,WalR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35730
BSU_17510,0.0460936821031888,ynaC,conserved hypothetical protein%3B defective phage region,No COG annotation,Op1323,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17510
BSU_06811,0.04559736158758016,yezG,conserved hypothetical protein%3B HGT island,Function unknown,Op543,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06811
BSU_04820,0.045308904946584926,immR,ICEBs1 mobile element: transcriptional regulator (Xre family),Transcription,Op358,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04820
BSU_19300,0.04518773296807286,yozC,conserved hypothetical protein,No COG annotation,Op1500,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19300
BSU_26569,0.04479806349193347,BSU_26569,hypothetical protein,No COG annotation,Op2118,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26569
BSU_16250,0.04343186521887163,fliJ,flagellar synthesis rod subunit of export ATPase,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16250
BSU_06050,0.04323405943729285,ydiN,putative N-terminus of restriction enzyme%3B defective prophage 3,No COG annotation,Op482,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06050
BSU_20860,0.0413682752106188,aimR,arbitrium peptide sensor regulator%3B phage SPbeta,No COG annotation,Op1653,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20860
BSU_18689,0.04110680727273586,BSU_18689,hypothetical protein,No COG annotation,Op1432,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18689
BSU_09259,-0.042801087227713135,yhzG,hypothetical protein,No COG annotation,Op715,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09259
BSU_09958,-0.04286825614026295,sscA,spore assembly and germination protein,No COG annotation,Op774,"GerE,SigK",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09958
BSU_06269,-0.0433836146046332,ydzJ,hypothetical protein,No COG annotation,Op503,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06269
BSU_21050,-0.05000913877060105,hupN,HU-related DNA-binding protein%3B phage SPbeta,"Replication, recombination and repair",Op1675,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21050
BSU_25569,-0.06014289847499135,yqzM,conserved protein of unknown function,Function unknown,Op2019,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25569
BSU_09700,-0.06130957973181545,bmrB,regulator leader peptide,No COG annotation,Op752,"AbrB,BmrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09700
