locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigB,link
BSU_19240,0.0775442046990042,yocK,putative general stress protein,Signal transduction mechanisms,Op1493,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19240
BSU_07890,0.07653547274255812,yfkI,conserved hypothetical protein,Function unknown,Op623,"SigA,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07890
BSU_08580,0.07546325124024421,spdL,factor for peptide SdpC immunity,Function unknown,Op664,"SigW,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08580
BSU_06590,0.07528183347617141,yerD,putative osmotic shock glutamate synthase subunit (flavoprotein subunit%2C ferredoxin-dependent),Amino acid transport and metabolism,Op524,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06590
BSU_08500,0.07501130670094935,yfhE,hypothetical protein,No COG annotation,Op659,"SigB,SigG,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08500
BSU_08600,0.07479724575848523,csbB,putative bactoprenol glycosyl transferase%2C phage origin,Cell wall/membrane/envelope biogenesis,Op665,"SigB,SigX",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08600
BSU_07750,0.07383555939985517,yflA,putative aminoacid transporter,Amino acid transport and metabolism,Op615,"SigB,Abh,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07750
BSU_07920,0.07119441996264703,chaA,H+/Ca2+ antiporter,Inorganic ion transport and metabolism,Op625,"SigB,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07920
BSU_23900,0.07098698691462589,yqjF,conserved protein of unknown function,Function unknown,Op1913,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23900
BSU_39440,0.07080872710258017,yxxB,putative integral membrane protein,Function unknown,Op3044,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39440
BSU_04180,0.07023590040623434,ydaC,putative methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",Op313,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04180
BSU_14210,0.06866306608165608,mscT,small-conductance mechanosensitive channel,Cell wall/membrane/envelope biogenesis,Op1116,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14210
BSU_35830,0.06717137827099243,ywtG,putative carbohydrate/proton transporter,Amino acid transport and metabolism,Op2789,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35830
BSU_24750,0.06650486246747747,yqhB,putative membrane associated enzyme,Function unknown,Op1959,"SigB,LexA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24750
BSU_00830,0.06626189413101112,ctsR,transcriptional regulator of class III stress genes,Transcription,Op57,"SigM,SigA,SigB,CtsR,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00830
BSU_04710,0.06625959470307595,rsbV,anti-anti-sigma factor (antagonist of RsbW),Signal transduction mechanisms,Op350,"SigA,SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04710
BSU_07250,0.06601406706365029,cypD,bifunctional P-450/NADPH-P450 reductase 1,Energy production and conversion,Op583,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07250
BSU_07900,0.06505194818478968,rbn,putative ribonuclease BN,Function unknown,Op623,"SigA,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07900
BSU_00170,0.06481245068233166,yaaI,putative amidase (isochorismatase family),"Secondary metabolites biosynthesis, transport, and catabolism",Op10,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00170
BSU_35180,0.06443478620838478,csbA,conserved membrane protein of unknown function,Function unknown,Op2749,"SigA,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35180
BSU_39040,0.06439447096208767,yxiS,conserved protein of unknown function,No COG annotation,Op3018,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39040
BSU_13020,0.06343281746632652,ddaH,N(G)%2CN(G)-dimethylarginine dimethylaminohydrolase,Amino acid transport and metabolism,Op1011,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13020
BSU_04270,0.061826621886721965,epsJ,glycosyl hydrolase lipoprotein,Cell wall/membrane/envelope biogenesis,Op319,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04270
BSU_08590,0.0610788055842511,ephM,stress induced epoxide hydrolase,Function unknown,Op664,"SigW,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08590
BSU_04220,0.06058596861149579,ydaG,putative general stress protein,Function unknown,Op314,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04220
BSU_00840,0.06041341560150292,mcsA,activator of protein kinase McsB,Function unknown,Op57,"SigM,SigA,SigB,CtsR,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00840
BSU_18530,0.0601527769844489,yoaA,putative N-acetyltransferase,"Translation, ribosomal structure and biogenesis",Op1413,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18530
BSU_04745,0.05994430640647636,BSU_04745,hypothetical protein,No COG annotation,Op351,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04745
BSU_27750,0.05987470535820288,bofC,bypass of forespore C%2C intercompartmental signaling factor,Function unknown,Op2220,"SigB,SigG,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27750
BSU_07570,0.0591863515338672,maeS,malate (2-oxoglutarate) transporter,Inorganic ion transport and metabolism,Op603,MalR,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07570
BSU_20450,0.059177601521168535,yorA,putative uronase%3B phage SPbeta,Cell wall/membrane/envelope biogenesis,Op1612,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20450
BSU_38830,0.059149961646852836,aldY,putative aldehyde dehydrogenase,Energy production and conversion,Op3000,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38830
BSU_07880,0.057932025655805734,yfkJ,protein-tyrosine-phosphatase,Signal transduction mechanisms,Op623,"SigA,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07880
BSU_33222,0.0572682001798117,rsoA,regulator of sigma-O,No COG annotation,Op2610,"SigO,YvrHb,RsoA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33222
BSU_33200,0.05704380191318378,yvrE,putative sugar lactone lactonase,Carbohydrate transport and metabolism,Op2607,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33200
BSU_23300,0.05691111839362081,ypuD,conserved protein of unknown function,No COG annotation,Op1869,"SigM,SigB,LexA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23300
BSU_40000,0.05683174017559375,yxnA,putative oxidoreductase,Lipid transport and metabolism,Op3071,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40000
BSU_24010,0.05639306230528453,bmr,multidrug-efflux transporter,Amino acid transport and metabolism,Op1923,"SigA,SigB,BmrR,Mta",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24010
BSU_07560,0.056300616766333536,pelA,pectate lyase,Carbohydrate transport and metabolism,Op602,"ComA,TnrA,CcpA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07560
BSU_02100,0.05627793837498422,cypC,fatty acid beta-hydroxylating cytochrome P450,"Secondary metabolites biosynthesis, transport, and catabolism",Op156,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02100
BSU_03620,0.05564295371909474,bsdA,HTH-type transcriptional regulator BsdA (LysR family),Transcription,Op270,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03620
BSU_05790,0.05562664363427136,ydhK,hypothetical protein,Cell wall/membrane/envelope biogenesis,Op457,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05790
BSU_14670,0.05505130748442518,suhB,inositol monophosphatase / 5' nucleotidase (purine nucleoside monophosphate),Carbohydrate transport and metabolism,Op1155,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14670
BSU_29780,0.0544127863330657,ytxG,general stress protein,Function unknown,Op2359,"SigB,SigH",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29780
BSU_00160,0.05435856675392483,sleL,spore peptidoglycan N-acetylglucosaminidase,Cell wall/membrane/envelope biogenesis,Op9,"SigE,SigB,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00160
BSU_09390,0.05385878060574858,ygxB,putative integral membrane protein,Cell wall/membrane/envelope biogenesis,Op725,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09390
BSU_13640,0.053501762888382855,spo0E,negative regulatory phosphatase acting on Spo0A-P (sporulation),Function unknown,Op1068,"Rok,SigA,SigB,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13640
BSU_25030,0.053328699600108005,yqgC,conserved integral inner membrane protein of unknown function,Function unknown,Op1982,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25030
BSU_09450,0.05322934587543306,yhdF,putative NAD(P)-dependent dehydrogenase,Lipid transport and metabolism,Op731,"SigA,SigB,CitR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09450
BSU_20950,0.052446812182008834,yopB,putative transcriptional regulator%2C lambda repressor-like%3B phage SPbeta,Transcription,Op1664,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20950
BSU_31279,0.051905251065681696,yuzH,conserved protein of unknown function,No COG annotation,Op2462,"SigE,SigB,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31279
BSU_31322,0.051793766329893104,kbfO,potassium channel protein involved in biofilm formation,Inorganic ion transport and metabolism,Op2469,SinR,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31322
BSU_24000,0.051571668897481666,bmrU,putative lipid kinase BmrU,Lipid transport and metabolism,Op1923,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24000
BSU_27760,0.051453782409137526,csbX,putative catecholate siderophose exporter,Amino acid transport and metabolism,Op2220,"SigB,SigG,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27760
BSU_08610,0.051279902905733664,yfhO,conserved membrane protein,Function unknown,Op666,"SigB,SigX",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08610
BSU_13510,0.050895694003518566,ykzE,conserved protein of unknown function,No COG annotation,Op1059,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13510
BSU_04380,0.050574429881596834,ydaT,conserved protein of unknown function,Function unknown,Op326,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04380
BSU_00850,0.05046309416011903,mcsB,protein arginine kinase,Amino acid transport and metabolism,Op57,"SigM,SigA,SigB,CtsR,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00850
BSU_33850,0.050211023888466016,yvbG,putative integral membrane protein,"Intracellular trafficking, secretion, and vesicular transport",Op2655,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33850
BSU_18020,0.049442888811974985,sspN,small acid-soluble spore protein,Function unknown,Op1372,"SigG,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18020
BSU_00530,0.0490230040448864,pth,peptidyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",Op41,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00530
BSU_31280,0.04896043002691615,yugU,conserved protein of unknown function,Function unknown,Op2463,"SigE,SigB,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31280
BSU_38930,0.04888580985041156,yxjJ,conserved protein of unknown function,No COG annotation,Op3010,"SigB,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38930
BSU_12150,0.048772491925943566,yjgB,putative exported protein,Function unknown,Op950,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12150
BSU_36739,-0.05554505694828913,BSU_36739,hypothetical protein,No COG annotation,Op2863,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36739
BSU_04400,-0.06551557901931293,gsiB,general stress protein glucose starvation induced,No COG annotation,Op328,"SigI,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04400
BSU_24450,-0.06636968757590743,efp,elongation factor P,"Translation, ribosomal structure and biogenesis",Op1942,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24450
