locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigA,CcpA,CcpN,link
BSU_15100,0.08022755300000001,ylbP,putative N-acetyltransferase,Transcription,ylbP,"SigA,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15100
BSU_38810,0.079438465,msmX,multiple sugar [SW|ABC transporter ](ATP-binding protein),No COG category,yxkF->msmX,CcpA,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38810
BSU_08100,0.079379897,acoR,transcriptional activator (for [[protein|1118A21CC581B0470EC6E7C178F2523CDCA70F93]]-dependent promoter),Transcription,acoR->sspH,"SigA,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08100
BSU_35950,0.07616265900000001,rbsC,ribose ABC transporter (permease),Carbohydrate transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35950
BSU_40060,0.07457873,gntK,gluconokinase,Carbohydrate transport and metabolism,gntR->gntZ,"GntR,SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40060
BSU_28710,0.072788551,cstA,"putative pyruvate transporter, carbon starvation-induced protein",Signal transduction,cstA->ysfE,"SigA,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28710
BSU_40050,0.072736595,gntR,transcriptional repressor of the gluconate operon,Transcription,gntR->gntZ,"GntR,SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40050
new_3913898_3914008,0.071477833,S1470,5'UTR of ywcE,No COG category,,"ResD,SigA,AbrB",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3913898_3914008
new_1002410_1002500,0.07088259200000001,S321,5'UTR of glpF,No COG category,,"ResD,SigA,GlpP,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1002410_1002500
BSU_38130,0.070807755,ywcE,holin,Function unknown,ywcE,"ResD,SigA,AbrB",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38130
BSU_08110,0.068479495,sspH,small acid-soluble spore protein (minor),Function unknown,"sspH, acoR->sspH","SigA,SigG,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08110
new_327480_327617,0.067893904,S108,5'UTR of amyE,No COG category,,"SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_327480_327617
BSU_30260,0.067047639,melR,transcriptional regulator ([SW|LacI family]),Transcription,melR->melA,"SigA,MelR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30260
BSU_09280,0.06641429900000001,glpF,glycerol facilitator,Carbohydrate transport and metabolism,glpF->glpK,"ResD,SigA,GlpP,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09280
BSU_38590,0.065496888,licB,"lichenan-specific [[category|SW 1.2.2|PTS]], EIIB component",Carbohydrate transport and metabolism,licB->licH,"SigA,LicR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38590
new_2381192_2381353_c,0.065484243,S858,3'UTR of ndk,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2381192_2381353_c
new_2989651_2989803_c,0.064410917,S1107,intergenic region,No COG category,,LexA,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2989651_2989803_c
BSU_34190,0.064119153,lutP,lactate permease,No COG category,lutP,"SigA,ComA,LutR",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34190
new_3510674_3510779,0.06374497,S1309,5'UTR of lutP,No COG category,,"SigA,ComA,LutR",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3510674_3510779
new_1485897_1486004,0.063566467,S517,intergenic region,No COG category,,"Spo0A,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1485897_1486004
BSU_35960,0.06304614,rbsB,ribose [SW|ABC transporter] (binding protein),Carbohydrate transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35960
BSU_39750,0.0626267,iolB,formation of 2-deoxy-5-keto-gluconic acid (4th reaction),Carbohydrate transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39750
BSU_29700,0.062503064,acuB,unknown,Function unknown,acuA->acuC,"SigA,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29700
BSU_29690,0.061720193000000007,acuA,Gcn5-related N-acetyltransferase,Transcription,acuA->acuC,"SigA,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29690
BSU_29710,0.060774909,acuC,[[protein|6671E7D85E99D349679F0E9D825DC035D10FFD2E]] deacetylase,Chromatin structure and dynamics,acuA->acuC,"SigA,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29710
BSU_25190,0.060527093000000004,cccA,cytochrome c550,Energy production and conversion,cccA,"SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25190
BSU_28560,0.060514054000000005,lcfA,long chain acyl-CoA synthetase,Lipid transport and metabolism,lcfA->etfA,"SigA,FadR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28560
new_3985282_3985350_c,0.059699787000000004,S1490,intergenic region,No COG category,,CcpA,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3985282_3985350_c
BSU_40070,0.059041348,gntP,gluconate permease,No COG category,gntR->gntZ,"GntR,SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40070
BSU_17630,0.05854535600000001,yncC,unknown,No COG category,yncC,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17630
new_1150464_1151119,0.05841728,S381,independent transcript,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1150464_1151119
BSU_27760,0.05773491100000001,csbX,unknown,No COG category,csbX->bofC,"SigB,SigG,SigF,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27760
BSU_29680,0.056504629,acsA,acetyl-CoA synthetase),Lipid transport and metabolism,"acsA->ytzK, acsA->tyrS","SigA,CodY,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29680
BSU_30270,0.056449208,melE,[SW|ABC transporter] (binding protein),Carbohydrate transport and metabolism,melR->melA,"SigA,MelR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30270
new_4084384_4084588_c,0.056385898000000004,S1526,5'UTR of iolA,No COG category,,"SigA,IolR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4084384_4084588_c
BSU_38580,0.056078528,licC,"lichenan-specific lichenan-specific [[category|SW 1.2.2|PTS]], EIIC component",No COG category,licB->licH,"SigA,LicR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38580
new_3905066_3905130_c,0.055386435000000005,S1465,5'UTR of sacP,No COG category,,"SigA,SacT,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3905066_3905130_c
new_4082846_4082919_c,0.055264452000000006,S1525,intergenic region,No COG category,,"SigA,IolR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4082846_4082919_c
BSU_39740,0.054946085000000006,iolC,formation of 2-deoxy-5-keto-gluconic acid-6-phosphate (5th reaction),Carbohydrate transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39740
BSU_31190,0.053849506000000005,rhaM,mutarotase,Carbohydrate transport and metabolism,"rhaEW->rhaA, rhaR->rhaA","SigA,CcpA,RhaR",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU31190
BSU_39340,0.053532962,hutP,transcriptional antiterminator,Transcription,hutP->hutM,"SigA,CodY,HutP,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39340
BSU_07800,0.053034999000000006,treP,"trehalose-specific [[category|SW 1.2.2|PTS]] permease, EIIBC component",Carbohydrate transport and metabolism,treP->treR,"SigA,PhoP,TreR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07800
BSU_22550,0.052937722000000006,qcrB,menaquinol:cytochrome c oxidoreductase (cytochrome b subunit),Energy production and conversion,qcrA->qcrC,"ResD,SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22550
new_2600049_2600188_c,0.052721215,S949,intergenic region,No COG category,,"Spo0A,SigA,SigD,SigH",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2600049_2600188_c
new_2078627_2079084,0.051583082,S727,intergenic region,No COG category,,"CcpA,AbrB",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2078627_2079084
BSU_39330,0.051154902,abn2,"endo-1,5-alpha-L-arabinosidase",No COG category,abn2,"SigA,SigH,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39330
BSU_03040,0.050925743,amyE,alpha-amylase,No COG category,"ycgB->amyE, amyE","SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03040
BSU_39270,0.050401999999999995,bglP,beta-glucoside permease of the [SW|phosphotransferase systems|phosphotransferase system],Carbohydrate transport and metabolism,bglP->yxiE,"SigA,CcpA,LicT",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39270
new_676139_676441,0.050036933000000006,S222,5'UTR of iolT,No COG category,,IolR,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_676139_676441
new_4035835_4035968_c,0.04949509,S1514,intergenic region,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4035835_4035968_c
new_1929410_1929480,0.049164817000000006,S669,intergenic region,No COG category,,"SigA,CodY,CcpA,CcpC",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1929410_1929480
BSU_39260,0.049099318,bglH,phospho-beta-glucosidase,Carbohydrate transport and metabolism,bglP->yxiE,"SigA,CcpA,LicT",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39260
BSU_22540,0.049058112,qcrC,menaquinol:cytochrome c oxidoreductase (cytochrome b/c subunit),Energy production and conversion,qcrA->qcrC,"ResD,SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22540
BSU_16110,0.049017606000000005,dprA,recombination mediator protein,"Replication, recombination and repair",sucC->topA,CcpA,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU16110
BSU_39760,0.049012142,iolA,methylmalonate-semialdehyde dehydrogenase (acylating),No COG category,iolA->iolJ,"SigA,IolR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39760
new_2100447_2100579,0.047797898000000005,S744,5'UTR of dhaS,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2100447_2100579
BSU_22100,0.047479129,kdgA,2-dehydro-3-deoxy-phosphogluconate aldolase,Carbohydrate transport and metabolism,kdgR->kdgT,"SigA,KdgR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22100
BSU_39730,0.046891397,iolD,formation of 5-deoxy-D-glucuronic acid (3rd reaction),Amino acid transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39730
BSU_38570,0.046372007,licA,"lichenan-specific [[category|SW 1.2.2|PTS]], EIIA component",Carbohydrate transport and metabolism,licB->licH,"SigA,LicR,CcpA",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38570
new_1151121_1151285,0.046190932000000004,S385,3' of S381,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1151121_1151285
BSU_18010,0.045855004000000005,yneN,unknown,Energy production and conversion,citB->yneN,"SigA,CodY,CcpA,CcpC",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18010
new_500046_500120,0.045457995,S150,intergenic region,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_500046_500120
new_3483775_3483886_c,-0.067028159,S1302,5'UTR of cggR,No COG category,,"SigA,CggR",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3483775_3483886_c
BSU_33950,-0.067936509,cggR,central glycolytic genes regulator,Transcription,"cggR->eno, cggR->gapA","SigA,CggR",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33950
BSU_13890,-0.099448408,ptsG,"glucose permease, trigger enzyme",No COG category,ptsG->ptsI,"SigA,GlcT,stringent response",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13890
new_1457005_1457156,-0.10441804800000001,S505,intergenic region,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1457005_1457156
