locus,gene_weight,gene_name,gene_product,cog,regulator,Phage_3,link
SP5448_04600,0.1522433839,SP5448_04600,hypothetical protein,Function unknown,"CovR,Mga,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.867%22)
SP5448_04575,0.1501850239,SP5448_04575,hypothetical protein,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.862%22)
SP5448_04625,0.1491721839,SP5448_04625,hypothetical protein,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.872%22)
SP5448_04570,0.1472824138,SP5448_04570,hypothetical protein,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.861%22)
SP5448_04595,0.146624679,SP5448_04595,hypothetical protein,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.866%22)
SP5448_04530,0.146179956,SP5448_04530,phage capsid scaffolding protein,Function unknown,"CovR,FasX_15min_M1,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.853%22)
SP5448_04505,0.1435292483,SP5448_04505,terminase,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.848%22)
SP5448_04580,0.1429731093,SP5448_04580,tail protein,Function unknown,"CovR,FasX_60min_M1,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.863%22)
SP5448_04630,0.1329387458,SP5448_04630,hypothetical protein,Carbohydrate transport and metabolism,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.873%22)
SP5448_04640,0.1292955852,SP5448_04640,hypothetical protein,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.875%22)
SP5448_04615,0.1257674177,SP5448_04615,endonuclease,Function unknown,Phage_3,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.870%22)
SP5448_04635,0.11733711170000001,SP5448_04635,hypothetical protein,Function unknown,Phage_3,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.874%22)
SP5448_04500,0.1142786716,SP5448_04500,hypothetical protein,Function unknown,Phage_3,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.847%22)
SP5448_04650,0.10170039010000001,SP5448_04650,hypothetical protein,Function unknown,"CovR,CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.877%22)
SP5448_04620,0.0754261236,SP5448_04620,cell wall hydrolase,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.871%22)
SP5448_03735,0.075013047,SP5448_03735,holin,Function unknown,"CovR,Phage_2",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.695%22)
SP5448_03760,0.0746956428,SP5448_03760,hypothetical protein,Function unknown,"FasX_60min_M1,Phage_2",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.700%22)
SP5448_00885,0.0715224644,SP5448_00885,hypothetical protein,Function unknown,"CovR,Rgg,CovR,CovR,CovR",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.142%22)
SP5448_03610,0.062179977000000004,SP5448_03610,HNH endonuclease,"Replication, recombination and repair","CovR,CovR,Irr_LE_M6,Phage_2",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.671%22)
SP5448_04450,0.058918003000000004,SP5448_04450,hypothetical protein,Function unknown,,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.837%22)
SP5448_09325,0.0575684733,isaA,transglycosylase,Cell wall/membrane/envelope biogenesis,"CovR,Mga,Rgg,Srv_M1",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1809%22)
SP5448_08855,0.0554640582,celC,PTS cellobiose transporter subunit IIA,Carbohydrate transport and metabolism,"CcpA,CcpA_core_M1,CovR,Rgg",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1714%22)
SP5448_03720,0.0545024869,SP5448_03720,hypothetical protein,Function unknown,"CovR,CovR,Nra_exponetional_M49,Nra_stationary_M49,Phage_2",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.692%22)
SP5448_04435,0.0541517725,SP5448_04435,single-stranded DNA-binding protein,Function unknown,Phage_3,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.834%22)
SP5448_07795,0.0518319737,SP5448_07795,hypothetical protein,Function unknown,,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1506%22)
SP5448_04465,0.051045253000000006,SP5448_04465,hypothetical protein,Function unknown,Phage_3,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.840%22)
SP5448_06220,0.047757609900000005,SP5448_06220,IgG-degrading enzyme/Mac-1 IdeZ,Function unknown,"CovR,Mga,Mga,CodY_M49,CovR,CovR,CovR,CovR,Nra_transition_M49,Nra_stationary_M49,VicR",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1191%22)
SP5448_04425,0.047552647,SP5448_04425,hypothetical protein,Function unknown,Phage_3,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.832%22)
SP5448_04445,0.0459272687,SP5448_04445,hypothetical protein,Function unknown,Mga,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.836%22)
SP5448_06230,-0.0486304623,SP5448_06230,transposase,"Replication, recombination and repair",,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1193%22)
SP5448_06290,-0.0486740711,czcD,cation transporter,Inorganic ion transport and metabolism,"SczA,PerR_M14",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1205%22)
SP5448_00955,-0.0488479178,opuAA,glycine/betaine ABC transporter ATP-binding protein,Amino acid transport and metabolism,"CovR,Mga,CovR,CovR,Nra_exponetional_M49,VicR",False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.157%22)
SP5448_02060,-0.07632426140000001,fabT,MarR family transcriptional regulator,Transcription,FabT,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.372%22)
