locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA3457,0.09940895100000001,PA3457,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3457&e1=1&assembly=complete
PA5474,0.09829251600000001,PA5474,,metalloprotease,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5474&e1=1&assembly=complete
PA3310,0.0871622,PA3310,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3310&e1=1&assembly=complete
PA5229,0.082733893,PA5229,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5229&e1=1&assembly=complete
PA4355,0.08239810900000001,PA4355,,major facilitator superfamily transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4355&e1=1&assembly=complete
PA1748,0.082102406,PA1748,,enoyl-CoA hydratase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1748&e1=1&assembly=complete
PA2125,0.080429182,PA2125,,aldehyde dehydrogenase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2125&e1=1&assembly=complete
PA1675,0.073561472,PA1675,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1675&e1=1&assembly=complete
PA3361,0.070967679,lecB,,fucose-binding lectin PA-IIL,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3361&e1=1&assembly=complete
PA3610,0.070858194,potD,,polyamine ABC transporter substrate-binding protein PotD,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3610&e1=1&assembly=complete
PA5428,0.06925497900000001,PA5428,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5428&e1=1&assembly=complete
PA3612,0.06356283,PA3612,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3612&e1=1&assembly=complete
PA0845,0.06354386000000001,PA0845,,neutral ceramidase,Carbohydrate transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0845&e1=1&assembly=complete
PA3459,0.06100450600000001,PA3459,,glutamine amidotransferase,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3459&e1=1&assembly=complete
