locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA0040,0.072418432,PA0040,,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0040&e1=1&assembly=complete
PA3845,0.067800634,PA3845,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3845&e1=1&assembly=complete
PA0544,0.067800418,PA0544,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0544&e1=1&assembly=complete
PA3955,0.067117752,PA3955,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3955&e1=1&assembly=complete
PA0297,0.065571434,spuA,,glutamine amidotransferase,Function unknown,"CbrB,CbrB,BauR",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0297&e1=1&assembly=complete
PA4916,0.064477515,PA4916,,hypothetical protein,Nucleotide transport and metabolism,NrtR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4916&e1=1&assembly=complete
PA3224,0.06403244500000001,PA3224,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3224&e1=1&assembly=complete
PA3246,0.063236305,rluA,,pseudouridine synthase,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3246&e1=1&assembly=complete
PA2938,0.062854938,PA2938,,transporter,Nucleotide transport and metabolism,PA1520,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2938&e1=1&assembly=complete
PA4722,0.062778096,PA4722,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4722&e1=1&assembly=complete
PA3339,0.061583083000000004,plpD,,patatin-like protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3339&e1=1&assembly=complete
PA5358,0.05959264500000001,ubiA,,4-hydroxybenzoate octaprenyltransferase,Coenzyme transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5358&e1=1&assembly=complete
PA3394,0.059460017000000004,nosF,,copper ABC transporter ATP-binding protein,Defense mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3394&e1=1&assembly=complete
PA4292,0.057652442000000005,PA4292,,phosphate transporter,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4292&e1=1&assembly=complete
PA1182,0.057520389000000005,PA1182,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1182&e1=1&assembly=complete
PA4820,0.057115686000000006,PA4820,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4820&e1=1&assembly=complete
PA5553,0.056959508000000006,atpC,,ATP synthase subunit epsilon,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5553&e1=1&assembly=complete
PA2574,0.056883012000000004,alkB1,,alkane-1 monooxygenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2574&e1=1&assembly=complete
PA3372,0.056642618000000006,PA3372,,carbon-phosphorus lyase complex accessory protein,Function unknown,PhnF,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3372&e1=1&assembly=complete
PA4436,0.056283732,PA4436,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4436&e1=1&assembly=complete
PA3089a,0.056033254000000005,PA3089a,,1-aminocyclopropane-1-carboxylate deaminase,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3089a&e1=1&assembly=complete
PA1686,0.055700439000000004,alkA,,DNA-3-methyladenine glycosidase II,"Replication, recombination and repair",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1686&e1=1&assembly=complete
PA3783,0.05527842400000001,PA3783,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3783&e1=1&assembly=complete
PA2510,0.055104556000000006,catR,,transcriptional regulator CatR,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2510&e1=1&assembly=complete
PA4930,0.054698938,alr,,biosynthetic alanine racemase,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4930&e1=1&assembly=complete
PA3258,0.054272609000000006,PA3258,,hypothetical protein,Signal transduction mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3258&e1=1&assembly=complete
PA4449,0.05418506,hisG,,ATP phosphoribosyltransferase,Nucleotide transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4449&e1=1&assembly=complete
PA3885,0.053589993,tpbA,,protein tyrosine phosphatase TpbA,Signal transduction mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3885&e1=1&assembly=complete
PA2088,0.053421719000000006,PA2088,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2088&e1=1&assembly=complete
PA2474,0.052940555,PA2474,,hypothetical protein,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2474&e1=1&assembly=complete
PA0446,0.052723751000000006,PA0446,,hypothetical protein,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0446&e1=1&assembly=complete
PA3175,0.052454301,PA3175,,formimidoylglutamase,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3175&e1=1&assembly=complete
PA0531,0.051597338000000006,PA0531,,glutamine amidotransferase,Nucleotide transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0531&e1=1&assembly=complete
PA0152,0.051561921000000004,pcaQ,,transcriptional regulator PcaQ,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0152&e1=1&assembly=complete
PA0123,0.051397708,PA0123,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0123&e1=1&assembly=complete
PA3914,0.050665399,moeA1,,molybdenum cofactor biosynthesis protein A,Coenzyme transport and metabolism,"Anr,Dnr",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3914&e1=1&assembly=complete
PA5156,0.050608631,PA5156,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5156&e1=1&assembly=complete
PA4084,0.050532188000000006,cupB3,,usher CupB3,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4084&e1=1&assembly=complete
PA1758,0.050461873000000004,pabB,,para-aminobenzoate synthase component I,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1758&e1=1&assembly=complete
PA3263,0.050365223,PA3263,,recombination associated protein RdgC,"Replication, recombination and repair",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3263&e1=1&assembly=complete
PA1334,0.05012501,PA1334,,oxidoreductase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1334&e1=1&assembly=complete
PA3000,0.049885754000000004,aroP1,,aromatic amino acid transporter AroP,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3000&e1=1&assembly=complete
PA2597,0.049796127,PA2597,,hypothetical protein,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2597&e1=1&assembly=complete
PA1222,0.04941697,PA1222,,membrane-bound lytic murein transglycosylase A,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1222&e1=1&assembly=complete
PA3956,0.04929279,PA3956,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3956&e1=1&assembly=complete
PA0424,0.049245138,mexR,,multidrug resistance operon repressor MexR,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0424&e1=1&assembly=complete
PA2127,0.049123067000000006,PA2127,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2127&e1=1&assembly=complete
PA5437,0.049003185000000005,PA5437,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5437&e1=1&assembly=complete
PA1879,0.048929182,PA1879,,hypothetical protein,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1879&e1=1&assembly=complete
PA1839,0.048925431000000005,PA1839,,RNA methyltransferase,Coenzyme transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1839&e1=1&assembly=complete
PA4473,0.048462785,PA4473,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4473&e1=1&assembly=complete
PA1546,0.04834562,hemN,,oxygen-independent coproporphyrinogen-III oxidase,Coenzyme transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1546&e1=1&assembly=complete
PA1734,0.048259827000000005,PA1734,,hypothetical protein,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1734&e1=1&assembly=complete
PA3780,0.048195087000000005,PA3780,,hypothetical protein,Carbohydrate transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3780&e1=1&assembly=complete
PA3341,0.047606561000000006,PA3341,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3341&e1=1&assembly=complete
PA1113,0.047417429000000004,PA1113,,ABC transporter ATP-binding protein/permease,Defense mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1113&e1=1&assembly=complete
PA1171,0.047302364,PA1171,,transglycosylase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1171&e1=1&assembly=complete
PA4363,0.047185363,iciA,,chromosome replication initiation inhibitor protein,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4363&e1=1&assembly=complete
PA3276,0.047153822000000005,PA3276,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3276&e1=1&assembly=complete
PA1002,0.047115601,phnB,,anthranilate synthase component II,Amino acid transport and metabolism,MvfR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1002&e1=1&assembly=complete
PA3993,0.046795175,PA3993,,transposase,"Replication, recombination and repair",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3993&e1=1&assembly=complete
PA2957,0.046436627,PA2957,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2957&e1=1&assembly=complete
PA1862,0.045933806,modB,,molybdenum ABC transporter permease ModB,Inorganic ion transport and metabolism,"ModE,ModR",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1862&e1=1&assembly=complete
PA1500,0.045780102,PA1500,,2-hydroxy-3-oxopropionate reductase,Lipid transport and metabolism,PA1520,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1500&e1=1&assembly=complete
PA4974,0.04534684,PA4974,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4974&e1=1&assembly=complete
PA2275,0.04480026,PA2275,,alcohol dehydrogenase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2275&e1=1&assembly=complete
PA1916,0.044782264,PA1916,,amino acid permease,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1916&e1=1&assembly=complete
PA5298,0.044727225,PA5298,,xanthine phosphoribosyltransferase,Nucleotide transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5298&e1=1&assembly=complete
PA4499,0.044214132,PA4499,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4499&e1=1&assembly=complete
PA1383,0.044161876,PA1383,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1383&e1=1&assembly=complete
PA0272,0.043773003000000005,PA0272,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0272&e1=1&assembly=complete
PA2776,0.043622637000000006,PA2776,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2776&e1=1&assembly=complete
PA4636,0.043612492,PA4636,,hypothetical protein,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4636&e1=1&assembly=complete
PA3122,0.043551335000000004,PA3122,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3122&e1=1&assembly=complete
PA0277,0.043545708,PA0277,,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0277&e1=1&assembly=complete
PA1402,0.043346306,PA1402,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1402&e1=1&assembly=complete
PA0568,0.043181554000000004,PA0568,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0568&e1=1&assembly=complete
PA0340,0.04309094,PA0340,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0340&e1=1&assembly=complete
PA3580,0.042644937,PA3580,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3580&e1=1&assembly=complete
PA5370,0.042495192,PA5370,,major facilitator superfamily transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5370&e1=1&assembly=complete
PA2628,0.042473273000000006,PA2628,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2628&e1=1&assembly=complete
PA1893,0.042317863000000004,PA1893,,hypothetical protein,Function unknown,QscR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1893&e1=1&assembly=complete
PA1863,0.042269319,modA,,molybdenum ABC transporter substrate-binding protein ModA,Inorganic ion transport and metabolism,"ModE,ModR",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1863&e1=1&assembly=complete
PA0925,0.042073917,PA0925,,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0925&e1=1&assembly=complete
PA2855,0.041760543000000004,PA2855,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2855&e1=1&assembly=complete
PA1189,0.040688636,PA1189,,Zn-dependent metalloprotease,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1189&e1=1&assembly=complete
PA5024,0.040563125000000005,PA5024,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5024&e1=1&assembly=complete
PA3195,0.040510726000000004,gapA,,glyceraldehyde 3-phosphate dehydrogenase,Carbohydrate transport and metabolism,HexR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3195&e1=1&assembly=complete
PA5415,0.04021136,glyA1,,serine hydroxymethyltransferase,Amino acid transport and metabolism,"SouR,GbdR",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5415&e1=1&assembly=complete
PA3018,0.039578006000000006,PA3018,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3018&e1=1&assembly=complete
PA3599,0.039556447,PA3599,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3599&e1=1&assembly=complete
PA0874,0.039445076,PA0874,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0874&e1=1&assembly=complete
PA4635,0.039429507,PA4635,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4635&e1=1&assembly=complete
