locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,MexZ,MexS,link
PA0427,0.05058601,oprM,,outer membrane protein OprM,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0427&e1=1&assembly=complete
PA2019,-0.048584243000000006,PA2019,,multidrug efflux lipoprotein,Cell wall/membrane/envelope biogenesis,MexZ,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2019&e1=1&assembly=complete
PA1137,-0.065745367,PA1137,,oxidoreductase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1137&e1=1&assembly=complete
PA1202,-0.074980215,PA1202,,hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",BexR,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1202&e1=1&assembly=complete
PA2493,-0.11686053900000001,mexE,,resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexE,Cell wall/membrane/envelope biogenesis,"MexS,MexT",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2493&e1=1&assembly=complete
PA2487,-0.135335607,PA2487,,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2487&e1=1&assembly=complete
PA2488,-0.14513815400000002,PA2488,,transcriptional regulator,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2488&e1=1&assembly=complete
PA2490,-0.145138856,PA2490,,hypothetical protein,Carbohydrate transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2490&e1=1&assembly=complete
PA2486,-0.15973436600000002,PA2486,,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2486&e1=1&assembly=complete
PA2489,-0.16796833,PA2489,,transcriptional regulator,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2489&e1=1&assembly=complete
PA2485,-0.19100058,PA2485,,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2485&e1=1&assembly=complete
PA2481,-0.219245548,PA2481,,hypothetical protein,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2481&e1=1&assembly=complete
PA2482,-0.22789854,PA2482,,cytochrome C,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2482&e1=1&assembly=complete
PA2492,-0.253748226,mexT,,transcriptional regulator MexT,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2492&e1=1&assembly=complete
PA2483,-0.255260829,PA2483,,hypothetical protein,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2483&e1=1&assembly=complete
PA2491,-0.27394725400000003,mexS,,oxidoreductase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2491&e1=1&assembly=complete
PA2484,-0.28565623100000004,PA2484,,hypothetical protein,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2484&e1=1&assembly=complete
