locus,gene_weight,gene_name,gene_product,cog,regulator,SoxS,link
b3898,0.0986270158701201,frvX,peptidase M42 family protein,Carbohydrate transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11862
b3238,0.0965911647532351,yhcN,DUF1471 domain-containing stress-induced protein YhcN,Function unknown,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7683
b2681,0.0952336954227961,ygaY,putative transporter YgaY%2C N-terminal fragment,Amino acid transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7403
b2889,0.093259911010352,idi,isopentenyl-diphosphate Delta-isomerase,Lipid transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7508
b2895,0.0928458183366434,fldB,flavodoxin 2,Energy production and conversion,"RpoD,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12697
b1276,0.089889385634778,acnA,aconitate hydratase 1,Energy production and conversion,"RpoD,Rob,YcjW,ryhB,YidZ,RpoS,Fnr,Crp,Cra,ArcA,MarA,SoxS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11325
b0447,0.0839746756697585,decR,DNA-binding transcriptional activator DecR,Transcription,"RpoD,YbaO,SoxS,MarA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6247
b1534,0.0829152343195435,ydeE,dipeptide exporter,Amino acid transport and metabolism,"Lrp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11640
b1533,0.0826667744292975,eamA,cysteine/O-acetylserine exporter EamA,Amino acid transport and metabolism,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11639
b0478,0.082316917836229,ybaL,putative transporter YbaL,Inorganic ion transport and metabolism,"YidZ,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12623
b0449,0.0792230987890149,mdlB,ABC transporter family protein MdlB,Inorganic ion transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11622
b0448,0.0758384796593485,mdlA,ABC transporter family protein MdlA,Inorganic ion transport and metabolism,YbcM,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6248
b0603,0.0694647693893644,ybdO,putative LysR family DNA-binding transcriptional regulator YbdO,Transcription,"YeiE,YbdO",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6332
b0389,0.0684940721007439,yaiA,protein YaiA,Function unknown,"RpoD,YfeC,TyrR,TrpR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11093
b1451,0.0681214711880522,yncD,putative TonB-dependent outer membrane receptor,Inorganic ion transport and metabolism,ArcA,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6762
b0762,0.0657903769705219,acrZ,multidrug efflux pump accessory protein AcrZ,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Rob,SoxS,MarA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6396
b0462,0.0648304363483389,acrB,multidrug efflux pump RND permease AcrB,Defense mechanisms,"PhoP,RpoD,MprA,AcrR,MarA,Rob,EnvR,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11704
b0628,0.0638593250470435,lipA,lipoyl synthase,Coenzyme transport and metabolism,"YheO,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11306
b4546,0.0638450117053233,ypeB,PF12843 family protein YpeB,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10462
b1461,0.0630454987812849,pptA,putative 4-oxalocrotonate tautomerase (4-OT),Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11761
b2411,0.0615846503742092,ligA,DNA ligase,"Replication, recombination and repair",,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10534
b0168,0.0607183351001782,map,methionine aminopeptidase,Amino acid transport and metabolism,"MarA,Nac,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10570
b0463,0.0592270982630769,acrA,multidrug efflux pump membrane fusion lipoprotein AcrA,Cell wall/membrane/envelope biogenesis,"PhoP,RpoD,MprA,AcrR,MarA,Rob,EnvR,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11703
b0578,0.0590767447611845,nfsB,NAD(P)H nitroreductase NfsB,Energy production and conversion,"RpoD,Rob,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG50005
b3897,0.057684496563249,frvR,putative transcriptional regulator FrvR,Carbohydrate transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11861
b3520,0.0556860189731205,yhjB,putative DNA-binding transcriptional regulator YhjB,Transcription,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12246
b4380,0.0552092830069742,yjjI,DUF3029 domain-containing protein YjjI,Nucleotide transport and metabolism,YciT,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12171
b0849,0.0551230147027855,grxA,reduced glutaredoxin 1,"Post-translational modification, protein turnover,and chaperones",OxyR,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10417
b0931,0.0546067377461376,pncB,nicotinate phosphoribosyltransferase,Nucleotide transport and metabolism,"RpoD,Crp,NadR,Lrp,ArcA",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10742
b0619,0.0536309026744172,dpiB,sensory histidine kinase DpiB,Signal transduction mechanisms,"Fnr,ArcA,Crp,NarL,DpiA,DcuR,ChiX",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6345
b0952,0.0523855877644363,pqiC,intermembrane transport lipoprotein PqiC,Function unknown,"RpoD,RpoS,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6492
b1836,0.0515872382126469,yebV,protein YebV,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7009
b0285,0.0507951706348884,paoB,aldehyde dehydrogenase%2C FAD-binding subunit,Nucleotide transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6156
b2646,0.0488242833005047,ypjF,CP4-57 prophage%3B toxin of the YpjF-YfjZ toxin-antitoxin system,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7381
b0683,0.0484544948407027,fur,DNA-binding transcriptional dual regulator Fur,Transcription,"RpoD,Crp,OxyR,SoxS,Fur,ryhB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10359
b0369,0.0471830200779006,hemB,porphobilinogen synthase,Coenzyme transport and metabolism,"RpoD,Nac,ryhB",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10428
b0096,0.0469877391257748,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10265
b0160,0.0456180218508458,dgt,dGTP triphosphohydrolase,Nucleotide transport and metabolism,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10225
b3160,0.0455587170592432,yhbW,putative luciferase-like monooxygenase,Energy production and conversion,"ppGpp,MarA,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7654
b3662,0.045132183213698,nepI,purine ribonucleoside exporter,Amino acid transport and metabolism,SoxS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11689
b2964,0.0444119827349093,nupG,nucleoside:H(+) symporter NupG,Carbohydrate transport and metabolism,"RpoD,DeoR,Crp,CytR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10664
b0853,0.0435409858272881,ybjN,protein YbjN,Function unknown,"RpoD,Rob,MarA,OxyR,SoxS,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6447
b0951,0.043407343768996,pqiB,intermembrane transport protein PqiB,"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,RpoS,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6491
b2413,0.0433916956040301,cysZ,sulfate:H(+) symporter,Amino acid transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10003
b3146,0.0415641197667054,rsmI,16S rRNA 2'-O-ribose C1402 methyltransferase,"Translation, ribosomal structure and biogenesis",,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7641
b0870,0.0413825961757316,ltaE,low-specificity L-threonine aldolase,Amino acid transport and metabolism,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6455
b2390,0.0405118649348323,ypeC,DUF2502 domain-containing protein YpeC,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7252
b2558,0.0404023343243,mltF,membrane-bound lytic murein transglycosylase F,Cell wall/membrane/envelope biogenesis,"RpoD,Rob,YidZ,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11373
b1431,0.0403004619773353,ydcL,DUF3313 domain-containing lipoprotein YdcL,Cell wall/membrane/envelope biogenesis,"Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6742
b0284,0.0400247893876789,paoC,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,Nucleotide transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6155
b0802,0.0396356372596311,ybiJ,DUF1471 domain-containing protein YbiJ,Function unknown,"YhaJ,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12422
b2966,0.0394302353969119,yqgA,DUF554 domain-containing protein YqgA,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7534
b1851,0.0390448002989383,edd,phosphogluconate dehydratase,Amino acid transport and metabolism,"RpoD,KdgR,Cra,GntR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10257
b0766,0.0389304024015753,ybhA,pyridoxal phosphate/fructose-1%2C6-bisphosphate phosphatase,Function unknown,YcjW,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11239
b0167,0.0388700353725392,glnD,PII uridylyltransferase/uridylyl removing enzyme,"Post-translational modification, protein turnover,and chaperones","Fur,Fnr,MarA,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11411
b1047,0.0384613876419395,opgC,protein required for succinyl modification of osmoregulated periplasmic glucans,Lipid transport and metabolism,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6552
b3207,0.0382621638149093,yrbL,protein kinase-like domain-containing protein YrbL,Transcription,"YcjW,SoxR,SoxS,BasR,PhoP",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7667
b0950,0.0379584019113968,pqiA,intermembrane transport protein PqiA,Function unknown,"RpoD,RpoS,ppGpp,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6490
b0124,0.0376484887495337,gcd,quinoprotein glucose dehydrogenase,Carbohydrate transport and metabolism,"RpoD,Crp,IHF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10369
b0138,0.0372978484085224,yadM,putative fimbrial protein YadM,Cell motility,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12327
b3198,0.0361166686933078,kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,Nucleotide transport and metabolism,RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7663
b1218,0.0360561773840713,chaC,glutathione-specific gamma-glutamylcyclotransferase,Inorganic ion transport and metabolism,"RpoN,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12403
b0376,0.0354419652044635,ampH,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,Cell wall/membrane/envelope biogenesis,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12867
b3917,0.034802218412735,sbp,sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp,Inorganic ion transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10929
b4379,0.0343859975275193,yjjW,putative glycyl-radical enzyme activating enzyme YjjW,"Post-translational modification, protein turnover,and chaperones",,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7953
b3546,0.0342950595633744,eptB,Kdo2-lipid A phosphoethanolamine 7''-transferase,Function unknown,"RpoD,YcjW,RpoE,mgrR,Lrp,arcZ",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12267
b0767,0.0342274068575797,pgl,6-phosphogluconolactonase,Nucleotide transport and metabolism,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6397
b3201,0.0337381924757394,lptB,lipopolysaccharide transport system ATP binding protein,Inorganic ion transport and metabolism,"RpoD,RpoE",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11680
b2299,0.0334742442828028,yfcD,putative Nudix hydrolase,Lipid transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7191
b3035,0.0334496410935647,tolC,outer membrane channel TolC,Cell wall/membrane/envelope biogenesis,"PhoP,Rob,SoxS,RpoS,MarA,OmpR,sdsR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11009
b2174,0.0332294890121112,lpxT,Kdo2-lipid A phosphotransferase,Lipid transport and metabolism,"RpoD,ppGpp,micA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7146
b0469,0.0330848252536433,apt,adenine phosphoribosyltransferase,Nucleotide transport and metabolism,"RpoD,ppGpp,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10051
b3200,0.0330576855808978,lptA,lipopolysaccharide transport system protein LptA,Function unknown,"RpoD,RpoE",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7665
b3899,0.0330314870722877,frvB,putative PTS enzyme IIBC component FrvB,Carbohydrate transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11863
b2173,0.0329202473414104,yeiR,zinc-binding GTPase YeiR,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12104
b0161,0.0328262379092359,degP,periplasmic serine endoprotease DegP,"Post-translational modification, protein turnover,and chaperones","RpoE,H-NS,CpxR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10463
b2961,0.0324551716220864,mutY,adenine DNA glycosylase,"Replication, recombination and repair",Lrp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10627
b0686,0.0316942793058302,ybfF,esterase,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11776
b1214,0.0315989681420768,ychA,transglutaminase-like/TPR repeat-containing protein,Function unknown,"RpoD,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11251
b3199,0.0314756210464739,lptC,lipopolysaccharide transport system protein LptC,"Intracellular trafficking, secretion, and vesicular transport",RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7664
b1101,0.0314445778493034,ptsG,glucose-specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,"RpoD,sgrS,Crp,ArcA,Mlc,Fis,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10787
b1215,0.0309076125722438,kdsA,3-deoxy-D-manno-octulosonate 8-phosphate synthase,Cell wall/membrane/envelope biogenesis,"RpoD,Nac,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10518
b0390,0.0308558251611089,aroM,protein AroM,Amino acid transport and metabolism,"RpoD,YfeC,TyrR,ppGpp,TrpR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10083
b0342,0.030609443645426,lacA,galactoside O-acetyltransferase,Function unknown,"RpoD,Crp,MarA,H-NS,LacI",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10524
b2346,0.0303987967293363,mlaA,intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,Cell wall/membrane/envelope biogenesis,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7216
b4744,-0.0309246877143333,ynaM,Rac prophage%3B protein YnaM,No COG annotation,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16738
b1375,-0.0316008751131198,ynaE,Rac prophage%3B uncharacterized protein YnaE,Transcription,"YdcR,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6698
b1580,-0.0328783284127126,rspB,putative zinc-binding dehydrogenase RspB,Energy production and conversion,"Crp,YdfH",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6838
b2505,-0.033167452604428,yfgH,lipoprotein YfgH,Cell wall/membrane/envelope biogenesis,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7316
b0929,-0.0341203075206753,ompF,outer membrane porin F,Cell wall/membrane/envelope biogenesis,"RpoD,PhoB,RstA,micF,ipeX,RpoS,Fur,IHF,EnvY,Crp,OmpR,CpxR,Nac,rybB",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10671
b3961,-0.0360213004558677,oxyR,DNA-binding transcriptional dual regulator OxyR,Transcription,"RpoD,RpoS,Crp,OxyR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10681
b2504,-0.0372957414622545,yfgG,protein YfgG,Function unknown,"Nac,RpoD",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7315
b4396,-0.0987228057742775,rob,DNA-binding transcriptional dual regulator Rob,Transcription,"MarA,Rob,SoxS,OmpR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11366
