locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigE,link
BSU_23480,0.0691512674216467,dacF,D-alanyl-D-alanine carboxypeptidase (penicilin binding protein),Cell wall/membrane/envelope biogenesis,Op1880,"SigG,SigF,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23480
BSU_10400,0.0688635772275987,yhxC,putative oxidoreductase,Lipid transport and metabolism,Op817,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10400
BSU_09780,0.06666459317848276,spaC,spore coat associated protein%2C subunit C,Coenzyme transport and metabolism,Op758,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09780
BSU_19740,0.06262210184815924,yodT,putative aminovalerate aminotransferase,Coenzyme transport and metabolism,Op1542,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19740
BSU_27460,0.06174800147091417,glnP,glutamine ABC transporter (permease),Inorganic ion transport and metabolism,Op2193,"SigE,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27460
BSU_09400,0.06157707423859213,spoVR,involved in spore cortex synthesis (stage V sporulation%2C conserved in non sporulating bacteria,Function unknown,Op726,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09400
BSU_29500,0.060772010843012376,gerW,germination-associated protein,Function unknown,Op2339,SigF,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29500
BSU_27980,0.060226763234613165,spoIVFA,regulator of SpoIVFB (stage IV sporulation),Cell wall/membrane/envelope biogenesis,Op2237,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27980
BSU_12320,0.059111739405185465,yjmC,putative oxidoreductase,Energy production and conversion,Op965,"SigA,SigE,ExuR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12320
BSU_12110,0.05822311416789708,yjfA,conserved hypothetical protein,Function unknown,Op946,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12110
BSU_12050,0.05518403821573312,yjdH,putative spore coat protein,No COG annotation,Op939,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12050
BSU_10960,0.054386995115677135,yitE,putative integral inner membrane protein,Function unknown,Op857,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10960
BSU_25530,0.05418342180378244,spoIIP,spore autolysin (stage II sporulation),Cell wall/membrane/envelope biogenesis,Op2014,"SpoVT,SigE,SigG,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25530
BSU_01570,0.053378054483078925,pdaB,polysaccharide deacetylase involved in sporulation,Carbohydrate transport and metabolism,Op118,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01570
BSU_29160,0.05309630297445212,ytvI,putative sporulation-related permease,Function unknown,Op2317,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29160
BSU_00160,0.052795766900679365,sleL,spore peptidoglycan N-acetylglucosaminidase,Cell wall/membrane/envelope biogenesis,Op9,"SigE,SigB,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00160
BSU_15650,0.05246725587166301,tcaB,P-type calcium transport ATPase (sporulation),Inorganic ion transport and metabolism,Op1208,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_15650
BSU_08980,0.05230371162825215,yhbH,factor involved in shape determination,Function unknown,Op699,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08980
BSU_11799,0.052116339035624085,yjzK,conserved hypothetical protein,No COG annotation,Op916,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11799
BSU_17320,0.05180951692842628,ymaF,putative sporulation-related protein of unknown function,Function unknown,Op1308,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17320
BSU_19710,0.051518643038704716,yodQ,putative deacetylase,Amino acid transport and metabolism,Op1539,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19710
BSU_09770,0.05147759752280216,spaD,spore coat associated protein,Coenzyme transport and metabolism,Op758,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09770
BSU_19730,0.05061716765561648,yodS,putative oxoacid CoA-transferase,Lipid transport and metabolism,Op1541,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19730
BSU_27450,0.05061116837608473,glnM,glutamine ABC transporter (permease),Inorganic ion transport and metabolism,Op2193,"SigE,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27450
BSU_27970,0.05006613001247398,spoIVFB,membrane metalloprotease [proteolysis of pro-sigma(K)],Function unknown,Op2237,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27970
BSU_10790,0.0490902888017169,asnO,asparagine synthetase (sporulation related),Amino acid transport and metabolism,Op843,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10790
BSU_04630,0.0485456841167683,ydcC,putative lipoprotein,Cell wall/membrane/envelope biogenesis,Op347,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04630
BSU_28210,0.04843336486049833,lonB,spore-specific ATP-dependent protease LonB,"Replication, recombination and repair",Op2249,SigF,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28210
BSU_32849,0.04839648859403844,yuzL,conserved protein of unknown function,Function unknown,Op2578,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32849
BSU_27840,0.048335674037320205,safA,morphogenetic protein associated with SpoVID,Cell wall/membrane/envelope biogenesis,Op2228,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27840
BSU_09830,0.04831305924651777,yhaX,putative hydrolase,Function unknown,Op762,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09830
BSU_07660,0.04765382095728325,yflJ,conserved hypothetical protein,Function unknown,Op608,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07660
BSU_24390,0.04757426457160003,spoIIIAE,stage III sporulation protein (feeding tube apparatus),Function unknown,Op1941,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24390
BSU_19700,0.04743198600680894,kamB,epsilon-amino-beta-lysine acetyl transferase,Transcription,Op1538,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19700
BSU_40950,0.046855462507610926,sprC,spore-specific protease,Function unknown,Op3142,SigF,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40950
BSU_36575,0.0468050728037344,BSU_36575,hypothetical protein,No COG annotation,Op2847,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36575
BSU_24400,0.04666012470951684,spoIIIAD,stage III sporulation protein (feeding tube apparatus),Function unknown,Op1941,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24400
BSU_03930,0.04660905620705527,gdh,forespore glucose 1-dehydrogenase,Lipid transport and metabolism,Op294,"SpoVT,SigG",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03930
BSU_30980,0.04637498289476569,glgB,1%2C4-alpha-glucan branching enzyme,Carbohydrate transport and metabolism,Op2440,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30980
BSU_21310,0.04627146589577608,yozP,hypothetical protein%3B phage SPbeta,No COG annotation,Op1703,YonO,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21310
BSU_25360,0.04605089308019537,yqfC,conserved sporulation protein of unknown function,Function unknown,Op2008,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25360
BSU_03200,0.045702291125986685,putB,proline oxidase,Amino acid transport and metabolism,Op243,"Spo0A,SigA,CodY,PutR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03200
BSU_18596,0.0455337403394684,BSU_18596,conserved hypothetical protein,No COG annotation,Op1421,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18596
BSU_32280,0.04543645071539265,yutG,putative phosphatidylglycerophosphatase,Lipid transport and metabolism,Op2538,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32280
BSU_17720,0.044966395775282005,yndA,putative exported protein of unknown function,No COG annotation,Op1348,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17720
BSU_30950,0.04482548869114488,glgA,glycogen (starch) synthase,Carbohydrate transport and metabolism,Op2440,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30950
BSU_10280,0.04459787858465069,yhfM,putative membrane protein,No COG annotation,Op805,SigF,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10280
BSU_03210,0.04413867859358902,putC,1-pyrroline-5-carboxylate dehydrogenase,Energy production and conversion,Op243,"Spo0A,SigA,CodY,PutR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03210
BSU_19950,0.04366530995310397,sspC,small acid-soluble spore protein (alpha/beta-type SASP)%3B SPbeta phage protein,Function unknown,Op1563,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19950
BSU_22849,0.04358181840883201,ypzH,conserved protein of unknown function,No COG annotation,Op1840,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_22849
BSU_19320,0.043384220341539416,sqhC,squalene-hopene cyclase%2C sporulenol synthase (spore protection),Lipid transport and metabolism,Op1502,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19320
BSU_30960,0.043242395075562434,glgD,glucose-1-phosphate adenylyltransferase (ADP-glucose pyrophosphorylase) beta subunit,Carbohydrate transport and metabolism,Op2440,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30960
BSU_26740,0.042924159770529186,cypA,cytochrome P450,Energy production and conversion,Op2132,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26740
BSU_40530,0.042634019308516236,cotF,spore coat protein,Cell wall/membrane/envelope biogenesis,Op3107,"SigK,SpoIIID",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40530
BSU_19689,0.04187672286689773,yokU,conserved protein of unknown function,Function unknown,Op1536,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19689
BSU_26960,0.04160430148363375,yraF,putative spore coat protein,Cell wall/membrane/envelope biogenesis,Op2159,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26960
BSU_19330,0.041029315060005775,sodF,superoxide dismutase (Fe2+-dependent),Inorganic ion transport and metabolism,Op1503,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19330
BSU_19270,0.040952085797213406,yozN,conserved protein of unknown function (mother cell in sporulation),No COG annotation,Op1497,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19270
BSU_18260,0.040863778471493965,ldeJ,isovaleryl-CoA dehydrogenase (leucine degradation),Lipid transport and metabolism,Op1390,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18260
BSU_14568,-0.046366903374982935,BSU_14568,putative antitoxin,No COG annotation,Op1146,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14568
BSU_14569,-0.04756619123921059,ykzV,putative type I toxin (toxin I motif),No COG annotation,Op1145,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14569
BSU_03789,-0.05034959432824189,yczN,putative spore and germination protein,No COG annotation,Op286,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03789
BSU_37350,-0.06616390492061577,sboA,subtilosin A,Function unknown,Op2909,"Rok,ResD,SigA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37350
