,Unnamed: 0,regulator,regulator_id,trn_type,direction,gene_name,gene_product,old_gene_id,new_gene_id,gene_id,source,evidence type
34,34,HutC,AB57_3862,TF,,hutC,,AB57_3862,AB57_RS19505,ABUW_0075,RegPrecise,homolog to AB0057
35,35,HutC,AB57_3862,TF,,hutD,,AB57_3861,AB57_RS19500,ABUW_0076,RegPrecise,homolog to AB0057
36,36,IscR,AB57_1857,TF,,iscR,,AB57_1857,AB57_RS09455,ABUW_2201,RegPrecise,homolog to AB0057
37,37,IscR,AB57_1857,TF,,iscS,,AB57_1856,AB57_RS09450,ABUW_2202,RegPrecise,homolog to AB0057
38,38,IscR,AB57_1857,TF,,iscU,,AB57_1855,AB57_RS09445,ABUW_2203,RegPrecise,homolog to AB0057
39,39,IscR,AB57_1857,TF,,iscA,,AB57_1854,AB57_RS09440,ABUW_2204,RegPrecise,homolog to AB0057
40,40,IscR,AB57_1857,TF,,hscB,,AB57_1853,AB57_RS09435,ABUW_2205,RegPrecise,homolog to AB0057
41,41,IscR,AB57_1857,TF,,hscA,,AB57_1852,AB57_RS09430,ABUW_2206,RegPrecise,homolog to AB0057
42,42,IscR,AB57_1857,TF,,fdx,,AB57_1851,AB57_RS09425,ABUW_2207,RegPrecise,homolog to AB0057
43,43,NtrC,AB57_2324,TF,,ntrB,,AB57_2323,AB57_RS11795,ABUW_1733,RegPrecise,homolog to AB0057
44,44,NtrC,AB57_2324,TF,,ntrC,,AB57_2324,AB57_RS11800,ABUW_1732,RegPrecise,homolog to AB0057
45,45,NtrC,AB57_2324,TF,,gltB,,AB57_3640,AB57_RS18375,ABUW_0298,RegPrecise,homolog to AB0057
46,46,NtrC,AB57_2324,TF,,gltD,,AB57_3639,AB57_RS18370,ABUW_0299,RegPrecise,homolog to AB0057
47,47,NtrC,AB57_2324,TF,,glnA,,AB57_2783,AB57_RS14140,ABUW_1207,RegPrecise,homolog to AB0057
48,48,NtrC,AB57_2324,TF,,gdhA,,AB57_1107,AB57_RS05690,ABUW_2869,RegPrecise,homolog to AB0057
49,49,ModE,AB57_1979,TF,,modA,,AB57_1980,AB57_RS10060,ABUW_2079,RegPrecise,homolog to AB0057
50,50,ModE,AB57_1979,TF,,modB,,AB57_1981,AB57_RS10065,ABUW_2078,RegPrecise,homolog to AB0057
51,51,ModE,AB57_1979,TF,,modC,,AB57_1982,AB57_RS10070,ABUW_2077,RegPrecise,homolog to AB0057
52,52,RutR,AB57_0065,TF,,rutG2,,AB57_3907,AB57_RS19730,ABUW_0030,RegPrecise,homolog to AB0057
53,53,VanR,AB57_1198,TF,,vanA,,AB57_1200,AB57_RS06180,ABUW_2773,RegPrecise,homolog to AB0057
54,54,VanR,AB57_1198,TF,,vanB,,AB57_1199,AB57_RS06175,ABUW_2774,RegPrecise,homolog to AB0057
55,55,VanR,AB57_1198,TF,,vanK,,AB57_1201,AB57_RS06185,ABUW_2772,RegPrecise,homolog to AB0057
56,56,VanR,AB57_1198,TF,,vanP,,AB57_1202,AB57_RS06190,ABUW_2771,RegPrecise,homolog to AB0057
57,57,PhnR,AB57_1567,TF,,phnS,,AB57_1568,AB57_RS08045,ABUW_2485,RegPrecise,homolog to AB0057
58,58,PhnR,AB57_1567,TF,,phnT,,AB57_1569,AB57_RS08050,ABUW_2484,RegPrecise,homolog to AB0057
59,59,PhnR,AB57_1567,TF,,phnU,,AB57_1570,AB57_RS08055,ABUW_2483,RegPrecise,homolog to AB0057
60,60,PhnR,AB57_1567,TF,,phnW,,AB57_1572,AB57_RS08065,ABUW_2481,RegPrecise,homolog to AB0057
61,61,PhnR,AB57_1567,TF,,phnX,,AB57_1573,AB57_RS08070,ABUW_2480,RegPrecise,homolog to AB0057
62,62,TPP,,RNA,,thiC,,AB57_0340,AB57_RS01825,ABUW_3624,RegPrecise,homolog to AB0057
63,63,FMN,,RNA,,ribB,,AB57_0876,AB57_RS04525,ABUW_3103,RegPrecise,homolog to AB0057
64,64,SoxR,AB57_1503,TF,,PF01042,,AB57_0668,AB57_RS03455,ABUW_3316,RegPrecise,homolog to AB0057
65,65,SoxR,AB57_1503,TF,,PF07690,,AB57_0667,AB57_RS03450,ABUW_3317,RegPrecise,homolog to AB0057
66,66,CueR,AB57_1354,TF,,copA,,AB57_1353,AB57_RS06945,ABUW_2707,RegPrecise,homolog to AB0057
67,67,CueR,AB57_1354,TF,,cueR,,AB57_1354,AB57_RS06950,ABUW_2706,RegPrecise,homolog to AB0057
68,68,CueR,AB57_1354,TF,,copZ,,AB57_1352,AB57_RS06940,ABUW_2708,RegPrecise,homolog to AB0057
69,69,CadR-PbrR,AB57_1124,TF,,czcD,,AB57_1125,AB57_RS05780,ABUW_2851,RegPrecise,homolog to AB0057
70,70,SAH_riboswitch,,RNA,,ahcY,,AB57_2767,AB57_RS14045,ABUW_1224,RegPrecise,homolog to AB0057
71,71,SAH_riboswitch,,RNA,,metF,,AB57_2768,AB57_RS14050,ABUW_1223,RegPrecise,homolog to AB0057
72,72,SAH_riboswitch,,RNA,,COG1385,,AB57_2769,AB57_RS14055,ABUW_1222,RegPrecise,homolog to AB0057
73,73,AB57_1945,AB57_1945,TF,,AB57_1945,,AB57_1945,AB57_RS09885,ABUW_2114,RegPrecise,homolog to AB0057
74,74,AB57_1945,AB57_1945,TF,,PA2298,,AB57_1946,AB57_RS09890,ABUW_2113,RegPrecise,homolog to AB0057
75,75,AB57_1945,AB57_1945,TF,,PA2297,,AB57_1947,AB57_RS09895,ABUW_2112,RegPrecise,homolog to AB0057
76,76,AB57_1945,AB57_1945,TF,,PA2296,,AB57_1948,AB57_RS09900,ABUW_2111,RegPrecise,homolog to AB0057
77,77,AB57_1945,AB57_1945,TF,,PA2295,,AB57_1949,AB57_RS09905,ABUW_2110,RegPrecise,homolog to AB0057
78,78,AB57_1945,AB57_1945,TF,,PA2294,,AB57_1950,AB57_RS09910,ABUW_2109,RegPrecise,homolog to AB0057
79,79,AB57_1945,AB57_1945,TF,,PA2293,,AB57_1951,AB57_RS09915,ABUW_2108,RegPrecise,homolog to AB0057
80,80,AB57_1945,AB57_1945,TF,,PA2292,,AB57_1952,AB57_RS09920,ABUW_2107,RegPrecise,homolog to AB0057
81,81,ACIAD1897,AB57_2342,TF,,COG697,,AB57_2340,AB57_RS11885,ABUW_1716,RegPrecise,homolog to AB0057
82,82,PdxW2,AB57_1649,TF,,pdxO2,,AB57_1650,AB57_RS08445,ABUW_2405,RegPrecise,homolog to AB0057
83,83,PdxW2,AB57_1649,TF,,PF00583,,AB57_1651,AB57_RS08450,ABUW_2404,RegPrecise,homolog to AB0057
84,84,AB57_2651,AB57_2651,TF,,phzF,,AB57_2650,AB57_RS13440,ABUW_1347,RegPrecise,homolog to AB0057
85,85,AB57_0242,AB57_0242,TF,,COG0235,,AB57_0241,AB57_RS01220,ABUW_3681,RegPrecise,homolog to AB0057
86,86,AB57_0242,AB57_0242,TF,,COG0329,,AB57_0240,AB57_RS01215,ABUW_3682,RegPrecise,homolog to AB0057
87,87,YdcR,AB57_1664,TF,,AB57_1669,,AB57_1669,AB57_RS08535,ABUW_2387,RegPrecise,homolog to AB0057
88,88,YdcR,AB57_1664,TF,,PF01654,,AB57_1667,AB57_RS08525,ABUW_2389,RegPrecise,homolog to AB0057
89,89,YdcR,AB57_1664,TF,,PF02322,,AB57_1666,AB57_RS08520,ABUW_2390,RegPrecise,homolog to AB0057
90,90,ACIAD3613,AB57_3892,TF,,AB57_3895,,AB57_3895,AB57_RS19665,ABUW_0044,RegPrecise,homolog to AB0057
91,91,AdeR,,TCS,,adeA,,,,ABUW_1974,DOI 10.1128/mBio.00430-16,differential expression in AYE
92,92,AdeR,,TCS,,adeB,,,,ABUW_1975,DOI 10.1128/mBio.00430-16,differential expression in AYE
93,93,AdeR,,TCS,,adeC,,,,ABUW_1976,DOI 10.1128/mBio.00430-16,differential expression in AYE
94,94,BaeS-BaeR,,TCS,,adeA,,,,ABUW_1974,DOI 10.1186/1471-2180-14-119,differential expression in ATCC 17978
95,95,BaeS-BaeR,,TCS,,adeB,,,,ABUW_1975,DOI 10.1186/1471-2180-14-119,differential expression in ATCC 17978
96,96,BaeS-BaeR,,TCS,,adeC,,,,ABUW_1976,DOI 10.1186/1471-2180-14-119,differential expression in ATCC 17978
97,97,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaB,,,,ABUW_2529,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
98,98,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaC,,,,ABUW_2528,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
99,99,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaE,,,,ABUW_2527,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
100,100,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaF,,,,ABUW_2526,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
101,101,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaG,,,,ABUW_2535,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
102,102,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaH,,,,ABUW_2534,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
103,103,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaJ,,,,ABUW_2532,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
104,104,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaK,,,,ABUW_2531,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
105,105,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaX,,,,ABUW_2525,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
106,106,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaY,,,,ABUW_2524,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
107,107,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaI1,,,,ABUW_2523,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
108,108,GacA,GacS: ABUW_3306/GacA: ABUW_3639,TCS,,paaI2,,,,ABUW_2533,DOI 10.https://doi.org/10.1093/infdis/jiu024,differential expression in ATCC 17978
109,109,UmuDAb,A1S_1389,TF,,umuD,,A1S_0636,,ABUW_2431,DOI 10.1186/1471-2180-14-119,differential expression and EMSA in ATCC 17978
110,110,UmuDAb,A1S_1389,TF,,umuC,,A1S_0637,,ABUW_1699,DOI 10.1186/1471-2180-14-119,differential expression and EMSA in ATCC 17978
111,111,UmuDAb,A1S_1389,TF,,umuD,,A1S_1174,,ABUW_2431,DOI 10.1186/1471-2180-14-119,differential expression and EMSA in ATCC 17978
112,112,UmuDAb,A1S_1389,TF,,umuC,,A1S_1173,,ABUW_1706,DOI 10.1186/1471-2180-14-119,differential expression and EMSA in ATCC 17978
113,113,UmuDAb,A1S_1389,TF,,ddrR,,A1S_1388,,ABUW_2432,DOI 10.1186/1471-2180-14-119,differential expression and EMSA in ATCC 17978
114,114,UmuDAb,A1S_1389,TF,,umuDAb,,A1S_1389,,ABUW_2431,DOI 10.1186/1471-2180-14-119,differential expression and EMSA in ATCC 17978
115,115,UmuDAb,A1S_1389,TF,,umuC,,A1S_2008,,ABUW_1699,DOI 10.1186/1471-2180-14-119,differential expression and EMSA in ATCC 17978
116,116,UmuDAb,A1S_1389,TF,,umuC,,A1S_2015,,ABUW_1699,DOI 10.1186/1471-2180-14-119,differential expression and EMSA in ATCC 17978
117,117,AdeL,ABUW_1338,TF,-,adeF,,,,ABUW_1336,DOI 10.1128/AAC.00155-10,differential expression in another AB strain
118,118,AdeL,ABUW_1338,TF,-,adeG,,,,ABUW_1335,DOI 10.1128/AAC.00155-10,differential expression in another AB strain
119,119,AdeL,ABUW_1338,TF,-,adeH,,,,ABUW_1334,DOI 10.1128/AAC.00155-10,differential expression in another AB strain
120,120,AdeN,ABUW_1731,TF,-,adeI,,,,ABUW_0844,DOI 10.1128/AAC.06422-11,differential expression in another AB strain
121,121,AdeN,ABUW_1731,TF,-,adeJ,,,,ABUW_0843,DOI 10.1128/AAC.06422-11,differential expression in another AB strain
122,122,AdeN,ABUW_1731,TF,-,adeK,,,,ABUW_0842,DOI 10.1128/AAC.06422-11,differential expression in another AB strain
123,123,Fur,ABUW_3033,TF,,,,A1S_0416,,ABUW_3465,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
124,124,Fur,ABUW_3033,TF,,,,A1S_2382,,ABUW_1179,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
125,125,Fur,ABUW_3033,TF,,,,A1S_2391,,ABUW_1169,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
126,126,Fur,ABUW_3033,TF,,,,A1S_2582,,ABUW_1238,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
127,127,Fur,ABUW_3033,TF,,,,A1S_2278,,ABUW_1364,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
128,128,Fur,ABUW_3033,TF,,,,A1S_2372,,ABUW_1188,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
129,129,Fur,ABUW_3033,TF,,,,A1S_0242,,ABUW_3633,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
130,130,Fur,ABUW_3033,TF,,,,A1S_3174,,ABUW_0307,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
131,131,Fur,ABUW_3033,TF,,,,A1S_1647,,ABUW_2189,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
132,132,Fur,ABUW_3033,TF,,,,A1S_1657,,ABUW_2178,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
133,133,Fur,ABUW_3033,TF,,,,A1S_1667,,ABUW_2165,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
134,134,Fur,ABUW_3033,TF,,,,A1S_3339,,ABUW_0143,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
135,135,Fur,ABUW_3033,TF,,,,A1S_2566,,ABUW_1177,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
136,136,Fur,ABUW_3033,TF,,,,A1S_2080,,ABUW_1646,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
137,137,Fur,ABUW_3033,TF,,,,A1S_0980,,ABUW_2916,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
138,138,Fur,ABUW_3033,TF,,,,A1S_3324,,ABUW_0159,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
139,139,Fur,ABUW_3033,TF,,,,A1S_2392,,ABUW_1168,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
140,140,Fur,ABUW_3033,TF,,,,A1S_2077,,ABUW_1655,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
141,141,Fur,ABUW_3033,TF,,,,A1S_2078/A1S_2650,,ABUW_1654,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
142,142,Fur,ABUW_3033,TF,,,,A1S_0474,,ABUW_3403,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
143,143,Fur,ABUW_3033,TF,,,,A1S_2123,,ABUW_1598,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
144,144,Fur,ABUW_3033,TF,,,,A1S_2667,,ABUW_0914,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
145,145,Fur,ABUW_3033,TF,,,,A1S_2581,,ABUW_1188,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
146,146,Fur,ABUW_3033,TF,,,,A1S_1510,,ABUW_2310,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
147,147,Fur,ABUW_3033,TF,,,,A1S_1384,,ABUW_2438,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
148,148,Fur,ABUW_3033,TF,,,,A1S_1385,,ABUW_2437,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
149,149,Fur,ABUW_3033,TF,,,,A1S_1921,,ABUW_1800,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
150,151,Fur,ABUW_3033,TF,,,,A1S_0171,,ABUW_3718,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
151,152,Fur,ABUW_3033,TF,,,,A1S_0371,,ABUW_3508,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
152,154,Fur,ABUW_3033,TF,,,,A1S_2271,,ABUW_0651,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
153,155,Fur,ABUW_3033,TF,,,,A1S_2567,,ABUW_1186,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
154,156,Fur,ABUW_3033,TF,,,,A1S_0452,,ABUW_3426,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
155,159,Fur,ABUW_3033,TF,,,,A1S_2798,,ABUW_0698,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
156,160,Fur,ABUW_3033,TF,,,,A1S_1896,,ABUW_1829,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
157,161,Fur,ABUW_3033,TF,,,,A1S_1897,,ABUW_1828,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
158,164,Fur,ABUW_3033,TF,,,,A1S_0799,,ABUW_3127,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
159,165,Fur,ABUW_3033,TF,,,,A1S_0800,,ABUW_0306,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
160,170,Fur,ABUW_3033,TF,,,,A1S_1488,,ABUW_2335,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
161,172,Fur,ABUW_3033,TF,,,,A1S_3175,,ABUW_0306,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
162,173,Fur,ABUW_3033,TF,,,,A1S_0110,,ABUW_3775,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
163,176,Fur,ABUW_3033,TF,,,,A1S_1005,,ABUW_2890,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
164,184,Fur,ABUW_3033,TF,,,,A1S_1063,,ABUW_2828,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
165,187,Fur,ABUW_3033,TF,,,,A1S_2157,,ABUW_1564,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
166,190,Fur,ABUW_3033,TF,,,,A1S_2230,,ABUW_1466,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
167,194,Fur,ABUW_3033,TF,,,,A1S_3231,,ABUW_0255,DOI 10.1186/1471-2164-12-126 ,Genes that contain a predicted Fur box domain with differential expression in iron depleted conditions (microarray)
168,197,BfmR,ABUW_3181/ABUW_3180,TCS,,csuA,,,,ABUW_1488,DOI 10.1099/mic.0.2008/019471-0,Differential expression of csuA and csuB in 19606  - the rest are part of the operon
169,198,BfmR,ABUW_3181/ABUW_3180,TCS,,csuB,,,,ABUW_1489,DOI 10.1099/mic.0.2008/019471-0,Differential expression of csuA and csuB in 19606  - the rest are part of the operon
170,199,GacA,A1S_0574,TCS,,csuB,,A1S_2216,,ABUW_1489,DOI https://doi.org/10.1093/infdis/jiu024 ,Differential expression in ATCC 17978 
171,200,GacA,A1S_0574,TCS,,csuC,,A1S_2215,,ABUW_1490,DOI https://doi.org/10.1093/infdis/jiu024 ,Differential expression in ATCC 17978 
172,201,GacA,A1S_0574,TCS,,ompA/motB,,A1S_1193,,ABUW_2730,DOI https://doi.org/10.1093/infdis/jiu024 ,Differential expression in ATCC 17978 
173,202,GacA,A1S_0574,TCS,,algZ,,A1S_0260,,ABUW_3616,DOI https://doi.org/10.1093/infdis/jiu024 ,Differential expression in ATCC 17978 
174,203,GacA,A1S_0574,TCS,,,,A1S_1507,,ABUW_2312,DOI https://doi.org/10.1093/infdis/jiu024 ,Differential expression in ATCC 17978 
175,204,GacA,A1S_0574,TCS,,astE,,A1S_3128,,ABUW_0355,DOI https://doi.org/10.1093/infdis/jiu024 ,Differential expression in ATCC 17978 
176,205,GacA,A1S_0574,TCS,,astB,,A1S_3129,,ABUW_0354,DOI https://doi.org/10.1093/infdis/jiu024 ,Differential expression in ATCC 17978 
177,206,GacA,A1S_0574,TCS,,astD,,A1S_3130,,ABUW_0353,DOI https://doi.org/10.1093/infdis/jiu024 ,Differential expression in ATCC 17978 
178,207,GacA,A1S_0574,TCS,,astA,,A1S_3131,,ABUW_0352,DOI https://doi.org/10.1093/infdis/jiu024 ,Differential expression in ATCC 17978 
179,208,SoxR,ABAYE2390,TF,,abuO/tolC,,ABAYE3514,,ABUW_3620,DOI 10.1128/AAC.03626-14 ,Binding assays in AYE
180,209,Zur,A1S_0144,TF,-,zur,,A1S_0144,,ABUW_3742,doi: 10.1128/JB.01650-14,EMSA and differential expression in ATCC 17978
