,refseq,start,end,strand,gene_name,gene_product,ncbi_protein,regulator,cog
SP5448_00300,CP008776.1,52538,55180,+,adhE,acetaldehyde dehydrogenase,AKK69553.1,"CcpA_core_M1,CovR,FasX_0min_M1,FasX_15min_M1,CovR,CovR,CovR",Energy production and conversion
SP5448_00305,CP008776.1,55432,56448,+,adhP,ethanol-active dehydrogenase/acetaldehyde-active reductase,AKK69554.1,"Rex,CcpA,AdcR,CcpA_core_M1,CovR,Mga,Rgg,Rgg",Energy production and conversion
SP5448_00310,CP008776.1,56836,58128,+,norN,sodium:solute symporter,AKK69555.1,"CovR,Mga,Rgg",Defense mechanisms
SP5448_00315,CP008776.1,58329,58637,+,rpsJ,30S ribosomal protein S10,AKK69556.1,,"Translation, ribosomal structure and biogenesis"
SP5448_00320,CP008776.1,58853,59479,+,rplC,50S ribosomal protein L3,AKK69557.1,"Rgg,CovR,Nra_exponetional_M49,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_00325,CP008776.1,59503,60126,+,rplD,50S ribosomal protein L4,AKK69558.1,"Rgg,Irr_EE_M6,Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_00330,CP008776.1,60126,60422,+,rplW,50S ribosomal protein L23,AKK69559.1,"Rgg,CovR","Translation, ribosomal structure and biogenesis"
SP5448_00335,CP008776.1,60440,61273,+,rplB,50S ribosomal protein L2,AKK69560.1,,"Translation, ribosomal structure and biogenesis"
SP5448_00340,CP008776.1,61412,61690,+,rpsS,30S ribosomal protein S19,AKK69561.1,"Rgg,CovR","Translation, ribosomal structure and biogenesis"
SP5448_00345,CP008776.1,61706,62050,+,rplV,50S ribosomal protein L22,AKK69562.1,"Rgg,CovR","Translation, ribosomal structure and biogenesis"
SP5448_00350,CP008776.1,62063,62716,+,rpsC,30S ribosomal protein S3,AKK69563.1,"Rgg,CovR,Srv_M1","Translation, ribosomal structure and biogenesis"
SP5448_00355,CP008776.1,62720,63133,+,rplP,50S ribosomal protein L16,AKK69564.1,CovR,"Translation, ribosomal structure and biogenesis"
SP5448_00360,CP008776.1,63143,63349,+,rpmC,50S ribosomal protein L29,AKK69565.1,Irr_EE_M6,"Translation, ribosomal structure and biogenesis"
SP5448_00365,CP008776.1,63375,63635,+,rpsQ,30S ribosomal protein S17,AKK69566.1,"CovR,Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_00370,CP008776.1,63660,64028,+,rplN,50S ribosomal protein L14,AKK69567.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_00375,CP008776.1,64107,64412,+,rplX,50S ribosomal protein L24,AKK69568.1,"Rgg,CovR,Irr_EE_M6,Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_00380,CP008776.1,64436,64978,+,rplE,50S ribosomal protein L5,AKK69569.1,Irr_EE_M6,"Translation, ribosomal structure and biogenesis"
SP5448_00385,CP008776.1,64994,65179,+,rpsN,30S ribosomal protein S14,AKK69570.1,"Rgg,CovR","Translation, ribosomal structure and biogenesis"
SP5448_00390,CP008776.1,65330,65728,+,rpsH,30S ribosomal protein S8,AKK69571.1,Irr_EE_M6,"Translation, ribosomal structure and biogenesis"
SP5448_00395,CP008776.1,65931,66467,+,rplF,50S ribosomal protein L6,AKK69572.1,"Rgg,CovR,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_00400,CP008776.1,66572,66928,+,rplR,50S ribosomal protein L18,AKK69573.1,"Rgg,Srv_M1,Irr_EE_M6,Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_00405,CP008776.1,66947,67441,+,rpsE,30S ribosomal protein S5,AKK69574.1,"Rgg,CovR,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_00410,CP008776.1,67456,67638,+,rpmD,50S ribosomal protein L30,AKK69575.1,Irr_EE_M6,"Translation, ribosomal structure and biogenesis"
SP5448_00415,CP008776.1,67852,68292,+,rplO,50S ribosomal protein L15,AKK69576.1,"Rgg,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_00420,CP008776.1,68309,69613,+,secY,preprotein translocase subunit SecY,AKK69577.1,Rgg,"Intracellular trafficking, secretion, and vesicular transport"
SP5448_00425,CP008776.1,69763,70401,+,adk,adenylate kinase,AKK69578.1,Srv_M1,Nucleotide transport and metabolism
SP5448_00430,CP008776.1,70519,70737,+,infA,translation initiation factor IF-1,AKK69579.1,Irr_EE_M6,"Translation, ribosomal structure and biogenesis"
SP5448_00435,CP008776.1,70763,70879,+,rpmJ,50S ribosomal protein L36,AKK69580.1,,"Translation, ribosomal structure and biogenesis"
SP5448_00440,CP008776.1,70897,71262,+,rpsM,30S ribosomal protein S13,AKK69581.1,"Nra_exponetional_M49,Srv_M1","Translation, ribosomal structure and biogenesis"
SP5448_00445,CP008776.1,71280,71663,+,rpsK,30S ribosomal protein S11,AKK69582.1,Nra_exponetional_M49,"Translation, ribosomal structure and biogenesis"
SP5448_00450,CP008776.1,71709,72647,+,rpoA,DNA-directed RNA polymerase subunit alpha,AKK69583.1,Irr_EE_M6,Transcription
SP5448_00455,CP008776.1,72662,73048,+,rplQ,50S ribosomal protein L17,AKK69584.1,,"Translation, ribosomal structure and biogenesis"
SP5448_00545,CP008776.1,80292,80477,+,idi,hypothetical protein,AKK69585.1,Rgg,Lipid transport and metabolism
SP5448_00555,CP008776.1,81461,81688,+,ispE,4-diphosphocytidyl-2C-methyl-D-erythritol kinase,AKK69586.1,,Nucleotide transport and metabolism
SP5448_00560,CP008776.1,81798,82241,+,adcR,MarR family transcriptional regulator,AKK69587.1,AdcR,Transcription
SP5448_00565,CP008776.1,82245,82964,+,adcC,zinc ABC transporter ATP-binding protein,AKK69588.1,AdcR,Inorganic ion transport and metabolism
SP5448_00570,CP008776.1,82957,83772,+,adcB,zinc ABC transporter permease,AKK69589.1,"AdcR,CovR",Inorganic ion transport and metabolism
SP5448_00575,CP008776.1,83812,84195,-,SP5448_00575,histidine triad (HIT) protein,AKK69590.1,"Mga,CovR,CovR",Function unknown
SP5448_00580,CP008776.1,84246,85502,-,tyrS,tyrosine--tRNA ligase,AKK69591.1,"CovR,CovR","Translation, ribosomal structure and biogenesis"
SP5448_00585,CP008776.1,85606,87906,+,pbp1B,transglycosylase,AKK69592.1,,Cell wall/membrane/envelope biogenesis
SP5448_00590,CP008776.1,88170,91736,+,rpoB,DNA-directed RNA polymerase subunit beta,AKK69593.1,CodY,Transcription
SP5448_00595,CP008776.1,91827,95468,+,rpoC,DNA-directed RNA polymerase subunit beta',AKK69594.1,"CodY,Nra_transition_M49",Transcription
SP5448_00600,CP008776.1,95620,95985,+,SP5448_00600,dipicolinate synthase,AKK69595.1,Irr_LE_M6,Function unknown
SP5448_00605,CP008776.1,96078,97016,+,comGA,competence protein CglA,AKK69596.1,RivR_M1,Function unknown
SP5448_00610,CP008776.1,97000,97986,+,cglB,competence protein CglB,AKK69597.1,"RivR_M1,FasX_60min_M1",Function unknown
SP5448_00615,CP008776.1,97988,98314,+,comGC,competence protein ComG,AKK69598.1,"CovR,Srv_M1,Irr_EE_M6","Intracellular trafficking, secretion, and vesicular transport"
SP5448_00620,CP008776.1,98289,98717,+,SP5448_00620,competence protein,AKK69599.1,,Function unknown
SP5448_00625,CP008776.1,98674,98958,+,SP5448_00625,competence protein ComG,AKK69600.1,"Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_00630,CP008776.1,98951,99385,+,comGF,competence protein ComGF,AKK69601.1,"Mga,FasX_60min_M1","Intracellular trafficking, secretion, and vesicular transport"
SP5448_00635,CP008776.1,99369,99695,+,SP5448_00635,competence protein ComG,AKK69602.1,Irr_EE_M6,Function unknown
SP5448_00640,CP008776.1,99793,100746,+,ytxK,adenine methyltransferase,AKK69603.1,Rgg,"Replication, recombination and repair"
SP5448_00645,CP008776.1,100805,102001,+,ackA,acetate kinase,AKK69604.1,"CcpA,CcpA_core_M1",Nucleotide transport and metabolism
SP5448_00650,CP008776.1,102188,102496,+,SP5448_00650,hypothetical protein,AKK69605.1,"CcpA_core_M1,RivR_M1,Irr_LE_M6",Function unknown
SP5448_00655,CP008776.1,102579,103349,-,proC,pyrroline-5-carboxylate reductase,AKK69606.1,,Amino acid transport and metabolism
SP5448_00660,CP008776.1,103397,104464,-,pepA,glutamyl aminopeptidase,AKK69607.1,,Carbohydrate transport and metabolism
SP5448_00670,CP008776.1,104929,105213,+,SP5448_00670,membrane protein,AKK69608.1,Rgg,Function unknown
SP5448_00675,CP008776.1,105210,105527,+,ytpP,thioredoxin,AKK69609.1,,Function unknown
SP5448_00680,CP008776.1,105545,106171,+,pheT,tRNA-binding protein,AKK69610.1,,"Translation, ribosomal structure and biogenesis"
SP5448_00685,CP008776.1,106323,106718,+,ssb_2,single-stranded DNA-binding protein,AKK69611.1,FasX_60min_M1,"Replication, recombination and repair"
SP5448_00690,CP008776.1,106978,107619,-,dck,deoxynucleoside kinase,AKK69612.1,"Rgg,Rgg",Nucleotide transport and metabolism
SP5448_00695,CP008776.1,107639,108616,-,dus,hypothetical protein,AKK69613.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_00700,CP008776.1,108603,109475,-,hslO,molecular chaperone Hsp33,AKK69614.1,Rgg,"Posttranslational modification, protein turnover, chaperones"
SP5448_00705,CP008776.1,109622,111115,-,rofA,regulatory protein,AKK69615.1,"Mga,CodY_M49,CovR",Transcription
SP5448_00710,CP008776.1,111378,113651,+,SP5448_00710,fibronectin-binding protein,AKK69616.1,"FasX_15min_M1,FasX_60min_M1",Cell wall/membrane/envelope biogenesis
SP5448_00715,CP008776.1,113644,114201,+,SP5448_00715,signal peptidase I,AKK69617.1,"FasX_15min_M1,FasX_60min_M1","Intracellular trafficking, secretion, and vesicular transport"
SP5448_00720,CP008776.1,114234,115256,+,SP5448_00720,pilin,AKK69618.1,"FasX_15min_M1,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49",Function unknown
SP5448_00725,CP008776.1,115266,115979,+,srtB,sortase,AKK69619.1,"FasX_15min_M1,CovR,Nra_exponetional_M49,Nra_transition_M49",Function unknown
SP5448_00730,CP008776.1,116001,116648,+,SP5448_00730,hypothetical protein,AKK69620.1,"Rgg,FasX_15min_M1",Function unknown
SP5448_00735,CP008776.1,116835,118157,-,SP5448_00735,transposase,AKK69621.1,CovR,"Replication, recombination and repair"
SP5448_00740,CP008776.1,118120,118347,-,SP5448_00740,transposase,AKK69622.1,,Function unknown
SP5448_00745,CP008776.1,118398,118748,-,XK27_01125,transposase,AKK69623.1,"CovR,Mga,Mga,CovR,CovR,CovR","Replication, recombination and repair"
SP5448_00750,CP008776.1,119052,119807,+,SP5448_00750,sortase,AKK69624.1,"CovR,CovR",Cell wall/membrane/envelope biogenesis
SP5448_00755,CP008776.1,120001,120666,-,SP5448_00755,hypothetical protein,AKK69625.1,"CovR,Mga,Rgg,CovR,CovR,CovR,CovR,CovR,Nra_exponetional_M49",Function unknown
SP5448_00760,CP008776.1,121015,122421,+,atoE,short-chain fatty acid transporter,AKK69626.1,"CcpA,CcpA_core_M1,CovR,Irr_LE_M6",Lipid transport and metabolism
SP5448_00770,CP008776.1,123520,124704,+,thlA,acetyl-CoA acetyltransferase,AKK69627.1,"CcpA,CcpA_core_M1,CovR",Lipid transport and metabolism
SP5448_00775,CP008776.1,124716,125375,+,ctfA,branched-chain amino acid dehydrogenase,AKK69628.1,"CcpA,CovR,CovR,CovR,Nra_transition_M49",Lipid transport and metabolism
SP5448_00780,CP008776.1,125378,126025,+,ctfB,acetate CoA-transferase,AKK69629.1,"CcpA,CovR,Rgg",Lipid transport and metabolism
SP5448_00785,CP008776.1,126147,126827,-,SP5448_00785,DNA-binding protein,AKK69630.1,Irr_EE_M6,Function unknown
SP5448_00790,CP008776.1,127001,127366,+,yabJ,endoribonuclease L-PSP,AKK69631.1,"CcpA_core_M1,CovR,Rgg,Rgg,LacD.1_M14,FasX_15min_M1,VicR","Translation, ribosomal structure and biogenesis"
SP5448_00795,CP008776.1,127403,128422,+,pfoR,transcriptional regulator,AKK69632.1,"CcpA_core_M1,CovR,Rgg,VicR",Carbohydrate transport and metabolism
SP5448_00800,CP008776.1,128877,129197,+,SP5448_00800,ATP synthase subunit G,AKK69633.1,"CcpA_core_M1,CovR,Rgg,FasX_60min_M1",Function unknown
SP5448_00805,CP008776.1,129187,131208,+,ntpI,ATP synthase subunit I,AKK69634.1,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR",Energy production and conversion
SP5448_00810,CP008776.1,131210,131689,+,atpE,ATP synthase subunit K,AKK69635.1,"CcpA_core_M1,CovR,Rgg,CovR,CovR,Irr_EE_M6",Energy production and conversion
SP5448_00815,CP008776.1,131757,132341,+,atpE,ATPase V,AKK69636.1,"CcpA_core_M1,CovR,Rgg,FasX_60min_M1,CovR,CovR",Energy production and conversion
SP5448_00820,CP008776.1,132357,133355,+,ntpC,ATP synthase subunit C,AKK69637.1,"CcpA_core_M1,CovR,Mga,Rgg,CovR,CovR,CovR",Energy production and conversion
SP5448_00825,CP008776.1,133352,133672,+,ntpG,ATP synthase subunit F,AKK69638.1,"CcpA_core_M1,CovR,Mga,CovR,CovR",Energy production and conversion
SP5448_00830,CP008776.1,133873,135648,+,atpA,ATP synthase subunit A,AKK69639.1,"CcpA_core_M1,CovR,Mga,Rgg,LacD.1_M14,RivR_M1,Nra_transition_M49",Energy production and conversion
SP5448_00835,CP008776.1,135649,137064,+,ntpB,ATP synthase subunit B,AKK69640.1,"CcpA_core_M1,CovR,Mga,Rgg,Nra_transition_M49",Energy production and conversion
SP5448_00840,CP008776.1,137109,137735,+,atpD,ATP synthase subunit D,AKK69641.1,"CcpA_core_M1,CovR,Mga,Rgg",Energy production and conversion
SP5448_00845,CP008776.1,137855,139117,-,XK27_12990,toxic anion resistance protein,AKK69642.1,,Inorganic ion transport and metabolism
SP5448_00850,CP008776.1,139130,140008,-,SP5448_00850,membrane protein,AKK69643.1,,Function unknown
SP5448_00855,CP008776.1,140446,141738,+,purA,adenylosuccinate synthetase,AKK69644.1,"Mga,Rgg",Nucleotide transport and metabolism
SP5448_00860,CP008776.1,142065,143108,+,tcsA,membrane protein,AKK69645.1,"Rgg,Rgg",Function unknown
SP5448_00865,CP008776.1,143281,143820,+,nusG,antitermination protein NusG,AKK69646.1,"Rgg,Nra_stationary_M49,Irr_EE_M6",Transcription
SP5448_00870,CP008776.1,144191,145546,+,SP5448_00870,N-acetylglucosamine-1-phosphate uridyltransferase,AKK69647.1,"CovR,Mga,Rgg,Rgg,CodY_M49,CovR,CovR,CovR,Nra_exponetional_M49,Nra_transition_M49,Irr_LE_M6",Function unknown
SP5448_00875,CP008776.1,145551,146036,+,SP5448_00875,NAD glycohydrolase inhibitor,AKK69648.1,"Mga,CovR,CovR,CovR",Function unknown
SP5448_00880,CP008776.1,146051,147775,+,slo,alveolysin,AKK69649.1,"CovR,TrxR_M1,Mga,Rgg,Rgg,CodY_M49,CovR,CovR,CovR,CovR,Nra_exponetional_M49,Nra_stationary_M49",Cell wall/membrane/envelope biogenesis
SP5448_00885,CP008776.1,148030,148461,+,SP5448_00885,hypothetical protein,AKK69650.1,"CovR,Rgg,CovR,CovR,CovR",Function unknown
SP5448_00890,CP008776.1,148647,148883,-,SP5448_00890,hypothetical protein,AKK69651.1,"CovR,Mga,Mga,Rgg,Rgg,CovR,CovR,CovR",Function unknown
SP5448_00900,CP008776.1,149639,149848,+,SP5448_00900,hypothetical protein,AKK69652.1,,Function unknown
SP5448_00905,CP008776.1,150416,151555,+,metC,cystathionine gamma-synthase,AKK69653.1,"CovR,CovR",Amino acid transport and metabolism
SP5448_00910,CP008776.1,151766,154267,+,leuS,leucyl-tRNA synthetase,AKK69654.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_00915,CP008776.1,154574,156007,+,sgaT,PTS system ascorbate-specific transporter subunit IIC,AKK69655.1,"CcpA,SgaR,FasX_60min_M1",Function unknown
SP5448_00920,CP008776.1,156078,156356,+,sgaB,PTS system ascorbate-specific transporter subunit IIB,AKK69656.1,"CcpA,SgaR,CcpA_core_M1",Carbohydrate transport and metabolism
SP5448_00925,CP008776.1,156479,156964,+,ulaC,PTS system ascorbate-specific transporter subunit IIA,AKK69657.1,"CcpA,SgaR,CcpA_core_M1,MalR_M1,CovR,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_00930,CP008776.1,157055,157717,+,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase,AKK69658.1,"CcpA,SgaR,CcpA_core_M1,CovR,Rgg,Rgg,RivR_M1,CovR",Carbohydrate transport and metabolism
SP5448_00935,CP008776.1,157722,158585,+,ulaE,xylulose 5-phosphate 3-epimerase,AKK69659.1,"CcpA,SgaR,CcpA_core_M1,CovR,FasX_15min_M1",Carbohydrate transport and metabolism
SP5448_00940,CP008776.1,158587,159291,+,araD,ribulose 5-phosphate epimerase,AKK69660.1,"CcpA,SgaR,CovR,Rgg,Rgg,Nra_stationary_M49",Carbohydrate transport and metabolism
SP5448_00945,CP008776.1,159616,161262,+,SP5448_00945,ascorbate 6-phosphate lactonase,AKK69661.1,SgaR,Transcription
SP5448_00950,CP008776.1,161515,162606,+,ulaG,ascorbate 6-phosphate lactonase,AKK69662.1,"SgaR,Mga,Rgg,Nra_stationary_M49",Function unknown
SP5448_00955,CP008776.1,163094,164290,+,opuAA,glycine/betaine ABC transporter ATP-binding protein,AKK69663.1,"CovR,Mga,CovR,CovR,Nra_exponetional_M49,VicR",Amino acid transport and metabolism
SP5448_00960,CP008776.1,164306,166033,+,opuAB,glycine/betaine ABC transporter permease,AKK69664.1,"CovR,Rgg,CovR,CovR,Nra_exponetional_M49,VicR",Amino acid transport and metabolism
SP5448_00965,CP008776.1,166164,168806,+,polA,DNA polymerase I,AKK69665.1,CovR,"Replication, recombination and repair"
SP5448_00970,CP008776.1,168993,169448,+,yccU,CoA-binding protein,AKK69666.1,,Function unknown
SP5448_00975,CP008776.1,169500,169967,+,perR,Fur family transcriptional regulator,AKK69667.1,CovR,Inorganic ion transport and metabolism
SP5448_00980,CP008776.1,170124,170423,+,mga,regulatory protein,AKK69668.1,,Transcription
SP5448_00985,CP008776.1,170645,171979,+,ybdN,phosphoadenosine phosphosulfate reductase,AKK69669.1,Srv_M1,Function unknown
SP5448_00990,CP008776.1,171972,172502,+,ibrB,chromosome partitioning protein ParB,AKK69670.1,Nra_transition_M49,Transcription
SP5448_00995,CP008776.1,172495,172704,+,SP5448_00995,hypothetical protein,AKK69671.1,,Function unknown
SP5448_01000,CP008776.1,172831,173010,-,SP5448_01000,transposase,AKK69672.1,,"Replication, recombination and repair"
SP5448_01005,CP008776.1,173086,173655,-,SP5448_01005,integrase,AKK69673.1,,"Replication, recombination and repair"
SP5448_01010,CP008776.1,173688,173903,-,SP5448_01010,transposase,AKK69674.1,,"Replication, recombination and repair"
SP5448_01015,CP008776.1,174059,175369,-,SP5448_01015,C4-dicarboxylate ABC transporter,AKK69675.1,Irr_LE_M6,Inorganic ion transport and metabolism
SP5448_01020,CP008776.1,175593,176465,+,nadC,nicotinate-nucleotide pyrophosphorylase,AKK69676.1,NiaR,Coenzyme transport and metabolism
SP5448_01025,CP008776.1,176765,177571,-,SP5448_01025,integrase,AKK69677.1,,"Replication, recombination and repair"
SP5448_01030,CP008776.1,177592,178107,-,SP5448_01030,transposase,AKK69678.1,,"Replication, recombination and repair"
SP5448_01035,CP008776.1,178193,179056,-,XK27_06755,membrane protein,AKK69679.1,,Function unknown
SP5448_01045,CP008776.1,179275,180417,+,tgt,queuine tRNA-ribosyltransferase,AKK69680.1,Rgg,Nucleotide transport and metabolism
SP5448_01050,CP008776.1,180634,180945,+,SP5448_01050,hypothetical protein,AKK69681.1,BirA,Function unknown
SP5448_01055,CP008776.1,180949,181488,+,bioY,biotin biosynthesis protein BioY,AKK69682.1,"BirA,CovR,Rgg,MalR_M1,CovR",Function unknown
SP5448_01060,CP008776.1,181628,182407,+,yhfI,metal-dependent hydrolase,AKK69683.1,,Function unknown
SP5448_01065,CP008776.1,182407,182922,+,tadA,deaminase,AKK69684.1,,Function unknown
SP5448_01070,CP008776.1,183536,184768,-,SP5448_01070,S-layer protein,AKK69685.1,,"Cell cycle control, cell division, chromosome partitioning"
SP5448_01075,CP008776.1,185168,185872,+,SP5448_01075,exosortase,AKK69686.1,"Rgg,Rny_M49_M49,Rny_M49",Function unknown
SP5448_01085,CP008776.1,186328,187677,+,pgi,glucose-6-phosphate isomerase,AKK69687.1,"CcpA,Rgg",Carbohydrate transport and metabolism
SP5448_01090,CP008776.1,188026,189534,-,rofA,regulatory protein,AKK69688.1,"Rgg,Rgg,RivR_M1,CovR,CovR,CovR,CovR,CovR,Nra_exponetional_M49,Nra_stationary_M49",Transcription
SP5448_01095,CP008776.1,189980,190684,+,SP5448_01095,hypothetical protein,AKK69689.1,,"Replication, recombination and repair"
SP5448_01100,CP008776.1,190587,191102,+,SP5448_01100,transposase,AKK69690.1,,"Replication, recombination and repair"
SP5448_01105,CP008776.1,191107,191211,+,SP5448_01105,exfoliative toxin,AKK69691.1,"Rgg,Nra_transition_M49,Irr_LE_M6",Function unknown
SP5448_01115,CP008776.1,191427,192098,+,gluP,membrane protein,AKK69692.1,,"Posttranslational modification, protein turnover, chaperones"
SP5448_01120,CP008776.1,192197,193096,-,galU,UTP--glucose-1-phosphate uridylyltransferase,AKK69693.1,,Cell wall/membrane/envelope biogenesis
SP5448_01125,CP008776.1,193129,194145,-,gpsA,glycerol-3-phosphate dehydrogenase,AKK69694.1,,Lipid transport and metabolism
SP5448_01130,CP008776.1,194443,194892,+,SP5448_01130,MarR family transcriptional regulator,AKK69695.1,"Rgg,Rgg",Transcription
SP5448_01135,CP008776.1,194885,196591,+,XK27_09600,multidrug ABC transporter ATP-binding protein,AKK69696.1,"Rgg,CovR,CovR",Defense mechanisms
SP5448_01140,CP008776.1,196594,198378,+,XK27_09605,multidrug ABC transporter permease,AKK69697.1,"TrxR_M1,Rgg,Rgg",Defense mechanisms
SP5448_01145,CP008776.1,198496,199263,+,queH,hypothetical protein,AKK69698.1,,Energy production and conversion
SP5448_01150,CP008776.1,199373,199819,+,dut,deoxyuridine 5'-triphosphate nucleotidohydrolase,AKK69699.1,Rgg,Nucleotide transport and metabolism
