locus,gene_weight,gene_name,gene_product,COG,operon,regulator,AcoR,IolR,MelR,link
BSU_39670,0.12603192600000002,iolJ,"2-deoxy-5-keto-gluconic acid-6-phosphate aldolase, formation of dihydroxyacetone phosphate and malonic semialdehyde (6th reaction)",Nucleotide transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39670
BSU_39680,0.12224146600000001,iolI,"inosose isomerase, converts 2KMI to 1-keto-D-chiro-inositol",Carbohydrate transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39680
BSU_39690,0.11993886200000001,iolH,unknown,Carbohydrate transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39690
new_4074811_4074895_c,0.117990224,S1524,intergenic region,No COG category,,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4074811_4074895_c
BSU_30270,0.11252448300000001,melE,[SW|ABC transporter] (binding protein),Carbohydrate transport and metabolism,melR->melA,"SigA,MelR,CcpA",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30270
BSU_08060,0.11152524700000001,acoA,acetoin dehydrogenase E1 component (TPP-dependent alpha subunit),Energy production and conversion,acoA->acoL,"SigL,AcoR,Fnr,CcpA",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08060
BSU_08070,0.10807717400000001,acoB,acetoin dehydrogenase E1 component (TPP-dependent beta subunit),Energy production and conversion,acoA->acoL,"SigL,AcoR,Fnr,CcpA",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08070
new_4084590_4084742_c,0.106336183,S1528,5'UTR of iolA,No COG category,,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4084590_4084742_c
BSU_30290,0.10354866400000001,melC,sugar [SW|ABC transporter],Inorganic ion transport and metabolism,melR->melA,"SigA,MelR,CcpA",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30290
BSU_30280,0.10156632700000001,melD,[SW|ABC transporter] (permease),Inorganic ion transport and metabolism,melR->melA,"SigA,MelR,CcpA",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30280
BSU_08090,0.097722949,acoL,acetoin dehydrogenase E3 component (dihydrolipoamide dehydrogenase),Energy production and conversion,acoA->acoL,"SigL,AcoR,Fnr,CcpA",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08090
BSU_08080,0.094904521,acoC,acetoin dehydrogenase E2 component (dihydrolipoamide acetyltransferase),Energy production and conversion,acoA->acoL,"SigL,AcoR,Fnr,CcpA",True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08080
BSU_19510,0.08704194800000001,yojB,unknown,No COG category,"yojA->yojB, yojB",,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19510
BSU_39770,0.084372531,iolR,transcriptional repressor,Transcription,iolR->iolS,"SigA,IolR",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39770
new_2126442_2126548,0.08426957,S753,5'UTR of yodA,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2126442_2126548
BSU_19520,0.07960739400000001,yojA,unknown,Amino acid transport and metabolism,yojA->yojB,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19520
BSU_30300,0.07893915800000001,melA,alpha-galactosidase,Carbohydrate transport and metabolism,"melA, melR->melA","SigA,MelR,CcpA",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30300
