locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,ArgR,Sigma factor X,link
PA1819,0.073533586,PA1819,,amino acid permease,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1819&e1=1&assembly=complete
PA1072,0.070002912,braE,,branched-chain amino acid ABC transporter permease BraE,Amino acid transport and metabolism,Sigma factor X,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1072&e1=1&assembly=complete
PA4496,0.06721877500000001,PA4496,,ABC transporter,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4496&e1=1&assembly=complete
PA5172,0.067162978,arcB,,ornithine carbamoyltransferase,Amino acid transport and metabolism,"ArgR,Anr",True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5172&e1=1&assembly=complete
PA5171,0.06267486600000001,arcA,,arginine deiminase,Amino acid transport and metabolism,"ArgR,Anr",True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5171&e1=1&assembly=complete
PA1074,0.060733412,braC,,branched-chain amino acid ABC transporter substrate-binding protein BraC,Amino acid transport and metabolism,Sigma factor X,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1074&e1=1&assembly=complete
PA2042,0.060117750000000005,PA2042,,serine/threonine transporter SstT,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2042&e1=1&assembly=complete
PA0900,0.059045785,PA0900,,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0900&e1=1&assembly=complete
PA0534,-0.06163971100000001,PA0534,,hypothetical protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0534&e1=1&assembly=complete
PA4364,-0.066476823,PA4364,,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4364&e1=1&assembly=complete
PA5036,-0.06880499300000001,gltB,,glutamate synthase subunit alpha,Amino acid transport and metabolism,ArgR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5036&e1=1&assembly=complete
PA1855,-0.069275195,PA1855,,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1855&e1=1&assembly=complete
PA3525,-0.08727391400000001,argG,,argininosuccinate synthase,Amino acid transport and metabolism,ArgR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3525&e1=1&assembly=complete
PA3537,-0.11725054700000001,argF,,ornithine carbamoyltransferase,Amino acid transport and metabolism,ArgR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3537&e1=1&assembly=complete
PA4588,-0.12431198800000001,gdhA,,glutamate dehydrogenase,Amino acid transport and metabolism,ArgR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4588&e1=1&assembly=complete
