locus,gene_weight,gene_name,gene_product,cog,operon,regulator,PurR,link
b1687,0.09670642780000001,ydiJ,putative FAD-linked oxidoreductase,Energy production and conversion,ydiJ-menI-ydiH,YeiE,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6913
b1062,0.0811770742,pyrC,dihydroorotase,Nucleotide transport and metabolism,pyrC,"RpoD,ppGpp,PurR,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10806
b3364,0.0801960655,tsgA,putative transporter TsgA,Carbohydrate transport and metabolism,tsgA,"NsrR,ppGpp,OmpR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11262
b1658,0.0743023336,purR,DNA-binding transcriptional repressor PurR,Transcription,purR,"RpoD,YdhB,Fur,ppGpp,PurR,sgrS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10800
b1686,0.0657502911,menI,1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",ydiJ-menI-ydiH,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6912
b0945,0.060386822900000005,pyrD,dihydroorotate dehydrogenase%2C type 2,Nucleotide transport and metabolism,pyrD,"RpoD,PurR,Fis,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10807
b2508,0.0593623859,guaB,inosine 5'-monophosphate dehydrogenase,Nucleotide transport and metabolism,guaBA,"PurR,RpoD,Crp,DnaA,Fis",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10421
b0529,0.059086922900000005,folD,bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/ 5%2C10-methylene-tetrahydrofolate cyclohydrolase,Nucleotide transport and metabolism,folD-ybcJ,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10328
b3715,0.056496778000000004,yieH,6-phosphogluconate phosphatase,Function unknown,yieH,"YiaU,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11725
b0336,0.056480637,codB,cytosine transporter,Nucleotide transport and metabolism,codBA,"RpoD,PurR,ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11327
b2913,0.055206101,serA,phosphoglycerate dehydrogenase,Amino acid transport and metabolism,serA,"RpoD,gcvB,Crp,Nac,ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10944
b2683,0.0501153817,ygaH,L-valine exporter subunit YgaH,Function unknown,ygaZH,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7406
b2551,0.050051291000000005,glyA,serine hydroxymethyltransferase,Amino acid transport and metabolism,glyA,"RpoD,MetR,PurR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10408
b3823,0.0487108818,rhtC,L-threonine exporter,Amino acid transport and metabolism,rhtC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11468
b2682,0.0467364331,ygaZ,L-valine exporter subunit YgaZ,Amino acid transport and metabolism,ygaZH,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7405
b2877,-0.0481137723,mocA,molybdenum cofactor cytidylyltransferase,Function unknown,mocA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7496
b4133,-0.0514040091,cadC,DNA-binding transcriptional activator CadC,Transcription,cadC,"RpoD,YcjW,LeuO,Fnr,CadC,MlrA,OmpR,H-NS,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10133
b3470,-0.06408648310000001,tusA,sulfur transfer protein TusA,"Translation, ribosomal structure and biogenesis",tusA,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12216
b1623,-0.11618150940000001,add,adenosine deaminase,Nucleotide transport and metabolism,add,"RpoD,RbsR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10030
b1660,-0.1473285734,ydhC,putative transporter YdhC,Amino acid transport and metabolism,ydhC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12141
