locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS07205,0.08068013340815944,pheT,Saci_1510,phenylalanine--tRNA ligase subunit beta,"Translation, ribosomal structure and biogenesis",Op833,,https://www.uniprot.org/uniprot/A0A0U3GLA6
SACI_RS10710,0.07974947017550309,Saci_2215,Saci_2215,hypothetical protein,No arCOG annotation,Op1343,,https://www.uniprot.org/uniprot/A0A0U3GHV8
SACI_RS06290,0.07866354365153831,rtcB,Saci_1317,RtcB family protein,General Function Prediction Only,Op729,,https://www.uniprot.org/uniprot/A0A0U3GR90
SACI_RS06260,0.07783366254785412,Saci_1309,Saci_1309,pseudouridylate synthase,"Translation, ribosomal structure and biogenesis",Op728,,https://www.uniprot.org/uniprot/A0A0U3FJM7
SACI_RS03295,0.07755631907781467,rpoB,Saci_0693,DNA-directed RNA polymerase subunit B,Transcription,Op369,,https://www.uniprot.org/uniprot/M1IPB9
SACI_RS06265,0.07727359477687719,srp54,Saci_1310,Signal recognition particle 54 kDa protein,"Intracellular trafficking, secretion, and vesicular transport",Op728,,https://www.uniprot.org/uniprot/A0A0U3FBE9
SACI_RS07210,0.07716519464319223,pheS,Saci_1511,phenylalanine--tRNA ligase subunit alpha,"Translation, ribosomal structure and biogenesis",Op833,,https://www.uniprot.org/uniprot/A0A0U2W1T2
SACI_RS01420,0.07503182890444388,fixB_1,Saci_0291,electron transfer flavoprotein subunit alpha/FixB family protein,Energy production and conversion,Op161,,https://www.uniprot.org/uniprot/A0A0U2NFR7
SACI_RS06960,0.07488102204698588,rpl1,Saci_1458,50S ribosomal protein L1,"Translation, ribosomal structure and biogenesis",Op806,,https://www.uniprot.org/uniprot/UPI000058E439
SACI_RS06980,0.07352275599026112,ftsY,Saci_1462,signal recognition particle-docking protein FtsY,"Intracellular trafficking, secretion, and vesicular transport",Op806,,https://www.uniprot.org/uniprot/A0A0U3FSX5
SACI_RS02750,0.07333734609853522,rpl19e,Saci_0579,50S ribosomal protein L19e,"Translation, ribosomal structure and biogenesis",Op323,,https://www.uniprot.org/uniprot/A0A0U3GQH7
SACI_RS02865,0.07273221305833201,fusA,Saci_0603,elongation factor EF-2,"Translation, ribosomal structure and biogenesis",Op327,,https://www.uniprot.org/uniprot/A0A0U3FMZ4
SACI_RS03345,0.07064439687614049,moaA_2,Saci_0703,radical SAM protein,General Function Prediction Only,Op375,,https://www.uniprot.org/uniprot/A0A0U3FVA8
SACI_RS10245,0.06932674505531469,smc_2,Saci_2119,hypothetical protein,Function Unknown,Op1266,,https://www.uniprot.org/uniprot/M1ITR3
SACI_RS02770,0.06896427819417894,rpl5,Saci_0584,50S ribosomal protein L5,"Translation, ribosomal structure and biogenesis",Op323,,https://www.uniprot.org/uniprot/A0A0U3FVR5
SACI_RS02845,0.06879191787625336,ileS,Saci_0599,isoleucine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Op325,,https://www.uniprot.org/uniprot/A0A0U3GK72
SACI_RS06955,0.06831978607202538,rpl10,Saci_1457,50S ribosomal protein L10,"Translation, ribosomal structure and biogenesis",Op806,,https://www.uniprot.org/uniprot/M1IDH4
SACI_RS07960,0.06743592531046103,Saci_1668,Saci_1668,predicted periplasmic solute-binding protein,General Function Prediction Only,Op920,XylR,https://www.uniprot.org/uniprot/A0A0U2VZ71
SACI_RS07250,0.06677369845758632,gltX,Saci_1519,glutamate--tRNA ligase,"Translation, ribosomal structure and biogenesis",Op836,,https://www.uniprot.org/uniprot/A0A0U2NDD4
SACI_RS07330,0.06676191308845783,Saci_1538,Saci_1538,DUF2286 domain-containing protein,Function Unknown,Op850,,https://www.uniprot.org/uniprot/A0A0U3GPT8
SACI_RS04670,0.06490923571990975,Saci_0977,Saci_0977,VWA domain-containing protein,General Function Prediction Only,Op511,,https://www.uniprot.org/uniprot/A0A0U3H206
SACI_RS02840,0.06485711336855828,Saci_0598,Saci_0598,hypothetical protein,Function Unknown,Op325,,https://www.uniprot.org/uniprot/A0A0U3F7G5
SACI_RS06575,0.063781153635316,cdvA,Saci_1374,cell division protein CdvA (coiled-coil protein),General Function Prediction Only,Op760,,https://www.uniprot.org/uniprot/A0A0U3HCN2
SACI_RS06965,0.0634775563056785,rpl11,Saci_1459,50S ribosomal protein L11,"Translation, ribosomal structure and biogenesis",Op806,,https://www.uniprot.org/uniprot/A0A0U2W1Y0
SACI_RS03735,0.06220241645562434,hemC,Saci_0780,hydroxymethylbilane synthase,Coenzyme transport and metabolism,Op414,,https://www.uniprot.org/uniprot/A0A0U3H9M5
SACI_RS02775,0.062127929300541375,rps4e,Saci_0585,30S ribosomal protein S4e,"Translation, ribosomal structure and biogenesis",Op323,,https://www.uniprot.org/uniprot/A0A0U2NF17
SACI_RS05735,0.06120375670620834,thsY,Saci_1203,thermosome subunit gamma (TCP-1/cpn60 chaperonin family),"Posttranslational modification, protein turnover, chaperones",Op664,biofilm,https://www.uniprot.org/uniprot/A0A0U3H1H5
SACI_RS03730,0.060289391327297714,hemL,Saci_0779,"glutamate-1-semialdehyde 2,1-aminomutase",Coenzyme transport and metabolism,Op414,,https://www.uniprot.org/uniprot/UPI00005523A0
SACI_RS01415,0.060211698610903676,fixA,Saci_0290,electron transfer flavoprotein subunit beta/FixA family protein,Energy production and conversion,Op161,,https://www.uniprot.org/uniprot/A0A0U3GGS4
SACI_RS07000,0.059304049293741015,rpl31e,Saci_1466,50S ribosomal protein L31e,"Translation, ribosomal structure and biogenesis",Op806,,https://www.uniprot.org/uniprot/A0A0U3H642
SACI_RS02810,0.0583058944421353,rpl22,Saci_0592,50S ribosomal protein L22,"Translation, ribosomal structure and biogenesis",Op323,,https://www.uniprot.org/uniprot/A0A0U3H2X5
SACI_RS11390,0.05812101626298673,slaA,Saci_2355,S-layer protein A,Function Unknown,Op1433,,https://www.uniprot.org/uniprot/A0A0U3GX02
SACI_RS06615,0.0574593067896224,gcvT,Saci_1383,glycine cleavage system aminomethyltransferase GcvT,Amino acid transport and metabolism,Op765,,https://www.uniprot.org/uniprot/A0A0U3H8C5
SACI_RS07595,0.05706978419086834,pyrD,Saci_1592,"dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit",Nucleotide transport and metabolism,Op876,,https://www.uniprot.org/uniprot/A0A0U3FUI7
SACI_RS06400,0.056615302101555534,Saci_1339,Saci_1339,hypothetical protein,Function Unknown,Op745,,https://www.uniprot.org/uniprot/A0A0U3FT63
SACI_RS05770,0.05620627918987398,arnB,Saci_1211,VWA domain-containing protein,General Function Prediction Only,Op668,"ArnA,ArnB",https://www.uniprot.org/uniprot/A0A0U3GUB2
SACI_RS07075,0.05590817603517057,glnA,Saci_1483,type I glutamate--ammonia ligase,Amino acid transport and metabolism,Op816,LrpC,https://www.uniprot.org/uniprot/A0A0U2WW46
SACI_RS02755,0.05572906196759525,rpl32e,Saci_0580,50S ribosomal protein L32e,"Translation, ribosomal structure and biogenesis",Op323,,https://www.uniprot.org/uniprot/A0A0U3HA64
SACI_RS02630,0.05460935353582095,ruvB_1,Saci_0552,RuvB-like helicase,Transcription,Op315,,https://www.uniprot.org/uniprot/A0A0U3GNI8
SACI_RS03160,0.05404579453077072,hisS,Saci_0663,histidine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Op356,,https://www.uniprot.org/uniprot/UPI000055233E
SACI_RS07335,0.05400662168265507,Saci_1539,Saci_1539,50S ribosomal protein L11 methyltransferase,"Secondary metabolites biosynthesis, transport and catabolism",Op850,,https://www.uniprot.org/uniprot/A0A0U3H6V4
SACI_RS07200,0.05378461975985955,menH,Saci_1509,alpha/beta hydrolase,General Function Prediction Only,Op832,,https://www.uniprot.org/uniprot/UPI0009B5A02C
SACI_RS10040,0.05367606824659856,Saci_2077,Saci_2077,hypothetical protein,No arCOG annotation,Op1236,,https://www.uniprot.org/uniprot/M1J4W4
SACI_RS03290,0.05354456252989933,rpoA1,Saci_0692,DNA-directed RNA polymerase subunit A',Transcription,Op369,,https://www.uniprot.org/uniprot/A0A0U3GTX6
SACI_RS03725,0.052980498537803816,hemB,Saci_0778,porphobilinogen synthase,Coenzyme transport and metabolism,Op414,,https://www.uniprot.org/uniprot/A0A0U3FF42
SACI_RS03380,0.05226186108319392,Saci_0710,Saci_0710,NAD(P)/FAD-dependent oxidoreductase,General Function Prediction Only,Op378,,https://www.uniprot.org/uniprot/A0A0U2WSD8
SACI_RS03075,0.05224927661920993,ahcY,Saci_0646,adenosylhomocysteinase,Coenzyme transport and metabolism,Op347,,https://www.uniprot.org/uniprot/A0A0U2VV86
SACI_RS02800,0.05194544327768291,rpl29,Saci_0590,50S ribosomal protein L29,"Translation, ribosomal structure and biogenesis",Op323,,https://www.uniprot.org/uniprot/A0A0U3GU52
SACI_RS05505,0.051876228048465464,Saci_1156,Saci_1156,hypothetical protein,Function Unknown,Op635,,https://www.uniprot.org/uniprot/A0A0U3GJS9
SACI_RS06040,0.051404384470283636,sucC,Saci_1265,succinate--CoA ligase subunit beta,Energy production and conversion,Op710,,https://www.uniprot.org/uniprot/A0A0U3GJJ6
SACI_RS07380,0.0513868850754545,atpB,Saci_1549,V-type ATP synthase subunit B,Energy production and conversion,Op855,biofilm,https://www.uniprot.org/uniprot/A0A0U3FS82
SACI_RS02910,0.05097086685784565,Saci_0612,Saci_0612,ribosome assembly factor SBDS,"Translation, ribosomal structure and biogenesis",Op329,,https://www.uniprot.org/uniprot/A0A0U3FX20
SACI_RS06995,0.050338995291979945,eif6,Saci_1465,translation initiation factor IF-6,"Translation, ribosomal structure and biogenesis",Op806,,https://www.uniprot.org/uniprot/A0A0U3H618
SACI_RS06410,0.05025785678079882,tfb2,Saci_1341,transcription initiation factor IIB family protein,Transcription,Op746,,https://www.uniprot.org/uniprot/A0A0U2Y4G9
SACI_RS11830,0.049906476673725324,sdhB,Saci_0981,Succinate dehydrogenase subunit B/fumarate reductase iron-sulfur subunit,Energy production and conversion,Op512,,https://www.uniprot.org/uniprot/A0A0U3FW89
SACI_RS07610,0.049832334815072966,pyrI,Saci_1595,aspartate carbamoyltransferase regulatory subunit,Nucleotide transport and metabolism,Op878,,https://www.uniprot.org/uniprot/UPI0002B2982F
SACI_RS02820,0.049661176863648585,rpl2,Saci_0594,50S ribosomal protein L2,"Translation, ribosomal structure and biogenesis",Op324,,https://www.uniprot.org/uniprot/A0A0U3FMU9
SACI_RS04010,0.04941700974506373,apgM,Saci_0837,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Carbohydrate transport and metabolism,Op439,,https://www.uniprot.org/uniprot/A0A0U3FM39
SACI_RS07700,0.04911604245365149,purD,Saci_1613,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U3FBU2
SACI_RS04395,0.04909967379739784,tuf_2,Saci_0920,50S ribosome-binding GTPase,General Function Prediction Only,Op484,,https://www.uniprot.org/uniprot/A0A0U3FED6
SACI_RS06455,0.048755516541992686,gatE,Saci_1350,Glu-tRNA(Gln) amidotransferase subunit GatE,"Translation, ribosomal structure and biogenesis",Op749,,https://www.uniprot.org/uniprot/A0A0U3FLF2
SACI_RS06565,0.04823296866735937,cdvC,Saci_1372,ATP-binding cell division protein CdvC (Vps4 family),"Cell cycle control, cell division, chromosome partitioning",Op760,,https://www.uniprot.org/uniprot/F2Z6D2
SACI_RS11385,0.0481051868227817,slaB,Saci_2354,S-layer protein B,Function Unknown,Op1432,,https://www.uniprot.org/uniprot/A0A0U3FGJ9
SACI_RS03705,0.04775415665418306,Saci_0774,Saci_0774,hypothetical protein,Function Unknown,Op413,,https://www.uniprot.org/uniprot/A0A0U2W3Q4
SACI_RS02765,0.047412364952961215,rps8,Saci_0582,30S ribosomal protein S8,"Translation, ribosomal structure and biogenesis",Op323,aCPSF2-log,https://www.uniprot.org/uniprot/UPI0000135180
SACI_RS02760,0.04662361479599416,rpl6,Saci_0581,50S ribosomal protein L6,"Translation, ribosomal structure and biogenesis",Op323,,https://www.uniprot.org/uniprot/A0A0U3HA32
SACI_RS07605,0.04658986713301449,Saci_1594,Saci_1594,hypothetical protein,Coenzyme transport and metabolism,Op878,,https://www.uniprot.org/uniprot/A0A0U3GJC7
SACI_RS03040,0.046548967225446165,aCPSF1,Saci_0639,beta-CASP ribonuclease aCPSF1,General Function Prediction Only,Op343,,https://www.uniprot.org/uniprot/A0A0U3GK46
SACI_RS00395,0.046197192428631566,rpl13,Saci_0085,50S ribosomal protein L13,"Translation, ribosomal structure and biogenesis",Op45,,https://www.uniprot.org/uniprot/A0A0U3FYD7
SACI_RS07010,0.04591675042772984,Saci_1468,Saci_1468,DNA-binding protein,General Function Prediction Only,Op806,,https://www.uniprot.org/uniprot/UPI00057D1226
SACI_RS11015,0.04579586414044499,Saci_2277,Saci_2277,peptidase S53,"Posttranslational modification, protein turnover, chaperones",Op1384,,https://www.uniprot.org/uniprot/A0A0U3FPH7
SACI_RS06675,0.04540402950350485,argS,Saci_1396,arginine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Op770,,https://www.uniprot.org/uniprot/A0A0U3H939
SACI_RS08640,0.045242684712329034,Saci_1804,Saci_1804,DUF2173 family protein,Function Unknown,Op1029,,https://www.uniprot.org/uniprot/A0A0U2NBH2
SACI_RS07375,0.045030106620011175,atpA,Saci_1548,V-type ATP synthase subunit A,Energy production and conversion,Op855,biofilm,https://www.uniprot.org/uniprot/A0A0U3H5V3
SACI_RS02860,0.044716821948824974,yjjG,Saci_0602,HAD family hydrolase,General Function Prediction Only,Op327,,https://www.uniprot.org/uniprot/A0A0U3GVL8
SACI_RS00350,0.04470477960243386,tyrS,Saci_0076,tyrosine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Op42,,https://www.uniprot.org/uniprot/A0A0U2WTT9
SACI_RS07600,0.0445619916744002,pyrC,Saci_1593,dihydroorotase,Nucleotide transport and metabolism,Op877,,https://www.uniprot.org/uniprot/A0A0U2WXV1
SACI_RS07385,0.044540533281686286,atpD,Saci_1550,V-type ATP synthase subunit D,Energy production and conversion,Op855,,https://www.uniprot.org/uniprot/A0A0U3H5W8
SACI_RS09880,0.04427318616431509,Saci_2043,Saci_2043,hypothetical protein,Defense mechanisms,Op1216,,https://www.uniprot.org/uniprot/A0A0U3GIA8
SACI_RS02745,0.04426710291801795,rpl18,Saci_0578,50S ribosomal protein L18,"Translation, ribosomal structure and biogenesis",Op323,,https://www.uniprot.org/uniprot/A0A0U2Y8F3
SACI_RS11235,0.0439988187150166,gltB_2,Saci_2321,glutamate synthase (nitrogen uptake),Amino acid transport and metabolism,Op1417,"BarR,LrpC",https://www.uniprot.org/uniprot/M1IYB3
SACI_RS07930,0.043913769037346416,Saci_1662,Saci_1662,MMPL family transporter,General Function Prediction Only,Op915,,https://www.uniprot.org/uniprot/A0A0U3GKX1
SACI_RS03375,0.04378673694704943,purA,Saci_0709,adenylosuccinate synthetase,Nucleotide transport and metabolism,Op378,,https://www.uniprot.org/uniprot/A0A0U3FEW1
SACI_RS07370,0.04349945978158863,atpE,Saci_1547,V-type ATP synthase subunit E,Energy production and conversion,Op855,,https://www.uniprot.org/uniprot/A0A0U2Y410
SACI_RS02815,0.04345867650145482,rps19,Saci_0593,30S ribosomal protein S19,"Translation, ribosomal structure and biogenesis",Op323,,https://www.uniprot.org/uniprot/A0A0U3GNF8
SACI_RS07540,0.04338990181968988,hisH,Saci_1581,imidazole glycerol phosphate synthase subunit HisH,Amino acid transport and metabolism,Op869,,https://www.uniprot.org/uniprot/A0A0U3FT60
SACI_RS03720,0.043149492940467216,hemA,Saci_0777,glutamyl-tRNA reductase,Coenzyme transport and metabolism,Op414,,https://www.uniprot.org/uniprot/A0A0U2WZT7
SACI_RS07735,0.0429839139385024,carB,Saci_1620,carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit,Amino acid transport and metabolism,Op888,,https://www.uniprot.org/uniprot/A0A0U3FCR2
SACI_RS06665,0.04289351446506208,adhT_4,Saci_1393,alcohol dehydrogenase catalytic domain-containing protein,Energy production and conversion,Op768,,https://www.uniprot.org/uniprot/A0A0U3H719
SACI_RS03270,0.042649386487185394,rps12,Saci_0688,30S ribosomal protein S12,"Translation, ribosomal structure and biogenesis",Op369,,https://www.uniprot.org/uniprot/A0A0U2WWN8
SACI_RS04960,0.042620540668315235,Saci_1038,Saci_1038,ABC transporter substrate-binding protein,Amino acid transport and metabolism,Op546,,https://www.uniprot.org/uniprot/A0A0U2NE45
SACI_RS06480,0.042561093054158894,pgk,Saci_1355,phosphoglycerate kinase,Carbohydrate transport and metabolism,Op754,,https://www.uniprot.org/uniprot/A0A0U3GJT2
SACI_RS06570,0.04247959424342497,cdvB,Saci_1373,"cell division protein CdvB (Vps2 family, ESCRT-III homolog)","Cell cycle control, cell division, chromosome partitioning",Op760,,https://www.uniprot.org/uniprot/A0A0U3H735
SACI_RS00390,0.04177005844189,rpl18e,Saci_0084,50S ribosomal protein L18e,"Translation, ribosomal structure and biogenesis",Op45,aCPSF2-log,https://www.uniprot.org/uniprot/A0A0U3F8P0
SACI_RS07340,0.04175055157951748,Saci_1540,Saci_1540,hypothetical protein,Function Unknown,Op850,,https://www.uniprot.org/uniprot/A0A0U3GL91
SACI_RS11485,0.04159885326677405,icd,Saci_2375,"isocitrate / homoisocitrate dual function dehydrogenase (NADP-dependent), experimentally verified",Energy production and conversion,Op1448,"hypotonic-K,acid-stress",https://www.uniprot.org/uniprot/A0A0U2Y4T4
SACI_RS03820,0.04157428469273836,mat,Saci_0798,Archaeal S-adenosylmethionine synthetase,Amino acid transport and metabolism,Op422,XylR,https://www.uniprot.org/uniprot/A0A0U3H9R1
SACI_RS01010,0.041551356512985256,korA,Saci_0209,2-oxoacid:acceptor oxidoreductase subunit alpha,Energy production and conversion,Op109,,https://www.uniprot.org/uniprot/A0A0U3GV11
SACI_RS01425,0.04100447285397151,Saci_0292,Saci_0292,FAD-dependent oxidoreductase,Energy production and conversion,Op161,biofilm,https://www.uniprot.org/uniprot/A0A0U3FPH4
SACI_RS03610,0.04085444381417159,lysJ,Saci_0755,[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase,Amino acid transport and metabolism,Op405,LysM,https://www.uniprot.org/uniprot/A0A0U2Y804
SACI_RS07705,0.04084585667602643,purM,Saci_1614,phosphoribosylformylglycinamidine cyclo-ligase,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U3H7R2
SACI_RS04405,0.04063895796188295,sHSP-1,Saci_0922,Hsp20/alpha crystallin family protein,"Posttranslational modification, protein turnover, chaperones",Op486,heat-shock,https://www.uniprot.org/uniprot/A0A0U3GJI7
SACI_RS06310,0.040488637344306494,rgy_3,,"reverse gyrase, topR-2 homolog","Replication, recombination and repair",Op733,,https://www.uniprot.org/uniprot/M1I560
SACI_RS06550,0.04036105275019322,sgaA,Saci_1369,serine-glyoxylate aminotransferase,Amino acid transport and metabolism,Op759,,https://www.uniprot.org/uniprot/A0A0U3HJR1
SACI_RS03960,0.04032990648509878,metE_1,Saci_0827,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,Amino acid transport and metabolism,Op436,,https://www.uniprot.org/uniprot/M1I3G4
SACI_RS10325,0.04025237996335534,Saci_2135,Saci_2135,DNA repair ATPase,Function Unknown,Op1278,,https://www.uniprot.org/uniprot/M1I7W2
SACI_RS03275,0.040237606419564684,nusA,Saci_0689,NusA-like transcription termination signal-binding factor,Transcription,Op369,,https://www.uniprot.org/uniprot/A0A0U3FEX0
SACI_RS06430,0.03994179668259521,Saci_1345,Saci_1345,DUF61 family protein,Function Unknown,Op748,,https://www.uniprot.org/uniprot/A0A0U3H8F7
SACI_RS00065,-0.040456548372619056,Saci_0014,Saci_0014,hypothetical protein,Function Unknown,Op5,,https://www.uniprot.org/uniprot/A0A0U3HBG1
SACI_RS08380,-0.04148536278896045,Saci_1753,Saci_1753,hypothetical protein,Function Unknown,Op989,,https://www.uniprot.org/uniprot/A0A0U3FSN3
SACI_RS03640,-0.04192626554189288,SACI_RS03640,,hypothetical protein,No arCOG annotation,Op406,,https://www.uniprot.org/uniprot/A0A0U3HL87
SACI_RS07720,-0.042314517861930884,argG,Saci_1617,argininosuccinate synthase,Amino acid transport and metabolism,Op888,,https://www.uniprot.org/uniprot/A0A0U2WVT6
SACI_RS05455,-0.04261579411002736,SACI_RS05455,,hypothetical protein,Energy production and conversion,Op627,,https://www.uniprot.org/uniprot/A0A0U3H132
SACI_RS05200,-0.04283800181335252,Saci_1091,Saci_1091,DUF202 domain-containing protein,Function Unknown,Op586,,https://www.uniprot.org/uniprot/A0A0U3GUK4
SACI_RS03630,-0.043372664678838435,Saci_0759,Saci_0759,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",Op405,,https://www.uniprot.org/uniprot/A0A0U2NER7
SACI_RS09995,-0.04344553752757451,Saci_2067,Saci_2067,hemerythrin domain-containing protein,Function Unknown,Op1229,,https://www.uniprot.org/uniprot/A0A0U2Y2Q5
SACI_RS01880,-0.04438695224149968,Saci_0384,Saci_0384,DUF2203 domain-containing protein,Function Unknown,Op219,aCPSF2-stat,https://www.uniprot.org/uniprot/A0A0U3HEK3
SACI_RS01470,-0.04588031427004389,Saci_0301,Saci_0301,DUF981 domain-containing protein,Function Unknown,Op169,,https://www.uniprot.org/uniprot/A0A0U3GQJ3
SACI_RS07445,-0.04626241267064343,Saci_1562,Saci_1562,magnesium-dependent phosphatase-1,General Function Prediction Only,Op859,,https://www.uniprot.org/uniprot/A0A0U2VZH8
SACI_RS05630,-0.04650039548339199,arnS,Saci_1181,Serine/threonine-protein kinase ArnS,General Function Prediction Only,Op651,"ArnR,ArnR1,ArnA,ArnB",https://www.uniprot.org/uniprot/A0A0U3FDR6
SACI_RS11925,-0.04707858330728431,Saci_1434,Saci_1434,hypothetical protein,Function Unknown,Op792,,https://www.uniprot.org/uniprot/A0A0U3GJP1
SACI_RS03315,-0.04719113660451794,rpl24e,Saci_0697,50S ribosomal protein L24e,"Translation, ribosomal structure and biogenesis",Op371,,https://www.uniprot.org/uniprot/A0A0U2N9E7
SACI_RS00335,-0.047311764391376236,rimI,Saci_0073,ribosomal protein S18-alanine N-acetyltransferase,General Function Prediction Only,Op41,,https://www.uniprot.org/uniprot/A0A0U3HBA2
SACI_RS08125,-0.04789329381040603,adeQ,Saci_1701,"Xanthine/uracil/vitamin C permease of the AzgA family, NCS2 family permease",Nucleotide transport and metabolism,Op946,,https://www.uniprot.org/uniprot/A0A0U3H7F8
SACI_RS07475,-0.04825073145970594,speH_2,Saci_1568,adenosylmethionine decarboxylase,Amino acid transport and metabolism,Op864,,https://www.uniprot.org/uniprot/A0A0U3FKX9
SACI_RS07870,-0.04997495208942973,Saci_1650,Saci_1650,hypothetical protein,No arCOG annotation,Op908,,https://www.uniprot.org/uniprot/A0A0U3H7L9
SACI_RS03800,-0.05032805786515862,Saci_0794,Saci_0794,hypothetical protein,Function Unknown,Op420,,https://www.uniprot.org/uniprot/A0A0U3FWP1
SACI_RS01225,-0.050885919189202704,Saci_0251,Saci_0251,hypothetical protein,No arCOG annotation,Op139,,https://www.uniprot.org/uniprot/A0A0U3GLZ9
SACI_RS10830,-0.05138902477638069,Saci_2240,Saci_2240,flavin reductase family protein,General Function Prediction Only,Op1361,,https://www.uniprot.org/uniprot/A0A0U2Y2B5
SACI_RS03110,-0.05274331664929497,Saci_0653,Saci_0653,tRNA methyltransferase,General Function Prediction Only,Op351,,https://www.uniprot.org/uniprot/A0A0U3GNB5
SACI_RS11965,-0.05568713044519171,Saci_0007,Saci_0007,hypothetical protein,No arCOG annotation,Op2,,https://www.uniprot.org/uniprot/UPI000782E83E
SACI_RS09280,-0.05863585668991341,SACI_RS09280,,hypothetical protein,No arCOG annotation,Op1129,,https://www.uniprot.org/uniprot/A0A0U3FI66
SACI_RS03940,-0.06611765160388179,Saci_0823,Saci_0823,hypothetical protein,No arCOG annotation,Op433,,https://www.uniprot.org/uniprot/A0A0U3FV31
SACI_RS03460,-0.06722337061989027,SACI_RS03460,,hypothetical protein,No arCOG annotation,Op387,,https://www.uniprot.org/uniprot/A0A0U3FV95
