locus,gene_weight,gene_name,gene_product,cog,operon,regulator,PhoP,link
b1583,0.06295605110000001,ynfB,DUF1283 domain-containing protein YnfB,Function unknown,ynfB-speG,"RpoS,GadX,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6841
b1601,0.0604432809,tqsA,autoinducer 2 exporter,Signal transduction mechanisms,tqsA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6859
b2777,0.0601126026,queE,putative 7-carboxy-7-deazaguanine synthase QueE,Nucleotide transport and metabolism,queE,"YbiH,PhoP",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7443
b0154,0.0574622884,hemL,glutamate-1-semialdehyde aminotransferase,Coenzyme transport and metabolism,hemL,"PdhR,FliA,PhoP",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10432
b0622,0.0570246655,pagP,Lipid IVA palmitoyltransferase,Cell wall/membrane/envelope biogenesis,pagP,"PhoP,SlyA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12180
b3963,0.0566650927,fabR,DNA-binding transcriptional repressor FabR,Transcription,fabR-yijD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11394
b2559,0.055073859600000004,tadA,tRNA adenosine(34) deaminase,Nucleotide transport and metabolism,pgpC-tadA,"RpoH,NsrR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11372
b0155,0.0547864439,clcA,chloride:H(+) antiporter ClcA,Inorganic ion transport and metabolism,clcA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12331
b1816,-0.0963849528,yoaE,putative inner membrane protein,Inorganic ion transport and metabolism,yoaE,RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6997
b4751,-0.1521242495,yoaL,protein YoaL,No COG annotation,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16745
