locus,gene_weight,gene_name,gene_product,cog,operon,regulator,ppGpp,link
b3261,0.0867598973,fis,DNA-binding transcriptional dual regulator Fis,Transcription,dusB-fis,"RpoD,ppGpp,Crp,IHF,Fis,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10317
b3704,0.086642043,rnpA,RNase P protein component,"Translation, ribosomal structure and biogenesis",rpmH-rnpA,"rnpB,YidZ,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10862
b1722,0.0819873007,ydiY,acid-inducible putative outer membrane protein YdiY,Cell wall/membrane/envelope biogenesis,ydiY,"YdcN,ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6928
b2562,0.0817708604,yfhL,putative 4Fe-4S cluster-containing protein YfhL,Energy production and conversion,yfhL,"ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7346
b1549,0.0788950768,ydfO,Qin prophage%3B protein YdfO,Amino acid transport and metabolism,ynfO-ydfO,"ppGpp,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6822
b2081,0.0773997402,yegQ,putative peptidase YegQ,"Post-translational modification, protein turnover,and chaperones",yegQ,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G7118
b1125,0.07643613810000001,potB,spermidine preferential ABC transporter membrane subunit PotB,Inorganic ion transport and metabolism,potABCD,"YeiE,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10750
b0797,0.0737401288,rhlE,ATP-dependent RNA helicase RhlE,Nucleotide transport and metabolism,rhlE,"ppGpp,CecR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11235
b4469,0.0734267163,ygiQ,radical SAM superfamily protein YgiQ,Energy production and conversion,ygiQ,"YdcN,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7568
b3643,0.0718923273,rph,truncated RNase PH,"Translation, ribosomal structure and biogenesis",,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10863
b0859,0.0713974146,rlmC,23S rRNA m(5)U747 methyltransferase,"Translation, ribosomal structure and biogenesis",ybjO-rlmC,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6449
b2069,0.0705198664,yegD,HSP70 family protein YegD,"Post-translational modification, protein turnover,and chaperones",yegD,YidZ,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12200
b0807,0.0704452624,rlmF,23S rRNA m(6)A1618 methyltransferase,"Translation, ribosomal structure and biogenesis",rlmF,"ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6416
b1282,0.0702339827,yciH,putative translation factor,"Translation, ribosomal structure and biogenesis",lapAB-pyrF-yciH,"RpoD,RpoH,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11128
b1281,0.0696934583,pyrF,orotidine-5'-phosphate decarboxylase,Nucleotide transport and metabolism,lapAB-pyrF-yciH,"RpoD,RpoH,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10809
b2765,0.0695574723,queD,6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase,Nucleotide transport and metabolism,queD,"ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7431
b2140,0.0692320085,dusC,tRNA-dihydrouridine(16) synthase,"Translation, ribosomal structure and biogenesis",dusC,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12022
b0945,0.06862936310000001,pyrD,dihydroorotate dehydrogenase%2C type 2,Nucleotide transport and metabolism,pyrD,"RpoD,PurR,Fis,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10807
b0023,0.0684344483,rpsT,30S ribosomal subunit protein S20,"Translation, ribosomal structure and biogenesis",rpsT,"ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10919
b3065,0.0678804554,rpsU,30S ribosomal subunit protein S21,"Translation, ribosomal structure and biogenesis",rpsU-dnaG-rpoD,"RpoD,YidZ,ppGpp,LexA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10920
b1821,0.0663102231,mntP,Mn(2(+)) exporter,Inorganic ion transport and metabolism,mntP,"RpoD,Fur,MntR,ppGpp,Mn2",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6999
b3470,0.0658160098,tusA,sulfur transfer protein TusA,"Translation, ribosomal structure and biogenesis",tusA,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12216
b1807,0.0647509849,tsaB,N(6)-L-threonylcarbamoyladenine synthase%2C TsaB subunit,"Post-translational modification, protein turnover,and chaperones",tsaB-yeaY,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6991
b0143,0.0640814113,pcnB,poly(A) polymerase I,Nucleotide transport and metabolism,pcnB-folK,"RpoD,RpoS,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10690
b2518,0.0636668823,ndk,nucleoside diphosphate kinase,Nucleotide transport and metabolism,ndk,"ppGpp,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10650
b1086,0.0628522021,rluC,23S rRNA pseudouridine(955/2504/2580) synthase,"Translation, ribosomal structure and biogenesis",rluC,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11118
b1047,0.0618853512,opgC,protein required for succinyl modification of osmoregulated periplasmic glucans,Lipid transport and metabolism,opgC,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6552
b1055,0.0611559219,yceA,UPF0176 protein YceA,Function unknown,yceA,"YeiE,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11116
b4155,0.060599346500000005,epmA,EF-P-lysine lysyltransferase,"Translation, ribosomal structure and biogenesis",epmA,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11211
b1343,0.0592027881,dbpA,ATP-dependent RNA helicase DbpA,Nucleotide transport and metabolism,dbpA,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10210
b2517,0.058760543500000005,rlmN,23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase,"Translation, ribosomal structure and biogenesis",rlmN,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12401
b3471,0.0583530798,yhhQ,putative queuosine precursor transporter,"Intracellular trafficking, secretion, and vesicular transport",yhhQ,"ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12217
b2344,0.0582351716,fadL,long-chain fatty acid outer membrane channel/bacteriophage T2 receptor,Cell wall/membrane/envelope biogenesis,fadL,"PhoP,YbiH,RpoS,Crp,ArcA,ppGpp,OmpR,FadR,Lrp,rybB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10280
b0423,0.0580128257,thiI,tRNA uridine 4-sulfurtransferase,Nucleotide transport and metabolism,thiI,"ppGpp,SAM",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6238
b2498,0.057457551600000004,upp,uracil phosphoribosyltransferase,Nucleotide transport and metabolism,upp-uraA,"RpoD,Fnr,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11332
b0211,0.057341979300000005,mltD,membrane-bound lytic murein transglycosylase D,Cell wall/membrane/envelope biogenesis,mltD,"YdcN,ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10246
b1133,0.056850979600000004,mnmA,tRNA-specific 2-thiouridylase,"Translation, ribosomal structure and biogenesis",mnmA,"ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11344
b2576,0.056605765200000005,srmB,ATP-dependent RNA helicase SrmB,Nucleotide transport and metabolism,srmB,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10975
b1750,0.056423178000000004,ydjX,DedA family protein YdjX,Function unknown,ydjXYZ-ynjABCD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6945
b3741,0.0563603878,mnmG,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,"Cell cycle control, cell division, chromosome partitioning",asnC-mioC-mnmG-rsmG,"RpoD,RpoS,AsnC,Nac,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10375
b0477,0.0563212311,gsk,inosine/guanosine kinase,Nucleotide transport and metabolism,gsk,"YbaQ,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11102
b0142,0.054605992900000004,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,Coenzyme transport and metabolism,pcnB-folK,"RpoD,RpoS,DksA,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11374
b0905,0.054093050100000005,ycaO,ribosomal protein S12 methylthiotransferase accessory factor YcaO,Function unknown,ycaO,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6468
b3396,0.053941171,mrcA,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,Cell wall/membrane/envelope biogenesis,mrcA,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10748
b1435,0.053904936800000004,rlhA,23S rRNA 5-hydroxycytidine C2501 synthase,"Post-translational modification, protein turnover,and chaperones",rlhA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6746
b0884,0.0529225571,infA,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",infA-serW,"RpoD,YeiE,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10504
b0910,0.0526530657,cmk,cytidylate kinase,Nucleotide transport and metabolism,cmk-rpsA-ihfB,"RpoD,YfeC,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11265
b1558,0.0524816107,cspF,Qin prophage%3B cold shock protein CspF,Transcription,cspF,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12205
b1786,0.0518155207,dgcJ,putative diguanylate cyclase DgcJ,Signal transduction mechanisms,dgcJ,"ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6972
b4373,0.0517443806,rimI,ribosomal-protein-S18-alanine N-acetyltransferase,Transcription,holD-rimI-yjjG,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10850
b3186,0.0509644583,rplU,50S ribosomal subunit protein L21,"Translation, ribosomal structure and biogenesis",rplU-rpmA-yhbE-obgE,"RpoD,ppGpp,MlrA,DksA,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG50001
b0661,0.050030099,miaB,isopentenyl-adenosine A37 tRNA methylthiolase,"Translation, ribosomal structure and biogenesis",miaB,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6364
b1069,0.0498491088,murJ,putative lipid II flippase MurJ,Function unknown,murJ,ppGpp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6561
b0874,0.0495936567,lysO,L-lysine exporter,Function unknown,lysO,"RpoD,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6458
b3965,0.0492888146,trmA,tRNA m(5)U54 methyltransferase,"Translation, ribosomal structure and biogenesis",trmA,"YfeC,RpoH,Fis,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11022
b0469,0.0489748505,apt,adenine phosphoribosyltransferase,Nucleotide transport and metabolism,apt,"RpoD,ppGpp,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10051
b1445,0.0489124481,ortT,orphan toxin OrtT,Function unknown,,"Crp,Fnr,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6756
b2944,0.0488722756,yggI,conserved protein YggI,Function unknown,yggI,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12122
b1628,0.048748860500000005,rsxB,SoxR [2Fe-2S] reducing system protein RsxB,Energy production and conversion,ydgK-rsxABCDGE-nth,"YbaQ,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6872
b3606,0.04863046,trmL,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,"Translation, ribosomal structure and biogenesis",trmL,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11888
b3822,0.0480911739,recQ,ATP-dependent DNA helicase RecQ,"Replication, recombination and repair",recQ,"RpoD,LexA,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10833
b3184,0.047525786800000004,yhbE,inner membrane protein YhbE,Amino acid transport and metabolism,rplU-rpmA-yhbE-obgE,"RpoD,ppGpp,MlrA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11499
