locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,FleN,link
PA1441,0.10858311400000001,PA1441,,hypothetical protein,Cell motility,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1441&e1=1&assembly=complete
PA1453,0.107477055,flhF,,flagellar biosynthesis regulator FlhF,Cell motility,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1453&e1=1&assembly=complete
PA1083,0.107012093,flgH,,flagellar basal body L-ring protein,Cell motility,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1083&e1=1&assembly=complete
PA1077,0.106644187,flgB,,flagellar basal-body rod protein FlgB,Cell motility,"FleQ,FleN",True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1077&e1=1&assembly=complete
PA1100,0.106153865,fliE,,flagellar hook-basal body complex protein FliE,Cell motility,"FleQ,FleN",True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1100&e1=1&assembly=complete
PA3350,0.104647505,PA3350,,flagellar basal body P-ring biosynthesis protein FlgA,Cell motility,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3350&e1=1&assembly=complete
PA1967,0.094935459,PA1967,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1967&e1=1&assembly=complete
PA1086,0.094852849,flgK,,flagellar hook-associated protein FlgK,Cell motility,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1086&e1=1&assembly=complete
PA1105,0.092771929,fliJ,,flagellar biosynthesis chaperone,Cell motility,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1105&e1=1&assembly=complete
PA1080,0.09135775700000001,flgE,,flagellar hook protein FlgE,Cell motility,"FleQ,FleN",True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1080&e1=1&assembly=complete
PA1103,0.083636613,PA1103,,flagellar assembly protein FliH,Cell motility,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1103&e1=1&assembly=complete
PA1102,0.083374873,fliG,,flagellar motor switch protein FliG,Cell motility,"FleQ,FleN",True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1102&e1=1&assembly=complete
PA1447,0.082980673,fliQ,,flagellar biosynthesis protein FliQ,Cell motility,"FleQ,FleN",True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1447&e1=1&assembly=complete
PA1104,0.07727775,fliI,,flagellum-specific ATP synthase,Cell motility,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1104&e1=1&assembly=complete
PA2954,0.074156788,PA2954,,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2954&e1=1&assembly=complete
PA1088,0.072113802,PA1088,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1088&e1=1&assembly=complete
PA1089,0.068664879,PA1089,,hypothetical protein,Amino acid transport and metabolism,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1089&e1=1&assembly=complete
PA1087,0.068062646,flgL,,flagellar hook-associated protein FlgL,Cell motility,"FleQ,FleN",True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1087&e1=1&assembly=complete
PA1090,0.067353827,PA1090,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1090&e1=1&assembly=complete
PA1444,0.066642229,fliN,,flagellar motor switch protein FliN,Cell motility,"FleQ,FleN",True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1444&e1=1&assembly=complete
