locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,LasR,MvfR,link
PA2193,0.108107639,hcnA,,hydrogen cyanide synthase subunit HcnA,Energy production and conversion,"Anr,LasR,RhlR",True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2193&e1=1&assembly=complete
PA2302,0.106367713,ambE,,protein AmbE,"Secondary metabolites biosynthesis, transport, and catabolism",MvfR,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2302&e1=1&assembly=complete
PA1249,0.104571434,aprA,,alkaline metalloproteinase,"Secondary metabolites biosynthesis, transport, and catabolism","LasR,BexR",True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1249&e1=1&assembly=complete
PA1247,0.10329117500000001,aprE,,alkaline protease secretion protein AprE,Cell wall/membrane/envelope biogenesis,LasR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1247&e1=1&assembly=complete
PA2591,0.10274609500000001,PA2591,,transcriptional regulator,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2591&e1=1&assembly=complete
PA2304,0.1026391,ambC,,protein AmbC,"Secondary metabolites biosynthesis, transport, and catabolism",MvfR,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2304&e1=1&assembly=complete
PA1248,0.10132685500000001,aprF,,alkaline protease secretion protein AprF,Cell wall/membrane/envelope biogenesis,LasR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1248&e1=1&assembly=complete
PA1245,0.09744585,PA1245,,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1245&e1=1&assembly=complete
PA3476,0.09497965100000001,rhlI,,acyl-homoserine-lactone synthase,Coenzyme transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3476&e1=1&assembly=complete
PA1871,0.088889377,lasA,,protease LasA,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1871&e1=1&assembly=complete
PA0572,0.086960588,PA0572,,hypothetical protein,Carbohydrate transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0572&e1=1&assembly=complete
PA3535,0.07514039700000001,PA3535,,serine protease,"Post-translational modification, protein turnover,and chaperones",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3535&e1=1&assembly=complete
PA0852,0.06729272800000001,cbpD,,chitin-binding protein CbpD,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0852&e1=1&assembly=complete
PA4175,0.066379942,piv,,endopeptidase IV,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4175&e1=1&assembly=complete
PA3479,0.06406919700000001,rhlA,,rhamnosyltransferase subunit A,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3479&e1=1&assembly=complete
PA2939,0.06340377,PA2939,,aminopeptidase,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2939&e1=1&assembly=complete
PA1869,0.061418771000000004,PA1869,,acyl carrier protein,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1869&e1=1&assembly=complete
PA1656,0.056139142,PA1656,,hypothetical protein,Function unknown,Sfa2,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1656&e1=1&assembly=complete
PA2194,0.05583019,hcnB,,hydrogen cyanide synthase subunit HcnB,Energy production and conversion,"Anr,LasR,RhlR",True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2194&e1=1&assembly=complete
PA4677,0.055256667,PA4677,,hypothetical protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4677&e1=1&assembly=complete
PA2195,0.054579074000000005,hcnC,,hydrogen cyanide synthase subunit HcnC,Amino acid transport and metabolism,"Anr,LasR,RhlR",True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2195&e1=1&assembly=complete
