locus,gene_weight,gene_name,gene_product,cog,regulator,link
b3631,0.0789985020816371,waaG,lipopolysaccharide glucosyltransferase I,Cell wall/membrane/envelope biogenesis,"RpoD,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11339
b3632,0.0787691204414915,waaQ,lipopolysaccharide core heptosyltransferase 3,Cell wall/membrane/envelope biogenesis,"RpoD,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11341
b3653,0.0776588714768171,gltS,glutamate:sodium symporter,Inorganic ion transport and metabolism,YneJ,https://ecocyc.org/gene?orgid=ECOLI&id=EG10406
b3550,0.0776117333363321,yiaC,putative acyltransferase with acyl-CoA N-acyltransferase domain,Transcription,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12270
b3591,0.0773107947135737,selA,selenocysteine synthase,"Translation, ribosomal structure and biogenesis",SelB-Sec-tRNA,https://ecocyc.org/gene?orgid=ECOLI&id=EG10941
b3630,0.0772626612478743,waaP,lipopolysaccharide core heptose (I) kinase,Nucleotide transport and metabolism,"RpoD,YdcN,YidZ,YiaU",https://ecocyc.org/gene?orgid=ECOLI&id=EG11340
b3621,0.0770273398659422,waaC,ADP-heptose:LPS heptosyltransferase 1,Cell wall/membrane/envelope biogenesis,"RpoD,RpoH,RpoE",https://ecocyc.org/gene?orgid=ECOLI&id=EG11189
b3620,0.0767489721420994,waaF,ADP-heptose--LPS heptosyltransferase 2,Cell wall/membrane/envelope biogenesis,"RpoD,RpoH,RpoE,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12210
b3614,0.0764536437103056,yibQ,divergent polysaccharide deacetylase domain-containing protein YibQ,Function unknown,"YeiE,RpoS,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=EG12298
b3623,0.0757658119472046,waaU,putative ADP-heptose:LPS heptosyltransferase 4,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11423
b3634,0.0756054448581855,coaD,pantetheine-phosphate adenylyltransferase,Nucleotide transport and metabolism,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11190
b3608,0.0754614275346715,gpsA,glycerol-3-phosphate dehydrogenase,Lipid transport and metabolism,"RpoD,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG20091
b3647,0.0753485867947867,ligB,DNA ligase B,"Replication, recombination and repair",Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG11334
b3616,0.0746759792908725,tdh,threonine dehydrogenase,Amino acid transport and metabolism,"RpoD,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10993
b3618,0.0745345984877535,htrL,protein HtrL,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11188
b3635,0.0742883974201833,mutM,DNA-formamidopyrimidine glycosylase,"Replication, recombination and repair","RpoH,ppGpp,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10329
b3640,0.0741417295586803,dut,deoxyuridine triphosphatase,Nucleotide transport and metabolism,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG10251
b3644,0.0738717115457969,yicC,UPF0701 family protein YicC,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11192
b3552,0.0738635952800015,yiaD,PF13488 family lipoprotein YiaD,Cell wall/membrane/envelope biogenesis,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG12271
b3619,0.0732356620195762,rfaD,ADP-L-glycero-D-mannoheptose 6-epimerase,Nucleotide transport and metabolism,"RpoD,RpoE,RpoH",https://ecocyc.org/gene?orgid=ECOLI&id=EG10838
b3590,0.0731923809533959,selB,selenocysteyl-tRNA-specific translation elongation factor,"Translation, ribosomal structure and biogenesis",SelB-Sec-tRNA,https://ecocyc.org/gene?orgid=ECOLI&id=EG10942
b3624,0.0729636146251468,waaZ,lipopolysaccharide core biosynthesis protein WaaZ,"Translation, ribosomal structure and biogenesis","RpoD,MarA,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11426
b3610,0.0729379693795004,grxC,glutaredoxin 3,"Post-translational modification, protein turnover,and chaperones",RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG12294
b3629,0.0725934569097264,waaS,lipopolysaccharide core biosynthesis protein,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11350
b3628,0.0720930068463739,waaB,UDP-D-galactose:(glucosyl)lipopolysaccharide-1%2C6-D-galactosyltransferase,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11351
b3639,0.0719182903448661,dfp,fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase,Nucleotide transport and metabolism,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10004
b3613,0.0716502766611422,envC,murein hydrolase activator EnvC,"Cell cycle control, cell division, chromosome partitioning","YqhC,RpoS,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=EG12297
b4553,0.0716442560894693,ysaB,putative lipoprotein YsaB,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10467
b3559,0.0716078165492811,glyS,glycine--tRNA ligase subunit beta,"Translation, ribosomal structure and biogenesis",RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG10410
b3602,0.0715000036555002,yibL,DUF2810 domain-containing protein YibL,Function unknown,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11964
b3557,0.0713800739438223,insJ,insertion element IS150 protein InsA,"Replication, recombination and repair",YebK,https://ecocyc.org/gene?orgid=ECOLI&id=G7776
b3626,0.071308408982464,waaJ,UDP-glucose:(glucosyl)LPS alpha-1%2C2-glucosyltransferase,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11353
b3627,0.0708884389286384,waaO,UDP-D-glucose:(glucosyl)LPS alpha-1%2C3-glucosyltransferase,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11352
b3611,0.0708031359122364,yibN,putative sulfurtransferase YibN,Inorganic ion transport and metabolism,"RpoD,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG12295
b3615,0.0705214729871665,waaH,UDP-glucuronate:LPS(HepIII) glycosyltransferase,Function unknown,"RpoD,PhoB,NsrR,ppGpp,BasR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11266
b3561,0.0704764413810981,wecH,O-acetyltransferase WecH,Function unknown,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG12274
b3554,0.0703276814279885,yiaF,DUF3053 domain-containing protein YiaF,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12273
b3572,0.0700059856534532,avtA,valine--pyruvate aminotransferase,Amino acid transport and metabolism,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10107
b3652,0.0699621724488426,recG,ATP-dependent DNA helicase RecG,"Replication, recombination and repair","RpoD,DksA,CreB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10829
b3617,0.069840435063251,kbl,2-amino-3-ketobutyrate CoA ligase,Coenzyme transport and metabolism,"RpoD,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10512
b3585,0.0692345350759965,yiaU,putative LysR-type DNA-binding transcriptional regulator YiaU,Transcription,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12289
b3606,0.0692149361019136,trmL,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,"Translation, ribosomal structure and biogenesis",,https://ecocyc.org/gene?orgid=ECOLI&id=EG11888
b3592,0.0690293607283277,yibF,glutathione transferase-like protein YibF,"Post-translational modification, protein turnover,and chaperones",,https://ecocyc.org/gene?orgid=ECOLI&id=EG11762
b3625,0.0690274244952269,waaY,lipopolysaccharide core heptose (II) kinase,Signal transduction mechanisms,"RpoD,MarA,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11425
b3570,0.0685142958565981,bax,putative glycoside hydrolase Bax,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11360
b3660,0.0685020835273881,yicL,putative inner membrane protein,Amino acid transport and metabolism,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11688
b3549,0.0681527849329526,tag,3-methyl-adenine DNA glycosylase I%2C constitutive,"Replication, recombination and repair",ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10986
b3560,0.0677327772244669,glyQ,glycine--tRNA ligase subunit alpha,"Translation, ribosomal structure and biogenesis",RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG10409
b3655,0.0674468681419926,yicH,AsmA famly protein YicH,Cell wall/membrane/envelope biogenesis,"YeiE,ppGpp,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11684
b3664,0.0672060996022924,adeQ,adenine transporter,Function unknown,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11691
b3551,0.0669306968256188,bisC,biotin sulfoxide reductase,Energy production and conversion,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG10124
b3633,0.0668885744292127,waaA,KDO transferase,Cell wall/membrane/envelope biogenesis,"RpoD,ppGpp,ArgR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10520
b3663,0.0664432996569739,yicN,conserved protein YicN,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11690
b3648,0.066281052663264,gmk,guanylate kinase,Nucleotide transport and metabolism,"RpoD,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10965
b4650,0.0657238892152787,yibS,RHS family protein YibS,Cell wall/membrane/envelope biogenesis,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16666
b3584,0.0654291997581579,yiaT,outer membrane protein YiaT,Cell wall/membrane/envelope biogenesis,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12288
b3556,0.0642248925631843,cspA,cold shock protein CspA,Transcription,"RpoD,YdcN,YdhB,YdiP,YiaU,ppGpp,Fis,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10166
b3596,0.064064408439018,yibG,tetratricopeptide-like domain-containing protein YibG,Function unknown,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11763
b3553,0.063653661322644,ghrB,glyoxylate reductase,Energy production and conversion,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12272
b3548,0.0634093456854853,yhjY,conserved protein YhjY,Cell motility,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12269
b3607,0.063404711566292,cysE,serine acetyltransferase,Amino acid transport and metabolism,"ryhB,YidZ,SutR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10187
b3662,0.0628787225580903,nepI,purine ribonucleoside exporter,Amino acid transport and metabolism,SoxS,https://ecocyc.org/gene?orgid=ECOLI&id=EG11689
b0756,0.0612770764576172,galM,galactose-1-epimerase,Carbohydrate transport and metabolism,"RpoD,RpoS,Crp,H-NS,GalS,GalR,HU",https://ecocyc.org/gene?orgid=ECOLI&id=EG11698
b3588,0.0610017301709137,aldB,aldehyde dehydrogenase B,Energy production and conversion,"RpoS,Crp,Fis",https://ecocyc.org/gene?orgid=ECOLI&id=EG12292
b3646,0.0602300505933803,yicG,conserved inner membrane protein YicG,Function unknown,YdcI,https://ecocyc.org/gene?orgid=ECOLI&id=EG11683
b2837,-0.0734422333845331,galR,DNA-binding transcriptional dual regulator GalR,Transcription,"RpoD,GalS,GalR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10364
b2626,-0.0963745883089471,yfjJ,CP4-57 prophage%3B protein YfjJ,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7361
