locus,gene_weight,gene_name,gene_product,cog,regulator,Fnr,link
b2728,0.1059576622825623,hypC,hydrogenase 3 maturation protein HypC,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10485
b2996,0.1013525320341457,hybA,hydrogenase 2 iron-sulfur protein,Energy production and conversion,"RpoD,ArcA,NarL",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11799
b1757,0.0999031139812995,ynjE,molybdopterin synthase sulfurtransferase,Cell wall/membrane/envelope biogenesis,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6952
b2995,0.0967749325519145,hybB,hydrogenase 2 membrane subunit,Energy production and conversion,"RpoD,YbaQ,ArcA,NarL",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11800
b1751,0.0900921856279397,ydjY,4Fe-4S ferredoxin-type domain-containing protein YdjY,No COG annotation,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6946
b3159,0.0895117304547862,yhbV,putative peptidase YhbV,"Post-translational modification, protein turnover,and chaperones",,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7653
b2730,0.0880318835769045,hypE,hydrogenase maturation protein%2C carbamoyl dehydratase,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10487
b1752,0.0870213789455542,ydjZ,DedA family protein YdjZ,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6947
b4123,0.0860164818344454,dcuB,anaerobic C4-dicarboxylate transporter DcuB,Function unknown,"RpoD,YidZ,Fnr,NarL,Crp,DcuR,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10006
b4238,0.0843328761306778,nrdD,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,"RpoD,NrdR,H-NS,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11417
b1590,0.0821797894892925,ynfH,putative menaquinol dehydrogenase,Function unknown,"RpoD,RpoS,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6848
b4379,0.0796764148099174,yjjW,putative glycyl-radical enzyme activating enzyme YjjW,"Post-translational modification, protein turnover,and chaperones",,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7953
b3410,0.07690205433037,feoC,ferrous iron transport protein FeoC,Transcription,"RpoD,Fur,Fnr,NagC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12933
b2727,0.0750000473332512,hypB,hydrogenase isoenzymes nickel incorporation protein HypB,Transcription,"RpoN,NsrR,IHF,FhlA,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10484
b4335,0.0748214077572208,yjiM,putative dehydratase subunit,Amino acid transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7932
b1474,0.0723441335722902,fdnG,formate dehydrogenase N subunit alpha,Energy production and conversion,"RpoD,NarP,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11227
b1256,0.0719000234331264,ompW,outer membrane protein W,Cell wall/membrane/envelope biogenesis,"rybB,ArcA,Crp,NarL,Fnr,SoxS,Fur,micA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11124
b4334,0.0708035544844748,yjiL,putative ATPase%2C activator of (R)-hydroxyglutaryl-CoA dehdratase,Lipid transport and metabolism,"YidZ,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7931
b3518,0.0691641001145562,ccp,cytochrome c peroxidase,Energy production and conversion,"RpoD,OxyR,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12244
b4735,0.0679277691639329,ybgU,protein YbgU,No COG annotation,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16730
b0621,0.0660665623248903,dcuC,anaerobic C4-dicarboxylate transporter DcuC,Inorganic ion transport and metabolism,"YeiE,Fnr,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6347
b1257,0.0656023141508584,yciE,DUF892 domain-containing protein YciE,Function unknown,"RpoD,RpoS,McbR,H-NS",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11125
b1596,0.064442061225363,ynfM,putative transporter YnfM,Amino acid transport and metabolism,YidZ,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6854
b1258,0.0637444654624275,yciF,DUF892 domain-containing protein YciF,Function unknown,"RpoS,McbR,H-NS",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11126
b0903,0.0631106362186022,pflB,pyruvate formate-lyase,Energy production and conversion,"RpoD,YeiE,Fis,Crp,ArcA,IHF,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10701
b3367,0.062711870185562,nirC,nitrite transporter NirC,Inorganic ion transport and metabolism,"RpoD,Crp,Cra,IHF,NarL,NarP,Fis,H-NS,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10654
b1753,0.0609550898437288,ynjA,AhpD-like domain-containing protein YnjA,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6948
b3408,-0.0641642782004083,feoA,ferrous iron transport protein A,Inorganic ion transport and metabolism,"RpoD,Fur,Fnr,NagC,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12101
b1796,-0.0647712449976238,yoaG,DUF1869 domain-containing protein YoaG,Function unknown,"RpoD,NsrR,NarP,NarL,Fis",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6982
b2670,-0.0664506197105752,alaE,L-alanine exporter,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Lrp,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7399
b3476,-0.06754948960213,nikA,Ni(2(+)) ABC transporter periplasmic binding protein,Amino acid transport and metabolism,"RpoN,NarL,NikR,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12075
b1797,-0.0755052377332559,yeaR,DUF1971 domain-containing protein YeaR,Inorganic ion transport and metabolism,"RpoD,NsrR,NarP,NarL,Fis",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6983
