locus,gene_weight,gene_name,gene_product,cog,operon,regulator,CymR,link
BSU_29400,0.1716857874493387,ascR,transcriptional regulator of operon snaA-ytnM degrading cysteine-containing compounds (AscR-N-acetylcysteine),Transcription,Op2328,"SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29400
BSU_15610,0.15934665740350998,sumT,uroporphyrinogen III and precorrin-1 C-methyltransferase,Coenzyme transport and metabolism,Op1206,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_15610
BSU_27250,0.15507188967594726,mccB,cystathionine gamma-lyase and homocysteine gamma-lyase for reverse transsulfuration pathway,Amino acid transport and metabolism,Op2179,"Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27250
BSU_15580,0.13321126708960435,cysP,sulfate permease,Inorganic ion transport and metabolism,Op1206,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_15580
BSU_15570,0.13306705652578046,cysH,(phospho)adenosine phosphosulfate reductase,Amino acid transport and metabolism,Op1206,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_15570
BSU_39450,0.12311047276606077,yxeR,putative ethanolamine permease,Amino acid transport and metabolism,Op3044,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39450
BSU_27260,0.12108679306688913,mccA,cystathionine beta-synthase for the reverse transsulfuration pathway,Amino acid transport and metabolism,Op2179,"Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27260
BSU_09150,0.115773983085126,yhcN,putative germination lipoprotein,Function unknown,Op706,"SigG,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09150
BSU_27240,0.0969888629894788,yrhC,conserved protein of unknown function,Function unknown,Op2179,"Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27240
BSU_00730,0.08555425591027331,cysK,cysteine synthase,Amino acid transport and metabolism,Op55,"SigM,Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00730
BSU_39440,0.08024407419925204,yxxB,putative integral membrane protein,Function unknown,Op3044,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39440
BSU_15620,0.06989095305656895,sirB,sirohydrochlorin ferrochelatase,Function unknown,Op1206,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_15620
BSU_15630,0.06379224979452988,sirC,precorrin-2 dehydrogenase,Coenzyme transport and metabolism,Op1206,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_15630
BSU_03180,0.053248343488945735,cah,promiscuous acetyl xylan esterase-cephalosporin C deacetylase,"Secondary metabolites biosynthesis, transport, and catabolism",Op241,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03180
BSU_12400,0.05265001369976091,yjnA,putative permease,Function unknown,Op966,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12400
BSU_03190,0.049279005770946016,ycgL,conserved protein of unknown function,Function unknown,Op242,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03190
BSU_04520,0.04781628040603809,ydbM,putative acyl-CoA dehydrogenase,Lipid transport and metabolism,Op337,CymR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04520
BSU_30670,0.0461131020398547,luxS,S-ribosylhomocysteine lyase,Signal transduction mechanisms,Op2423,SigB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30670
