locus,gene_weight,gene_name,gene_product,cog,operon,regulator,CcpA,link
BSU_31180,0.08536398631690906,rhaA,L-rhamnose isomerase,Carbohydrate transport and metabolism,Op2457,"SigA,CcpA,RhaR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31180
BSU_11990,0.08321172226625899,yjdB,putative exported protein%3B phage island,No COG annotation,Op935,"PhoP,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11990
BSU_27760,0.08221571509119714,csbX,putative catecholate siderophose exporter,Amino acid transport and metabolism,Op2220,"SigB,SigG,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27760
BSU_38240,0.08083836338889533,vbfA,acetate Na+-dependent symporter subunit involved in volatile signal for biofilm formation,Function unknown,Op2963,SigE,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38240
BSU_25190,0.07950818450571519,cccA,cytochrome c550,Energy production and conversion,Op1996,"SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25190
BSU_34160,0.0774723910537189,ganS,polygalactose / cyclodextrin-binding lipoprotein,Carbohydrate transport and metabolism,Op2676,"GanR,SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34160
BSU_03040,0.07468311110011655,amyE,alpha-amylase,Carbohydrate transport and metabolism,Op229,"SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03040
BSU_38580,0.07385663341447271,licC,phosphotransferase system (PTS) lichenan-specific enzyme IIC component,Carbohydrate transport and metabolism,Op2986,"SigA,LicR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38580
BSU_39270,0.07375632272048845,bglP,phosphotransferase system (PTS) beta-glucoside-specific enzyme IIBCA component,Carbohydrate transport and metabolism,Op3036,"SigA,CcpA,LicT",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39270
BSU_39740,0.07185058588662581,iolC,2-deoxy-5-keto-D-gluconic acid kinase,Carbohydrate transport and metabolism,Op3056,"SigA,IolR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39740
BSU_06950,0.07139256429908483,yesM,two-component sensor histidine kinase [YesN],Signal transduction mechanisms,Op553,CcpA,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06950
BSU_31220,0.0711572224568409,rhaE,bifunctional rhamnulose-1-phosphate aldolase/alcohol dehydrogenase,Lipid transport and metabolism,Op2457,"SigA,CcpA,RhaR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31220
BSU_17630,0.07079047061505155,yncC,putative sugar transporter,Amino acid transport and metabolism,Op1334,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17630
BSU_38050,0.07066288484607723,sacP,phosphotransferase system (PTS) sucrose-specific enzyme IIBC component,Carbohydrate transport and metabolism,Op2948,"SigA,SacT,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38050
BSU_27750,0.06988840622276164,bofC,bypass of forespore C%2C intercompartmental signaling factor,Function unknown,Op2220,"SigB,SigG,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27750
BSU_29690,0.06863259840381693,acuA,protein acetyltransferase (acetylates AcsA),Transcription,Op2356,"SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29690
BSU_39750,0.06790240667118637,iolB,5-deoxy-D-glucuronic acid isomerase,Carbohydrate transport and metabolism,Op3056,"SigA,IolR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39750
BSU_39330,0.06764036725281039,abnB,arabinan endo-1%2C5-alpha-L-arabinosidase ([Ca(2+)-dependent],Carbohydrate transport and metabolism,Op3040,"SigA,SigH,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39330
BSU_38130,0.06594821797093442,ywcE,holin-like protein required for proper spore morphogenesis and germination,Function unknown,Op2955,"ResD,SigA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38130
BSU_29700,0.06494091053581133,acuB,component of the acetyl-coenzyme A synthetase regulation pathway,Function unknown,Op2356,"SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29700
BSU_34150,0.06454858974889263,ganP,galacto-oligosaccharides (galactan) oligomer permease,Inorganic ion transport and metabolism,Op2676,"GanR,SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34150
BSU_40070,0.06049265209314372,gntP,gluconate/proton permease,Amino acid transport and metabolism,Op3075,"GntR,SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40070
BSU_28710,0.05925221709160927,cstA,carbon starvation-induced membrane protein,Signal transduction mechanisms,Op2289,"SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28710
BSU_08200,0.05826737049219455,malP,phosphotransferase system (PTS) maltose-specific enzyme IICB component,Carbohydrate transport and metabolism,Op638,"SigA,GlvR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08200
BSU_40130,0.05791939894506237,yydK,putative transcriptional regulator (GntR family),Transcription,Op3078,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40130
BSU_39730,0.057901413633640784,iolD,3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase,Amino acid transport and metabolism,Op3056,"SigA,IolR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39730
BSU_39760,0.0563473292051998,iolA,methylmalonate-semialdehyde dehydrogenase,Energy production and conversion,Op3056,"SigA,IolR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39760
BSU_14629,0.055210554207648366,rgpA,regulator of GapA synthesis,Function unknown,Op1150,"CcpN,SigA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14629
BSU_39540,0.055204442891615815,yxeI,penicillin V amidase,Cell wall/membrane/envelope biogenesis,Op3046,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39540
BSU_35950,0.0540638300527237,rbsC,ribose ABC transporter (permease),Carbohydrate transport and metabolism,Op2794,"SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35950
BSU_34140,0.05261224298984691,ganQ,galacto-oligosaccharides (galactan) oligomer permease,Inorganic ion transport and metabolism,Op2676,"GanR,SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34140
BSU_39070,0.05235383959819874,bglS,endo-beta-1%2C3-1%2C4 glucanase,Cell wall/membrane/envelope biogenesis,Op3020,"SigA,CcpA,LicT",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39070
BSU_28560,0.05048352550555876,lcfA,long chain acyl-CoA ligase (degradative),Lipid transport and metabolism,Op2273,"SigA,FadR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28560
BSU_26826,0.05019444651192611,yrpDX,expressed polypeptide of unknown function,No COG annotation,Op2144,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26826
BSU_29710,0.04994081011814624,acuC,protein deacetylase (regulates AcsA activity),Chromatin structure and dynamics,Op2356,"SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29710
BSU_39260,0.04991510927025275,bglH,aryl-phospho-beta-d-glucosidase,Carbohydrate transport and metabolism,Op3036,"SigA,CcpA,LicT",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39260
BSU_31330,0.04894537882036334,yugN,conserved protein of unknown function,Function unknown,Op2470,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31330
BSU_39410,0.048935977087263376,nupC,pyrimidine-nucleoside Na+(H+) cotransporter,Nucleotide transport and metabolism,Op3043,"SigA,CcpA,DeoR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39410
BSU_30170,0.04887888806322576,ytcP,putative ABC transporter (permease),Carbohydrate transport and metabolism,Op2393,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30170
BSU_09290,0.04790441333737337,glpK,glycerol kinase (sn-glycerol-3-phosphate generating),Energy production and conversion,Op717,"ResD,SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09290
BSU_28510,0.04529891403865047,abfB,exo-alpha-L-arabinofuranosidase,Carbohydrate transport and metabolism,Op2272,"SigA,AraR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28510
BSU_04160,0.044990624416776634,mtlR,transcriptional regulator%2C PTS-dependent activator,Transcription,Op311,"SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04160
BSU_06570,0.04486249103827111,yerB,putative lipoprotein,Function unknown,Op523,Spo0A,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06570
BSU_38570,0.044426413393196924,licA,phosphotransferase system (PTS) lichenan-specific enzyme IIA component,Carbohydrate transport and metabolism,Op2986,"SigA,LicR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38570
BSU_31200,0.04436851166970473,rhaB,rhamnulokinase,Carbohydrate transport and metabolism,Op2457,"SigA,CcpA,RhaR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31200
BSU_38040,0.0443509527312346,sacA,sucrose-6-phosphate hydrolase,Carbohydrate transport and metabolism,Op2948,"SigA,SacT,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38040
BSU_19310,0.044069710094081935,dhaS,3-hydroxypropionaldehyde dehydrogenase,Energy production and conversion,Op1501,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19310
BSU_12000,0.044033768923650934,manR,transcriptional DNA-binding activator,Carbohydrate transport and metabolism,Op936,"SigA,CcpA,ManR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12000
BSU_07820,0.043745691142096976,treR,transcriptional regulator (TreR-trehalose),Transcription,Op617,"SigA,PhoP,TreR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07820
BSU_26240,0.04359380056286232,yqaO,conserved phage protein of unknown function%3B skin element,Function unknown,Op2082,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26240
BSU_06580,0.042962571338622,yerC,transcriptional repressor-histidine operons,Function unknown,Op523,Spo0A,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06580
BSU_36300,-0.04337692092172837,glcR,transcriptional regulator (glucose repression of catabolic operons),Transcription,Op2826,"SigA,GlcR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36300
BSU_06660,-0.04617552930008397,opuE,proline transporter,Amino acid transport and metabolism,Op528,"SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06660
BSU_11809,-0.04693489926808148,yjcZ,putative type I toxin,No COG annotation,Op916,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11809
BSU_12539,-0.05219470228417559,ykzK,phage PBSX%3B conserved hypothetical protein,No COG annotation,Op978,Xre,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12539
BSU_38330,-0.05611222636660131,cidB,metabolic regulator controlling activity of murein hydrolases,Cell wall/membrane/envelope biogenesis,Op2968,YwbI,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38330
BSU_38320,-0.07156389450229426,cidA,metabolic regulator of murein hydrolases,Function unknown,Op2967,YwbI,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38320
