locus,gene_weight,gene_name,gene_product,cog,regulator,arcA,link
STM3983,0.06946642360000001,fadB,3-hydroxyacyl-coA dehydrogenase of 4-enzyme FadB protein,Lipid transport and metabolism,"arcA,fadR,fis,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3983
STM1802,0.0692471826,dadX,alanine racemase 2,Amino acid transport and metabolism,"crp,lrp,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1802
STM2353,0.0687772677,hisQ,histidine and lysine/arginine/ornithine transport system,Amino acid transport and metabolism,"arcA,argR,h-NS,ntrC,rpoD,rpoN",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2353
STM2351,0.068512209,hisP,histidine and lysine/arginine/ornithine transport protein,Amino acid transport and metabolism,"arcA,argR,h-NS,ntrC,rpoD,rpoN",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2351
STM1098,0.0680129825,hpaC,4-hydroxyphenylacetate catabolism protein,Function unknown,"arcA,nac,ntrC,phoP,rpoN,rutR",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1098
STM1744,0.0662385338,oppC,oligopeptide transport protein,Inorganic ion transport and metabolism,"arcA,fliA,fur,lrp,modE,nac,spermidine",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1744
STM2354,0.0654614184,hisJ,histidine transport protein,Amino acid transport and metabolism,"arcA,argR,h-NS,ntrC,rpoD,rpoN",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2354
STM2391,0.0644465182,fadL,transport of long-chain fatty acids,Lipid transport and metabolism,"arcA,crp,fadR,fnr,ompR,phoP,rpoS,ybiH",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2391
STM1742,0.0634908515,oppF,oligopeptide transport protein,Inorganic ion transport and metabolism,"arcA,fliA,fur,lrp,modE,nac,spermidine",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1742
STM3629,0.062889256,dppB,dipeptide transport protein 1,Inorganic ion transport and metabolism,"arcA,fnr,ihf,lrp,nac,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3629
STM1837,-0.0909200522,cspC,cold shock protein,Transcription,"crp,nac,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1837
