locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b1845,0.10000356140000001,ptrB,oligopeptidase B,Amino acid transport and metabolism,ptrB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11004
b1835,0.0969643366,rsmF,16S rRNA m(5)C1407 methyltransferase,"Translation, ribosomal structure and biogenesis",rsmF,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7008
b1833,0.0945667277,yebS,intermembrane transport protein YebS,Function unknown,yebST,YcjW,https://ecocyc.org/gene?orgid=ECOLI&id=G7006
b1843,0.0923230946,yobB,putative carbon-nitrogen hydrolase family protein YobB,Function unknown,yobB-exoX,"OmpR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7015
b1838,0.0639005429,pphA,phosphoprotein phosphatase 1,Signal transduction mechanisms,pphA,"RpoH,RpoS",https://ecocyc.org/gene?orgid=ECOLI&id=G7011
b0507,-0.060594595800000005,gcl,glyoxylate carboligase,Function unknown,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,"RpoD,AllR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11583
b3910,-0.0649573029,yiiM,2-amino-6-N-hydroxylaminopurine resistance protein,Function unknown,yiiM,"YeiE,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11870
b3526,-0.07930590180000001,kdgK,2-dehydro-3-deoxygluconokinase,Carbohydrate transport and metabolism,kdgK,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12253
b2842,-0.16093649740000002,kduD,putative 2-keto-3-deoxy-D-gluconate dehydrogenase,Lipid transport and metabolism,kduD,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12361
b2843,-0.1735551934,kduI,5-dehydro-4-deoxy-D-glucuronate isomerase,Carbohydrate transport and metabolism,kduI,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7463
b3909,-0.1874741613,kdgT,2-dehydro-3-deoxy-D-gluconate:H(+) symporter,"Intracellular trafficking, secretion, and vesicular transport",kdgT,GlaR,https://ecocyc.org/gene?orgid=ECOLI&id=EG11869
