locus,gene_weight,gene_name,gene_product,cog,regulator,Fnr,link
b2110,0.0734797428618186,yehC,putative fimbrial chaperone YehC,Cell motility,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11989
b3674,0.0678260364727286,yidF,uncharacterized protein YidF,Transcription,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11694
b1004,0.0674651658658897,wrbA,NAD(P)H:quinone oxidoreductase,Function unknown,"oxyS,YdcI,RpoS,ppGpp,CsgD,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11540
b4154,0.0659707795959038,frdA,fumarate reductase flavoprotein subunit,Energy production and conversion,"RpoD,ryhB,RpoS,Fnr,NarL,DcuR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10330
b4123,0.0655082980691285,dcuB,anaerobic C4-dicarboxylate transporter DcuB,Function unknown,"RpoD,YidZ,Fnr,NarL,Crp,DcuR,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10006
b2997,0.0649578640765026,hybO,hydrogenase 2 small subunit,Energy production and conversion,"RpoD,ryhB,ArcA,NarL",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7554
b4337,0.0645183473689855,mdtM,multidrug efflux pump/bile salt:H(+) antiporter/Na(+):H(+) antiporter/K(+):H(+) antiporter,Inorganic ion transport and metabolism,SlyA,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12576
b1376,0.0635419187297729,uspF,nucleotide binding filament protein,Signal transduction mechanisms,"YeiE,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6699
b2877,0.0625276985168474,mocA,molybdenum cofactor cytidylyltransferase,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7496
b1673,0.0618815537779895,ydhV,putative oxidoreductase,Energy production and conversion,"YidZ,RpoS,NarL,NarP,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6901
b1906,0.0615957075908234,yecH,DUF2492 domain-containing protein YecH,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7036
b2241,0.0602690830835581,glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,Energy production and conversion,"RpoD,YihW,Fnr,Fis,FlhDC,ArcA,ppGpp,Crp,GlpR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10391
b0824,0.0590289965960777,ybiY,putative pyruvate formate-lyase activating enzyme YbiY,"Post-translational modification, protein turnover,and chaperones",YciT,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6427
b3409,0.0564093512439492,feoB,Fe(2(+)) transporter FeoB,Inorganic ion transport and metabolism,"RpoD,YcjW,Fur,Fnr,NagC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12102
b2728,0.0557756539226603,hypC,hydrogenase 3 maturation protein HypC,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10485
b3945,0.0557557858639628,gldA,L-1%2C2-propanediol dehydrogenase/glycerol dehydrogenase,Energy production and conversion,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11904
b4559,0.055621507772558,ghoT,toxin of the GhoTS toxin-antitoxin system,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10472
b2468,0.0546671921800735,aegA,putative oxidoreductase Fe-S subunit AegA,Energy production and conversion,Crp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12409
b2766,0.0545566825558632,ygcN,putative oxidoreductase with FAD/NAD(P)-binding domain,Energy production and conversion,"YbaQ,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7432
b3157,0.0543621079679649,yhbT,SCP2 domain-containing protein YhbT,Lipid transport and metabolism,"YciT,YbcM,CsgD,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7651
b1108,0.054237744224068,ycfP,UPF0227 protein YcfP,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6568
b4070,0.0534482640218794,nrfA,cytochrome c552 nitrite reductase,Energy production and conversion,"RpoD,FlhDC,ppGpp,IHF,NsrR,NarL,NarP,Fis,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11781
b1601,0.0526101159216931,tqsA,autoinducer 2 exporter,Signal transduction mechanisms,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6859
b0825,0.0515191093226527,fsaA,fructose-6-phosphate aldolase 1,Carbohydrate transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6428
b2707,0.0511774969699799,srlR,DNA-binding transcriptional repressor SrlR,Transcription,"RpoD,SrlR,GutM,H-NS,Crp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10974
b0894,0.0510250239199173,dmsA,dimethyl sulfoxide reductase subunit A,Energy production and conversion,"RpoD,YciT,Fis,ModE,IHF,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10232
b4705,-0.0602800182577013,mntS,small protein MntS,No COG annotation,"RpoD,MntR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10715
b4515,-0.0612597645115473,cydX,cytochrome bd-I ubiquinol oxidase subunit CydX,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10441
b1334,-0.0617430221803135,fnr,DNA-binding transcriptional dual regulator FNR,Transcription,"RpoD,Fur,ArcA,IHF,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10325
b1109,-0.0626586339879611,ndh,NADH:quinone oxidoreductase II,Energy production and conversion,"RpoD,Fur,NsrR,ArcA,IHF,PdhR,Fis,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10649
b1541,-0.1143010043079217,ydfZ,putative selenoprotein YdfZ,Function unknown,Fnr,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6815
b2579,-0.1765954563160797,grcA,stress-induced alternate pyruvate formate-lyase subunit,Function unknown,"PdhR,RpoD,YfeD,YneJ,Fur,Crp,Fis,ArcA,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11784
