locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS11630,0.06810553828726165,SACI_RS11630,,integrase,Function Unknown,Op523,,
SACI_RS05040,0.0680323800753157,Saci_1055,Saci_1055,metal-dependent hydrolase,General Function Prediction Only,Op558,,https://www.uniprot.org/uniprot/A0A0U3H926
SACI_RS08000,0.06667715987747581,Saci_1676,Saci_1676,hypothetical protein,Function Unknown,Op927,,https://www.uniprot.org/uniprot/A0A0U3GZU6
SACI_RS05800,0.06604075247533217,Saci_1217,Saci_1217,hypothetical protein,Function Unknown,Op673,,https://www.uniprot.org/uniprot/A0A0U3GRG5
SACI_RS06525,0.06301051397955257,Saci_1364,Saci_1364,hypothetical protein,Function Unknown,Op757,,https://www.uniprot.org/uniprot/A0A0U2NC73
SACI_RS02420,-0.06412071694567717,Saci_0503,Saci_0503,hypothetical protein,"Replication, recombination and repair",Op288,,https://www.uniprot.org/uniprot/A0A0U3FN09
SACI_RS10345,-0.06442400600946828,Saci_2139,Saci_2139,hypothetical protein,Function Unknown,Op1282,XylR,https://www.uniprot.org/uniprot/A0A0U3FQV9
SACI_RS05460,-0.06564374656542503,cdhA_2,,xanthine dehydrogenase family protein molybdopterin-binding subunit,Energy production and conversion,Op627,,https://www.uniprot.org/uniprot/A0A0U3H177
SACI_RS08800,-0.07068209361349946,abaF_4,Saci_1835,MFS transporter,Carbohydrate transport and metabolism,Op1056,,https://www.uniprot.org/uniprot/A0A0U2NBF2
SACI_RS08985,-0.07429452846913008,Saci_1868,Saci_1868,hypothetical protein,No arCOG annotation,Op1086,,https://www.uniprot.org/uniprot/A0A0U2Y542
SACI_RS03460,-0.07437386061815097,SACI_RS03460,,hypothetical protein,No arCOG annotation,Op387,,https://www.uniprot.org/uniprot/A0A0U3FV95
SACI_RS10600,-0.0873020097622242,Saci_2193,Saci_2193,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,Transcription,Op1325,,https://www.uniprot.org/uniprot/A0A0U3H4Q9
SACI_RS11740,-0.10471609977278944,SACI_RS11740,,hypothetical protein,No arCOG annotation,Op1190,,https://www.uniprot.org/uniprot/UPI0002B261DE
SACI_RS11800,-0.11497902444055147,SACI_RS11800,,hypothetical protein,No arCOG annotation,Op310,,
