locus,gene_weight,gene_name,gene_product,cog,operon,regulator,ResD,link
BSU_06390,0.07718516035854814,yebD,hypothetical protein,No COG annotation,Op515,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06390
BSU_10120,0.07453086803062793,hemE,uroporphyrinogen III decarboxylase,Coenzyme transport and metabolism,Op792,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10120
BSU_38750,0.07416849979047395,cydB,cytochrome bb' ubiquinol oxidase (subunit II),Energy production and conversion,Op2994,"ResD,Rex,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38750
BSU_23150,0.07412003246293125,resA,extracytoplasmic thioredoxin involved in cytochrome c maturation (lipoprotein),Energy production and conversion,Op1863,"ResD,SigA,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23150
BSU_38760,0.07374542746641538,cydA,cytochrome bb' ubiquinol oxidase (subunit I),Energy production and conversion,Op2994,"ResD,Rex,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38760
BSU_11990,0.07333137226774218,yjdB,putative exported protein%3B phage island,No COG annotation,Op935,"PhoP,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11990
BSU_37390,0.07329791830484539,albC,putative transporter involved in subtilosin production,Defense mechanisms,Op2909,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37390
BSU_10140,0.07289645853550357,hemY,promiscuous protoporphyrinogen IX and coproporphyrinogen III oxidase,Coenzyme transport and metabolism,Op792,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10140
BSU_10130,0.07236831082110001,hemH,ferrochelatase,Coenzyme transport and metabolism,Op792,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10130
BSU_36780,0.07214723289040158,ywzB,conserved protein of unknown function,Function unknown,Op2868,"SigA,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36780
BSU_23130,0.07199521434719633,resC,factor required for cytochrome c synthesis,"Post-translational modification, protein turnover, and chaperones",Op1863,"ResD,SigA,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23130
BSU_04510,0.0716676351980294,ydbL,putative glyco-prenyl flippase subunit,No COG annotation,Op336,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04510
BSU_30660,0.07147260361823504,ytkA,putative lipoprotein,Function unknown,Op2422,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30660
BSU_37380,0.07141781054337559,albB,membrane component involved in subtilosin production,No COG annotation,Op2909,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37380
BSU_37370,0.06988452613288393,albA,subtilosin A thioether formation enzyme,Energy production and conversion,Op2909,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37370
BSU_39940,0.06669932852292088,yxaL,membrane associated protein kinase with beta-propeller domain,Function unknown,Op3067,"Rok,DnaA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39940
BSU_37670,0.0662050082316148,hemQ,iron-coproporphyrin (coproheme) decarboxylase,Energy production and conversion,Op2931,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37670
BSU_03290,0.06516025348007723,nasE,assimilatory nitrite reductase subunit,Inorganic ion transport and metabolism,Op249,"ResD,SigA,TnrA,NsrR,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03290
BSU_23120,0.06428516472510562,resD,two-component response regulator (ResD / ResE),Signal transduction mechanisms,Op1863,"ResD,SigA,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23120
BSU_37400,0.06328586504916449,albD,integral membrane protein involved in subtilosin production and immunity,Inorganic ion transport and metabolism,Op2909,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37400
BSU_14910,0.06325924497178455,ctaE,cytochrome caa3 oxidase (subunit III),Energy production and conversion,Op1172,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14910
BSU_04530,0.06271304189274797,fbpB,regulator of iron homeostasis,Function unknown,Op338,Fur,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04530
BSU_38170,0.06256829260593598,qoxA,cytochrome aa3-600 quinol oxidase (subunit II),Energy production and conversion,Op2956,"CitB,stringent response",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38170
BSU_37350,0.06153880348510692,sboA,subtilosin A,Function unknown,Op2909,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37350
BSU_14880,0.060787607832796325,ctaB,protoheme IX farnesyltransferase 2,"Post-translational modification, protein turnover, and chaperones",Op1172,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14880
BSU_14890,0.0601039321337228,ctaC,cytochrome caa3 oxidase (subunit II),Energy production and conversion,Op1172,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14890
BSU_23110,0.05984409022571646,resE,two-component sensor histidine kinase (ResD / ResE),Signal transduction mechanisms,Op1863,"ResD,SigA,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23110
BSU_13040,0.059351208134823724,hmpA,flavohemoglobin,Energy production and conversion,Op1013,"ResD,SigA,NsrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13040
BSU_14920,0.05928980770761836,ctaF,cytochrome caa3 oxidase (subunit IV),Energy production and conversion,Op1172,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14920
BSU_14900,0.05916304843945725,ctaD,cytochrome caa3 oxidase (subunit I),Energy production and conversion,Op1172,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14900
BSU_38730,0.05893754870580443,cydD,ABC membrane transporter (ATP-binding protein) required for cytochrome bb' function (reductant efflux pump),Defense mechanisms,Op2994,"ResD,Rex,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38730
BSU_38160,0.058820473431668074,qoxB,cytochrome aa3-600 quinol oxidase (subunit I),Energy production and conversion,Op2956,"CitB,stringent response",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38160
BSU_28170,0.05819750073617803,hemA,glutamyl-tRNA reductase,Coenzyme transport and metabolism,Op2246,"PerR,SigA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28170
BSU_37410,0.05808854925562632,albE,peptidase involved in subtilosin A production,"Replication, recombination and repair",Op2909,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37410
BSU_38740,0.057625404125183,cydC,ABC membrane transporter (ATP-binding protein) required for cytochrome bb' function (reductant efflux pump),Defense mechanisms,Op2994,"ResD,Rex,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38740
BSU_37420,0.05705082267119008,albF,putative peptidase involved in subtilosin production,"Replication, recombination and repair",Op2909,"Rok,ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37420
BSU_37930,0.056271880517135255,ywdK,conserved membrane protein,Function unknown,Op2940,TnrA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37930
BSU_14930,0.05626325255527967,ctaG,cytochrome aa(3) assembly factor,Function unknown,Op1172,"ResD,Abh,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14930
BSU_05720,0.054369600802746436,ydhE,putative glycosyltransferase,Energy production and conversion,Op451,LiaR,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05720
BSU_26890,0.05428977713533198,csn,chitosanase,Cell wall/membrane/envelope biogenesis,Op2152,AbrB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26890
BSU_37040,-0.05796023964950155,ywkB,putative metabolite transporter,Function unknown,Op2885,"SigA,MalR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37040
BSU_24620,-0.06487910323187795,tasA,major biofilm matrix component,Function unknown,Op1955,"SigA,SinR,RemA,AbrB,LutR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24620
BSU_37050,-0.08429692517476922,maeA,NAD-dependent malic enzyme (conversion of malate into pyruvate),Energy production and conversion,Op2885,"SigA,MalR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37050
BSU_38130,-0.09865605676517934,ywcE,holin-like protein required for proper spore morphogenesis and germination,Function unknown,Op2955,"ResD,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38130
