locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA4237,0.08639653300000001,rplQ,,50S ribosomal protein L17,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4237&e1=1&assembly=complete
PA4240,0.08583873800000001,rpsK,,30S ribosomal protein S11,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4240&e1=1&assembly=complete
PA4934,0.08347401,rpsR,,30S ribosomal protein S18,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4934&e1=1&assembly=complete
PA4274,0.08315597400000001,rplK,,50S ribosomal protein L11,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4274&e1=1&assembly=complete
PA4265,0.082824831,tufA,,elongation factor Tu,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4265&e1=1&assembly=complete
PA4263,0.081863506,rplC,,50S ribosomal protein L3,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4263&e1=1&assembly=complete
PA4249,0.07882124800000001,rpsH,,30S ribosomal protein S8,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4249&e1=1&assembly=complete
PA4267,0.07813010100000001,rpsG,,30S ribosomal protein S7,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4267&e1=1&assembly=complete
PA5554,0.077802549,atpD,,ATP synthase subunit beta,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5554&e1=1&assembly=complete
PA4264,0.077118847,rpsJ,,30S ribosomal protein S10,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4264&e1=1&assembly=complete
PA4935,0.07664229800000001,rpsF,,30S ribosomal protein S6,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4935&e1=1&assembly=complete
PA4268,0.075365369,rpsL,,30S ribosomal protein S12,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4268&e1=1&assembly=complete
PA5556,0.074507269,atpA,,ATP synthase subunit alpha,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5556&e1=1&assembly=complete
PA5555,0.073008364,atpG,,ATP synthase subunit gamma,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5555&e1=1&assembly=complete
PA4269,0.07194239,rpoC,,DNA-directed RNA polymerase subunit beta',Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4269&e1=1&assembly=complete
PA5557,0.07142487900000001,atpH,,ATP synthase subunit delta,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5557&e1=1&assembly=complete
PA4277,0.07133053,tufB,,elongation factor Tu,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4277&e1=1&assembly=complete
PA4741,0.065773737,rpsO,,30S ribosomal protein S15,"Translation, ribosomal structure and biogenesis",S15,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4741&e1=1&assembly=complete
PA5558,0.06328835000000001,atpF,,ATP synthase subunit B,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5558&e1=1&assembly=complete
PA2741,0.06213652100000001,rplT,,50S ribosomal protein L20,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2741&e1=1&assembly=complete
PA4433,0.061071505000000005,rplM,,50S ribosomal protein L13,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4433&e1=1&assembly=complete
PA4671,0.060695099,PA4671,,50S ribosomal protein L25/general stress protein Ctc,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4671&e1=1&assembly=complete
PA4270,0.060569517,rpoB,,DNA-directed RNA polymerase subunit beta,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4270&e1=1&assembly=complete
PA3655,0.058585499000000006,tsf,,elongation factor Ts,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3655&e1=1&assembly=complete
PA2742,0.057538364,rpmI,,50S ribosomal protein L35,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2742&e1=1&assembly=complete
PA3743,0.056938733000000005,trmD,,tRNA (guanine-N(1)-)-methyltransferase,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3743&e1=1&assembly=complete
PA3742,0.056051157000000004,rplS,,50S ribosomal protein L19,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3742&e1=1&assembly=complete
PA4740,0.055473833,pnp,,polynucleotide phosphorylase,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4740&e1=1&assembly=complete
PA4743,0.053917487,rbfA,,ribosome-binding factor A,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4743&e1=1&assembly=complete
PA4744,0.053196919,infB,,translation initiation factor IF-2,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4744&e1=1&assembly=complete
PA5553,0.052579585000000005,atpC,,ATP synthase subunit epsilon,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5553&e1=1&assembly=complete
PA3162,0.052457345,rpsA,,30S ribosomal protein S1,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3162&e1=1&assembly=complete
PA4568,0.052374769,rplU,,50S ribosomal protein L21,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4568&e1=1&assembly=complete
PA4432,0.050700148,rpsI,,30S ribosomal protein S9,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4432&e1=1&assembly=complete
PA2971,0.05027808,PA2971,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2971&e1=1&assembly=complete
PA5471,0.049373211,PA5471,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5471&e1=1&assembly=complete
PA5559,0.049181874,atpE,,ATP synthase subunit C,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5559&e1=1&assembly=complete
PA1553,0.047335992,ccoO1,,cbb3-type cytochrome C oxidase subunit II,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1553&e1=1&assembly=complete
PA5316,0.047304869000000006,rpmB,,50S ribosomal protein L28,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5316&e1=1&assembly=complete
PA4567,0.046323261000000004,rpmA,,50S ribosomal protein L27,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4567&e1=1&assembly=complete
PA1586,0.045260163000000006,sucB,,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1586&e1=1&assembly=complete
PA2970,0.045153115,rpmF,,50S ribosomal protein L32,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2970&e1=1&assembly=complete
PA3656,0.044895099,rpsB,,30S ribosomal protein S2,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3656&e1=1&assembly=complete
