locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA4428,0.101667243,sspA,,stringent starvation protein A,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4428&e1=1&assembly=complete
PA3594,0.10082207700000001,PA3594,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3594&e1=1&assembly=complete
PA1545,0.092068307,PA1545,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1545&e1=1&assembly=complete
PA3483,0.090339839,PA3483,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3483&e1=1&assembly=complete
PA1709,0.08949112000000001,popD,,translocator outer membrane protein PopD,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1709&e1=1&assembly=complete
PA1909,0.08761376500000001,PA1909,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1909&e1=1&assembly=complete
PA2396,0.087417115,pvdF,,pyoverdine synthetase F,Nucleotide transport and metabolism,PvdS,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2396&e1=1&assembly=complete
PA4595,0.08251599,PA4595,,ABC transporter ATP-binding protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4595&e1=1&assembly=complete
PA0111,0.08248055300000001,PA0111,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0111&e1=1&assembly=complete
PA0449,0.08231590200000001,PA0449,,acyl-CoA thioesterase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0449&e1=1&assembly=complete
PA2571,0.079869149,PA2571,,two-component sensor,Signal transduction mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2571&e1=1&assembly=complete
PA0611,0.079069602,prtR,,HTH-type transcriptional regulator PrtR,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0611&e1=1&assembly=complete
PA3482,0.07901116500000001,metG,,methionine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3482&e1=1&assembly=complete
PA1624,0.078987086,PA1624,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1624&e1=1&assembly=complete
PA0044,0.07877318600000001,exoT,,exoenzyme T,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0044&e1=1&assembly=complete
PA4963,0.07608020600000001,PA4963,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4963&e1=1&assembly=complete
PA0082,0.07267119999999999,PA0082,,hypothetical protein,Function unknown,TagR1,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0082&e1=1&assembly=complete
PA1708,0.069372482,popB,,translocator protein PopB,Function unknown,ExsB,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1708&e1=1&assembly=complete
PA1633,0.06854415900000001,kdpA,,potassium-transporting ATPase subunit A,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1633&e1=1&assembly=complete
PA0675,0.067765536,vreI,,ECF sigma factor VreI,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0675&e1=1&assembly=complete
PA4941,0.065828972,hflC,,protease subunit HflC,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4941&e1=1&assembly=complete
PA0464,0.065142979,creC,,sensory histidine kinase CreC,Signal transduction mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0464&e1=1&assembly=complete
PA2225,0.064639399,PA2225,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2225&e1=1&assembly=complete
PA0179,0.06456152300000001,PA0179,,two-component response regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0179&e1=1&assembly=complete
PA2756,0.064548277,PA2756,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2756&e1=1&assembly=complete
PA1090,0.06309852,PA1090,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1090&e1=1&assembly=complete
PA2550,0.062584979,PA2550,,acyl-CoA dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2550&e1=1&assembly=complete
PA4284,0.059487896000000005,recB,,exodeoxyribonuclease V subunit beta,"Replication, recombination and repair",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4284&e1=1&assembly=complete
PA1153,0.058981818000000005,PA1153,,hypothetical protein,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1153&e1=1&assembly=complete
PA0714,0.058738136,PA0714,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0714&e1=1&assembly=complete
PA2280,0.057023408000000005,PA2280,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2280&e1=1&assembly=complete
PA4427,0.056556317,sspB,,ClpXP protease specificity-enhancing factor,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4427&e1=1&assembly=complete
PA2205,0.054096024000000006,PA2205,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2205&e1=1&assembly=complete
PA1752,0.053195427,PA1752,,2-dehydropantoate 2-reductase,Coenzyme transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1752&e1=1&assembly=complete
PA3899,0.052906153000000004,PA3899,,RNA polymerase sigma factor,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3899&e1=1&assembly=complete
PA5210,0.052798961000000005,PA5210,,secretion pathway ATPase,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5210&e1=1&assembly=complete
