locus,gene_weight,gene_name,gene_product,cog,regulator,Dnr,Anr,NorR,link
PA0521,0.1448367448,PA0521,cytochrome C oxidase subunit,Energy production and conversion,Dnr,True,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0521&e1=1&assembly=complete
PA0513,0.1386852924,PA0513,heme d1 biosynthesis protein NirG,Transcription,"Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0513&e1=1&assembly=complete
PA3394,0.1328268464,nosF,copper ABC transporter ATP-binding protein,Defense mechanisms,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3394&e1=1&assembly=complete
PA3395,0.1313847056,nosY,membrane protein NosY,Function unknown,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3395&e1=1&assembly=complete
PA0515,0.1292837746,PA0515,heme d1 biosynthesis protein NirD,Transcription,"Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0515&e1=1&assembly=complete
PA0522,0.12229463600000001,PA0522,hypothetical protein,Function unknown,Dnr,True,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0522&e1=1&assembly=complete
PA0526,0.120718532,PA0526,hypothetical protein,No COG annotation,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0526&e1=1&assembly=complete
PA0514,0.1174941682,nirL,heme d1 biosynthesis protein NirL,Transcription,"Anr,Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0514&e1=1&assembly=complete
PA3396,0.1171493339,nosL,acessory protein NosL,Energy production and conversion,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3396&e1=1&assembly=complete
PA0511,0.1027652102,nirJ,heme d1 biosynthesis protein NirJ,Energy production and conversion,"Anr,Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0511&e1=1&assembly=complete
PA0512,0.10195790810000001,PA0512,heme d1 biosynthesis protein NirH,Transcription,"Anr,Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0512&e1=1&assembly=complete
PA0520,0.0963598298,nirQ,denitrification regulatory protein NirQ,Function unknown,Dnr,True,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0520&e1=1&assembly=complete
PA2664,0.0885087068,fhp,flavohemoprotein,Energy production and conversion,NorR,False,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2664&e1=1&assembly=complete
PA0510,0.0728581028,PA0510,uroporphyrin-III C-methyltransferase,Coenzyme transport and metabolism,"Anr,Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0510&e1=1&assembly=complete
PA0509,0.066585798,nirN,cytochrome C,Energy production and conversion,"Anr,Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0509&e1=1&assembly=complete
PA2662,0.062347376700000005,PA2662,hypothetical protein,Inorganic ion transport and metabolism,NorR,False,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2662&e1=1&assembly=complete
PA2663,0.0587718042,ppyR,psl and pyoverdine operon regulator PpyR,No COG annotation,NorR,False,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2663&e1=1&assembly=complete
PA3912,0.0580556599,PA3912,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3912&e1=1&assembly=complete
PA3303a,0.0576761609,PA3303a,hypothetical protein,Function unknown,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3303a&e1=1&assembly=complete
PA3913,0.053713614900000005,PA3913,protease,"Post-translational modification, protein turnover,and chaperones",,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3913&e1=1&assembly=complete
PA3911,0.0527060951,PA3911,hypothetical protein,Lipid transport and metabolism,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3911&e1=1&assembly=complete
PA1137,0.052600454500000005,PA1137,oxidoreductase,Energy production and conversion,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1137&e1=1&assembly=complete
