locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigB,link
USA300HOU_RS11640,0.08965650400000001,mtlF,mannitol-specific phosphotransferase enzyme IIA component,Carbohydrate transport and metabolism,"mtlA,mtlR,mtlF,mtlD",MtlR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005498000
USA300HOU_RS11635,0.087566954,mtlR,PTS lactose transporter subunit IIB,Transcription,"mtlA,mtlR,mtlF,mtlD",MtlR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005496000
USA300HOU_RS12885,0.086085665,ydaG,general stress protein,Function unknown,,,False,
USA300HOU_RS10215,0.083076729,rbN,hypothetical protein,Function unknown,rbN,SigB,True,https://aureowiki.med.uni-greifswald.de/SAUPAN004898000
USA300HOU_RS08645,0.08129270100000001,USA300HOU_RS08645,hypothetical protein,No COG category,,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN004226000
USA300HOU_RS14440,0.080683763,USA300HOU_RS14440,hypothetical protein,No COG category,,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006403000
USA300HOU_RS12600,0.079957397,yghA,oxidoreductase,Function unknown,yghA,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005813000
USA300HOU_RS13770,0.07965383100000001,poxB,pyruvate oxidase,Amino acid transport and metabolism,"poxB,cidB,cidA",,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006196000
USA300HOU_RS13905,0.078685057,crtB,dehydrosqualene synthase,Lipid transport and metabolism,"crtN,crtB,crtQ,crtP,crtO",,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006226000
USA300HOU_RS11645,0.077938061,mtlD,mannitol-1-phosphate 5-dehydrogenase,Carbohydrate transport and metabolism,"mtlA,mtlR,mtlF,mtlD","MtlR,WalR",False,https://aureowiki.med.uni-greifswald.de/SAUPAN005500000
USA300HOU_RS02540,0.076060256,yjgF,RidA family protein,"Translation, ribosomal structure and biogenesis",,,False,
USA300HOU_RS04270,0.075696996,clfA,clumping factor A,"Cell cycle control, cell division, chromosome partitioning",clfA,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN002779000
USA300HOU_RS12445,0.07414619800000001,USA300HOU_RS12445,hypothetical protein,No COG category,,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005768000
USA300HOU_RS13410,0.07335491100000001,USA300HOU_RS13410,carboxymuconolactone decarboxylase family protein,Function unknown,,"SigB,WalR",True,https://aureowiki.med.uni-greifswald.de/SAUPAN006038000
USA300HOU_RS00350,0.07303277,ytpA,lysophospholipase,Lipid transport and metabolism,ytpA,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN000818000
USA300HOU_RS02545,0.07175176100000001,spovG,stage V sporulation protein G,Cell wall/membrane/envelope biogenesis,,,False,
USA300HOU_RS14035,0.071555346,yniA,fructosamine-3-kinase,Carbohydrate transport and metabolism,yniA,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006268000
USA300HOU_RS05390,0.069992169,USA300HOU_RS05390,hypothetical protein,No COG category,,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN003302000
USA300HOU_RS03055,0.06975597700000001,USA300HOU_RS03055,amino acid permease,Amino acid transport and metabolism,,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN002362000
USA300HOU_RS13900,0.069149707,crtN,dehydrosqualene desaturase,"Secondary metabolites biosynthesis, transport, and catabolism","crtN,crtB,crtQ,crtP,crtO",,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006225000
USA300HOU_RS14950,0.068245673,sqrdL,oxidoreductase,Function unknown,,,False,
USA300HOU_RS10880,0.065197003,dapE,succinyl-diaminopimelate desuccinylase,Amino acid transport and metabolism,dapE,"WalR,Genomic Island 9",False,https://aureowiki.med.uni-greifswald.de/SAUPAN005193000
USA300HOU_RS01745,0.06515585900000001,USA300HOU_RS01745,aldehyde reductase,No COG category,,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN001862000
USA300HOU_RS09680,0.064465966,mutF,bacitracin ABC transporter ATP-binding protein,Defense mechanisms,"spaE,mutF,coabC,spaC,spaB",,False,https://aureowiki.med.uni-greifswald.de/SAUPAN004574000
USA300HOU_RS14955,0.062400634,sqrdL,FAD-dependent pyridine nucleotide-disulfide oxidoreductase,Function unknown,,,False,
USA300HOU_RS14145,0.06233666,USA300HOU_RS14145,antibiotic biosynthesis monooxygenase,Function unknown,,"SigB,WalR",True,https://aureowiki.med.uni-greifswald.de/SAUPAN006310000
USA300HOU_RS10175,0.062096477000000004,yhbO,glutamine amidotransferase,Function unknown,yhbO,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN004860000
USA300HOU_RS14000,0.061629574000000006,USA300HOU_RS14000,alpha/beta hydrolase,Function unknown,,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006257000
USA300HOU_RS11150,0.061457638,rsbW,anti-sigma B factor RsbW,Signal transduction mechanisms,"sigB,rsbW,rsbV",,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005334000
USA300HOU_RS11145,0.060053821,sigB,RNA polymerase sigma factor SigB,Transcription,"sigB,rsbW,rsbV",,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005333000
USA300HOU_RS07250,0.059537538,wecD,N-acetyltransferase,Function unknown,"murG,wecD",,False,https://aureowiki.med.uni-greifswald.de/SAUPAN003844000
USA300HOU_RS13595,0.05872012200000001,ydaT,hypothetical protein,Function unknown,ydaT,VraS2,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006136000
USA300HOU_RS09675,0.057455944,spaE,hypothetical protein,Inorganic ion transport and metabolism,"spaE,mutF,coabC,spaC,spaB",,False,https://aureowiki.med.uni-greifswald.de/SAUPAN004573000
USA300HOU_RS11320,0.057432251000000004,sceD,transglycosylase SceD,Cell wall/membrane/envelope biogenesis,,,False,
USA300HOU_RS13190,0.05689427700000001,USA300HOU_RS13190,AraC family transcriptional regulator,Transcription,,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005983000
USA300HOU_RS13995,0.056722874000000006,USA300HOU_RS13995,amidohydrolase,Function unknown,,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006255000
USA300HOU_RS04260,0.055628241,USA300HOU_RS04260,hypothetical protein,No COG category,,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN002777000
USA300HOU_RS15095,0.055316157000000005,USA300HOU_RS15095,hypothetical protein,No COG category,,,False,
USA300HOU_RS13580,0.055199614,gntR,GntR family transcriptional regulator,Transcription,"gntP,gntK,gntR","GntR,CcpA",False,https://aureowiki.med.uni-greifswald.de/SAUPAN006132000
USA300HOU_RS13395,0.054811622000000004,USA300HOU_RS13395,hypothetical protein,No COG category,,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006033000
USA300HOU_RS04170,0.054557412000000007,yfhF,epimerase,Function unknown,yfhF,SigB,True,https://aureowiki.med.uni-greifswald.de/SAUPAN002697000
USA300HOU_RS11155,0.053510421,rsbV,anti-sigma B factor antagonist,Signal transduction mechanisms,"sigB,rsbW,rsbV",,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005335000
USA300HOU_RS03690,0.051025378,USA300HOU_RS03690,hypothetical protein,No COG category,"yvdD,yqxD",WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN002566000
USA300HOU_RS14645,0.050997111000000005,USA300HOU_RS14645,membrane protein,Function unknown,,SigB,True,https://aureowiki.med.uni-greifswald.de/SAUPAN006464000
USA300HOU_RS13830,0.050604497000000005,clpL,ATP-dependent Clp protease ATP-binding subunit,"Post-translational modification, protein turnover, and chaperones",clpL,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006210000
USA300HOU_RS14635,0.050496097000000004,hoxN,nickel transporter NixA,Inorganic ion transport and metabolism,hoxN,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006459000
USA300HOU_RS03670,0.050007289,USA300HOU_RS03670,hypothetical protein,No COG category,,SigB,True,https://aureowiki.med.uni-greifswald.de/SAUPAN002562000
USA300HOU_RS11630,0.049955042000000005,mtlA,PTS mannitol transporter subunit IICB,Carbohydrate transport and metabolism,"mtlA,mtlR,mtlF,mtlD",MtlR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005495000
USA300HOU_RS09305,0.049401738,USA300HOU_RS09305,hypothetical protein,No COG category,rsuA,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN004430000
USA300HOU_RS01640,0.049150379,USA300HOU_RS01640,peptide ABC transporter permease,Defense mechanisms,lolD,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN001230000
USA300HOU_RS12630,0.048820374,hutG,formimidoylglutamase,Amino acid transport and metabolism,hutG,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN005822000
USA300HOU_RS14120,0.048682336,USA300HOU_RS14120,hypothetical protein,No COG category,,"CodY,WalR",False,https://aureowiki.med.uni-greifswald.de/SAUPAN006303000
USA300HOU_RS14610,-0.049512661000000006,padR,PadR family transcriptional regulator,Transcription,padR,WalR,False,https://aureowiki.med.uni-greifswald.de/SAUPAN006449000
USA300HOU_RS01280,-0.0500223,USA300HOU_RS01280,PTS galactitol transporter subunit IIB,Carbohydrate transport and metabolism,,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN001117000
USA300HOU_RS02310,-0.06671267900000001,USA300HOU_RS02310,sodium-dependent transporter,Inorganic ion transport and metabolism,,"HisR,WalR",False,
USA300HOU_RS04325,-0.07886248600000001,USA300HOU_RS04325,hypothetical protein,No COG category,,,False,https://aureowiki.med.uni-greifswald.de/SAUPAN002809000
