locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SoxS,link
b0851,0.13864281620000002,nfsA,NADPH-dependent nitroreductase NfsA,Energy production and conversion,ybjC-nfsA-rimK-ybjN,"RpoD,Rob,MarA,OxyR,SoxS,SdsN",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11261
b2237,0.1307440101,inaA,putative lipopolysaccharide kinase InaA,Signal transduction mechanisms,inaA,"RpoD,MarA,Rob,SoxS,GlaR,gcvB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11422
b2962,0.1208185955,yggX,putative Fe(2(+))-trafficking protein,Energy production and conversion,mutY-yggX-mltC-nupG,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7532
b2963,0.1080545473,mltC,membrane-bound lytic murein transglycosylase C,Cell wall/membrane/envelope biogenesis,mutY-yggX-mltC-nupG,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7533
b1852,0.1076341427,zwf,NADP(+)-dependent glucose-6-phosphate dehydrogenase,Nucleotide transport and metabolism,zwf,"RpoD,YciT,Fur,Fnr,Cra,MarA,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11221
b1053,0.1070375645,mdtG,efflux pump MdtG,Amino acid transport and metabolism,mdtG,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11343
b0852,0.10674177900000001,rimK,ribosomal protein S6 modification protein,Nucleotide transport and metabolism,ybjC-nfsA-rimK-ybjN,"RpoD,Rob,MarA,OxyR,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10852
b2681,0.1038422103,ygaY,putative transporter YgaY%2C N-terminal fragment,Amino acid transport and metabolism,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7403
b0684,0.1024031837,fldA,flavodoxin 1,Energy production and conversion,fldA-uof-fur,SoxS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10318
b2898,0.101473933,ygfZ,folate-binding protein,Function unknown,ygfZ,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7511
b3519,0.09902236930000001,treF,cytoplasmic trehalase,Carbohydrate transport and metabolism,treF,"YfeD,RpoS,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12245
b1277,0.0986474101,ribA,GTP cyclohydrolase 2,Nucleotide transport and metabolism,ribA,"RpoD,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11331
b3238,0.0972290689,yhcN,DUF1471 domain-containing stress-induced protein YhcN,Function unknown,yhcN,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7683
b2895,0.09609633100000001,fldB,flavodoxin 2,Energy production and conversion,fldB,"RpoD,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12697
b2889,0.0958850042,idi,isopentenyl-diphosphate Delta-isomerase,Lipid transport and metabolism,idi,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7508
b3898,0.0953560168,frvX,peptidase M42 family protein,Carbohydrate transport and metabolism,frvABXR,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11862
b1276,0.0921886232,acnA,aconitate hydratase 1,Energy production and conversion,acnA,"RpoD,Rob,YcjW,ryhB,YidZ,RpoS,Fnr,ArcA,Cra,Crp,MarA,SoxS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11325
b1533,0.08844167010000001,eamA,cysteine/O-acetylserine exporter EamA,Amino acid transport and metabolism,eamA,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11639
b0478,0.08526049220000001,ybaL,putative transporter YbaL,Inorganic ion transport and metabolism,ybaL,"YidZ,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12623
b0449,0.0841233436,mdlB,ABC transporter family protein MdlB,Inorganic ion transport and metabolism,mdlAB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11622
b1534,0.08280199840000001,ydeE,dipeptide exporter,Amino acid transport and metabolism,ydeE,"Lrp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11640
b0447,0.0820894625,decR,DNA-binding transcriptional activator DecR,Transcription,decR,"RpoD,YbaO,SoxS,MarA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6247
b0448,0.0813739963,mdlA,ABC transporter family protein MdlA,Inorganic ion transport and metabolism,mdlAB,YbcM,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6248
b0762,0.0723691702,acrZ,multidrug efflux pump accessory protein AcrZ,"Intracellular trafficking, secretion, and vesicular transport",acrZ,"RpoD,Rob,SoxS,MarA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6396
b1451,0.07168779930000001,yncD,putative TonB-dependent outer membrane receptor,Inorganic ion transport and metabolism,yncD,ArcA,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6762
b0603,0.0676790495,ybdO,putative LysR family DNA-binding transcriptional regulator YbdO,Transcription,ybdO,"YeiE,YbdO",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6332
b4546,0.0663441456,ypeB,PF12843 family protein YpeB,Function unknown,ligA-ypeB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10462
b0462,0.06482224980000001,acrB,multidrug efflux pump RND permease AcrB,Defense mechanisms,acrAB,"PhoP,RpoD,MprA,AcrR,MarA,Rob,EnvR,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11704
b1461,0.0636682295,pptA,putative 4-oxalocrotonate tautomerase (4-OT),Function unknown,pptA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11761
b0389,0.063321133,yaiA,protein YaiA,Function unknown,aroL-yaiA-aroM,"RpoD,YfeC,TrpR,TyrR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11093
b0628,0.0632933692,lipA,lipoyl synthase,Coenzyme transport and metabolism,lipA,"YheO,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11306
b2411,0.0615461215,ligA,DNA ligase,"Replication, recombination and repair",ligA-ypeB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10534
b0168,0.0614046808,map,methionine aminopeptidase,Amino acid transport and metabolism,map-glnD-dapD,"MarA,Nac,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10570
b0578,0.0613038097,nfsB,NAD(P)H nitroreductase NfsB,Energy production and conversion,nfsB,"RpoD,Rob,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG50005
b0849,0.0589387592,grxA,reduced glutaredoxin 1,"Post-translational modification, protein turnover,and chaperones",grxA,OxyR,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10417
b0463,0.058468107500000005,acrA,multidrug efflux pump membrane fusion lipoprotein AcrA,Cell wall/membrane/envelope biogenesis,acrAB,"PhoP,RpoD,MprA,AcrR,MarA,Rob,EnvR,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11703
b0619,0.0560260398,dpiB,sensory histidine kinase DpiB,Signal transduction mechanisms,dpiBA,"Fnr,Crp,ArcA,NarL,DpiA,DcuR,ChiX",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6345
b0931,0.053987949300000004,pncB,nicotinate phosphoribosyltransferase,Nucleotide transport and metabolism,pncB,"RpoD,NadR,Crp,Lrp,ArcA",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10742
b3897,0.0524470384,frvR,putative transcriptional regulator FrvR,Carbohydrate transport and metabolism,frvABXR,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11861
b0285,0.0512383815,paoB,aldehyde dehydrogenase%2C FAD-binding subunit,Nucleotide transport and metabolism,paoABCD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6156
b4380,0.049718535,yjjI,DUF3029 domain-containing protein YjjI,Nucleotide transport and metabolism,yjjI,YciT,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12171
b1836,0.0496776359,yebV,protein YebV,Function unknown,yebV,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7009
b0096,0.0493506671,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Cell wall/membrane/envelope biogenesis,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,"RpoD,LexA,MraZ,PdhR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10265
b3520,0.049282669800000005,yhjB,putative DNA-binding transcriptional regulator YhjB,Transcription,yhjB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12246
b0952,0.0462493765,pqiC,intermembrane transport lipoprotein PqiC,Function unknown,pqiABC,"RpoD,RpoS,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6492
b0369,0.046057353100000004,hemB,porphobilinogen synthase,Coenzyme transport and metabolism,hemB,"RpoD,Nac,ryhB",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10428
b3662,0.0451726791,nepI,purine ribonucleoside exporter,Amino acid transport and metabolism,nepI,SoxS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11689
b0802,0.0443376734,ybiJ,DUF1471 domain-containing protein YbiJ,Function unknown,ybiJ,"YhaJ,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12422
b0853,0.0439411347,ybjN,protein YbjN,Function unknown,ybjC-nfsA-rimK-ybjN,"RpoD,Rob,MarA,OxyR,SoxS,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6447
b3160,0.0434800715,yhbW,putative luciferase-like monooxygenase,Energy production and conversion,yhbW,"ppGpp,MarA,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7654
b0870,0.0428616056,ltaE,low-specificity L-threonine aldolase,Amino acid transport and metabolism,hcp-hcr-poxB-ltaE-ybjT,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6455
b2413,0.0426402774,cysZ,sulfate:H(+) symporter,Amino acid transport and metabolism,cysZ,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10003
b2646,0.042203365300000004,ypjF,CP4-57 prophage%3B toxin of the YpjF-YfjZ toxin-antitoxin system,Function unknown,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7381
b2966,0.0414166911,yqgA,DUF554 domain-containing protein YqgA,Function unknown,yqgA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7534
b0766,0.0410653569,ybhA,pyridoxal phosphate/fructose-1%2C6-bisphosphate phosphatase,Function unknown,ybhA,YcjW,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11239
b0124,0.0407455605,gcd,quinoprotein glucose dehydrogenase,Carbohydrate transport and metabolism,gcd,"RpoD,Crp,IHF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10369
b3207,0.0404108596,yrbL,protein kinase-like domain-containing protein YrbL,Transcription,yrbL,"YcjW,SoxR,SoxS,BasR,PhoP",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7667
b0951,0.0402223662,pqiB,intermembrane transport protein PqiB,"Secondary metabolites biosynthesis, transport, and catabolism",pqiABC,"RpoD,RpoS,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6491
b2964,0.0401272621,nupG,nucleoside:H(+) symporter NupG,Carbohydrate transport and metabolism,mutY-yggX-mltC-nupG,"RpoD,DeoR,Crp,CytR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10664
b0284,0.0397791978,paoC,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,Nucleotide transport and metabolism,paoABCD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6155
b3146,0.039084134,rsmI,16S rRNA 2'-O-ribose C1402 methyltransferase,"Translation, ribosomal structure and biogenesis",rsmI,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7641
b0160,0.0385665341,dgt,dGTP triphosphohydrolase,Nucleotide transport and metabolism,dgt,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10225
b1101,0.038418793300000004,ptsG,glucose-specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,ptsG,"RpoD,sgrS,Crp,ArcA,Mlc,Fis,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10787
b0167,0.0382921742,glnD,PII uridylyltransferase/uridylyl removing enzyme,"Post-translational modification, protein turnover,and chaperones",map-glnD-dapD,"Fur,Fnr,MarA,Rob,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11411
b2390,0.038225761500000004,ypeC,DUF2502 domain-containing protein YpeC,Function unknown,ypeC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7252
b2558,0.0376564759,mltF,membrane-bound lytic murein transglycosylase F,Cell wall/membrane/envelope biogenesis,mltF,"RpoD,Rob,YidZ,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11373
b1047,0.0373714557,opgC,protein required for succinyl modification of osmoregulated periplasmic glucans,Lipid transport and metabolism,opgC,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6552
b1218,0.0359595699,chaC,glutathione-specific gamma-glutamylcyclotransferase,Inorganic ion transport and metabolism,chaBC,"RpoN,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12403
b1851,0.0358900995,edd,phosphogluconate dehydratase,Amino acid transport and metabolism,edd-eda,"RpoD,KdgR,Cra,GntR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10257
b2299,0.0352764667,yfcD,putative Nudix hydrolase,Lipid transport and metabolism,yfcD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7191
b1431,0.0349371667,ydcL,DUF3313 domain-containing lipoprotein YdcL,Cell wall/membrane/envelope biogenesis,ydcL,"Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6742
b0469,0.0348332445,apt,adenine phosphoribosyltransferase,Nucleotide transport and metabolism,apt,"RpoD,ppGpp,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10051
b0950,0.0340690762,pqiA,intermembrane transport protein PqiA,Function unknown,pqiABC,"RpoD,RpoS,ppGpp,MarA,SoxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6490
b0767,0.0339875337,pgl,6-phosphogluconolactonase,Nucleotide transport and metabolism,pgl,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6397
b2174,0.0339434351,lpxT,Kdo2-lipid A phosphotransferase,Lipid transport and metabolism,yeiR-lpxT,"RpoD,ppGpp,micA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7146
b2173,0.033684588200000004,yeiR,zinc-binding GTPase YeiR,Function unknown,yeiR-lpxT,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12104
b3198,0.0333697686,kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,Nucleotide transport and metabolism,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7663
b3036,0.0330357354,ygiA,putative protein YgiA,No COG annotation,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11163
b0342,0.0330260328,lacA,galactoside O-acetyltransferase,Function unknown,lacZYA,"RpoD,Crp,MarA,H-NS,LacI",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10524
b1051,0.0329777242,msyB,acidic protein that suppresses heat sensitivity of a secY mutant,Function unknown,msyB,"RpoS,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11338
b3546,0.0325864592,eptB,Kdo2-lipid A phosphoethanolamine 7''-transferase,Function unknown,eptB,"RpoD,YcjW,RpoE,mgrR,Lrp,arcZ",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12267
b3035,0.0324046423,tolC,outer membrane channel TolC,Cell wall/membrane/envelope biogenesis,tolC-ygiABC,"PhoP,Rob,SoxS,RpoS,MarA,OmpR,sdsR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11009
b3201,0.032317233,lptB,lipopolysaccharide transport system ATP binding protein,Inorganic ion transport and metabolism,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,"RpoD,RpoE",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11680
b2961,0.0322968601,mutY,adenine DNA glycosylase,"Replication, recombination and repair",mutY-yggX-mltC-nupG,Lrp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10627
b0138,0.032079158600000005,yadM,putative fimbrial protein YadM,Cell motility,,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12327
b0161,0.031781142000000005,degP,periplasmic serine endoprotease DegP,"Post-translational modification, protein turnover,and chaperones",degP,"RpoE,H-NS,CpxR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10463
b0476,0.0315754732,aes,acetylesterase,Lipid transport and metabolism,aes,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11101
b0376,0.0309518847,ampH,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,Cell wall/membrane/envelope biogenesis,ampH,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12867
b1214,0.0309153505,ychA,transglutaminase-like/TPR repeat-containing protein,Function unknown,ychQA-kdsA,"RpoD,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11251
b0024,0.030885164000000003,yaaY,DUF2575 domain-containing protein YaaY,Function unknown,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6087
b0686,0.0308795257,ybfF,esterase,Function unknown,ybfF,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11776
b0620,0.030604368700000002,dpiA,DNA-binding transcriptional dual regulator DpiA,Transcription,dpiBA,"Fnr,Crp,ArcA,NarL,DpiA,DcuR,ChiX",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6346
b3199,0.0305102829,lptC,lipopolysaccharide transport system protein LptC,"Intracellular trafficking, secretion, and vesicular transport",yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7664
b3200,0.0305021288,lptA,lipopolysaccharide transport system protein LptA,Function unknown,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,"RpoD,RpoE",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7665
b3961,-0.0334346675,oxyR,DNA-binding transcriptional dual regulator OxyR,Transcription,oxyR,"RpoD,RpoS,Crp,OxyR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10681
b2504,-0.033711014500000004,yfgG,protein YfgG,Function unknown,yfgG,"Nac,RpoD",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7315
b4396,-0.1041163164,rob,DNA-binding transcriptional dual regulator Rob,Transcription,rob,"MarA,Rob,SoxS,OmpR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11366
