locus,gene_weight,gene_name,gene_product,cog,regulator,DksA,link
b4202,0.1039035427805466,rpsR,30S ribosomal subunit protein S18,"Translation, ribosomal structure and biogenesis","RpoD,Crp,ppGpp,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10917
b3301,0.1025549757784791,rplO,50S ribosomal subunit protein L15,"Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10876
b3302,0.1021410167620545,rpmD,50S ribosomal subunit protein L30,"Translation, ribosomal structure and biogenesis","RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10888
b3321,0.1012069570910687,rpsJ,30S ribosomal subunit protein S10,"Translation, ribosomal structure and biogenesis","RpoD,YdhB,Fnr,ArcA,ppGpp,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10909
b3304,0.1010854134821848,rplR,50S ribosomal subunit protein L18,"Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10879
b4203,0.1005338905873224,rplI,50S ribosomal subunit protein L9,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,Crp,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10870
b4201,0.0993971773010624,priB,primosomal replication protein N,"Replication, recombination and repair","RpoD,Crp,ppGpp,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10764
b3305,0.096090547112947,rplF,50S ribosomal subunit protein L6,"Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10869
b3984,0.092405119662419,rplA,50S ribosomal subunit protein L1,"Translation, ribosomal structure and biogenesis","ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10864
b4200,0.0923967027491086,rpsF,30S ribosomal subunit protein S6,"Translation, ribosomal structure and biogenesis","RpoD,Crp,ppGpp,GlaR,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10905
b3307,0.0892186120527114,rpsN,30S ribosomal subunit protein S14,"Translation, ribosomal structure and biogenesis","YcjW,ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10913
b3983,0.0882124154512815,rplK,50S ribosomal subunit protein L11,"Translation, ribosomal structure and biogenesis","ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10872
b3306,0.088012442538253,rpsH,30S ribosomal subunit protein S8,"Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10907
b3230,0.0849421141449703,rpsI,30S ribosomal subunit protein S9,"Translation, ribosomal structure and biogenesis","RpoD,YdcN,Fnr,Fis,ppGpp,Crp,RplM,SrmB,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10908
b3300,0.0845964310260884,secY,Sec translocon subunit SecY,"Intracellular trafficking, secretion, and vesicular transport","ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10766
b3231,0.0836304704577007,rplM,50S ribosomal subunit protein L13,"Translation, ribosomal structure and biogenesis","RpoD,Fnr,Fis,ppGpp,Crp,RplM,SrmB,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10874
b3296,0.0827477271163683,rpsD,30S ribosomal subunit protein S4,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10903
b3299,0.081616309875289,rpmJ,50S ribosomal subunit protein L36,"Translation, ribosomal structure and biogenesis","YeiE,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11232
b2607,0.0815736091979152,trmD,tRNA m(1)G37 methyltransferase,"Translation, ribosomal structure and biogenesis","RpoD,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11023
b3295,0.0811689937075816,rpoA,RNA polymerase subunit alpha,Transcription,"RpoD,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10893
b2606,0.0796671971264987,rplS,50S ribosomal subunit protein L19,"Translation, ribosomal structure and biogenesis","RpoD,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10880
b3309,0.079473936869543,rplX,50S ribosomal subunit protein L24,"Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10884
b3294,0.0792981354538508,rplQ,50S ribosomal subunit protein L17,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10878
b3340,0.0792524120485025,fusA,elongation factor G,"Translation, ribosomal structure and biogenesis","RpoE,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10360
b2185,0.0772646707415049,rplY,50S ribosomal subunit protein L25,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,RplY,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10885
b3308,0.0759205922158585,rplE,50S ribosomal subunit protein L5,"Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10868
b3297,0.0751187078852453,rpsK,30S ribosomal subunit protein S11,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10910
b0170,0.0747011476758712,tsf,protein chain elongation factor EF-Ts,"Translation, ribosomal structure and biogenesis","RpoD,RpsB,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11033
b3341,0.0744322888480774,rpsG,30S ribosomal subunit protein S7,"Translation, ribosomal structure and biogenesis","ppGpp,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10906
b2608,0.0738850199595324,rimM,ribosome maturation factor RimM,"Translation, ribosomal structure and biogenesis","RpoD,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11153
b2609,0.0735516220206377,rpsP,30S ribosomal subunit protein S16,"Translation, ribosomal structure and biogenesis","RpoD,YihW,YebK,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10915
b3986,0.07137139142494,rplL,50S ribosomal subunit protein L12,"Translation, ribosomal structure and biogenesis","ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10873
b1717,0.0709860209674141,rpmI,50S ribosomal subunit protein L35,"Translation, ribosomal structure and biogenesis","RpoD,YeiE,NsrR,RplT,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11231
b3298,0.0707059239473961,rpsM,30S ribosomal subunit protein S13,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10912
b3342,0.0698749021751985,rpsL,30S ribosomal subunit protein S12,"Translation, ribosomal structure and biogenesis","YqhC,ppGpp,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10911
b3310,0.0694438408644322,rplN,50S ribosomal subunit protein L14,"Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10875
b0169,0.0663783190459578,rpsB,30S ribosomal subunit protein S2,"Translation, ribosomal structure and biogenesis","RpoD,RpsB,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10901
b3985,0.0646696408578131,rplJ,50S ribosomal subunit protein L10,"Translation, ribosomal structure and biogenesis","ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10871
b3166,0.0640835807722092,truB,tRNA pseudouridine(55) synthase,"Translation, ribosomal structure and biogenesis","RpoD,Fis,ArgR,ppGpp,Crp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11177
b3167,0.0630659320865038,rbfA,30S ribosome binding factor,"Translation, ribosomal structure and biogenesis","RpoD,Fis,ArgR,Crp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11178
b3988,0.0598898025090434,rpoC,RNA polymerase subunit beta',Transcription,"RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10895
b1089,0.0586186916943894,rpmF,50S ribosomal subunit protein L32,"Translation, ribosomal structure and biogenesis",,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10890
