locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Zur,link
PP_3322,0.1859252743050218,hemBB,porphobilinogen synthase (delta-aminolevulinic acid dehydratase),Coenzyme transport and metabolism,Op2155,Zur,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3322&e1=1&assembly=complete
PP_0505,0.1644496803790423,PP_0505,conserved protein of unknown function,Function unknown,Op328,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0505&e1=1&assembly=complete
PP_3323,0.1328693881654731,PP_3323,CobW/P47K family protein,Function unknown,Op2156,"Zur,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3323&e1=1&assembly=complete
PP_5359,0.1327592379208874,PP_5359,CobW/P47K family protein,Function unknown,Op3514,Zur,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5359&e1=1&assembly=complete
PP_3324,0.1084583213006499,folEB,GTP cyclohydrolase I,Nucleotide transport and metabolism,Op2156,"Zur,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3324&e1=1&assembly=complete
PP_0118,0.0881483203749903,znuC,zinc import ATP-binding protein,Inorganic ion transport and metabolism,Op82,Zur,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0118&e1=1&assembly=complete
PP_0119,0.0840844006202525,zur,putative zinc uptake regulation protein ZUR,Transcription,Op82,Zur,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0119&e1=1&assembly=complete
PP_0117,0.0840343045091473,znuB,Zn(2+) ABC transporter - permease subunit,Inorganic ion transport and metabolism,Op82,"Zur,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0117&e1=1&assembly=complete
PP_0509,0.0822106327215927,PP_0509,conserved protein of unknown function,No COG annotation,Op330,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0509&e1=1&assembly=complete
PP_0120,0.0752860975378348,PP_0120,putative zinc ABC transporter,Inorganic ion transport and metabolism,Op83,Zur,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0120&e1=1&assembly=complete
PP_0130,0.071705690127487,amiD,1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase,Defense mechanisms,Op90,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0130&e1=1&assembly=complete
PP_2418,0.0676572568405855,PP_2418,putative cobalamin ABC transporter%2C periplasmic,Inorganic ion transport and metabolism,Op1565,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2418&e1=1&assembly=complete
PP_2416,0.0554201392515138,PP_2416,putative Iron ABC transporter%2C ATP-binding protein,Inorganic ion transport and metabolism,Op1565,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2416&e1=1&assembly=complete
PP_0131,0.0509418350640728,PP_0131,putative membrane-anchored phosphodiesterase,Signal transduction mechanisms,Op91,FleQ,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0131&e1=1&assembly=complete
PP_2417,0.0474966414867072,PP_2417,putative Iron ABC transporter%2C permease protein,Inorganic ion transport and metabolism,Op1565,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2417&e1=1&assembly=complete
PP_5307,0.0428619068201932,exbD,TonB-gated outer membrane transporter - gating inner membrane protein,"Intracellular trafficking, secretion, and vesicular transport",Op3474,"TurA,FleQ",False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5307&e1=1&assembly=complete
PP_4273,0.0408631176130694,PP_4273,Transcriptional regulator%2C MerR family,Transcription,Op2769,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4273&e1=1&assembly=complete
PP_1523,0.0400222229357272,PP_1523,conserved protein of unknown function,No COG annotation,Op961,GacA,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1523&e1=1&assembly=complete
PP_1524,0.0382450900816475,rlmAA,23S rRNA m1G745 methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",Op961,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1524&e1=1&assembly=complete
PP_5138,-0.0415930006724829,PP_5138,putative transcriptional regulator LysR family,Transcription,Op3343,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5138&e1=1&assembly=complete
PP_5139,-0.0435442321303384,cadA-III,cadmium translocating P-type ATPase,Inorganic ion transport and metabolism,Op3343,CadR,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5139&e1=1&assembly=complete
