locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM1414,0.1391556771,ssaV,secretion system apparatus protein,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1414
STM1412,0.13855069250000002,ssaL,secretion system apparatus protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1412
STM1396,0.1374339929,ssaE,secretion system effector,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1396
STM1395,0.1342728886,ssaD,secretion system apparatus protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1395
STM1088,0.1303563781,pipB,Pathogenicity island encoded protein: SPI5,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1088
STM0972,0.127541873,STM0972,homologous to secreted protein sopD,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0972
STM1403,0.1251128,sscB,secretion system chaparone,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1403
STM1415,0.11942215960000001,ssaN,secretion system apparatus protein,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1415
STM1416,0.1175671175,ssaO,secretion system apparatus protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1416
STM1603,0.1087744862,yncJ,putative periplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1603
STM2138,0.1064497304,STM2138,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2138
STM2780,0.10525748880000001,STM2780,pipB-like protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2780
STM1422,0.1016590909,ssaU,secretion system apparatus protein,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1422
STM2139,0.0987202269,STM2139,putative inner membrane protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2139
STM1404,0.09292820630000001,sseF,secretion system effector,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1404
STM1417,0.0899738373,ssaP,secretion system apparatus protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1417
STM1224,0.0838095792,sifA,lysosomal glycoprotein (lgp)-containing structures,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1224
STM1391,0.0812535392,ssrB,secretion system regulator: transcriptional activator,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1391
STM2137,0.0739246538,STM2137,putative cytoplasmic protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2137
STM1601,0.06855434540000001,ugtL,putative membrane protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1601
STM1418,0.06661664070000001,ssaQ,secretion system apparatus protein,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1418
STM1405,0.0655407088,sseG,secretion system effector,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1405
STM1392,0.053742854300000004,ssrA,secretion system regulator: Sensor component,Signal transduction mechanisms,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1392
