locus,gene_weight,gene_name,gene_product,cog,regulator,RpoS,link
b2086,0.0879608272407157,yegS,lipid kinase,Nucleotide transport and metabolism,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7123
b1341,0.0874961542529198,dgcM,diguanylate cyclase DgcM,Signal transduction mechanisms,"ppGpp,Lrp,omrA,omrB,rprA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6673
b3153,0.0868290610775426,yhbO,protein/nucleic acid deglycase 2,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7647
b3336,0.0855281285088767,bfr,bacterioferritin,Inorganic ion transport and metabolism,"ryhB,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10113
b1668,0.0839477038516754,ydhS,FAD/NAD(P) binding domain-containing protein YdhS,Function unknown,"YdcN,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6896
b2097,0.0829332434701377,fbaB,fructose-bisphosphate aldolase class I,Nucleotide transport and metabolism,"YfeD,RpoS,Cra,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7129
b2130,0.0823729386005429,yehY,glycine betaine ABC transporter membrane subunit YehY,Inorganic ion transport and metabolism,"RpoH,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12011
b0581,0.0823215350890865,ybdK,carboxylate-amine ligase,Nucleotide transport and metabolism,"ppGpp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6326
b0384,0.0820137067428794,psiF,PsiF family protein,Function unknown,"RpoD,PhoB",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11401
b0707,0.0812481347973735,ybgA,DUF1722 domain-containing protein YbgA,Function unknown,"RpoS,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11108
b0453,0.0804740319415621,ybaY,PF09619 family lipoprotein YbaY,Function unknown,oxyS,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6250
b2665,0.0773400921536186,kbp,K(+) binding protein,Function unknown,"RpoS,CpxR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7395
b1480,0.0758240076617964,sra,30S ribosomal subunit protein S22,"Translation, ribosomal structure and biogenesis","OmpR,RpoS,IHF,Fis,RcsB,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11508
b0325,0.0745851750160272,yahK,aldehyde reductase%2C NADPH-dependent,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6190
b1927,0.0721753544465333,amyA,alpha-amylase,Carbohydrate transport and metabolism,RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11387
b2661,0.0716798347330892,gabD,NADP(+)-dependent succinate-semialdehyde dehydrogenase,Energy production and conversion,"RpoD,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11329
b2128,0.0713304274973428,yehW,glycine betaine ABC transporter membrane subunit YehW,Inorganic ion transport and metabolism,"RpoH,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12009
b2129,0.0710066546983829,yehX,glycine betaine ABC transporter ATP binding subunit YehX,Inorganic ion transport and metabolism,"YidZ,RpoH,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12010
b2543,0.0708959468338696,yphA,putative inner membrane protein,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7337
b1482,0.0676506221757439,osmC,osmotically inducible peroxiredoxin,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoS,H-NS,ppGpp,Lrp,RcsB,NhaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10680
b1739,0.0672983269312494,osmE,osmotically-inducible lipoprotein OsmE,Cell wall/membrane/envelope biogenesis,"RpoD,YeiE,RpoS,IHF,ppGpp,Fis",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10044
b1847,0.0671534477445258,yebF,secreted protein YebF,Function unknown,"Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11807
b2137,0.0655106114791457,yohF,putative oxidoreductase with NAD(P)-binding Rossmann-fold domain,Lipid transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12019
b1197,0.0648809024592101,treA,periplasmic trehalase,Carbohydrate transport and metabolism,"YdcN,RpoS,Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11017
b2809,0.0642690856446181,ygdI,DUF903 domain-containing lipoprotein YgdI,Cell wall/membrane/envelope biogenesis,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7453
b2662,0.0641446814317967,gabT,4-aminobutyrate aminotransferase GabT,Amino acid transport and metabolism,"RpoD,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10361
b3361,0.0626049331827677,fic,putative adenosine monophosphate--protein transferase Fic,"Cell cycle control, cell division, chromosome partitioning",RpoS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10307
b2127,0.0601313482069522,mlrA,DNA-binding transcriptional activator MlrA,Transcription,"RpoD,RpoS,FliZ",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12008
b1519,0.0599804056327782,tam,trans-aconitate 2-methyltransferase,"Translation, ribosomal structure and biogenesis","RpoS,Crp,ppGpp,LsrR,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6806
b0812,0.059339541179327,dps,stationary phase nucleoid protein that sequesters iron and protects DNA from damage,Inorganic ion transport and metabolism,"OxyR,RpoD,oxyS,RpoS,IHF,MntR,ppGpp,Fis,H-NS,ArgR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11415
b3099,0.0581984420968064,yqjE,conserved inner membrane protein YqjE,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7613
b1955,0.05786318093391,yedP,putative mannosyl-3-phosphoglycerate phosphatase,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7048
b3098,0.0576996196230586,yqjD,ribosome- and membrane-associated DUF883 domain-containing protein YqjD,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7612
b1724,0.0570983918822063,ydiZ,protein YdiZ,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6929
b3100,0.0565293896776137,yqjK,conserved protein YqjK,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7614
b3097,0.0553133178078517,yqjC,DUF1090 domain-containing protein YqjC,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7611
b3524,0.0547342278224483,yhjG,AsmA family protein YhjG,Cell wall/membrane/envelope biogenesis,RpoS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12251
b2347,0.0544475958761677,yfdC,inner membrane protein YfdC,Inorganic ion transport and metabolism,GlaR,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7217
b3548,0.0530114726946562,yhjY,conserved protein YhjY,Cell motility,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12269
b1536,0.0529557331621358,ydeI,BOF family protein YdeI,Function unknown,"RpoD,RcdA",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11644
b1449,0.0517651385020944,curA,NADPH-dependent curcumin/dihydrocurcumin reductase,Function unknown,"Nac,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6760
b3588,0.0514979480470751,aldB,aldehyde dehydrogenase B,Energy production and conversion,"RpoS,Crp,Fis",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12292
b2660,0.0512463698518597,lhgO,L-2-hydroxyglutarate oxidase,Energy production and conversion,"YidZ,RpoS,H-NS,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12387
b0788,0.0504903583103854,ybhN,conserved inner membrane protein YbhN,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6405
b3362,0.0504555506509098,yhfG,DUF2559 domain-containing protein YhfG,Function unknown,RpoS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12374
b4127,0.0491559699286824,yjdJ,putative N-acetyltransferase YjdJ,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7829
b1440,0.0481323440948854,ydcS,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase,Inorganic ion transport and metabolism,"RpoS,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6751
b3102,0.0468563516383628,yqjG,glutathionyl-hydroquinone reductase YqjG,"Post-translational modification, protein turnover,and chaperones",,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7616
b0456,0.0467063593359734,ybaA,DUF1428 domain-containing protein YbaA,Function unknown,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11099
b1454,0.0466707787720407,yncG,putative glutathione S-transferase YncG,"Post-translational modification, protein turnover,and chaperones",,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6765
b4126,0.0451149910241004,yjdI,PF06902 family protein YjdI,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7828
b2602,0.0443181114821064,yfiL,DUF2799 domain-containing lipoprotein YfiL,Function unknown,"Nac,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12446
b1678,0.0432786385945373,ldtE,L%2CD-transpeptidase LdtE,Cell wall/membrane/envelope biogenesis,"YdcR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6904
b0806,0.0422263998624921,mcbA,DUF1471 domain-containing protein McbA,Function unknown,"RpoD,McbR,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6415
b3024,0.0419309795521524,ygiW,BOF family protein YgiW,Function unknown,"Lrp,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7574
b2112,0.0417588345909957,yehE,DUF2574 domain-containing protein YehE,Function unknown,"Nac,GlaR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11991
b1646,0.041458638178584,sodC,superoxide dismutase (Cu-Zn),Inorganic ion transport and metabolism,"YeiE,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6886
b1258,0.0404420146439402,yciF,DUF892 domain-containing protein YciF,Function unknown,"RpoS,McbR,H-NS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11126
b2741,0.0396272325254183,rpoS,RNA polymerase%2C sigma S (sigma 38) factor,Transcription,"RpoD,rprA,oxyS,arcZ,dsrA,Fur,GadX,ArcA,Crp,ppGpp,MqsA,DksA,cyaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10510
b0865,0.0384422886093395,ybjP,DUF3828 domain-containing lipoprotein YbjP,Cell wall/membrane/envelope biogenesis,"YbaQ,RpoS,ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6450
b1450,0.0383646368889758,mcbR,DNA-binding transcriptional dual regulator McbR,Transcription,YgiV,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6761
b2663,0.0380672462065639,gabP,4-aminobutyrate:H(+) symporter,Amino acid transport and metabolism,"RpoD,YddM,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11330
b0808,0.0375401176246789,ybiO,moderate conductance mechanosensitive channel,Cell wall/membrane/envelope biogenesis,"YciT,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6417
b0906,0.0373994754392114,ycaP,DUF421 domain-containing protein YcaP,Function unknown,"YciT,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6469
b3494,0.0370421817802009,uspB,putative universal stress (ethanol tolerance) protein B,Function unknown,"RpoS,IHF,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12231
b0837,0.0366126612715959,yliI,aldose sugar dehydrogenase YliI,Carbohydrate transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6437
b1217,0.0363569063291283,chaB,putative cation transport regulator ChaB,Transcription,GlaR,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12402
b0186,0.0359874250787098,ldcC,lysine decarboxylase 2,Amino acid transport and metabolism,"YfeC,RpoS,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6094
b1428,0.0357610328373605,ydcK,putative enzyme YdcK,Function unknown,"YheO,ppGpp,Lrp,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6741
b3268,0.0351788083436278,yhdW,putative ABC transporter periplasmic binding protein YhdW,No COG annotation,"NtrC,RpoN,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12834
b0643,0.0345694103864839,ybeL,DUF1451 domain-containing protein YbeL,"Translation, ribosomal structure and biogenesis",ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12851
b1441,0.0336425664008776,ydcT,putative ABC transporter ATP-binding protein YdcT,Inorganic ion transport and metabolism,"YeiE,RpoS,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6752
b4248,0.0334182491290007,yjgH,RutC family protein YjgH,"Translation, ribosomal structure and biogenesis","ppGpp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7879
b1967,0.0321655769601608,hchA,protein/nucleic acid deglycase 1,"Translation, ribosomal structure and biogenesis","RpoD,RpoS,ppGpp,H-NS,ArgR,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7055
b4217,0.032099598137726,ytfK,DUF1107 domain-containing protein YtfK,Function unknown,"PhoB,RpoS,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7872
b3496,0.0316025277054705,dtpB,dipeptide/tripeptide:H(+) symporter DtpB,"Intracellular trafficking, secretion, and vesicular transport","YfeC,Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12232
b3830,0.0313854403037947,ysgA,putative dienelactone hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,Fnr,ppGpp,gcvB",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7804
b3012,0.0307221045966091,dkgA,methylglyoxal reductase DkgA,Function unknown,"RpoD,RpoS,YqhC,ppGpp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7565
b1725,0.0306715181990133,yniA,putative kinase YniA,Carbohydrate transport and metabolism,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6930
b1512,-0.032742138671292,lsrR,DNA-binding transcriptional repressor LsrR,Transcription,"RpoD,Crp,LsrR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6799
b4182,-0.0327586378173456,yjfJ,putative transcriptional regulator effector protein,Transcription,YidZ,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7847
b4181,-0.0349085640965134,yjfI,conserved protein YjfI,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7846
