locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,YtrA,link
SACI_RS11115,0.06401424335491905,Saci_2297,Saci_2297,pirin family protein (family of iron-dependent cotranscription factors),General Function Prediction Only,Op1397,Saci_2296,False,https://www.uniprot.org/uniprot/A0A0U3FGP5
SACI_RS04865,0.06384777492468756,Saci_1019,Saci_1019,small multi-drug export protein,Function Unknown,Op535,,False,https://www.uniprot.org/uniprot/A0A0U2XZL5
SACI_RS10995,0.05965428595696207,glpC,Saci_2273,glycerol-3-phosphate dehydrogenase,Energy production and conversion,Op1380,,False,https://www.uniprot.org/uniprot/A0A0U2YA01
SACI_RS11050,-0.05947396465264055,patZ,Saci_2284,GNAT family N-acetyltransferase,Transcription,Op1390,,False,https://www.uniprot.org/uniprot/A0A0U3H4I3
SACI_RS08785,-0.06043330884472594,Saci_1832,Saci_1832,YkgJ family cysteine cluster protein,General Function Prediction Only,Op1053,aCPSF2-stat,False,https://www.uniprot.org/uniprot/A0A0U3H546
SACI_RS00955,-0.06138860754593476,Saci_0198,Saci_0198,thioredoxin domain-containing protein,"Posttranslational modification, protein turnover, chaperones",Op104,,False,https://www.uniprot.org/uniprot/A0A0U3FY45
SACI_RS10730,-0.0617480065384529,Saci_2219,Saci_2219,hypothetical protein,Lipid transport and metabolism,Op1347,,False,https://www.uniprot.org/uniprot/A0A0U2Y2D3
SACI_RS10515,-0.0625621636171651,Saci_2175,Saci_2175,hypothetical protein,No arCOG annotation,Op1312,,False,https://www.uniprot.org/uniprot/A0A0U3H4S7
SACI_RS05085,-0.06376383705683775,Saci_1065,Saci_1065,ABC transporter permease,Function Unknown,Op567,,False,https://www.uniprot.org/uniprot/A0A0U3GJ67
SACI_RS09315,-0.06543132681598214,Saci_1931,Saci_1931,hypothetical protein,Function Unknown,Op1135,,False,https://www.uniprot.org/uniprot/A0A0U2NHA4
SACI_RS10705,-0.06857241854834586,Saci_2214,Saci_2214,hypothetical protein,No arCOG annotation,Op1342,,False,https://www.uniprot.org/uniprot/A0A0U3GXE1
SACI_RS05090,-0.07273156183075784,btuD_6,Saci_1066,ATP-binding cassette domain-containing protein,Inorganic ion transport and metabolism,Op567,,False,https://www.uniprot.org/uniprot/A0A0U3GK01
SACI_RS02440,-0.07358202839981665,Saci_0506,Saci_0506,hypothetical protein,No arCOG annotation,Op291,,False,https://www.uniprot.org/uniprot/A0A0U3FFQ9
SACI_RS09830,-0.07903025208181515,glpK2,Saci_2033,glycerol kinase GlpK,Energy production and conversion,Op1211,,False,https://www.uniprot.org/uniprot/M1IFR6
SACI_RS07300,-0.08109123550123444,SACI_RS07300,,integrase,No arCOG annotation,Op845,,False,https://www.uniprot.org/uniprot/UPI000B5A97B4
SACI_RS11105,-0.08447217750372553,hpaD,Saci_2295,"3,4-dihydroxyphenylacetate 2,3-dioxygenase, catechol 2,3-dioxygenase/lactoylglutathione lyase family enzyme",Amino acid transport and metabolism,Op1395,YtrA,True,https://www.uniprot.org/uniprot/A0A0U3HN78
SACI_RS05730,-0.08584915753289431,msrP,Saci_1202,sulfite oxidase-like oxidoreductase,General Function Prediction Only,Op663,YtrA,True,https://www.uniprot.org/uniprot/A0A0U3H9K7
SACI_RS10055,-0.08656528212343532,Saci_2080,Saci_2080,type II toxin-antitoxin system VapC family toxin,Defense mechanisms,Op1238,,False,https://www.uniprot.org/uniprot/A0A0U3GI76
SACI_RS02340,-0.08778148788684759,Saci_0484,Saci_0484,hypothetical protein,Function Unknown,Op275,YtrA,True,https://www.uniprot.org/uniprot/A0A0U2X0E9
SACI_RS08155,-0.09054321722145636,Saci_1707,Saci_1707,extracellular solute-binding protein,Inorganic ion transport and metabolism,Op949,,False,https://www.uniprot.org/uniprot/A0A0U2WVL9
SACI_RS10045,-0.12334258561802755,Saci_2078,Saci_2078,hypothetical protein,Function Unknown,Op1237,YtrA,True,https://www.uniprot.org/uniprot/A0A0U3FH80
SACI_RS08875,-0.20993750977712425,Saci_1850,Saci_1850,membrane protein,General Function Prediction Only,Op1069,YtrA,True,https://www.uniprot.org/uniprot/A0A0U2Y3B6
