locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS02285,0.055044345796440686,Saci_0474,Saci_0474,phosphoadenosine phosphosulfate reductase family protein,Amino acid transport and metabolism,Op269,,https://www.uniprot.org/uniprot/A0A0U3HLU9
SACI_RS04490,0.05462891328547887,leuA,Saci_0940,"2-isopropylmalate synthase, Homoacontiate hydratase (lysine)",Amino acid transport and metabolism,Op495,,https://www.uniprot.org/uniprot/A0A0U3GS85
SACI_RS06325,0.054401081677539966,Saci_1324,Saci_1324,hypothetical protein,Function Unknown,Op736,,https://www.uniprot.org/uniprot/A0A0U2W286
SACI_RS06540,0.05290170697275462,ogg1,Saci_1367,N-glycosylase/DNA lyase,"Replication, recombination and repair",Op758,,https://www.uniprot.org/uniprot/A0A0U3HHX2
SACI_RS05440,0.052399799069054856,Saci_1141,Saci_1141,radical SAM protein,"Replication, recombination and repair",Op625,,https://www.uniprot.org/uniprot/A0A0U3FU39
SACI_RS00740,0.052121756572081734,gdhA,Saci_0155,Glu/Leu/Phe/Val dehydrogenase,Amino acid transport and metabolism,Op86,LrpC,https://www.uniprot.org/uniprot/A0A0U2Y1N7
SACI_RS04315,0.05201192799416381,cdc6-2,Saci_0903,ORC1-type DNA replication protein 2 (AAA family ATPase),"Replication, recombination and repair",Op477,,https://www.uniprot.org/uniprot/A0A0U3F6S3
SACI_RS10790,0.05159569219167227,Saci_2232,Saci_2232,conserved archaeal acetyl-CoA acetyltransferase,Lipid transport and metabolism,Op1355,"YtrA,XylR",https://www.uniprot.org/uniprot/A0A0U3HCP2
SACI_RS03465,0.05154783065891296,Saci_0726,Saci_0726,hypothetical protein,Function Unknown,Op387,,https://www.uniprot.org/uniprot/A0A0U3GVD6
SACI_RS10785,0.050194950285014715,Saci_2231,Saci_2231,Predicted DNA-binding protein containing a Zn-ribbon (OB-fold protein),General Function Prediction Only,Op1355,"YtrA,XylR",https://www.uniprot.org/uniprot/A0A0U3GN05
SACI_RS09130,0.04984613898118435,csx26,Saci_1897,"CRISPR/Cas system, Sulfolobus-specific Type III",No arCOG annotation,Op1104,,https://www.uniprot.org/uniprot/A0A0U3FQN9
SACI_RS10795,0.049446642327954385,Saci_2233,Saci_2233,Acetyl-CoA acetyltransferase,Lipid transport and metabolism,Op1355,"YtrA,XylR",https://www.uniprot.org/uniprot/A0A0U3GXD6
SACI_RS00940,0.04913444623746819,sod,Saci_0195,Superoxide dismutase [Fe],Inorganic ion transport and metabolism,Op104,,https://www.uniprot.org/uniprot/A0A0U3FNS6
SACI_RS06535,0.0483439242727009,Saci_1366,Saci_1366,hypothetical protein,Function Unknown,Op758,,https://www.uniprot.org/uniprot/A0A0U3GQT7
SACI_RS09715,0.04758497203885008,Saci_2009,Saci_2009,hypothetical protein,No arCOG annotation,Op1195,,https://www.uniprot.org/uniprot/A0A0U2Y2W6
SACI_RS11185,0.04724912987132895,Saci_2311,Saci_2311,hypothetical protein,Function Unknown,Op1409,,https://www.uniprot.org/uniprot/A0A0U3H3Y0
SACI_RS04910,0.047153131320877534,Saci_1028,Saci_1028,acetyl ornithine aminotransferase family protein,Amino acid transport and metabolism,Op541,,https://www.uniprot.org/uniprot/A0A0U3HA02
SACI_RS10330,0.04654768165175247,barR,Saci_2136,beta-alanine responsive regulator (BarR),Transcription,Op1279,"BarR,LrpC",https://www.uniprot.org/uniprot/A0A0U2Y4V2
SACI_RS09630,0.04640986847689931,Saci_1991,Saci_1991,ATP-binding protein,General Function Prediction Only,Op1182,,https://www.uniprot.org/uniprot/A0A0U3H4N8
SACI_RS02145,-0.04650504573422428,Saci_0443,Saci_0443,adenylate kinase family protein,Nucleotide transport and metabolism,Op250,,https://www.uniprot.org/uniprot/A0A0U2N9Q1
SACI_RS05670,-0.046940741027159616,Saci_1189,Saci_1189,FAD-binding oxidoreductase,Energy production and conversion,Op658,,https://www.uniprot.org/uniprot/A0A0U3GIY7
SACI_RS06380,-0.04737196514576576,Saci_1335,Saci_1335,metallophosphoesterase,General Function Prediction Only,Op742,,https://www.uniprot.org/uniprot/A0A0U3GR75
SACI_RS09215,-0.04977392805062995,Saci_1913,Saci_1913,hypothetical protein,No arCOG annotation,Op1118,,https://www.uniprot.org/uniprot/A0A0U3H5Q5
SACI_RS09330,-0.05209847943933315,norW_2,Saci_1934,FAD-dependent oxidoreductase,Energy production and conversion,Op1139,,https://www.uniprot.org/uniprot/A0A0U3FRH5
SACI_RS05905,-0.053765886834518835,Saci_1238,Saci_1238,trimeric intracellular cation channel family protein,Function Unknown,Op691,,https://www.uniprot.org/uniprot/A0A0U3H1E6
SACI_RS07575,-0.05500992382622106,lrpC,Saci_1588,Sa-Lrp transcriptional regulator (Lrp/AsnC family) [glutamine-responsive],Transcription,Op874,LrpC,https://www.uniprot.org/uniprot/F2Z5Y7
SACI_RS08550,-0.055531904640867366,Saci_1788,Saci_1788,hypothetical protein,Function Unknown,Op1015,,https://www.uniprot.org/uniprot/A0A0U3H773
SACI_RS04040,-0.05562319814174085,nikR,Saci_0843,type II toxin-antitoxin system ParD family antitoxin,Transcription,Op442,,https://www.uniprot.org/uniprot/A0A0U3F6W8
SACI_RS02440,-0.055711738114139535,Saci_0506,Saci_0506,hypothetical protein,No arCOG annotation,Op291,,https://www.uniprot.org/uniprot/A0A0U3FFQ9
SACI_RS03460,-0.057810387084160274,SACI_RS03460,,hypothetical protein,No arCOG annotation,Op387,,https://www.uniprot.org/uniprot/A0A0U3FV95
SACI_RS11570,-0.061689186944372976,SACI_RS11570,,putative integrase,No arCOG annotation,Op365,,https://www.uniprot.org/uniprot/UPI000AE9D732
SACI_RS11200,-0.06396939235306669,aapA,Saci_2314,hypothetical protein,Cell motility,Op1412,AbfR1,https://www.uniprot.org/uniprot/M1I8J8
SACI_RS09335,-0.06700864852505319,ydaP,Saci_1935,pyruvate oxidase,Carbohydrate transport and metabolism,Op1139,,https://www.uniprot.org/uniprot/A0A0U3FHJ1
SACI_RS00965,-0.06876216725070412,nucS,Saci_0200,endonuclease NucS,"Replication, recombination and repair",Op105,,https://www.uniprot.org/uniprot/A0A0U2Y9A9
SACI_RS04215,-0.07094434133958516,amt,Saci_0883,"Ammonia permease, ammonium transporter",Inorganic ion transport and metabolism,Op465,XylR,https://www.uniprot.org/uniprot/UPI0002B27354
SACI_RS11850,-0.07237236968888545,SACI_RS11850,,hypothetical protein,Function Unknown,Op715,,
SACI_RS00985,-0.07581416327208998,segA,Saci_0204,"ATPase involved in chromosome partitioning ParA family, ParA family protein","Cell cycle control, cell division, chromosome partitioning",Op106,,https://www.uniprot.org/uniprot/A0A0U2NFX3
SACI_RS05455,-0.07581759690276743,SACI_RS05455,,hypothetical protein,Energy production and conversion,Op627,,https://www.uniprot.org/uniprot/A0A0U3H132
SACI_RS11655,-0.07768601313947396,SACI_RS11655,,integrase,Function Unknown,Op769,,
