locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigD,link
BSU_21010,0.050967256476066564,yonS,putative hydrolase lipoprotein%3B phage SPbeta,No COG annotation,Op1671,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21010
BSU_16430,0.04983245646103049,cheA,chemotactic two-component sensor histidine kinase,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16430
BSU_16060,0.0481094288765222,rnhB,ribonuclease HII,"Replication, recombination and repair",Op1241,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16060
BSU_37350,0.04753451103245463,sboA,subtilosin A,Function unknown,Op2909,"Rok,ResD,SigA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37350
BSU_16390,0.04589370192443185,flhA,component of the flagellar export machinery,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16390
BSU_12110,0.04565589936603795,yjfA,conserved hypothetical protein,Function unknown,Op946,SigE,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12110
BSU_16070,0.0455056078018932,ylqG,putative glycosyltransferase,No COG annotation,Op1242,SigD,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16070
BSU_16310,0.044782279561708535,fliM,flagellar motor switching and energizing component,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16310
BSU_16290,0.04473602370638459,flgE,flagellar hook protein,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16290
BSU_16410,0.0446117947421784,flhG,ATPase affecting flagellar basal body localisation and number,"Cell cycle control, cell division, chromosome partitioning",Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16410
BSU_21030,-0.04649230904073667,yonP,hypothetical protein%3B phage SPbeta,No COG annotation,Op1673,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21030
