locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,YdfF,CysB,link
PA4192,0.061129518,PA4192,,ABC transporter ATP-binding protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4192&e1=1&assembly=complete
PA4193,0.060296106,PA4193,,ABC transporter permease,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4193&e1=1&assembly=complete
PA1756,0.057350942,cysH,,phosphoadenosine phosphosulfate reductase,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1756&e1=1&assembly=complete
PA2299,0.056399946000000006,PA2299,,transcriptional regulator,Transcription,PA2299,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2299&e1=1&assembly=complete
PA2308,0.048094950000000004,PA2308,,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2308&e1=1&assembly=complete
PA0202,0.047985224,PA0202,,amidase,"Translation, ribosomal structure and biogenesis",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0202&e1=1&assembly=complete
PA2602,0.047652127,PA2602,,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2602&e1=1&assembly=complete
PA2095,0.046127314,PA2095,,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2095&e1=1&assembly=complete
PA2051,0.044446352,PA2051,,transmembrane sensor,Inorganic ion transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2051&e1=1&assembly=complete
PA2331,0.040426294,PA2331,,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",AHL,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2331&e1=1&assembly=complete
PA3443,0.040090167,PA3443,,ABC transporter permease,Inorganic ion transport and metabolism,CysB,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3443&e1=1&assembly=complete
PA5383,0.038786321000000006,PA5383,,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5383&e1=1&assembly=complete
PA2086,-0.040995525000000005,PA2086,,epoxide hydrolase,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2086&e1=1&assembly=complete
