locus,gene_weight,gene_name,gene_product,COG,operon,regulator,RcsAB,link
b4027,0.1558961991,yjbF,lipoprotein YjbF,Cell wall/membrane/envelope biogenesis,yjbEFGH,"RpoD,RcsAB,IHF",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11924
b2058,0.1538070262,wcaB,putative colanic acid biosynthesis acyl transferase,Amino acid transport and metabolism,wza-wzb-wzc-wcaAB,"RpoD,RcsAB",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7103
b4028,0.1515241916,yjbG,capsule biosynthesis GfcC family protein YjbG,Function unknown,yjbEFGH,"RpoD,RcsAB,IHF",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11925
b2057,0.1483153102,wcaC,putative colanic acid biosynthesis glycosyl transferase,Cell wall/membrane/envelope biogenesis,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7102
b2048,0.1385304552,cpsG,phosphomannomutase,Nucleotide transport and metabolism,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10162
b2049,0.1377327105,cpsB,mannose-1-phosphate guanylyltransferase,Carbohydrate transport and metabolism,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10161
b2047,0.13748146290000002,wcaJ,undecaprenyl-phosphate glucose phosphotransferase,Cell wall/membrane/envelope biogenesis,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7098
b2045,0.1328047765,wcaK,putative colanic acid biosynthesis pyruvyl transferase,Function unknown,wcaKLM,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7096
b2046,0.12779344580000002,wzxC,M-antigen undecaprenyl disphosphate flippase,Function unknown,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7097
b2028,0.1237768766,ugd,UDP-glucose 6-dehydrogenase,Cell wall/membrane/envelope biogenesis,ugd,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7091
b3563,0.0865497086,yiaB,conserved inner membrane protein YiaB,Function unknown,yiaB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11267
b2044,0.08118027200000001,wcaL,putative colanic biosynthesis glycosyl transferase,Cell wall/membrane/envelope biogenesis,wcaKLM,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7095
b4029,0.0703896995,yjbH,YjbH family protein,Cell wall/membrane/envelope biogenesis,yjbEFGH,"RpoD,RcsAB,IHF",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11926
b0439,-0.1017576402,lon,Lon protease,"Post-translational modification, protein turnover,and chaperones",clpPX-lon,"RpoD,RpoE,RpoH,gcvB,GadX",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10542
b3357,-0.1073999929,crp,DNA-binding transcriptional dual regulator CRP,Transcription,crp,"RpoD,Crp,Cra,Fis,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10164
