locus,gene_weight,gene_name,gene_product,cog,operon,regulator,LiuR,link
PN96_RS18645,0.0640133940443965,PN96_RS18645,ornithine cyclodeaminase,Amino acid transport and metabolism,Op927,,False,
PN96_RS19370,0.0634911667692069,choV,choline ABC transporter ATP-binding protein,Amino acid transport and metabolism,Op1118,,False,
PN96_RS15780,0.0618413140829743,PN96_RS15780,DUF1232 domain-containing protein,Function unknown,Op135,,False,
PN96_RS19305,0.0612789381812953,PN96_RS19305,MerR family DNA-binding transcriptional regulator,Transcription,Op1099,LiuR,True,
PN96_RS19345,0.0600745033079982,betI,transcriptional regulator BetI,Transcription,Op1111,,False,
PN96_RS05950,0.0580962935385214,PN96_RS05950,transcriptional initiation protein Tat,Function unknown,Op1491,,False,
PN96_RS18915,0.0577653885272494,paaB,1%2C2-phenylacetyl-CoA epoxidase subunit B,"Secondary metabolites biosynthesis, transport, and catabolism",Op999,,False,
PN96_RS19365,0.0569574091909647,choW,choline ABC transporter permease subunit,Inorganic ion transport and metabolism,Op1118,,False,
PN96_RS05955,0.0552402960713998,PN96_RS05955,molecular chaperone,Function unknown,Op1496,,False,
PN96_RS18020,0.0549687211897179,add,adenosine deaminase,Nucleotide transport and metabolism,Op761,Purine,False,
PN96_RS08775,0.0549512426005942,PN96_RS08775,aspartate aminotransferase family protein,Amino acid transport and metabolism,Op2275,,False,
