locus,gene_weight,gene_name,gene_product,COG,operon,regulator,RpoS,link
b1188,0.10743867500000001,ycgB,PF04293 family protein YcgB,Function unknown,ycgB,"ppGpp,Lrp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11516
b1195,0.1069798404,ymgE,PF04226 family protein YmgE,Function unknown,ymgE,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6624
b0789,0.1060703223,clsB,cardiolipin synthase B,Lipid transport and metabolism,ybhP-clsB-ybhN,"YidZ,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6406
b2266,0.1040455378,elaB,tail anchored inner membrane protein,Function unknown,elaB,"RpoS,ppGpp,OxyR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7173
b2465,0.1028653516,tktB,transketolase 2,Carbohydrate transport and metabolism,talA-tktB,"PhoB,YidZ,RpoS,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12100
b2464,0.1021400539,talA,transaldolase A,Nucleotide transport and metabolism,talA-tktB,"RpoS,CreB,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11797
b1051,0.09897486700000001,msyB,acidic protein that suppresses heat sensitivity of a secY mutant,Function unknown,msyB,"RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11338
b1783,0.09736598290000001,yeaG,protein kinase YeaG,Signal transduction mechanisms,yeaGH,"NtrC,RpoN,Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6969
b1836,0.0973202661,yebV,protein YebV,Function unknown,yebV,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7009
b2131,0.0957240531,osmF,glycine betaine ABC transporter periplasmic binding protein OsmF,Cell wall/membrane/envelope biogenesis,osmF-yehYXW,"RpoH,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12012
b3447,0.0947005561,ggt,glutathione hydrolase proenzyme,Cell wall/membrane/envelope biogenesis,ggt,"YdcN,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10374
b1784,0.09377401190000001,yeaH,DUF444 domain-containing protein YeaH,Function unknown,yeaGH,"NtrC,YfeD,RpoN,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6970
b1896,0.0927472003,otsA,trehalose-6-phosphate synthase,Carbohydrate transport and metabolism,otsBA,"YidZ,YbaQ,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11751
b4269,0.0924827431,ahr,aldehyde reductase%2C NADPH-dependent,Energy production and conversion,ahr,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11436
b2080,0.09241529030000001,yegP,DUF1508 domain-containing protein YegP,Function unknown,yegP,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7117
b4411,0.09229451080000001,ecnB,bacteriolytic entericidin B lipoprotein,Function unknown,ecnAB,"OmpR,YbaQ,RpoS,Nac,ppGpp,micA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9562
b1668,0.0906003133,ydhS,FAD/NAD(P) binding domain-containing protein YdhS,Function unknown,ydhS,"YdcN,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6896
b0707,0.09008729110000001,ybgA,DUF1722 domain-containing protein YbgA,Function unknown,ybgA-phr,"RpoS,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11108
b1004,0.0898041707,wrbA,NAD(P)H:quinone oxidoreductase,Function unknown,wrbA-yccJ,"oxyS,YdcI,RpoS,ppGpp,CsgD,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11540
b3003,0.08690249200000001,yghA,NADP(+)-dependent aldehyde reductase,Lipid transport and metabolism,yghA,"YcjW,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11292
b3073,0.0858041403,patA,putrescine aminotransferase,Coenzyme transport and metabolism,patA,"YfeD,RpoN,RpoS,IHF,Fis,NtrC,Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7596
b0581,0.0841211454,ybdK,carboxylate-amine ligase,Nucleotide transport and metabolism,ybdK,"ppGpp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6326
b3336,0.0838334138,bfr,bacterioferritin,Inorganic ion transport and metabolism,bfd-bfr,"ryhB,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10113
b4568,0.0836423115,ytjA,DUF1328 domain-containing protein YtjA,Function unknown,ytjA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10475
b1478,0.0836191725,adhP,ethanol dehydrogenase/alcohol dehydrogenase,Energy production and conversion,adhP,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6775
b2130,0.0814365663,yehY,glycine betaine ABC transporter membrane subunit YehY,Inorganic ion transport and metabolism,osmF-yehYXW,"RpoH,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12011
b0453,0.0803527228,ybaY,PF09619 family lipoprotein YbaY,Function unknown,ybaY,oxyS,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6250
b2086,0.07861424880000001,yegS,lipid kinase,Nucleotide transport and metabolism,yegS,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7123
b1003,0.0775952365,yccJ,PF13993 family protein YccJ,Function unknown,wrbA-yccJ,"RpoS,ppGpp,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12703
b3239,0.07692570680000001,yhcO,putative barnase inhibitor,Transcription,yhcO,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7684
b1197,0.07625388770000001,treA,periplasmic trehalase,Carbohydrate transport and metabolism,treA,"YdcN,RpoS,Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11017
b1927,0.0759054858,amyA,alpha-amylase,Carbohydrate transport and metabolism,amyA,RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11387
b2097,0.0758672796,fbaB,fructose-bisphosphate aldolase class I,Nucleotide transport and metabolism,fbaB,"YfeD,RpoS,Cra,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7129
b2662,0.075801277,gabT,4-aminobutyrate aminotransferase GabT,Amino acid transport and metabolism,csiD-lhgO-gabDTP,"RpoD,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10361
b2661,0.0751044948,gabD,NADP(+)-dependent succinate-semialdehyde dehydrogenase,Energy production and conversion,csiD-lhgO-gabDTP,"RpoD,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11329
b2665,0.07076935150000001,kbp,K(+) binding protein,Function unknown,yqaE-kbp,"RpoS,CpxR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7395
b0788,0.07071952940000001,ybhN,conserved inner membrane protein YbhN,Function unknown,ybhP-clsB-ybhN,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6405
b2543,0.0699811888,yphA,putative inner membrane protein,Function unknown,yphA,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7337
b3100,0.0695520542,yqjK,conserved protein YqjK,Function unknown,yqjCDEK,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7614
b1953,0.069080904,yodD,stress-induced protein,Function unknown,yodD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7046
b2660,0.06895285150000001,lhgO,L-2-hydroxyglutarate oxidase,Energy production and conversion,csiD-lhgO-gabDTP,"YidZ,RpoS,H-NS,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12387
b0325,0.0677917885,yahK,aldehyde reductase%2C NADPH-dependent,Function unknown,yahK,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6190
b4107,0.0669748708,yjdN,conserved protein YjdN,Function unknown,yjdN,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10712
b1341,0.0638648747,dgcM,diguanylate cyclase DgcM,Signal transduction mechanisms,dgcM,"ppGpp,Lrp,omrA,omrB,rprA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6673
b2663,0.0637672745,gabP,4-aminobutyrate:H(+) symporter,Amino acid transport and metabolism,csiD-lhgO-gabDTP,"RpoD,YddM,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11330
b1536,0.0628212489,ydeI,BOF family protein YdeI,Function unknown,ydeI,"RpoD,RcdA",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11644
b3588,0.062267925200000004,aldB,aldehyde dehydrogenase B,Energy production and conversion,aldB,"RpoS,Crp,Fis",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12292
b3098,0.062239949100000004,yqjD,ribosome- and membrane-associated DUF883 domain-containing protein YqjD,Function unknown,yqjCDEK,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7612
b0384,0.0619605197,psiF,PsiF family protein,Function unknown,phoA-psiF,"RpoD,PhoB",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11401
b3153,0.06130876800000001,yhbO,protein/nucleic acid deglycase 2,Function unknown,yhbO,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7647
b3097,0.061044289,yqjC,DUF1090 domain-containing protein YqjC,Function unknown,yqjCDEK,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7611
b1739,0.0601694422,osmE,osmotically-inducible lipoprotein OsmE,Cell wall/membrane/envelope biogenesis,osmE,"RpoD,YeiE,RpoS,IHF,ppGpp,Fis",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10044
b2129,0.0598935998,yehX,glycine betaine ABC transporter ATP binding subunit YehX,Inorganic ion transport and metabolism,osmF-yehYXW,"YidZ,RpoH,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12010
b2659,0.05989288500000001,csiD,PF08943 family protein CsiD,Energy production and conversion,csiD-lhgO-gabDTP,"RpoS,H-NS,Crp,Lrp,GlaR,Nac,ArcA,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7394
b0837,0.059501123700000005,yliI,aldose sugar dehydrogenase YliI,Carbohydrate transport and metabolism,yliI,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6437
b0456,0.0594420544,ybaA,DUF1428 domain-containing protein YbaA,Function unknown,ybaA,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11099
b2128,0.059195848200000005,yehW,glycine betaine ABC transporter membrane subunit YehW,Inorganic ion transport and metabolism,osmF-yehYXW,"RpoH,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12009
b3361,0.0591574611,fic,putative adenosine monophosphate--protein transferase Fic,"Cell cycle control, cell division, chromosome partitioning",yhfG-fic-pabA,RpoS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10307
b1847,0.0590976167,yebF,secreted protein YebF,Function unknown,yebF,"Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11807
b2112,0.0581106859,yehE,DUF2574 domain-containing protein YehE,Function unknown,yehE,"Nac,GlaR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11991
b3099,0.057777600400000004,yqjE,conserved inner membrane protein YqjE,Function unknown,yqjCDEK,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7613
b3524,0.056129671900000004,yhjG,AsmA family protein YhjG,Cell wall/membrane/envelope biogenesis,yhjG,RpoS,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12251
b1955,0.0558729353,yedP,putative mannosyl-3-phosphoglycerate phosphatase,Function unknown,yedP,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7048
b1795,0.0553203815,yeaQ,PF04226 family protein YeaQ,Function unknown,yeaQ,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6981
b0753,0.052737884400000004,ybgS,PF13985 family protein YbgS,Function unknown,ybgS,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6394
b1428,0.052630084,ydcK,putative enzyme YdcK,Function unknown,ydcK,"YheO,ppGpp,Lrp,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6741
b2127,0.0525533289,mlrA,DNA-binding transcriptional activator MlrA,Transcription,mlrA,"RpoD,RpoS,FliZ",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12008
b1285,0.0522057646,pdeR,cyclic di-GMP phosphodiesterase PdeR,Signal transduction mechanisms,pdeR,"YciT,RutR,RpoS,FliZ",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6639
b1519,0.0519790984,tam,trans-aconitate 2-methyltransferase,"Translation, ribosomal structure and biogenesis",lsrACDBFG-tam,"RpoS,Crp,ppGpp,LsrR,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6806
b1258,0.0518753135,yciF,DUF892 domain-containing protein YciF,Function unknown,yciGFE,"RpoS,McbR,H-NS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11126
b1482,0.0516267617,osmC,osmotically inducible peroxiredoxin,"Post-translational modification, protein turnover,and chaperones",osmC,"RpoD,RpoS,H-NS,ppGpp,Lrp,RcsB,NhaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10680
b1449,0.051137014200000004,curA,NADPH-dependent curcumin/dihydrocurcumin reductase,Function unknown,curA,"Nac,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6760
b3548,0.0500438907,yhjY,conserved protein YhjY,Cell motility,yhjY,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12269
b1454,0.0487032934,yncG,putative glutathione S-transferase YncG,"Post-translational modification, protein turnover,and chaperones",yncG,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6765
b2347,0.0484864286,yfdC,inner membrane protein YfdC,Inorganic ion transport and metabolism,yfdC,GlaR,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7217
b2137,0.048367459700000004,yohF,putative oxidoreductase with NAD(P)-binding Rossmann-fold domain,Lipid transport and metabolism,yohF,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12019
b1678,0.047720374600000004,ldtE,L%2CD-transpeptidase LdtE,Cell wall/membrane/envelope biogenesis,ldtE,"YdcR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6904
b2602,0.0469512262,yfiL,DUF2799 domain-containing lipoprotein YfiL,Function unknown,yfiL,"Nac,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12446
b0304,0.0464322472,rclA,putative pyridine nucleotide-disulfide oxidoreductase RclA,Energy production and conversion,rclABC,"omrA,omrB,RpoE,RclR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6174
b0808,0.046137146600000005,ybiO,moderate conductance mechanosensitive channel,Cell wall/membrane/envelope biogenesis,ybiO,"YciT,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6417
b4045,0.0450213342,yjbJ,putative stress response protein,Function unknown,yjbJ,"Lrp,FliZ,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11928
b1462,0.044843039200000004,yddH,flavin reductase-like protein YddH,Function unknown,yddH,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6769
b1450,0.044737315,mcbR,DNA-binding transcriptional dual regulator McbR,Transcription,mcbR,YgiV,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6761
b1646,0.044081758900000004,sodC,superoxide dismutase (Cu-Zn),Inorganic ion transport and metabolism,sodC,"YeiE,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6886
b0906,0.0433829195,ycaP,DUF421 domain-containing protein YcaP,Function unknown,ycaP,"YciT,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6469
b4336,0.04253991,yjiN,DUF445 domain-containing protein YjiN,Function unknown,mdtM-yjiN,SlyA,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7933
b3102,0.0422781104,yqjG,glutathionyl-hydroquinone reductase YqjG,"Post-translational modification, protein turnover,and chaperones",yqjG,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7616
b1724,0.0421543367,ydiZ,protein YdiZ,Function unknown,ydiZ,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6929
b1725,0.0420968594,yniA,putative kinase YniA,Carbohydrate transport and metabolism,yniA,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6930
b2809,0.0418526387,ygdI,DUF903 domain-containing lipoprotein YgdI,Cell wall/membrane/envelope biogenesis,ygdI,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7453
b4039,0.041551535800000004,ubiC,chorismate lyase,Coenzyme transport and metabolism,ubiCA,"RpoD,YeiE,IHF,Fnr,ArcA,NarL",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11369
b0643,0.0415455286,ybeL,DUF1451 domain-containing protein YbeL,"Translation, ribosomal structure and biogenesis",ybeL,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12851
b1440,0.040878046800000005,ydcS,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase,Inorganic ion transport and metabolism,ydcSTUV-patD,"RpoS,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6751
b2535,0.0408633115,csiE,stationary phase inducible protein CsiE,Transcription,csiE,"RpoD,RpoS,Crp,H-NS,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7329
b3024,0.0402991289,ygiW,BOF family protein YgiW,Function unknown,ygiW,"Lrp,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7574
b1161,-0.0433985619,ycgX,uncharacterized protein YcgX,Function unknown,ycgX,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6601
