locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigW,link
BSU_29520,0.07246915022799821,yteJ,putative integral inner membrane protein,Function unknown,Op2340,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29520
BSU_08590,0.07192734929052458,ephM,stress induced epoxide hydrolase,Function unknown,Op664,"SigW,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08590
BSU_34430,0.0696481906797813,racX,promiscuous aminoacid racemase (prefers arginine%2C lysine and ornithine),Cell wall/membrane/envelope biogenesis,Op2687,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34430
BSU_14370,0.066406707378509,skiZ,permease subunit exporting Sporulation-Delaying Protein,Defense mechanisms,Op1129,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14370
BSU_35110,0.06439524690339443,yvlC,membrane associated phage-like stress regulator%2C nisin resistance,Transcription,Op2745,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35110
BSU_07410,0.06242189308098485,yfmN,hypothetical protein,No COG annotation,Op593,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07410
BSU_19260,0.062099719830591135,yocM,putative chaperone,"Post-translational modification, protein turnover, and chaperones",Op1496,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19260
BSU_35100,0.06042244760668935,yvlD,putative integral phage holin-like membrane protein,Function unknown,Op2745,SigW,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35100
BSU_38790,0.0599994578340581,yxzE,putative bacteriocin,No COG annotation,Op2997,"SigW,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38790
BSU_02900,0.05854438042026713,yceD,putative stress adaptation protein (tellurite resistance),Signal transduction mechanisms,Op221,"SigM,SigW,SigB,SigX",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02900
BSU_09630,-0.06495287209890363,yhdX,conserved hypothetical protein,No COG annotation,Op745,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09630
BSU_25930,-0.06900049529213048,yqcE,conserved phage protein of unknown function%3B skin element,No COG annotation,Op2049,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25930
BSU_40780,-0.094673212851034,tetL,tetracycline resistance leader peptide,No COG annotation,Op3128,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40780
