locus,gene_weight,gene_name,gene_product,cog,operon,regulator,TnrA,link
BSU_29600,0.0677681417048867,braB,branched-chain amino acid-Na+ symporter,Amino acid transport and metabolism,Op2347,"SigA,CodY,ScoC",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29600
BSU_31010,0.06647549328879526,floT,flotillin lipid rafts scaffold protein,Function unknown,Op2442,SigW,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31010
BSU_32240,0.06609700890014987,thrB,homoserine kinase,Amino acid transport and metabolism,Op2536,"TnrA,CodY,ThrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32240
BSU_11390,0.06560021295172427,appB,oligopeptide ABC transporter (permease),Inorganic ion transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11390
BSU_21770,0.06463739761581917,ilvA,threonine dehydratase,Amino acid transport and metabolism,Op1750,CodY,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21770
BSU_31020,0.06337969394642419,nfeDB,putative membrane integrity integral membrane protein,"Post-translational modification, protein turnover, and chaperones",Op2442,SigW,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31020
BSU_27100,0.06247100485739333,yrhP,putative amino acid exporter,Amino acid transport and metabolism,Op2168,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27100
BSU_11381,0.06098625062620607,appAn,oligopeptide ABC transporter (oligopeptide-binding lipoprotein)%3B N-terminal part of AppA,Amino acid transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11381
BSU_11370,0.06025377927283949,appF,oligopeptide ABC transporter (ATP-binding protein),Amino acid transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11370
BSU_11450,0.059283470440636775,oppC,oligopeptide ABC transporter (permease),Amino acid transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11450
BSU_32250,0.059261767093525625,thrC,threonine synthase,Amino acid transport and metabolism,Op2536,"TnrA,CodY,ThrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32250
BSU_11440,0.05697511614557056,oppB,oligopeptide ABC transporter (permease),Inorganic ion transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11440
BSU_32260,0.056646085307436124,hom,homoserine dehydrogenase,Amino acid transport and metabolism,Op2536,"TnrA,CodY,ThrR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32260
BSU_11360,0.05637710314612075,appD,oligopeptide ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11360
BSU_19350,0.05591185779785399,yocS,putative sodium-dependent symporter,Function unknown,Op1505,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19350
BSU_11400,0.053653720045170036,appC,oligopeptide ABC transporter (permease),Amino acid transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11400
BSU_38770,0.05357622392737379,cimH,citrate/malate/H+ symporter,Energy production and conversion,Op2995,CcpA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38770
BSU_13169,-0.05398678276763267,ykzN,hypothetical protein,No COG annotation,Op1025,SigB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13169
BSU_06890,-0.054868901344585115,cotJA,component of the inner spore coat,Function unknown,Op551,"SigE,SpoIIID",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06890
