locus,gene_weight,gene_name,gene_product,COG,operon,regulator,crp,link
b1415,0.07053404954760001,aldA,aldehyde dehydrogenase A,Energy production and conversion,aldA,"arcA,crp,dnaA,fnr,marA,rob,rpoD,soxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10035
b1101,0.06435908882000001,ptsG,glucose PTS permease - PtsG subunit,Carbohydrate transport and metabolism,ptsG,"arcA,crp,fis,fnr,mlc,rpoD,soxS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10787
b4021,0.0634718168798,pepE,"peptidase E, a dipeptidase where amino-terminal residue is aspartate",Amino acid transport and metabolism,pepE,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11920
b3001,0.06200406636580001,gpr,L-glyceraldehyde 3-phosphate reductase,Energy production and conversion,gpr,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7558
b1145,0.0599491840576,cohE,e14 prophage,Transcription,ymfK,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6589
b3358,0.0567945795105,yhfK,conserved inner membrane protein,Function unknown,yhfK,crp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G7721
b3403,0.053330617280099996,pck,phosphoenolpyruvate carboxykinase (ATP),Energy production and conversion,pck,"arcA,cra,crp,nac,rpoD,yeiE",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10688
b2239,0.0527685925246,glpQ,"glycerophosphoryl diester phosphodiesterase, periplasmic",Energy production and conversion,glpTQ,"crp,fis,fnr,glpR,ihf,nac,rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10399
b2151,0.05273254119990002,galS,GalS DNA-binding transcriptional dual regulator,Transcription,galS,"argR,crp,galR,galS,rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10365
b4267,0.052370031116699994,idnD,L-idonate 5-dehydrogenase,Amino acid transport and metabolism,idnDOTR,"crp,gntR,idnR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7893
b1205,0.0520401086534,ychH,stress-induced protein,Function unknown,ychH,"crp,rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11533
b2796,0.0518742191201,sdaC,serine:H<sup>+</sup> symporter SdaC,Amino acid transport and metabolism,sdaCB,"crp,lrp,yieP",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12142
b1143,0.049102892580399994,ymfI,e14 prophage,No COG Annotation,ymfI,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6587
b2240,0.0489791433486,glpT,glycerol-3-phosphate:phosphate antiporter,Carbohydrate transport and metabolism,glpTQ,"crp,fis,fnr,glpR,ihf,nac,rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10401
b0723,0.0489201084411,sdhA,"succinate:quinone oxidoreductase, FAD binding protein",Energy production and conversion,sdhCDAB-sucABCD,"arcA,crp,fnr,fur,nac,rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10931
b2143,0.0483436861256,cdd,cytidine deaminase,Nucleotide transport and metabolism,cdd,"crp,cytR,nsrR,rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10137
b1596,-0.0518681179181,ynfM,"putative transport protein, major facilitator superfamily",Carbohydrate transport and metabolism,ynfM,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6854
b3774,-0.0522366930954,ilvC,acetohydroxy acid isomeroreductase,Amino acid transport and metabolism,ilvC,"ilvY,rpoD",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10495
b3601,-0.0529965396673,mtlR,MtlR DNA-binding transcriptional repressor,Transcription,mtlADR,"cra,crp,fis,rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11965
b3600,-0.0579536172684,mtlD,mannitol-1-phosphate 5-dehydrogenase,Carbohydrate transport and metabolism,mtlADR,"cra,crp,fis,rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10616
b3476,-0.0619274734509,nikA,nickel ABC transporter - periplasmic binding protein,Amino acid transport and metabolism,nikABCDER,"cra,fnr,narL,nikR,rpoN",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12075
b3599,-0.0632956357206,mtlA,mannitol PTS permease,Carbohydrate transport and metabolism,mtlADR,"cra,crp,fis,rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10615
