locus,gene_weight,gene_name,gene_product,cog,operon,regulator,FleQ,link
PP_4390,0.1212515366303375,flgC,flagellar basal-body rod protein FlgC,Cell motility,Op2825,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4390&e1=1&assembly=complete
PP_4354,0.1202499518562955,fliQ,flagellar export apparatus subunit,Cell motility,Op2813,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4354&e1=1&assembly=complete
PP_4384,0.1183127772496626,flgH,Flagellar L-ring protein,Cell motility,Op2823,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4384&e1=1&assembly=complete
PP_4355,0.116638529378053,fliP,flagellar export apparatus subunit,Cell motility,Op2813,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4355&e1=1&assembly=complete
PP_4356,0.1160294190424587,fliO,Flagellar protein FliO,Cell motility,Op2813,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4356&e1=1&assembly=complete
PP_4383,0.1112934981724432,flgI,Flagellar P-ring protein,Cell motility,Op2823,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4383&e1=1&assembly=complete
PP_4388,0.1086427576843656,flgE,Flagellar hook protein FlgE,Cell motility,Op2825,"FleQ,AmrZ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4388&e1=1&assembly=complete
PP_4369,0.1076158146269135,fliF,Flagellar M-ring protein,Cell motility,Op2817,"TurA,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4369&e1=1&assembly=complete
PP_4367,0.1040126184926914,fliH,Flagellar assembly protein FliH,Cell motility,Op2817,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4367&e1=1&assembly=complete
PP_4389,0.1037408154934854,flgD,Flagellar basal-body rod modification protein FlgD,Cell motility,Op2825,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4389&e1=1&assembly=complete
PP_4382,0.1036959138270901,flgJ,Peptidoglycan hydrolase FlgJ,Cell motility,Op2823,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4382&e1=1&assembly=complete
PP_4353,0.0994726224280244,fliR,Flagellar biosynthetic protein fliR,Cell motility,Op2813,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4353&e1=1&assembly=complete
PP_4387,0.0988464856736105,PP_4387,conserved exported protein of unknown function,No COG annotation,Op2824,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4387&e1=1&assembly=complete
PP_4366,0.0981981227939816,fliI,flagellum-specific ATP synthase,Cell motility,Op2817,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4366&e1=1&assembly=complete
PP_4334,0.0945930234342155,PP_4334,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",Op2805,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4334&e1=1&assembly=complete
PP_4365,0.094057488860526,fliJ,Flagellar protein FliJ,Cell motility,Op2817,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4365&e1=1&assembly=complete
PP_4371,0.0922819441769921,fleR,two component system AtoC DNA-binding transcriptional activator,Signal transduction mechanisms,Op2818,"GacA,FleR,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4371&e1=1&assembly=complete
PP_4333,0.0921079753529672,PP_4333,CheW domain protein,Cell motility,Op2805,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4333&e1=1&assembly=complete
PP_4352,0.0904815483415034,flhB,flagellin export apparatus%2C substrate specificity protein,Cell motility,Op2813,"AlgR,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4352&e1=1&assembly=complete
PP_4332,0.0885887015372604,PP_4332,Chemotaxis protein CheW,Cell motility,Op2804,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4332&e1=1&assembly=complete
PP_4343,0.0843631196527,flhF,Flagellar biosynthesis protein FlhF,Cell motility,Op2808,"FleN,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4343&e1=1&assembly=complete
PP_4372,0.0784539723534961,fleS,Sensory box histidine kinase FleS,Signal transduction mechanisms,Op2818,"FleR,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4372&e1=1&assembly=complete
PP_4331,0.0775033173894786,PP_4331,conserved protein of unknown function,Function unknown,Op2804,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4331&e1=1&assembly=complete
PP_4381,0.0735628285734874,flgK,Flagellar hook-associated protein FlgK,Cell motility,Op2823,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4381&e1=1&assembly=complete
PP_4340,0.0725215871527074,cheY,response regulator for chemotactic signal transduction,Signal transduction mechanisms,Op2807,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4340&e1=1&assembly=complete
PP_4342,0.0723709177936213,PP_4342,flagellar synthesis regulator%2C putative ATPase,"Cell cycle control, cell division, chromosome partitioning",Op2808,"FleN,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4342&e1=1&assembly=complete
PP_4344,0.0694517982550496,flhA,flagellar export pore protein,Cell motility,Op2809,"GacA,FleN,FleQ",True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4344&e1=1&assembly=complete
PP_4406,0.0673273344923884,PP_4406,conserved protein of unknown function,No COG annotation,Op2836,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4406&e1=1&assembly=complete
PP_4341,0.0607983327906044,fliA,RNA polymerase sigma 28 (sigma F) factor for class III flagellar operons,Transcription,Op2808,FleN,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4341&e1=1&assembly=complete
PP_4361,0.0598233588678929,fliK,Flagellar hook-length control protein FliK,Cell motility,Op2814,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4361&e1=1&assembly=complete
PP_4378,0.0556552127682044,fliC,flagellin%2C filament structural protein,Cell motility,Op2821,FliA,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4378&e1=1&assembly=complete
PP_4380,0.0545375056279458,flgL,Flagellar hook-associated protein FlgL,Cell motility,Op2823,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4380&e1=1&assembly=complete
PP_4375,0.0538754722535095,fliS,flagellar chaperone%2C inhibits premature FliC assembly,Cell motility,Op2820,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4375&e1=1&assembly=complete
PP_2633,-0.054354734044538,PP_2633,conserved protein of unknown function,No COG annotation,Op1724,FleQ,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2633&e1=1&assembly=complete
