locus,gene_weight,gene_name,gene_product,COG,operon,regulator,CymR,link
BSU_27250,0.16600552100000002,mccB,cystathionine lyase/  homocysteine gamma-lyase,No COG category,yrrT->yrhC,"Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27250
BSU_39460,0.165686943,yxeQ,unknown,Function unknown,yxeK->yxeQ,"SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39460
BSU_27260,0.16286107200000002,mccA,O-acetylserine-thiol-lyase,Amino acid transport and metabolism,yrrT->yrhC,"Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27260
new_2784919_2785000_c,0.15884361300000002,S1032,intergenic region,No COG category,,"Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2784919_2785000_c
BSU_15590,0.148874462,sat,sulfate adenylyltransferase,No COG category,cysH->ylnF,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15590
BSU_15600,0.14821689300000002,cysC,adenylyl-sulfate kinase,No COG category,cysH->ylnF,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15600
new_1633963_1634060,0.14719590300000002,S570,intergenic region,No COG category,,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1633963_1634060
BSU_15610,0.14129571500000002,ylnD,probable uroporphyrin-III C-methyltransferase,No COG category,cysH->ylnF,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15610
BSU_15580,0.131255429,cysP,sulfate transport in via proton symport,No COG category,cysH->ylnF,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15580
BSU_15570,0.11183593600000001,cysH,phosphoadenosine phosphosulfate sulfotransferase,No COG category,cysH->ylnF,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15570
BSU_12400,0.103107927,yjnA,unknown,Function unknown,yjnA,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12400
BSU_27240,0.102731786,yrhC,unknown,Function unknown,yrrT->yrhC,"Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27240
BSU__misc_RNA_29,0.099493964,BSU_misc_RNA_29,,No COG category,,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_29
new_1630221_1630381,0.099369882,S569,intergenic region,No COG category,,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1630221_1630381
BSU_39450,0.098271016,yxeR,ethanolamine transporter in/out via proton symport,Amino acid transport and metabolism,yxeR->yxxB,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39450
BSU_03180,0.082372177,cah,cephalosporin C deacetylase),"Secondary metabolite biosynthesis, transport, and catabolism","cah, ycgK->ycgL",,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03180
new_343495_343573,0.08207304500000001,S114,intergenic region,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_343495_343573
BSU_15620,0.080700065,sirB,sirohydrochlorin ferrochelatase,Function unknown,cysH->ylnF,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15620
BSU_15630,0.07816893800000001,ylnF,probably precorrin-2 dehydrogenase,Coenzyme transport and metabolism,cysH->ylnF,"SigA,CymR,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15630
BSU_03190,0.074966872,ycgL,unknown,Function unknown,ycgK->ycgL,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03190
BSU_29380,0.074901849,tcyJ,cystine [SW|ABC transporter] (binding protein),Amino acid transport and metabolism,snaA->ytnM,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29380
BSU_29370,0.07368095,tcyK,cystine [SW|ABC transporter] (binding protein),Cell wall/membrane/envelope biogenesis,snaA->ytnM,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29370
BSU_29390,0.073644626,snaA,sulphur N-acetylase,Transcription,snaA->ytnM,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29390
BSU_00730,0.07219394300000001,cysK,cysteine synthase,Amino acid transport and metabolism,"coaX->cysK, cysK","SigM,Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00730
BSU_39440,0.058590433000000004,yxxB,unknown,Function unknown,yxeR->yxxB,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39440
new_261536_261647_c,0.054070183,S93,5'UTR of ybgF,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_261536_261647_c
new_2787066_2787129_c,0.052367466,S1033,intergenic region,No COG category,,"Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2787066_2787129_c
BSU_29360,0.051641846000000005,tcyL,cystine [SW|ABC transporter] (permease),Inorganic ion transport and metabolism,snaA->ytnM,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29360
BSU_09150,0.049650706,yhcN,unknown,Function unknown,yhcN,"SigG,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09150
BSU_27270,0.049244377000000006,mtnN,methylthioadenosine nucleosidase,Amino acid transport and metabolism,yrrT->yrhC,"Spx,SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27270
BSU_29350,0.047620379000000004,tcyM,cystine [SW|ABC transporter] (permease),Intracellular trafficking and secretion,snaA->ytnM,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29350
BSU_02400,0.047474205000000005,ybgF,unknown,Amino acid transport and metabolism,"ybgF, ybgG->ybgF",,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02400
BSU_30670,0.046714989000000005,luxS,S-ribosylhomocysteine lyase,Signal transduction,"luxS, ytiB->luxS",SigB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30670
new_1430625_1430683,-0.047112429000000004,S490,5'UTR of spo0E,No COG category,,"Rok,SigA,SigB,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1430625_1430683
