locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Fur,link
BSU_04530,0.15252890739031322,fbpB,regulator of iron homeostasis,Function unknown,Op338,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04530
BSU_39610,0.1475175725226938,frxB,desferrioxamine-and ferrichrome-binding transporter lipoprotein (shuttle system),Inorganic ion transport and metabolism,Op3051,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39610
BSU_04536,0.1267841236800921,fbpA,regulator of iron homeostasis,Function unknown,Op338,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04536
BSU_01630,0.11768559162675067,feuA,ferri-bacillibactin-binding lipoprotein,Inorganic ion transport and metabolism,Op121,"SigA,Btr,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01630
BSU_01620,0.11005453328692344,feuB,ferri-bacillibactin permease,Inorganic ion transport and metabolism,Op121,"SigA,Btr,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01620
BSU_01610,0.10877127784935324,feuC,iron-uptake protein,Inorganic ion transport and metabolism,Op121,"SigA,Btr,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01610
BSU_33320,0.1043387436990779,fhuD,ferrichrome ABC transporter (ferrichrome-binding lipoprotein),Inorganic ion transport and metabolism,Op2617,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33320
BSU_01600,0.10373706774204218,eesA,iron-chelator (enterobactin family) esterase,Function unknown,Op121,"SigA,Btr,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01600
BSU_07150,0.10282205877984207,hmoA,heme-degrading monooxygenase,Function unknown,Op573,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07150
BSU_08440,0.08941660144402798,sxzY,xenosiderophore schizokinen (dihydroxamate) transporter binding lipoprotein,Inorganic ion transport and metabolism,Op655,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08440
BSU_33310,0.08679270393023683,fhuB,ferrichrome ABC transporter (permease),Inorganic ion transport and metabolism,Op2616,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33310
BSU_33290,0.08601575954322592,fhuC,ferrichrome ABC transporter (ATP-binding protein),Coenzyme transport and metabolism,Op2614,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33290
BSU_33300,0.08337522635975837,fhuG,ferrichrome ABC transporter (permease),Inorganic ion transport and metabolism,Op2615,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33300
BSU_10330,0.08219478765137506,yhfQ,iron(III) siderophore-binding lipoprotein,Cell wall/membrane/envelope biogenesis,Op810,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10330
BSU_01640,0.07864487499157151,btr,transcriptional activator (AraC/XylS family) of synthesis and uptake of the siderophore bacillibactin,Transcription,Op122,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01640
BSU_03270,0.07677490247778401,ffoR,Fur-regulated NADPH:ferredoxin oxidoreductase,Energy production and conversion,Op248,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03270
BSU_03810,0.07409691887664492,pbtO,petrobactin iron-siderophore ABC transporter (permease),Inorganic ion transport and metabolism,Op288,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03810
BSU_38280,0.07209364156898802,efeU,ferrous ion permease,Inorganic ion transport and metabolism,Op2965,"SigM,SigA,SigW,SigX,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38280
BSU_03800,0.07130802200941301,pbtN,petrobactin iron-siderophore ABC transporter (permease),Inorganic ion transport and metabolism,Op288,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03800
BSU_22036,0.07079626542913375,fbpC,regulator of iron homeostasis,No COG annotation,Op1779,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_22036
BSU_03830,0.07061287711079592,pbtQ,petrobactin iron-siderophore ABC transporter (binding lipoprotein),Inorganic ion transport and metabolism,Op288,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03830
BSU_03820,0.06968696820463753,pbtP,petrobactin iron-siderophore ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,Op288,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03820
BSU_38270,0.06932675712667731,efeM,lipoprotein binding ferrous or ferric iron for transport,Inorganic ion transport and metabolism,Op2965,"SigM,SigA,SigW,SigX,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38270
BSU_07520,0.06818846677623293,fecC,iron-dicitrate ABC transporter (binding lipoprotein),Inorganic ion transport and metabolism,Op599,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07520
BSU_08480,0.061693637875425714,yfhC,putative oxidoreductase (nitroreductase family),Energy production and conversion,Op658,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08480
BSU_08460,0.05737910542340442,sxzA,xenosiderophore schizokinen (dihydroxamate) transporter (permease),Inorganic ion transport and metabolism,Op656,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08460
BSU_32940,0.056440530153562964,feuV,iron(III)-siderophore transporter (ATP binding component),Coenzyme transport and metabolism,Op2588,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32940
BSU_08450,0.05451605471271136,sxzZ,xenosiderophore schizokinen (dihydroxamate) transporter (permease),Inorganic ion transport and metabolism,Op656,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08450
BSU_32930,0.05034823698935487,yusU,conserved protein of unknown function,Function unknown,Op2587,Fur,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32930
BSU_38260,0.05034462223296264,efeB,peroxidase converting ferric iron into ferrous iron,Inorganic ion transport and metabolism,Op2965,"SigM,SigA,SigW,SigX,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38260
