locus,gene_weight,gene_name,gene_product,cog,operon,regulator,CodY,link
BSU_11382,0.06172653097756689,appAc,oligopeptide ABC transporter (oligopeptide-binding lipoprotein)%3B C-terminal part of AppA,Amino acid transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11382
BSU_13000,0.059684187296236126,ykfD,putative cell wall oligopeptide ABC transporter (ATP binding protein),Amino acid transport and metabolism,Op1010,CodY,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13000
BSU_12980,0.05896195392841744,aeeB,L-Ala-D/L-Glu epimerase,Cell wall/membrane/envelope biogenesis,Op1010,CodY,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12980
BSU_03210,0.05888032684929932,putC,1-pyrroline-5-carboxylate dehydrogenase,Energy production and conversion,Op243,"Spo0A,SigA,CodY,PutR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03210
BSU_03200,0.058863234235737964,putB,proline oxidase,Amino acid transport and metabolism,Op243,"Spo0A,SigA,CodY,PutR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03200
BSU_38090,0.058665635293217715,vpr,extracellular serine protease,"Post-translational modification, protein turnover, and chaperones",Op2952,"PhoP,DnaA,CodY,LexA,SigH",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38090
BSU_11390,0.058086038666608476,appB,oligopeptide ABC transporter (permease),Inorganic ion transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11390
BSU_11400,0.05777867813012583,appC,oligopeptide ABC transporter (permease),Amino acid transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11400
BSU_11360,0.057491229534652175,appD,oligopeptide ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11360
BSU_17140,0.0573496864441202,pksF,decarboxylase converting malonyl-S-AcpK to acetyl-S-AcpK for bacillaene-related polyketide synthesis,Lipid transport and metabolism,Op1296,"CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17140
BSU_05880,0.0566431352681752,gmuG,exported mannan endo-1%2C4-beta-mannosidase,Carbohydrate transport and metabolism,Op459,"SigA,GmuR,CcpA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05880
BSU_13190,0.05540049975541826,ispA,intracellular serine protease,"Post-translational modification, protein turnover, and chaperones",Op1028,"SigA,CodY",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13190
BSU_12400,0.05512463719827683,yjnA,putative permease,Function unknown,Op966,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12400
BSU_17130,0.054321586453817884,acpK,acyl-carrier protein involved in bacillaene synthesis,Lipid transport and metabolism,Op1296,"CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17130
BSU_39340,0.0537418224044473,hutP,transcriptional antiterminator,Transcription,Op3042,"SigA,CodY,HutP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39340
BSU_07530,0.053175568122896914,yfmB,conserved hypothetical protein,Function unknown,Op600,Fur,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07530
BSU_17160,0.052685824346674015,pksH,enoyl-CoA hydratase for bacillaene biosynthesis,Lipid transport and metabolism,Op1296,"CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17160
BSU_11370,0.0525496995293835,appF,oligopeptide ABC transporter (ATP-binding protein),Amino acid transport and metabolism,Op887,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11370
BSU_12990,0.05220022873977992,eepC,gamma-D-glutamyl-L-diaminoacid endopeptidase,Cell wall/membrane/envelope biogenesis,Op1010,CodY,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12990
BSU_15340,0.05167538664289033,ylmA,putative ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,Op1196,CodY,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_15340
BSU_03220,0.05100316754648018,putP,proline permease,Amino acid transport and metabolism,Op243,"Spo0A,SigA,CodY,PutR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03220
BSU_37770,0.0508041716076704,rocB,putative N-deacylase involved in arginine and ornithine utilization,Amino acid transport and metabolism,Op2935,"SigL,AhrC,CodY,RocR,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37770
BSU_05870,0.04969739553521814,gmuF,phosphohexomutase%3B cupin family,Carbohydrate transport and metabolism,Op459,"SigA,GmuR,CcpA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05870
BSU_17150,0.04931312424812098,pksG,acetyl-S-AcpK beta-ketothioester bacillaene intermediate transferase,Lipid transport and metabolism,Op1296,"CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17150
BSU_39920,0.048881678704103024,asnH,asparagine synthetase (glutamine-hydrolyzing),Amino acid transport and metabolism,Op3066,"SigA,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39920
BSU_29600,-0.052340081622202765,braB,branched-chain amino acid-Na+ symporter,Amino acid transport and metabolism,Op2347,"SigA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29600
BSU_00090,-0.057220173453015874,guaB,inosine-monophosphate dehydrogenase,Nucleotide transport and metabolism,Op4,CodY,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00090
BSU_11440,-0.0618831869767041,oppB,oligopeptide ABC transporter (permease),Inorganic ion transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11440
BSU_11450,-0.06488627577627414,oppC,oligopeptide ABC transporter (permease),Amino acid transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11450
BSU_11460,-0.07530429607384444,oppD,oligopeptide ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11460
BSU_11470,-0.07559220080715058,oppF,oligopeptide ABC transporter (ATP-binding protein),Amino acid transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11470
BSU_12860,-0.07790257284745891,steT,serine / threonine exchanger,Amino acid transport and metabolism,Op1002,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12860
BSU_11430,-0.08301060781546182,oppA,oligopeptide ABC transporter (binding lipoprotein),Amino acid transport and metabolism,Op890,"TnrA,CodY,ScoC",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11430
BSU_22260,-0.09581171873948108,yppF,putative sporulation protein,No COG annotation,Op1800,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_22260
BSU_09680,-0.09669129331055476,nhaC,Na+/H+ antiporter,Energy production and conversion,Op750,NhaX,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09680
