locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Fur,link
b4292,0.1456755642,fecR,regulator for fec operon%2C periplasmic,Inorganic ion transport and metabolism,fecIR,"RpoD,SlyA,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10292
b1705,0.1434246814,ydiE,PF10636 family protein YdiE,Inorganic ion transport and metabolism,ydiE,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12391
b0585,0.1425823594,fes,enterochelin esterase,Inorganic ion transport and metabolism,fes-ybdZ-entF-fepE,"RpoD,Fnr,H-NS,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10299
b3409,0.14065237290000002,feoB,Fe(2(+)) transporter FeoB,Inorganic ion transport and metabolism,feoABC,"RpoD,YcjW,Fnr,NagC,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12102
b0589,0.13838280690000002,fepG,ferric enterobactin ABC transporter membrane subunit FepG,Inorganic ion transport and metabolism,fepDGC,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10298
b0592,0.13738346980000002,fepB,ferric enterobactin ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,fepB,"RpoD,RutR,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10294
b1452,0.1352632601,yncE,PQQ-like domain-containing protein YncE,Function unknown,yncE,"MarA,ArcA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6763
b2211,0.1337639421,yojI,ABC transporter family protein/microcin J25 efflux protein,Inorganic ion transport and metabolism,yojI,"RpoD,YdcI,Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12070
b0588,0.1321632906,fepC,ferric enterobactin ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,fepDGC,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10295
b0593,0.12671289060000002,entC,isochorismate synthase EntC,Coenzyme transport and metabolism,entCEBAH,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10261
b0468,0.1253252117,ybaN,conserved inner membrane protein YbaN,Function unknown,ybaN,GlaR,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12843
b4490,0.1187955859,efeU,inactive ferrous iron permease EfeU%2C N-terminal fragment,No COG annotation,,"RpoD,CpxR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6525
b3070,0.1118251024,nfeF,NADPH-dependent ferric chelate reductase,Inorganic ion transport and metabolism,yqjH,"RpoD,Fur,NfeR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7593
b0151,0.1117859846,fhuC,iron(III) hydroxamate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,fhuACDB,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10304
b3410,0.1048373692,feoC,ferrous iron transport protein FeoC,Transcription,feoABC,"RpoD,Fnr,NagC,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12933
b2674,0.08993502,nrdI,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,Nucleotide transport and metabolism,nrdHIEF,"RpoD,YidZ,IscR,Fur,ppGpp,NrdR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7402
b0152,0.08762485490000001,fhuD,iron(III) hydroxamate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,fhuACDB,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10305
b2673,0.0852286539,nrdH,glutaredoxin-like protein,"Post-translational modification, protein turnover,and chaperones",nrdHIEF,"RpoD,YedW,IscR,Fur,ppGpp,NrdR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7401
b4511,0.0780944987,ybdZ,enterobactin biosynthesis protein YbdZ,Function unknown,fes-ybdZ-entF-fepE,"RpoD,H-NS,Fnr,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10437
b1496,0.0770566111,yddA,ABC transporter family protein YddA,Inorganic ion transport and metabolism,yddAB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11742
b2106,0.0755386148,rcnA,Ni(2(+))/Co(2(+)) exporter,"Intracellular trafficking, secretion, and vesicular transport",rcnAB,"RpoD,Fur,RcnR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7138
b3908,0.0750600178,sodA,superoxide dismutase (Mn),Inorganic ion transport and metabolism,sodA,"RpoD,Rob,SoxR,fnrS,ArcA,Fnr,Crp,MarA,IHF,SoxS,Fur,ryhB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10953
b1018,0.06397689520000001,efeO,ferrous iron transport system protein EfeO,Inorganic ion transport and metabolism,efeOB,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6527
b4582,0.063914554,yoeA,CP4-44 prophage%3B TonB-dependent receptor plug domain-containing protein YoeA,Inorganic ion transport and metabolism,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7075
b0595,-0.061911327200000005,entB,enterobactin synthase component B,"Secondary metabolites biosynthesis, transport, and catabolism",entCEBAH,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10260
b0596,-0.06783505370000001,entA,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase,Lipid transport and metabolism,entCEBAH,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10259
b1821,-0.0703531038,mntP,Mn(2(+)) exporter,Inorganic ion transport and metabolism,mntP,"RpoD,Fur,MntR,ppGpp,Mn2",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6999
b1673,-0.0796530459,ydhV,putative oxidoreductase,Energy production and conversion,ydhYVWXUT,"YidZ,RpoS,NarL,NarP,Fnr",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6901
b0597,-0.08651433950000001,entH,proofreading thioesterase in enterobactin biosynthesis,"Secondary metabolites biosynthesis, transport, and catabolism",entCEBAH,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11105
b1674,-0.09856121870000001,ydhY,putative 4Fe-4S ferredoxin-type protein,Energy production and conversion,ydhYVWXUT,"RpoS,NarL,NarP,Fnr",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6902
b1905,-0.1618297584,ftnA,ferritin iron storage protein,Inorganic ion transport and metabolism,ftnA,"RpoD,H-NS,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10921
