locus,gene_weight,gene_name,gene_product,cog,operon,regulator,RplJ,stringent response,link
BSU_01190,0.10498164500000001,rplB,ribosomal protein L2 (BL2),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01190
BSU_01340,0.101969428,rpmD,ribosomal protein L30 (BL27),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01340
new_135170_135363,0.097611582,S55,5'UTR of rpsJ,No COG category,,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_135170_135363
BSU_01160,0.097552677,rplC,ribosomal protein L3 (BL3),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01160
BSU_01150,0.09743562300000001,rpsJ,ribosomal protein S10 (BS13),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01150
BSU_01040,0.096632696,rplJ,ribosomal protein L10 (BL5),"Translation, ribosomal structure and biogenesis","rplJ->rplL, rplK->rplL","RplJ,RplL,stringent response",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01040
BSU_01389,0.091380339,ybzG,unknown,No COG category,rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01389
BSU_01370,0.091090274,adk,adenylate kinase,Nucleotide transport and metabolism,"rplO->map, rpsJ->rplQ","SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01370
BSU_01390,0.088902307,infA,initiation factor IF-1,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01390
BSU_01350,0.08869832600000001,rplO,ribosomal protein L15,"Translation, ribosomal structure and biogenesis","rplO->map, rpsJ->rplQ","SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01350
BSU_01050,0.088598386,rplL,ribosomal protein L12 (BL9),"Translation, ribosomal structure and biogenesis","rplJ->rplL, rplK->rplL","RplJ,RplL,stringent response",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01050
BSU_01400,0.08804659000000001,rpmJ,ribosomal protein L36 (ribosomal protein B),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01400
BSU_01410,0.08593458300000001,rpsM,ribosomal protein S13,"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01410
BSU_01380,0.084253664,map,methionine aminopeptidase,Amino acid transport and metabolism,"rplO->map, rpsJ->rplQ","SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01380
BSU_01360,0.08388284700000001,secY,preprotein translocase subunit,Intracellular trafficking and secretion,"rplO->map, rpsJ->rplQ","SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01360
BSU_01420,0.080846653,rpsK,ribosomal protein S11 (BS11),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01420
BSU_40900,0.08062234,ssbA,single-strand DNA-binding protein,"Replication, recombination and repair","yyzM->rpsR, yyaF->rpsR, rpsF->rpsR","ComK,SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40900
BSU__misc_RNA_3,0.079141626,BSU_misc_RNA_3,,No COG category,rplK->rplL,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_3
new_148755_148930,0.07708769,S56,intergenic region,No COG category,rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_148755_148930
BSU_01430,0.07686303600000001,rpoA,RNA polymerase alpha subunit,Transcription,rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01430
new_4199733_4199799_c,0.07643010600000001,S1575,5'UTR of rpsF,No COG category,,"ComK,SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4199733_4199799_c
BSU_40910,0.07638463300000001,rpsF,ribosomal protein S6 (BS9),"Translation, ribosomal structure and biogenesis","yyzM->rpsR, yyaF->rpsR, rpsF->rpsR","ComK,SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40910
BSU_01440,0.075969981,rplQ,ribosomal protein L17 (BL15),"Translation, ribosomal structure and biogenesis",rpsJ->rplQ,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01440
BSU_01100,0.07302006800000001,rpsL,ribosomal protein S12 (BS12),"Translation, ribosomal structure and biogenesis",rplGB->tufA,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01100
new_118452_118590,0.073018913,S49,5'UTR of rplK,No COG category,,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_118452_118590
BSU_01090,0.072427498,rplGB,unknown,"Translation, ribosomal structure and biogenesis",rplGB->tufA,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01090
BSU_01020,0.07232099800000001,rplK,ribosomal protein L11 (BL11),"Translation, ribosomal structure and biogenesis",rplK->rplL,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01020
BSU_01030,0.072139513,rplA,ribosomal protein L1 (BL1),"Translation, ribosomal structure and biogenesis",rplK->rplL,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01030
new_119017_119110,0.071888509,S50,intergenic region,No COG category,,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_119017_119110
BSU_16040,0.071228503,rplS,ribosomal protein L19,"Translation, ribosomal structure and biogenesis","ylxM->rplS, rplS","SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU16040
new_129589_129701,0.070579134,S53,intergenic region,No COG category,,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_129589_129701
new_3035532_3035729,0.069578761,S1135,5'UTR of rpsD,No COG category,,"SigA,stringent response",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3035532_3035729
BSU_01120,0.067098158,fusA,elongation factor G,"Translation, ribosomal structure and biogenesis",rplGB->tufA,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01120
BSU_01490,0.06331594,rplM,ribosomal protein L13,"Translation, ribosomal structure and biogenesis","rplM->rpsI, truA->rpsI",stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01490
new_1717808_1717932,0.06288787400000001,S586,5'UTR of rpsB,No COG category,,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1717808_1717932
new_132763_132881,0.062824832,S54,intergenic region,No COG category,,stringent response,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_132763_132881
