locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Xre,Xpf,link
BSU_12600,0.15915087461269048,xkdF,phage PBSX%3B conserved hypothetical protein,"Replication, recombination and repair",Op980,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12600
BSU_12630,0.1590385362247613,xkdI,phage PBSX%3B conserved hypothetical protein,Function unknown,Op980,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12630
BSU_12780,0.15642659277429424,xepA,phage PBSX%3B lytic exoenzyme,No COG annotation,Op994,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12780
BSU_12580,0.15340581263998088,xtmB,phage PBSX%3B prophage terminase (large subunit),Function unknown,Op980,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12580
BSU_12810,0.15214439225193266,xlyA,phage PBSX%3B N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,Op997,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12810
BSU_12590,0.1512026129657307,xkdE,phage PBSX%3B phage capsid portal protein,Function unknown,Op980,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12590
BSU_12700,0.1478525682726262,xkdQ,phage PBSX%3B conserved hypothetical protein,Carbohydrate transport and metabolism,Op985,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12700
BSU_12710,0.14781072314703436,xkdR,phage PBSX%3B conserved hypothetical protein,Function unknown,Op986,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12710
BSU_12720,0.14396353296816214,xkdS,phage PBSX%3B conserved hypothetical protein,Function unknown,Op987,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12720
BSU_12740,0.14280133331354886,xkdU,phage PBSX%3B conserved hypothetical protein,Function unknown,Op989,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12740
BSU_12672,0.14252890266487794,xkzB,phage PBSX%3B conserved hypothetical protein,No COG annotation,Op982,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12672
BSU_12749,0.1425144785400098,xkzA,phage PBSX%3B conserved hypothetical protein,No COG annotation,Op990,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12749
BSU_12760,0.1414771086199889,xkdW,phage PBSX%3B conserved hypothetical protein,Function unknown,Op992,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12760
BSU_12690,0.14030068480351598,xkdP,phage PBSX%3B putative murein binding protein,Function unknown,Op984,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12690
BSU_12730,0.1344636517158604,xkdT,phage PBSX%3B putative base plate assembly protein,Function unknown,Op988,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12730
BSU_12680,0.1319823353878277,xkdO,phage PBSX%3B putative tape measure protein,"Replication, recombination and repair",Op983,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12680
BSU_12460,0.1271962119685287,xlyB,phage PBSX%3B N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,Op971,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12460
BSU_12750,0.1249946883563522,xkdV,phage PBSX%3B conserved hypothetical protein,No COG annotation,Op991,Xpf,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12750
BSU_02200,0.12378533717713845,ybfG,putative pepdidoglycan binding protein,Cell wall/membrane/envelope biogenesis,Op166,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02200
BSU_12520,0.1174262499425821,xkdB,phage PBSX%3B conserved hypothetical protein,Transcription,Op978,Xre,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12520
BSU_12539,0.1148462096841286,ykzK,phage PBSX%3B conserved hypothetical protein,No COG annotation,Op978,Xre,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12539
BSU_12530,0.11379557311239027,xkdC,phage PBSX%3B putative DNA binding protein,"Replication, recombination and repair",Op978,Xre,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12530
BSU_12550,0.10556838099019514,xtrA,phage PBSX%3B conserved protein of unknown function,Function unknown,Op978,Xre,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12550
BSU_12540,0.10477100094140047,xkdD,phage PBSX%3B conserved hypothetical protein,No COG annotation,Op978,Xre,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12540
BSU_12560,0.10234781557858133,xpf,phage PBSX%3B putative RNA polymerase PBSX sigma factor-like,Transcription,Op979,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12560
BSU_12519,0.09563087137310623,yjzJ,phage PBSX%3B conserved hypothetical protein,No COG annotation,Op977,Xre,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12519
BSU_14072,0.09288186589381273,ykzU,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,Op1108,FadR,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14072
BSU_14071,0.0798522726796861,ykuG,putative cell wall-binding protein,Cell wall/membrane/envelope biogenesis,Op1107,FadR,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14071
BSU_17267,0.06287450973108824,ymzEc,conserved hypothetical protein%3B C-terminal part of YmzE,No COG annotation,Op1302,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17267
BSU_35770,0.0541407353893159,tagC,putative polyglycerol phosphate assembly and export protein (teichoic acid biosynthesis),No COG annotation,Op2785,LexA,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35770
BSU_20440,0.05142698695116959,yorB,conserved hypothetical protein%3B phage SPbeta,No COG annotation,Op1611,LexA,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20440
BSU_12480,0.049067733985236464,pghB,phage PBSX%3B gamma-polyglutamate hydrolase,Function unknown,Op973,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12480
BSU_05630,0.047998880702715005,dinB,nuclease inhibitor,Function unknown,Op443,LexA,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05630
BSU_23710,0.04405717701805087,polYB,Y family DNA polymerase V bypassing lesions during replication,"Replication, recombination and repair",Op1898,LexA,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23710
BSU_17266,0.03864893285273145,ymzEn,conserved hypothetical protein%3B N-terminal part of YmzE,No COG annotation,Op1301,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17266
BSU_02190,0.03677650166901759,ybfF,conserved protein of unknown function,No COG annotation,Op165,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02190
BSU_02180,0.03516861725086993,ybfEc,conserved protein of unknown function (C-terminal end),No COG annotation,Op163,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02180
BSU_18130,-0.04382755358619764,eglS,endo-1%2C4-beta-glucanase,Carbohydrate transport and metabolism,Op1382,SigA,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18130
BSU_18160,-0.045645718943412836,xynD,arabinoxylan arabinofuranohydrolase,Carbohydrate transport and metabolism,Op1385,AbrB,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18160
BSU_18300,-0.047758046979606304,ppsE,nonribosomal plipastatin synthetase E,"Secondary metabolites biosynthesis, transport, and catabolism",Op1395,AbrB,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18300
BSU_18150,-0.048617476266898864,xynC,secreted endo-xylanase,Cell wall/membrane/envelope biogenesis,Op1384,AbrB,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18150
BSU_18190,-0.052652696867869386,yngC,putative integral inner membrane protein%2C phosphatase or phosphate isomerase,Function unknown,Op1388,"SigM,YclJ",False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18190
