locus,gene_weight,gene_name,gene_product,cog,operon,regulator,FliA,link
b1926,0.0856244456,fliT,flagellar biosynthesis protein FliT,Transcription,fliDST,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11389
b3666,0.0758193209,uhpT,hexose-6-phosphate:phosphate antiporter,Inorganic ion transport and metabolism,uhpT,"RpoD,oxyS,YeiE,UvrY,Crp,UhpA",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11054
b1421,0.0679814296,trg,methyl-accepting chemotaxis protein Trg,Cell motility,trg,"FliA,Fis,Crp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11018
b1070,0.0651050445,flgN,flagellar biosynthesis protein FlgN,Cell motility,flgAMN,"RpoD,FliA,FlhDC,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6562
b4109,0.0638725868,crfC,clamp-binding sister replication fork colocalization protein,Function unknown,crfC-yjcZ,"YciT,FliA,Lrp,FliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11210
b1071,0.0610955103,flgM,anti-sigma factor for FliA (sigma(28)),Cell motility,flgAMN,"RpoD,FliA,FlhDC,CsgD,omrA,omrB",True,https://ecocyc.org/gene?orgid=ECOLI&id=G369
b1760,0.059344986100000004,ynjH,DUF1496 domain-containing protein YnjH,Function unknown,ynjH,"FliA,Lrp,Nac,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6955
b3072,0.0584672457,aer,aerotaxis sensor receptor%2C flavoprotein,Signal transduction mechanisms,aer,"FliA,Fnr,Crp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7595
b1921,0.038650997,fliZ,DNA-binding transcriptional regulator FliZ,Transcription,fliAZ-tcyJ,"RpoD,YidZ,H-NS,FliA,IHF,NsrR,EcpR,SutR,CsgD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11356
b3524,0.037451788,yhjG,AsmA family protein YhjG,Cell wall/membrane/envelope biogenesis,yhjG,RpoS,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12251
