,start,stop,strand,gene_name,length,operon,COG,gene_product,description,classif,Unnamed: 11,regulator
BSU_00190,26814,28505,1,dnaX,1691,dnaX->bofA,"Replication, recombination and repair",DNA polymerase  III (gamma and tau subunits),DNA polymerase  III (gamma and tau subunits) part of the clamp-loader complex and the [SW|replisome],-,,
BSU_00200,28529,28852,1,yaaK,323,dnaX->bofA,Function unknown,unknown,similar to DNA-binding protein,-,,
BSU_00210,28867,29463,1,recR,596,dnaX->bofA,"Replication, recombination and repair",formation of [[protein|A44D4677FB70BE8F554BF1001A500F817C7DA95F]] DNA repair centers,required for the formation of [[protein|A44D4677FB70BE8F554BF1001A500F817C7DA95F]] DNA repair centers,-,,
BSU_00220,29481,29705,1,yaaL,224,dnaX->bofA,Function unknown,unknown,unknown,-,,
BSU_00230,29772,30035,1,bofA,263,"dnaX->bofA, bofA",Function unknown,inhibitor of pro-[[protein|24F7FD5C7C3A68BB2760ABB8CBD8FBD65E5FF7D4|sigma-K]] processing,inhibition of the pro-[[protein|24F7FD5C7C3A68BB2760ABB8CBD8FBD65E5FF7D4|sigma-K]] processing machinery,-,,"SigE,SpoIIID"
BSU_00240,35531,35725,1,csfB,194,csfB,Function unknown,inhibitor of [[protein|SigG ]]and [[protein|3CB24D493B3282278B7DC61CE3C793DFA815F9E2]],"anti-sigma factor, inhibitor of [[protein|SigG ]]and of [[protein|3CB24D493B3282278B7DC61CE3C793DFA815F9E2]]",-,,"SigK,SigF"
BSU_00250,35845,36459,1,xpaC,614,"xpaC->yabC, xpaC->yaaO",Function unknown,unknown,hydrolysis of 5-bromo-4-chloroindolyl phosphate,-,,"SigK,SigW"
BSU_00260,36478,37638,1,yaaN,1160,"xpaC->yabC, xpaC->yaaO",Inorganic ion transport and metabolism,unknown,unknown,-,,"SigK,SigW"
BSU_00270,37720,39162,1,yaaO,1442,"xpaC->yabC, xpaC->yaaO",Amino acid transport and metabolism,putative arginine decarboxylase,"similar to arginine decarboxylase, affects the level of [[protein|3054CD45713BBD69C2A528DE24AF6AF37175FD9D]] modification",-,,"SigK,SigW"
BSU_00280,39159,39797,1,tmk,638,"xpaC->yabC, tmk->yabC",Nucleotide transport and metabolism,thymidylate kinase,thymidylate kinase,-,,
BSU_00290,39871,40200,1,darA,329,"xpaC->yabC, darA->yabC, tmk->yabC",Function unknown,c-di-AMP-binding PII-like protein,c-di-AMP-binding PII-like protein,-,,
BSU_00300,40213,40653,1,yaaR,440,"xpaC->yabC, darA->yabC, tmk->yabC",Function unknown,unknown,unknown,-,,
BSU_00310,40665,41654,1,holB,989,"xpaC->yabC, darA->yabC, tmk->yabC","Replication, recombination and repair",DNA polymerase III (delta subunit),"DNA polymerase III (delta subunit), part of the clamp-loader complex and the [SW|replisome]",-,,
BSU_00320,41657,42484,1,yaaT,827,"xpaC->yabC, darA->yabC, tmk->yabC",Function unknown,subunit of the regulatory iron-sulfur containing [[protein|EE52DFA35B935E551871D079A9BE877DB2001A3B]]-[[protein|6C9A092F38739A3759793EF8B496569CD02C2E3F]]-[[protein|EBD15C174A03B7FCDFFE4C5DB5D86E93F1B9CAC4]] complex,"subunit of the regulatory iron-sulfur containing [[protein|EE52DFA35B935E551871D079A9BE877DB2001A3B]]-[[protein|6C9A092F38739A3759793EF8B496569CD02C2E3F]]-[[protein|EBD15C174A03B7FCDFFE4C5DB5D86E93F1B9CAC4]] complex, required for [[protein|872CCB5A49C9000BD95E4B0472556D5F60F7D7A4|RNase Y]] dependent maturation of polycistronic mRNAs, control of the [SW|phosphorelay], required for the achieving a sufficient level of [[protein|2C54FE2ADC82FF414D732018C90649D477A925AD]]-P for [SW|sporulation] initiation",-,,
BSU_00330,42499,42858,1,yabA,359,"xpaC->yabC, darA->yabC, tmk->yabC","Replication, recombination and repair",negative regulator of [[category|SW 3.1.1|replication]] initiation,"inhibitor of [[protein|6740108089F13116F200C15F35C2E7561E990FEB]] oligomerization, tethers [[protein|DnaA ]]to the polymerase-clamp protein [[protein|83E05071DEC874248D3E96B8F3A093C65939B314]]",-,,
BSU_00340,42917,43660,1,yabB,743,"xpaC->yabC, darA->yabC, tmk->yabC",Function unknown,unknown,similar to methyltransferase,-,,
BSU_00350,43647,43946,1,yazA,299,"xpaC->yabC, darA->yabC, tmk->yabC","Replication, recombination and repair",unknown,similar to endonuclease,-,,
BSU_00360,43921,44799,1,yabC,878,"xpaC->yabC, darA->yabC, tmk->yabC",Coenzyme transport and metabolism,16S rRNA methyltransferase,similar to 16S rRNA methyltransferase,-,,
BSU_00370,44848,45138,-1,abrB,290,abrB,Transcription,transcriptional regulator,transcriptional regulator of transition state genes,-,,"Spo0A,SigA,AbrB"
BSU_00380,45633,47627,1,metS,1994,"metS->yabD, metS","Translation, ribosomal structure and biogenesis",methionyl-tRNA synthetase,methionyl-tRNA synthetase,-,,Spo0A
BSU_00390,47706,48473,1,yabD,767,metS->yabD,"Replication, recombination and repair",putative metal-dependent hydrolase,putative metal-dependent hydrolase,-,,Spo0A
BSU_00400,48629,49942,1,yabE,1313,yabE,Signal transduction,unknown,similar to cell wall binding protein,-,,SigA
BSU_00410,50087,50647,1,rnmV,560,rnmV->ksgA,"Translation, ribosomal structure and biogenesis",endoribonuclease M5,RNase M5,-,,
BSU_00420,50640,51518,1,ksgA,878,rnmV->ksgA,"Translation, ribosomal structure and biogenesis",rRNA adenine dimethyltransferase,rRNA adenine dimethyltransferase,-,,
BSU_00430,51680,52552,1,yabG,872,yabG,Function unknown,protease,sporulation-specific protease,-,,SigK
BSU_00440,52763,53023,1,veg,260,veg,Function unknown,negative effector of [[protein|5A6FBAE6553343092862CB79E150F934978C32A9]] activity,negative effector of [[protein|5A6FBAE6553343092862CB79E150F934978C32A9]] activity,-,,SigA
BSU_00450,53183,53368,1,sspF,185,sspF,Function unknown,small acid-soluble spore protein (minor),small acid-soluble spore protein (minor),-,,SigG
BSU_00460,53516,54385,1,ispE,869,ispE->yabJ,Lipid transport and metabolism,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, fourth step in the MEP pathway of isoprenoid biosynthesis",-,,PurR
BSU_00470,54441,55298,1,purR,857,ispE->yabJ,Nucleotide transport and metabolism,transcription repressor of the <i>pur </i>operon,transcription repressor of the <i>pur </i>operon,-,,PurR
BSU_00480,55295,55672,1,yabJ,377,ispE->yabJ,"Translation, ribosomal structure and biogenesis",2-iminobutanoate/2-iminopropanoate deaminase,"2-iminobutanoate/2-iminopropanoate deaminase, detoxification of reactive intermediates generated in isoleucine biosynthesis",-,,PurR
BSU_00490,55866,56159,1,spoVG,293,spoVG,Cell cycle control and cell division,negative effector of asymetric septation,"RNA-binding regulatory protein, negative effector of asymetric septation at the onset of sporulation",-,,"SinR,SigH,AbrB"
BSU_00500,56352,57722,1,gcaD,1370,gcaD->ctc,Cell wall/membrane/envelope biogenesis,bifunctional N-acetylglucosamine-1-phosphate,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,-,,"SigA,stringent_response"
BSU_00510,57745,58698,1,prs,953,gcaD->ctc,Nucleotide transport and metabolism,phosphoribosylpyrophosphate synthetase,"phosphoribosylpyrophosphate synthetase, universally conserved protein",-,,"SigA,stringent_response"
BSU_00520,58783,59397,1,ctc,614,"gcaD->ctc, ctc->fin, ctc","Translation, ribosomal structure and biogenesis",ribosomal protein,"general stress protein, similar to ribosomal protein L25",-,,"SigA,SigB,stringent_response"
BSU_00530,59504,60070,1,spoVC,566,ctc->fin,"Translation, ribosomal structure and biogenesis",peptidyl-tRNA hydrolase,"general stress protein, peptidyl-tRNA hydrolase",-,,SigB
BSU_00540,60130,60360,1,fin,230,"fin, ctc->fin, fin->spoVT",Function unknown,feedback inhibitor of [[protein|CFF318EE6CACDEE763FBF96A2ABB46E944679AAA]] activity,"[SW|RNA polymerase]-binding protein, feedback inhibitor of [[protein|CFF318EE6CACDEE763FBF96A2ABB46E944679AAA]] activity",-,,"SigB,SigG,SigF"
BSU_00550,60430,63963,1,mfd,3533,fin->spoVT,"Replication, recombination and repair",[SW|transcription]-repair coupling factor,"[SW|transcription]-repair coupling factor, eliminates genetic damage from transcriptionally active genes during sporulation, required for increased mutagenesis of lagging strand genes",-,,
BSU_00560,64099,64635,1,spoVT,536,"spoVT, fin->spoVT",Transcription,transcriptional regulator,transcription activator and repressor of [[protein|5F24258282F3166B7696B9E9ABC1706E4D06C944]]-dependent genes,-,,"SigG,SigF"
BSU_00570,64817,66415,1,yabM,1598,yabM->yabR,Function unknown,unknown,may function in a previously observed alternate pathway for peptidoglycan strand synthesis,-,,"SigM,SigE,SigW,SigD,SigX"
BSU_00580,66405,67874,1,yabN,1469,yabM->yabR,Function unknown,unknown,similar to nucleoside triphosphate pyrophosphohydrolase,-,,"SigM,SigE,SigW,SigD,SigX"
BSU_00590,67877,68137,1,yabO,260,yabM->yabR,"Translation, ribosomal structure and biogenesis",Hsp15,similar to heat shock protein Hsp15,-,,"SigM,SigE,SigW,SigD,SigX"
BSU_00600,68216,68518,1,yabP,302,"yabM->yabR, yabP->yabR",Function unknown,unknown,required for [SW|sporulation] at a late stage,-,,"SigM,SigE,SigW,SigD,SigX"
BSU_00610,68515,69150,1,yabQ,635,"yabM->yabR, yabP->yabR",Function unknown,unknown,required for sporulation at a late stage,-,,"SigM,SigE,SigW,SigD,SigX"
BSU_00620,69168,69545,1,divIC,377,"yabM->yabR, yabP->yabR, divIC->yabR",Cell cycle control and cell division,cell-division protein,"cell-division initiation protein (septum formation), component of septosome (with [[protein|B66FC02948DABBCE64DE2629D6E33E05647B4EEF]])",-,,"SigM,SigE,SigW,SigD,SigX"
BSU_00630,69626,70012,1,yabR,386,"yabM->yabR, yabP->yabR, divIC->yabR","Translation, ribosomal structure and biogenesis",unknown,similar to the C-terminal domain of <i>E. coli</i> polyribonucleotide phosphorylase and to four repeated domains at the N-terminus of <i>E. coli</i> ribosomal protein S1,-,,"SigM,SigE,SigW,SigD,SigX"
BSU_00640,70538,73021,1,spoIIE,2483,"spoIIE, spoIIE->ftsH",Transcription,"protein serine phosphatase, septum-associated PP2C","protein serine phosphatase, septum-associated PP2C, dephosphorylation of [[protein|3936E91C062074BFE4284B54A8CC33F35F94F5EE]]",-,,"Spo0A,SigA,SigF"
BSU_00650,73106,73843,1,yabS,737,spoIIE->ftsH,Function unknown,unknown,unknown,-,,SigF
BSU_00660,73809,74825,1,yabT,1016,spoIIE->ftsH,Transcription,Ser/Thr kinase,"Ser/Thr kinase, controls [[category|SW 3.3.1]] and DNA integrity during spore development",-,,SigF
BSU_00670,74929,76347,1,tilS,1418,"tilS->ftsH, spoIIE->ftsH",Cell cycle control and cell division,tRNA<sup>Ile</sup>-lysidine synthetase,"trigger enzyme, tRNA<sup>Ile</sup>-lysidine synthetase (modifies C34 at the wobble position of tRNA2<sup>Ile</sup> to lysidine) and part of a transcription activator",-,,"SigM,SigA,TilS,HprT,SigF"
BSU_00680,76344,76886,1,hprT,542,"tilS->ftsH, spoIIE->ftsH",Nucleotide transport and metabolism,hypoxanthine phosphoribosyltransferase,"trigger enzyme, hypoxanthine phosphoribosyltransferase and part of a transcription activator",-,,"SigM,SigA,TilS,HprT,SigF"
BSU_00690,76984,78897,1,ftsH,1913,"tilS->ftsH, spoIIE->ftsH, ftsH","Post-translational modification, protein turnover, and chaperones",ATP-dependent metalloprotease,ATP-dependent metalloprotease,-,,"SigM,SigA,TilS,HprT,SigF"
BSU_00700,79092,79868,1,coaX,776,"coaX->cysK, coaX->yacC",Nucleotide transport and metabolism,pantothenate kinase,type III pantothenate kinase,-,,"SigM,Spx"
BSU_00710,79880,80755,1,yacC,875,"coaX->cysK, coaX->yacC","Post-translational modification, protein turnover, and chaperones",putative disulfide bond chaperone,"similar to chaperonin (HSP33 Homolog), putative disulfide bond chaperone",-,,"SigM,Spx"
BSU_00720,80802,81695,1,yacD,893,coaX->cysK,"Post-translational modification, protein turnover, and chaperones",unknown,"putative peptidyl-prolyl <i>cis-trans </i>isomerase, similar to secretion protein [[protein|6EE13E61A218A6D52BAC83A1145B0B96961CE289]]",-,,"SigM,Spx"
BSU_00730,81771,82697,1,cysK,926,"coaX->cysK, cysK",Amino acid transport and metabolism,cysteine synthase,"cysteine synthase, trigger enzyme",-,,"SigM,Spx,SigA,CymR"
BSU_00740,82864,84276,1,pabB,1412,pabB->lysS,Amino acid transport and metabolism,para-aminobenzoate synthase (subunit A),para-aminobenzoate synthase (subunit A),-,,SigA
BSU_00750,84290,84874,1,pabA,584,pabB->lysS,Amino acid transport and metabolism,para-aminobenzoate synthase (subunit B)/ anthranilate synthase (subunit II) glutamine amidotransferase (subunit B) and anthranilate synthase (subunit II),para-aminobenzoate synthase (subunit B)/ anthranilate synthase (subunit II),-,,SigA
BSU_00760,84874,85755,1,pabC,881,pabB->lysS,Amino acid transport and metabolism,aminodeoxychorismate lyase,aminodeoxychorismate lyase,-,,SigA
BSU_00770,85737,86594,1,sul,857,pabB->lysS,Coenzyme transport and metabolism,dihydropteroate synthase,dihydropteroate synthase,-,,SigA
BSU_00780,86587,86949,1,folB,362,pabB->lysS,Coenzyme transport and metabolism,dihydroneopterin aldolase,dihydroneopterin aldolase,-,,SigA
BSU_00790,86946,87449,1,folK,503,pabB->lysS,Coenzyme transport and metabolism,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,-,,SigA
BSU_00800,87401,87610,1,yazB,209,pabB->lysS,Transcription,unknown,similar to transcription regulator ([SW|Xre family]),-,,SigA
BSU_00810,87634,88635,1,yacF,1001,pabB->lysS,"Translation, ribosomal structure and biogenesis",putative tRNA-dihydrouridine synthase B,putative tRNA-dihydrouridine synthase B,-,,SigA
BSU_00820,88727,90226,1,lysS,1499,"lysS, pabB->lysS","Translation, ribosomal structure and biogenesis",lysyl-tRNA synthetase,lysyl-tRNA synthetase,-,,SigA
BSU_00830,101449,101913,1,ctsR,464,ctsR->disA,Transcription,transcription repressor,"transcription repressor of class III heat shock genes ([[gene|86A2F2F65290F4471D6FD03B694821C66C180D8A]] operon, [[gene|8C5B14FE5E03427F9A598C75D4081FA0D6696299]], [[gene|CB06A70DE7462CEB7AF5D8C28943C878DD56DE1A]])",-,,"SigM,SigA,SigB,CtsR,SigF"
BSU_00840,101927,102484,1,mcsA,557,ctsR->disA,Function unknown,activator of [[protein|7B1B664A1AE1F641E8E7D9E2894D5C8FFFA92948]] kinase activity,"modulator of [[protein|908DB17A39D518E84977250C55825E77FA02E391]]-dependent repression, [[protein|CA0939064E70A97434FA450A69E779FD89880613]] activates kinase activity of [[protein|7B1B664A1AE1F641E8E7D9E2894D5C8FFFA92948]]",-,,"SigM,SigA,SigB,CtsR,SigF"
BSU_00850,102484,103575,1,mcsB,1091,ctsR->disA,Amino acid transport and metabolism,protein arginine kinase,"protein arginine kinase, tags proteins for degradation by [[protein|86A2F2F65290F4471D6FD03B694821C66C180D8A]]-[[protein|CB06A70DE7462CEB7AF5D8C28943C878DD56DE1A]], adaptor protein, modulator of [[protein|908DB17A39D518E84977250C55825E77FA02E391]]-dependent repression",-,,"SigM,SigA,SigB,CtsR,SigF"
BSU_00860,103572,106004,1,clpC,2432,ctsR->disA,"Post-translational modification, protein turnover, and chaperones","AAA unfoldase, ATPase subunit of the [[protein|86A2F2F65290F4471D6FD03B694821C66C180D8A]]-[[protein|CB06A70DE7462CEB7AF5D8C28943C878DD56DE1A]] protease","AAA  unfoldase, ATPase subunit of the [[protein|86A2F2F65290F4471D6FD03B694821C66C180D8A]]-[[protein|CB06A70DE7462CEB7AF5D8C28943C878DD56DE1A]] protease, directs proteins phosphorylated on arginine residues to [[protein|CB06A70DE7462CEB7AF5D8C28943C878DD56DE1A]]",-,,"SigM,SigA,SigB,CtsR,SigF"
BSU_00870,106096,107472,1,radA,1376,ctsR->disA,"Post-translational modification, protein turnover, and chaperones","branch migration transferase, 6-O-methylguanine-DNA methyltransferase","branch migration transferase, 6-O-methylguanine-DNA methyltransferase, negative effector of [[protein|2B091CCEE9E34D659771E39B1FC9050A145048AB]] activity, participates in the stabilization and/or processing of holliday junction intermediates, required for repair-by-recombination",-,,"SigM,SigA,SigB,CtsR,SigF"
BSU_00880,107476,108558,1,disA,1082,"ctsR->disA, disA","Replication, recombination and repair","DNA integrity scanning protein, has diadenylate cyclase activity","DNA integrity scanning protein, diadenylate cyclase, delays [SW|sporulation] in the case of chromosome damage, the DisA-dependent checkpoint arrests [SW|DNA replication] during <i>B. subtilis</i> spore outgrowth until the germinating spores genome is free of damage",-,,"SigM,SigA,SigB,CtsR,SigF"
BSU_00890,108674,109774,1,yacL,1100,yacL->ispF,Function unknown,unknown,"general stress protein, survival of salt and ethanol  stresses",-,,"SigM,SigB"
BSU_00900,109789,110487,1,ispD,698,yacL->ispF,Lipid transport and metabolism,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, third step in the MEP pathway of isoprenoid biosynthesis",-,,"SigM,SigB"
BSU_00910,110480,110956,1,ispF,476,yacL->ispF,Lipid transport and metabolism,"2-C-methyl-D-erythrol-2,4-cyclodiphosphate synthase","2-C-methyl-D-erythrol-2,4-cyclodiphosphate synthase, 5th step in the MEP pathway of isoprenoid biosynthesis",-,,"SigM,SigB"
BSU_00920,111047,112498,1,gltX,1451,gltX->yacP,"Translation, ribosomal structure and biogenesis",glutamyl-tRNA synthetase,"glutamyl-tRNA synthetase, universally conserved protein",-,,"SigA,T-box"
BSU_00930,112800,113453,1,cysE,653,gltX->yacP,Amino acid transport and metabolism,serine O-acetyltransferase,serine O-acetyltransferase,-,,"SigA,T-box"
BSU_00940,113450,114850,1,cysS,1400,gltX->yacP,"Translation, ribosomal structure and biogenesis",cysteine-tRNA synthetase,cysteine-tRNA synthetase,-,,"SigA,T-box"
BSU_00950,114854,115285,1,mrnC,431,gltX->yacP,"Translation, ribosomal structure and biogenesis",RNase Mini-III,RNase Mini-III,-,,"SigA,T-box"
BSU_00960,115269,116018,1,yacO,749,gltX->yacP,"Translation, ribosomal structure and biogenesis",putative 23S rRNA methyltransferase,putative 23S rRNA 2'-O-ribose G2251 methyltransferase,-,,"SigA,T-box"
BSU_00970,116025,116537,1,yacP,512,gltX->yacP,Function unknown,A site endoribonuclease,[SW|ribosome]-associated A site endoribonuclease,-,,"SigA,T-box"
BSU_00980,116600,117256,1,sigH,656,sigH->secE,Transcription,[SW|RNA polymerase] [SW|sigma factor] SigH,"[SW|RNA polymerase] [SW|sigma factor] SigH, not fully active in laboratory strains due to a mutation (V117A)",-,,"SigA,AbrB"
BSU_00990,117349,117498,1,rpmGB,149,sigH->secE,"Translation, ribosomal structure and biogenesis",ribosomal protein L33b,ribosomal protein,-,,"SigA,AbrB"
BSU_01000,117532,117711,1,secE,179,sigH->secE,Intracellular trafficking and secretion,preprotein translocase subunit,preprotein translocase subunit,-,,"SigA,AbrB"
BSU_01010,117890,118423,1,nusG,533,,Transcription,sequence-specific RNA polymerase pause factor,transcription antitermination and pausing factor,-,,
BSU_01020,118591,119016,1,rplK,425,rplK->rplL,"Translation, ribosomal structure and biogenesis",ribosomal protein L11 (BL11),ribosomal protein,-,,stringent_response
BSU_01030,119111,119809,1,rplA,698,rplK->rplL,"Translation, ribosomal structure and biogenesis",ribosomal protein L1 (BL1),ribosomal protein,-,,stringent_response
BSU__misc_RNA_3,119855,119995,1,BSU_misc_RNA_3,140,rplK->rplL,No COG category,,,-,,stringent_response
BSU_01040,120061,120561,1,rplJ,500,"rplJ->rplL, rplK->rplL","Translation, ribosomal structure and biogenesis",ribosomal protein L10 (BL5),ribosomal protein L10,-,,"RplJ,RplL,stringent_response"
BSU_01050,120607,120978,1,rplL,371,"rplJ->rplL, rplK->rplL","Translation, ribosomal structure and biogenesis",ribosomal protein L12 (BL9),ribosomal protein L12,-,,"RplJ,RplL,stringent_response"
BSU_01060,121068,121673,1,ybxB,605,,"Translation, ribosomal structure and biogenesis",unknown,unknown,-,,
BSU_01070,121919,125500,1,rpoB,3581,rpoB->rpoC,Transcription,[SW|RNA polymerase] beta subunit,[SW|RNA polymerase] beta subunit,-,,"SigA,stringent_response"
BSU_01080,125562,129161,1,rpoC,3599,rpoB->rpoC,Transcription,[SW|RNA polymerase] beta' subunit,[SW|RNA polymerase] beta' subunit,-,,"SigA,stringent_response"
BSU_01090,129340,129588,1,rplGB,248,rplGB->tufA,"Translation, ribosomal structure and biogenesis",unknown,"highly expressed protein, similar to ribosomal protein L7AE family, associated with the ribosome during exponential growth, binds K-turns in RNA switches",-,,stringent_response
BSU_01100,129702,130118,1,rpsL,416,rplGB->tufA,"Translation, ribosomal structure and biogenesis",ribosomal protein S12 (BS12),ribosomal protein,-,,stringent_response
BSU_01110,130160,130630,1,rpsG,470,rplGB->tufA,"Translation, ribosomal structure and biogenesis",ribosomal protein S7 (BS7),ribosomal protein,-,,stringent_response
BSU_01120,130684,132762,1,fusA,2078,rplGB->tufA,"Translation, ribosomal structure and biogenesis",elongation factor G,"elongation factor G, facilitates movement of tRNA and mRNA by one codon",-,,stringent_response
BSU_01130,132882,134072,1,tufA,1190,rplGB->tufA,"Translation, ribosomal structure and biogenesis",elongation factor Tu,elongation factor Tu,-,,stringent_response
BSU_01140,134171,135127,1,ybaC,956,,Function unknown,unknown,similar to proline iminopeptidase,-,,
BSU_01150,135364,135672,1,rpsJ,308,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein S10 (BS13),ribosomal protein,-,,"SigA,stringent_response"
BSU_01160,135712,136341,1,rplC,629,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L3 (BL3),ribosomal protein L3,-,,"SigA,stringent_response"
BSU_01170,136369,136992,1,rplD,623,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L4,ribosomal protein,-,,"SigA,stringent_response"
BSU_01180,136992,137279,1,rplW,287,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L23,ribosomal protein,-,,"SigA,stringent_response"
BSU_01190,137311,138144,1,rplB,833,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L2 (BL2),"ribosomal protein L2, required for assembly of RplP into the 50S subunit of the ribosome",-,,"SigA,stringent_response"
BSU_01200,138202,138480,1,rpsS,278,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein S19 (BS19),ribosomal protein,-,,"SigA,stringent_response"
BSU_01210,138497,138838,1,rplV,341,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L22 (BL17),"ribosomal protein L22, important for folding and stabilization of the conformation of 23S rRNA",-,,"SigA,stringent_response"
BSU_01220,138842,139498,1,rpsC,656,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein S3 (BS3),ribosomal protein,-,,"SigA,stringent_response"
BSU_01230,139500,139934,1,rplP,434,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L16,"ribosomal protein L16,binding of L16 to the 50S subunit is required for the stimulation of RbgA GTPase activity, for release of RbgA from the ribosome, and for the conversion of the intermediate to the complete 50S subunit",-,,"SigA,stringent_response"
BSU_01240,139924,140124,1,rpmC,200,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L29,ribosomal protein,-,,"SigA,stringent_response"
